dt,signal_raw,signal_exec,position_Tplus1,position_vt,ret,turnover,cost,pnl_gross,pnl_net
2000-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-04,0.0,0.0,0.0,0.0,-0.012521810074595408,0.0,0.0,-0.0,-0.0
2000-01-05,0.0,0.0,0.0,0.0,0.005347606326595589,0.0,0.0,0.0,0.0
2000-01-06,0.0,0.0,0.0,0.0,-0.00320513094894892,0.0,0.0,-0.0,-0.0
2000-01-07,0.0,0.0,0.0,0.0,0.0037383221106077613,0.0,0.0,0.0,0.0
2000-01-10,0.0,0.0,0.0,0.0,-0.009103141844725826,0.0,0.0,-0.0,-0.0
2000-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,0.0,0.0,0.0,0.0,0.012296332423880507,0.0,0.0,0.0,0.0
2000-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-14,0.0,0.0,0.0,0.0,0.0031830265601211494,0.0,0.0,0.0,0.0
2000-01-17,0.0,0.0,0.0,0.0,0.004755623229567796,0.0,0.0,0.0,0.0
2000-01-18,0.0,0.0,0.0,0.0,0.003683245416296721,0.0,0.0,0.0,0.0
2000-01-19,0.0,0.0,0.0,0.0,0.015633460661929277,0.0,0.0,0.0,0.0
2000-01-20,0.0,0.0,0.0,0.0,-0.005703930424459713,0.0,0.0,-0.0,-0.0
2000-01-21,0.0,0.0,0.0,0.0,-0.0026034901453968473,0.0,0.0,-0.0,-0.0
2000-01-24,0.0,0.0,0.0,0.0,-0.013912811370299316,0.0,0.0,-0.0,-0.0
2000-01-25,0.0,0.0,0.0,0.0,-0.0050351239277590665,0.0,0.0,-0.0,-0.0
2000-01-26,0.0,0.0,0.0,0.0,-0.014989574019524277,0.0,0.0,-0.0,-0.0
2000-01-27,0.0,0.0,0.0,0.0,0.005379249119735974,0.0,0.0,0.0,0.0
2000-01-28,0.0,0.0,0.0,0.0,-0.003224075871752774,0.0,0.0,-0.0,-0.0
2000-01-31,0.0,0.0,0.0,0.0,0.005367699415003813,0.0,0.0,0.0,0.0
2000-02-01,1.0,1.0,0.0,0.0,-0.006444705442642196,0.0,0.0,-0.0,-0.0
2000-02-02,0.0,0.0,1.0,0.7720523167625019,-0.01574835696813892,0.7720523167625019,0.00011580784751437529,-0.012158555482454543,-0.012274363329968918
2000-02-03,0.0,0.0,0.0,0.0,-0.0054884879818350996,0.7720523167625019,0.00011580784751437529,-0.0,-0.00011580784751437529
2000-02-04,0.0,0.0,0.0,0.0,0.0011001101219507703,0.0,0.0,0.0,0.0
2000-02-07,0.0,0.0,0.0,0.0,0.00219659616054102,0.0,0.0,0.0,0.0
2000-02-08,0.0,0.0,0.0,0.0,-0.005500563923812152,0.0,0.0,-0.0,-0.0
2000-02-09,0.0,0.0,0.0,0.0,0.001102535944100147,0.0,0.0,0.0,0.0
2000-02-10,0.0,0.0,0.0,0.0,0.03412191306925738,0.0,0.0,0.0,0.0
2000-02-11,0.0,0.0,0.0,0.0,-0.003734333494119113,0.0,0.0,-0.0,-0.0
2000-02-14,0.0,0.0,0.0,0.0,-0.00482186843707666,0.0,0.0,-0.0,-0.0
2000-02-15,0.0,0.0,0.0,0.0,-0.009442940800282074,0.0,0.0,-0.0,-0.0
2000-02-16,0.0,0.0,0.0,0.0,-0.0062542691970257636,0.0,0.0,-0.0,-0.0
2000-02-17,0.0,0.0,0.0,0.0,0.006525308634922844,0.0,0.0,0.0,0.0
2000-02-18,0.0,0.0,0.0,0.0,-0.0005421523580890764,0.0,0.0,-0.0,-0.0
2000-02-21,0.0,0.0,0.0,0.0,-0.012551324388931029,0.0,0.0,-0.0,-0.0
2000-02-22,0.0,0.0,0.0,0.0,0.006568168112097261,0.0,0.0,0.0,0.0
2000-02-23,0.0,0.0,0.0,0.0,0.012469665506440464,0.0,0.0,0.0,0.0
2000-02-24,0.0,0.0,0.0,0.0,0.006444705442642196,0.0,0.0,0.0,0.0
2000-02-25,-1.0,-1.0,0.0,0.0,-0.022740557633873948,0.0,0.0,-0.0,-0.0
2000-02-28,0.0,0.0,-1.0,-0.42820838972223985,-0.045373226518385934,0.42820838972223985,6.423125845833598e-05,0.019429196263940473,0.019364965005482137
2000-02-29,0.0,0.0,0.0,0.0,-0.006900544920921625,0.42820838972223985,6.423125845833598e-05,-0.0,-6.423125845833598e-05
2000-03-01,0.0,0.0,0.0,0.0,0.02281901635860173,0.0,0.0,0.0,0.0
2000-03-02,-1.0,-1.0,0.0,0.0,-0.011915034577871353,0.0,0.0,-0.0,-0.0
2000-03-03,0.0,0.0,-1.0,-0.4052758590179543,0.005123836999869624,0.4052758590179543,6.0791378852693155e-05,-0.00207656744159014,-0.0021373588204428333
2000-03-06,0.0,0.0,0.0,0.0,0.0039671347013827685,0.4052758590179543,6.0791378852693155e-05,0.0,-6.0791378852693155e-05
2000-03-07,0.0,0.0,0.0,0.0,-0.010804768178986457,0.0,0.0,-0.0,-0.0
2000-03-08,0.0,0.0,0.0,0.0,-0.012079525654601575,0.0,0.0,-0.0,-0.0
2000-03-09,0.0,0.0,0.0,0.0,0.014934223568127791,0.0,0.0,0.0,0.0
2000-03-10,0.0,0.0,0.0,0.0,0.0011396012629329988,0.0,0.0,0.0,0.0
2000-03-13,0.0,0.0,0.0,0.0,-0.010015822747145187,0.0,0.0,-0.0,-0.0
2000-03-14,0.0,0.0,0.0,0.0,0.018521686334916687,0.0,0.0,0.0,0.0
2000-03-15,1.0,1.0,0.0,0.0,0.002819285769282587,0.0,0.0,0.0,0.0
2000-03-16,0.0,0.0,1.0,0.4187578105499614,0.008410478508595887,0.4187578105499614,6.281367158249422e-05,0.0035219535659371183,0.003459139894354624
2000-03-17,0.0,0.0,0.0,0.0,0.0061230361075717,0.4187578105499614,6.281367158249422e-05,0.0,-6.281367158249422e-05
2000-03-20,0.0,0.0,0.0,0.0,-0.010599820305142948,0.0,0.0,-0.0,-0.0
2000-03-21,1.0,1.0,0.0,0.0,0.012263252903840893,0.0,0.0,0.0,0.0
2000-03-22,0.0,0.0,1.0,0.41452216802528175,-0.006112828148239657,0.41452216802528175,6.217832520379227e-05,-0.002533902776774271,-0.0025960811019780632
2000-03-23,0.0,0.0,0.0,0.0,-0.0005575690136083722,0.41452216802528175,6.217832520379227e-05,-0.0,-6.217832520379227e-05
2000-03-24,0.0,0.0,0.0,0.0,-0.007276830319002059,0.0,0.0,-0.0,-0.0
2000-03-27,0.0,0.0,0.0,0.0,-0.00959646088826105,0.0,0.0,-0.0,-0.0
2000-03-28,0.0,0.0,0.0,0.0,0.002832060799718761,0.0,0.0,0.0,0.0
2000-03-29,0.0,0.0,0.0,0.0,0.0033879196719359683,0.0,0.0,0.0,0.0
2000-03-30,0.0,0.0,0.0,0.0,0.00337648041660632,0.0,0.0,0.0,0.0
2000-03-31,0.0,0.0,0.0,0.0,-0.009029406719395006,0.0,0.0,-0.0,-0.0
2000-04-03,0.0,0.0,0.0,0.0,-0.005685063634607523,0.0,0.0,-0.0,-0.0
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-05,1.0,1.0,0.0,0.0,-0.003998862798072267,0.0,0.0,-0.0,-0.0
2000-04-06,0.0,0.0,1.0,0.5902086856202692,-0.0319887699678878,0.5902086856202692,8.853130284304038e-05,-0.018880049877356198,-0.01896858118019924
2000-04-07,-1.0,-1.0,0.0,0.0,-0.003849005492052804,0.5902086856202692,8.853130284304038e-05,-0.0,-8.853130284304038e-05
2000-04-10,0.0,0.0,-1.0,-0.589596333106809,0.015015739218077861,0.589596333106809,8.843944996602136e-05,-0.00885322478186681,-0.008941664231832833
2000-04-11,0.0,0.0,0.0,0.0,0.008149055573266395,0.589596333106809,8.843944996602136e-05,0.0,-8.843944996602136e-05
2000-04-12,-1.0,-1.0,0.0,0.0,-0.0029027596579611625,0.0,0.0,-0.0,-0.0
2000-04-13,-1.0,-1.0,-1.0,-0.631813381123508,-0.011107977411636938,0.631813381123508,9.477200716852621e-05,0.007018168765889887,0.006923396758721361
2000-04-14,-1.0,-1.0,-1.0,-0.6114189238775262,-0.018991668734027023,0.02039445724598188,3.059168586897282e-06,0.011611865659997262,0.011608806491410365
2000-04-17,-1.0,-1.0,-1.0,-0.6201583651032668,-0.00963282584081071,0.008739441225740663,1.3109161838610996e-06,0.0059738775247616714,0.00597256660857781
2000-04-18,-1.0,-1.0,-1.0,-0.5662542472954899,0.018580096981247962,0.05390411780777693,8.08561767116654e-06,-0.010521058830793769,-0.010529144448464936
2000-04-19,-1.0,-1.0,-1.0,-0.5598320642990509,0.014151179546242787,0.006422182996439041,9.633274494658562e-07,-0.007922284057639605,-0.007923247385089071
2000-04-20,0.0,0.0,-1.0,-0.5600029055260322,-0.005872007477222496,0.00017084122698129978,2.5626184047194968e-08,0.003288341248515184,0.0032883156223311367
2000-04-21,-1.0,-1.0,0.0,0.0,0.003527340517968547,0.5600029055260322,8.400043582890483e-05,0.0,-8.400043582890483e-05
2000-04-24,-1.0,-1.0,-1.0,-0.558685982020419,0.0,0.558685982020419,8.380289730306285e-05,-0.0,-8.380289730306285e-05
2000-04-25,0.0,0.0,-1.0,-0.5378480194964059,0.015142980102563541,0.020837962524013043,3.125694378601957e-06,-0.008144621857437282,-0.008147747551815883
2000-04-26,1.0,1.0,0.0,0.0,0.005763704716749807,0.5378480194964059,8.06772029244609e-05,0.0,-8.06772029244609e-05
2000-04-27,0.0,0.0,1.0,0.534461058240174,-0.0060527638313505605,0.534461058240174,8.01691587360261e-05,-0.0032349665625814707,-0.003315135721317497
2000-04-28,0.0,0.0,0.0,0.0,0.012925643119112706,0.534461058240174,8.01691587360261e-05,0.0,-8.01691587360261e-05
2000-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-05-02,1.0,1.0,-1.0,-0.493675217659576,0.021178258709744213,0.493675217659576,7.40512826489364e-05,-0.010455181478183785,-0.010529232760832721
2000-05-03,1.0,1.0,1.0,0.4858705219775685,-0.009827399041054896,0.9795457396371445,0.0001469318609455717,-0.004774843501759198,-0.0049217753627047705
2000-05-04,0.0,0.0,1.0,0.4870372409454837,0.002817696989625418,0.001166718967915148,1.750078451872722e-07,0.0013723233676475586,0.0013721483598023714
2000-05-05,0.0,0.0,0.0,0.0,0.018952629728762105,0.4870372409454837,7.305558614182256e-05,0.0,-7.305558614182256e-05
2000-05-08,0.0,0.0,0.0,0.0,-0.008874156961033997,0.0,0.0,-0.0,-0.0
2000-05-09,0.0,0.0,0.0,0.0,0.0033370442535769484,0.0,0.0,0.0,0.0
2000-05-10,0.0,0.0,0.0,0.0,-0.0033370442535769484,0.0,0.0,-0.0,-0.0
2000-05-11,0.0,0.0,0.0,0.0,0.0016699141091862657,0.0,0.0,0.0,0.0
2000-05-12,1.0,1.0,0.0,0.0,0.016547536982529643,0.0,0.0,0.0,0.0
2000-05-15,0.0,0.0,1.0,0.638046295507012,0.0,0.638046295507012,9.570694432605181e-05,0.0,-9.570694432605181e-05
2000-05-16,1.0,1.0,0.0,0.0,0.01088150018753442,0.638046295507012,9.570694432605181e-05,0.0,-9.570694432605181e-05
2000-05-17,0.0,0.0,1.0,0.6719135870989239,-0.008150004361924701,0.6719135870989239,0.00010078703806483859,-0.005476098665692702,-0.00557688570375754
2000-05-18,0.0,0.0,0.0,0.0,0.001090512648965536,0.6719135870989239,0.00010078703806483859,0.0,-0.00010078703806483859
2000-05-19,0.0,0.0,0.0,0.0,-0.004916699333756824,0.0,0.0,-0.0,-0.0
2000-05-22,0.0,0.0,0.0,0.0,-0.003291281084072395,0.0,0.0,-0.0,-0.0
2000-05-23,0.0,0.0,0.0,0.0,-0.0010995053334168503,0.0,0.0,-0.0,-0.0
2000-05-24,0.0,0.0,0.0,0.0,0.005485477276670814,0.0,0.0,0.0,0.0
2000-05-25,0.0,0.0,0.0,0.0,-0.009343294130681912,0.0,0.0,-0.0,-0.0
2000-05-26,0.0,0.0,0.0,0.0,0.00550662184419437,0.0,0.0,0.0,0.0
2000-05-29,-1.0,-1.0,0.0,0.0,0.0016460909066688956,0.0,0.0,0.0,0.0
2000-05-30,0.0,0.0,-1.0,-0.5475952169399521,-0.03344793406754043,0.5475952169399521,8.213928254099282e-05,0.018315928711908014,0.01823378942936702
2000-05-31,0.0,0.0,0.0,0.0,0.003395589001138788,0.5475952169399521,8.213928254099282e-05,0.0,-8.213928254099282e-05
2000-06-01,-1.0,-1.0,0.0,0.0,0.0039470025867762715,0.0,0.0,0.0,0.0
2000-06-02,-1.0,-1.0,-1.0,-0.5716237652659094,-0.017599091755103657,0.5716237652659094,8.574356478988642e-05,0.010060059094312575,0.009974315529522689
2000-06-05,0.0,0.0,-1.0,-0.6185461348193788,0.004571436532581075,0.0469223695534694,7.038355433020411e-06,-0.002827644397800127,-0.002834682753233147
2000-06-06,0.0,0.0,0.0,0.0,0.0034149151000688605,0.6185461348193788,9.278192022290683e-05,0.0,-9.278192022290683e-05
2000-06-07,0.0,0.0,0.0,0.0,-0.025900728432157294,0.0,0.0,-0.0,-0.0
2000-06-08,0.0,0.0,0.0,0.0,0.014472032608534136,0.0,0.0,0.0,0.0
2000-06-09,0.0,0.0,0.0,0.0,0.004873164294855847,0.0,0.0,0.0,0.0
2000-06-12,0.0,0.0,0.0,0.0,-0.00977019266095347,0.0,0.0,-0.0,-0.0
2000-06-13,0.0,0.0,0.0,0.0,0.014619724344620444,0.0,0.0,0.0,0.0
2000-06-14,0.0,0.0,0.0,0.0,0.006241155010491717,0.0,0.0,0.0,0.0
2000-06-15,0.0,0.0,0.0,0.0,0.000565450962196401,0.0,0.0,0.0,0.0
2000-06-16,0.0,0.0,0.0,0.0,0.017927651016170998,0.0,0.0,0.0,0.0
2000-06-19,0.0,0.0,0.0,0.0,0.002218525591024978,0.0,0.0,0.0,0.0
2000-06-20,0.0,0.0,0.0,0.0,-0.009462915033521924,0.0,0.0,-0.0,-0.0
2000-06-21,0.0,0.0,0.0,0.0,0.006411171785625669,0.0,0.0,0.0,0.0
2000-06-22,0.0,0.0,0.0,0.0,0.0008332176568712768,0.0,0.0,0.0,0.0
2000-06-23,0.0,0.0,0.0,0.0,-0.013415517021305057,0.0,0.0,-0.0,-0.0
2000-06-26,-1.0,-1.0,0.0,0.0,0.014525395048665679,0.0,0.0,0.0,0.0
2000-06-27,0.0,0.0,-1.0,-0.48104267496577807,-0.005004180584575302,0.48104267496577807,7.215640124486672e-05,0.0024072244144159143,0.0023350680131710476
2000-06-28,0.0,0.0,0.0,0.0,0.007773498333380147,0.48104267496577807,7.215640124486672e-05,0.0,-7.215640124486672e-05
2000-06-29,1.0,1.0,0.0,0.0,-0.015607897665990578,0.0,0.0,-0.0,-0.0
2000-06-30,0.0,0.0,1.0,0.5454134208643283,0.005602255548669888,0.5454134208643283,8.181201312964926e-05,0.003055545363356208,0.002973733350226559
2000-07-03,1.0,1.0,0.0,0.0,0.0022321437839405434,0.5454134208643283,8.181201312964926e-05,0.0,-8.181201312964926e-05
2000-07-04,1.0,1.0,1.0,0.5800274614794727,-0.003909527459313722,0.5800274614794727,8.700411922192092e-05,-0.002267633287810031,-0.0023546374070319517
2000-07-05,0.0,0.0,1.0,0.5807494451395675,0.0,0.0007219836600947938,1.0829754901421908e-07,0.0,-1.0829754901421908e-07
2000-07-06,0.0,0.0,0.0,0.0,-0.01125504283973111,0.5807494451395675,8.711241677093513e-05,-0.0,-8.711241677093513e-05
2000-07-07,0.0,0.0,0.0,0.0,0.0005657708778921133,0.0,0.0,0.0,0.0
2000-07-10,1.0,1.0,0.0,0.0,0.010689271961838998,0.0,0.0,0.0,0.0
2000-07-11,0.0,0.0,1.0,0.7049563313940915,0.0033519584457053497,0.7049563313940915,0.00010574344970911375,0.0023629843288698843,0.0022572408791607704
2000-07-12,0.0,0.0,0.0,0.0,0.008331067346988519,0.7049563313940915,0.00010574344970911375,0.0,-0.00010574344970911375
2000-07-13,0.0,0.0,0.0,0.0,-0.0011068069751907217,0.0,0.0,-0.0,-0.0
2000-07-14,0.0,0.0,0.0,0.0,-0.0033277900926753645,0.0,0.0,-0.0,-0.0
2000-07-17,0.0,0.0,0.0,0.0,0.0181673039554493,0.0,0.0,0.0,0.0
2000-07-18,0.0,0.0,0.0,0.0,0.0016353233407304657,0.0,0.0,0.0,0.0
2000-07-19,0.0,0.0,0.0,0.0,-0.0010899183640251664,0.0,0.0,-0.0,-0.0
2000-07-20,0.0,0.0,0.0,0.0,0.001634432398715191,0.0,0.0,0.0,0.0
2000-07-21,0.0,0.0,0.0,0.0,0.01673453357366217,0.0,0.0,0.0,0.0
2000-07-24,0.0,0.0,0.0,0.0,0.007466701356537264,0.0,0.0,0.0,0.0
2000-07-25,0.0,0.0,0.0,0.0,-0.004259857346957219,0.0,0.0,-0.0,-0.0
2000-07-26,0.0,0.0,0.0,0.0,-0.0026716553428052237,0.0,0.0,-0.0,-0.0
2000-07-27,1.0,1.0,0.0,0.0,0.0058682483684320275,0.0,0.0,0.0,0.0
2000-07-28,0.0,0.0,1.0,0.9227384706939775,-0.0005320564105293357,0.9227384706939775,0.00013841077060409664,-0.0004909489185747663,-0.000629359689178863
2000-07-31,1.0,1.0,0.0,0.0,0.00292281329372468,0.9227384706939775,0.00013841077060409664,0.0,-0.00013841077060409664
2000-08-01,1.0,1.0,1.0,0.9270454314718126,0.0018555339982562202,0.9270454314718126,0.00013905681472077192,0.0017201643160240554,0.0015811075013032834
2000-08-02,1.0,1.0,1.0,0.9465267149372313,0.001058761348241788,0.019481283465418664,2.9221925198128e-06,0.0010021459008538135,0.0009992237083340007
2000-08-03,0.0,0.0,1.0,0.8981085626411835,-0.00796816964917646,0.048418152296047734,7.2627228444071605e-06,-0.007156281390502974,-0.007163544113347381
2000-08-04,-1.0,-1.0,0.0,0.0,-0.0005334756061436963,0.8981085626411835,0.00013471628439617754,-0.0,-0.00013471628439617754
2000-08-07,0.0,0.0,-1.0,-0.9909132662054558,0.004259857346957219,0.9909132662054558,0.0001486369899308184,-0.0042211491572426854,-0.004369786147173504
2000-08-08,0.0,0.0,0.0,0.0,-0.004793617701236208,0.9909132662054558,0.0001486369899308184,-0.0,-0.0001486369899308184
2000-08-09,0.0,0.0,0.0,0.0,0.0069167607493136885,0.0,0.0,0.0,0.0
2000-08-10,0.0,0.0,0.0,0.0,-0.003718463779937231,0.0,0.0,-0.0,-0.0
2000-08-11,0.0,0.0,0.0,0.0,-0.004801289564833056,0.0,0.0,-0.0,-0.0
2000-08-14,0.0,0.0,0.0,0.0,0.007193317283463507,0.0,0.0,0.0,0.0
2000-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-08-16,-1.0,-1.0,0.0,0.0,-0.001859971308101116,0.0,0.0,-0.0,-0.0
2000-08-17,0.0,0.0,-1.0,-1.1507182863689125,0.0031864073694078954,1.1507182863689125,0.0001726077429553369,-0.0036666572277983278,-0.0038392649707536647
2000-08-18,-1.0,-1.0,0.0,0.0,0.000530082175147939,1.1507182863689125,0.0001726077429553369,0.0,-0.0001726077429553369
2000-08-21,-1.0,-1.0,-1.0,-1.233582006355708,-0.012800174766962158,1.233582006355708,0.00018503730095335621,0.015790065270732886,0.01560502796977953
2000-08-22,-1.0,-1.0,-1.0,-1.258673251419797,0.00588709219677952,0.025091245064088996,3.7636867596133497e-06,-0.007409925476728593,-0.007413689163488206
2000-08-23,-1.0,-1.0,-1.0,-1.2791068279012654,-0.0008007474069930964,0.020433576481468485,3.065036472220273e-06,0.0010242414757091031,0.001021176439236883
2000-08-24,0.0,0.0,-1.0,-1.2786098152689696,0.0029329443768340013,0.0004970126322958457,7.455189484437685e-08,-0.0037500914678578853,-0.00375016601975273
2000-08-25,0.0,0.0,0.0,0.0,-0.0005326231816997762,1.2786098152689696,0.00019179147229034544,-0.0,-0.00019179147229034544
2000-08-28,0.0,0.0,0.0,0.0,0.003722418549799933,0.0,0.0,0.0,0.0
2000-08-29,0.0,0.0,0.0,0.0,0.015275514303944249,0.0,0.0,0.0,0.0
2000-08-30,1.0,1.0,0.0,0.0,0.003652495581574655,0.0,0.0,0.0,0.0
2000-08-31,0.0,0.0,1.0,1.081080743821332,0.0020811662038244805,1.081080743821332,0.0001621621115731998,0.002249908707646387,0.002087746596073187
2000-09-01,-1.0,-1.0,0.0,0.0,0.0036316512028626846,1.081080743821332,0.0001621621115731998,0.0,-0.0001621621115731998
2000-09-04,0.0,0.0,-1.0,-1.1154453567983855,0.0077379803174357775,1.1154453567983855,0.00016731680351975785,-0.008631294216081036,-0.008798611019600795
2000-09-05,0.0,0.0,0.0,0.0,0.00665815519858981,1.1154453567983855,0.00016731680351975785,0.0,-0.00016731680351975785
2000-09-06,0.0,0.0,0.0,0.0,-0.0015325673497779135,0.0,0.0,-0.0,-0.0
2000-09-07,0.0,0.0,0.0,0.0,0.0035723436816983423,0.0,0.0,0.0,0.0
2000-09-08,0.0,0.0,0.0,0.0,0.010136934243335283,0.0,0.0,0.0,0.0
2000-09-11,1.0,1.0,0.0,0.0,-0.0020191829172304665,0.0,0.0,-0.0,-0.0
2000-09-12,1.0,1.0,1.0,1.0906238697944326,0.012553516602189951,1.0906238697944326,0.0001635935804691649,0.01369116485620906,0.013527571275739897
2000-09-13,0.0,0.0,1.0,1.0804461380171726,0.00795232819049474,0.010177731777260002,1.5266597665890003e-06,0.008592062281665131,0.008590535621898543
2000-09-14,0.0,0.0,0.0,0.0,0.000989609185165996,1.0804461380171726,0.0001620669207025759,0.0,-0.0001620669207025759
2000-09-15,0.0,0.0,0.0,0.0,-0.003964326301908905,0.0,0.0,-0.0,-0.0
2000-09-18,1.0,1.0,0.0,0.0,-0.007976114070008755,0.0,0.0,-0.0,-0.0
2000-09-19,0.0,0.0,1.0,1.1626501238364597,0.0,1.1626501238364597,0.00017439751857546896,0.0,-0.00017439751857546896
2000-09-20,0.0,0.0,0.0,0.0,-0.011072080900685677,1.1626501238364597,0.00017439751857546896,-0.0,-0.00017439751857546896
2000-09-21,0.0,0.0,0.0,0.0,0.0075624257563831065,0.0,0.0,0.0,0.0
2000-09-22,0.0,0.0,0.0,0.0,0.009497696988924886,0.0,0.0,0.0,0.0
2000-09-25,0.0,0.0,0.0,0.0,0.003972199860433179,0.0,0.0,0.0,0.0
2000-09-26,0.0,0.0,0.0,0.0,-0.011462871589590584,0.0,0.0,-0.0,-0.0
2000-09-27,0.0,0.0,0.0,0.0,-0.0025094116054251714,0.0,0.0,-0.0,-0.0
2000-09-28,0.0,0.0,0.0,0.0,-0.0030196298737203975,0.0,0.0,-0.0,-0.0
2000-09-29,0.0,0.0,0.0,0.0,0.006531045570997485,0.0,0.0,0.0,0.0
2000-10-02,-1.0,-1.0,0.0,0.0,-0.015645032708703432,0.0,0.0,-0.0,-0.0
2000-10-03,0.0,0.0,-1.0,-0.8228334270125615,-0.0066343698304329735,0.8228334270125615,0.00012342501405188423,0.0054589812636439096,0.005335556249592025
2000-10-04,-1.0,-1.0,0.0,0.0,-0.004104674824132459,0.8228334270125615,0.00012342501405188423,-0.0,-0.00012342501405188423
2000-10-05,0.0,0.0,-1.0,-0.7784543302553385,0.013279051100173689,0.7784543302553385,0.00011676814953830079,-0.010337134830612126,-0.010453902980150427
2000-10-06,0.0,0.0,0.0,0.0,-0.006617484062264367,0.7784543302553385,0.00011676814953830079,-0.0,-0.00011676814953830079
