dt,signal_raw,signal_exec,position_Tplus1,position_vt,ret,turnover,cost,pnl_gross,pnl_net
2000-10-09,0.0,0.0,0.0,0.0,-0.00923557103308248,0.0,0.0,-0.0,-0.0
2000-10-10,0.0,0.0,0.0,0.0,0.009746165887166924,0.0,0.0,0.0,0.0
2000-10-11,-1.0,-1.0,0.0,0.0,-0.006144412572340663,0.0,0.0,-0.0,-0.0
2000-10-12,-1.0,-1.0,-1.0,-0.8031046627698708,-0.009806530201708519,0.8031046627698708,0.00012046569941548063,0.007875670130585674,0.007755204431170193
2000-10-13,0.0,0.0,-1.0,-0.7852633987741079,0.006204776886882257,0.017841263995762913,2.676189599364437e-06,-0.00487238418682819,-0.004875060376427554
2000-10-16,0.0,0.0,0.0,0.0,-0.0020639842208511894,0.7852633987741079,0.0001177895098161162,-0.0,-0.0001177895098161162
2000-10-17,0.0,0.0,0.0,0.0,-0.01142869582362227,0.0,0.0,-0.0,-0.0
2000-10-18,0.0,0.0,0.0,0.0,-0.010504298266876155,0.0,0.0,-0.0,-0.0
2000-10-19,0.0,0.0,0.0,0.0,0.004214969359312093,0.0,0.0,0.0,0.0
2000-10-20,0.0,0.0,0.0,0.0,-0.00950878796902721,0.0,0.0,-0.0,-0.0
2000-10-23,0.0,0.0,0.0,0.0,0.0005306447458020003,0.0,0.0,0.0,0.0
2000-10-24,0.0,0.0,0.0,0.0,0.005291017634416306,0.0,0.0,0.0,0.0
2000-10-25,0.0,0.0,0.0,0.0,-0.015421736109237472,0.0,0.0,-0.0,-0.0
2000-10-26,-1.0,-1.0,0.0,0.0,-0.02057462939319432,0.0,0.0,-0.0,-0.0
2000-10-27,0.0,0.0,-1.0,-0.6780735189208589,0.009798663048702139,0.6780735189208589,0.00010171102783812885,-0.00664421393415325,-0.006745924961991378
2000-10-30,-1.0,-1.0,0.0,0.0,-0.003255564459766269,0.6780735189208589,0.00010171102783812885,-0.0,-0.00010171102783812885
2000-10-31,0.0,0.0,-1.0,-0.6864555516029457,0.011348406039219938,0.6864555516029457,0.00010296833274044187,-0.007790176327466923,-0.007893144660207364
2000-11-01,0.0,0.0,0.0,0.0,-0.015160008802546088,0.6864555516029457,0.00010296833274044187,-0.0,-0.00010296833274044187
2000-11-02,0.0,0.0,0.0,0.0,0.0016353233407304657,0.0,0.0,0.0,0.0
2000-11-03,0.0,0.0,0.0,0.0,0.002176279422595684,0.0,0.0,0.0,0.0
2000-11-06,0.0,0.0,0.0,0.0,-0.008733679968754515,0.0,0.0,-0.0,-0.0
2000-11-07,0.0,0.0,0.0,0.0,-0.006048959879425553,0.0,0.0,-0.0,-0.0
2000-11-08,0.0,0.0,0.0,0.0,0.004402868972756657,0.0,0.0,0.0,0.0
2000-11-09,0.0,0.0,0.0,0.0,0.01037977087542341,0.0,0.0,0.0,0.0
2000-11-10,0.0,0.0,0.0,0.0,-0.012028575865606683,0.0,0.0,-0.0,-0.0
2000-11-13,0.0,0.0,0.0,0.0,-0.014404681202548453,0.0,0.0,-0.0,-0.0
2000-11-14,0.0,0.0,0.0,0.0,0.009994530724995343,0.0,0.0,0.0,0.0
2000-11-15,0.0,0.0,0.0,0.0,0.0005523336235420118,0.0,0.0,0.0,0.0
2000-11-16,0.0,0.0,0.0,0.0,-0.006926194747734371,0.0,0.0,-0.0,-0.0
2000-11-17,1.0,1.0,0.0,0.0,0.0030534374868897984,0.0,0.0,0.0,0.0
2000-11-20,0.0,0.0,1.0,0.676198337159308,-0.004444451760424073,0.676198337159308,0.00010142975057389622,-0.003005330889983517,-0.003106760640557413
2000-11-21,0.0,0.0,0.0,0.0,0.004444451760424073,0.676198337159308,0.00010142975057389622,0.0,-0.00010142975057389622
2000-11-22,1.0,1.0,0.0,0.0,-0.006674107087692782,0.0,0.0,-0.0,-0.0
2000-11-23,0.0,0.0,1.0,0.7107036052098942,-0.0005581914741643601,0.7107036052098942,0.00010660554078148414,-0.0003967086930860362,-0.0005033142338675203
2000-11-24,1.0,1.0,0.0,0.0,0.012208808694139428,0.7107036052098942,0.00010660554078148414,0.0,-0.00010660554078148414
2000-11-27,0.0,0.0,1.0,0.7286256253990849,0.01451086378997779,0.7286256253990849,0.00010929384380986275,0.010572987204053504,0.010463693360243642
