date,px_3m,px_cash,curve_cash_minus_3m,curve_z120,trend_signal,hook_signal,ret_1d,position_trend,position_hook,log_mom_20d,log_mom_60d,log_mom_120d
2008-01-01,0,-33.5,-33.5,,0.0,0.0,,0.0,0.0,,,
2008-01-02,6706,-37.5,-6743.5,,0.0,0.0,inf,0.0,0.0,,,
2008-01-03,6818,-38.0,-6856.0,,0.0,0.0,0.016701461377870652,0.0,0.0,,,
2008-01-04,7035,-36.5,-7071.5,,0.0,0.0,0.03182751540041062,0.0,0.0,,,
2008-01-07,6950,-40.5,-6990.5,,0.0,0.0,-0.012082444918265822,0.0,0.0,,,
2008-01-08,7140,-32.5,-7172.5,,0.0,0.0,0.027338129496402797,0.0,0.0,,,
2008-01-09,7370,-16.5,-7386.5,,0.0,0.0,0.03221288515406173,0.0,0.0,,,
2008-01-10,7135,-17.5,-7152.5,,0.0,0.0,-0.03188602442333788,0.0,0.0,,,
2008-01-11,7220,-19.0,-7239.0,,0.0,0.0,0.01191310441485638,0.0,0.0,,,
2008-01-14,7390,-18.0,-7408.0,,0.0,0.0,0.023545706371191244,0.0,0.0,,,
2008-01-15,7251,-14.5,-7265.5,,0.0,0.0,-0.01880920162381594,0.0,0.0,,,
2008-01-16,7022,-11.0,-7033.0,,0.0,0.0,-0.031581850779202836,0.0,0.0,,,
2008-01-17,7126,9.0,-7117.0,,0.0,0.0,0.014810595272002347,0.0,0.0,,,
2008-01-18,7055,30.0,-7025.0,,0.0,0.0,-0.009963513892786935,0.0,0.0,,,
2008-01-21,6895,31.0,-6864.0,,0.0,0.0,-0.0226789510985117,0.0,0.0,,,
2008-01-22,6850,40.0,-6810.0,,0.0,0.0,-0.006526468455402501,0.0,0.0,,,
2008-01-23,6980,44.0,-6936.0,,0.0,0.0,0.01897810218978102,0.0,0.0,,,
2008-01-24,7070,31.0,-7039.0,,0.0,0.0,0.012893982808023008,0.0,0.0,,,
2008-01-25,7126,16.0,-7110.0,,0.0,0.0,0.007920792079207928,0.0,0.0,,,
2008-01-28,6910,-10.5,-6920.5,,0.0,0.0,-0.030311535223126573,0.0,0.0,,,
2008-01-29,7179,0.0,-7179.0,,0.0,0.0,0.038929088277858126,0.0,0.0,inf,,
2008-01-30,7190,-10.0,-7200.0,,0.0,0.0,0.0015322468310350335,0.0,0.0,0.06968852368891842,,
2008-01-31,7170,-5.0,-7175.0,,0.0,0.0,-0.0027816411682892728,0.0,0.0,0.050339480895817704,,
2008-02-01,7339,10.5,-7328.5,,0.0,0.0,0.023570432357043147,0.0,0.0,0.04230490299657332,,
2008-02-04,7295,-3.0,-7298.0,,0.0,0.0,-0.0059953672162419425,0.0,0.0,0.048447522398048164,,
2008-02-05,7225,1.0,-7224.0,,0.0,0.0,-0.00959561343385884,0.0,0.0,0.011834457647002798,,
2008-02-06,7190,6.0,-7184.0,,0.0,0.0,-0.0048442906574394096,0.0,0.0,-0.024726534468289915,,
2008-02-07,7360,19.0,-7341.0,,0.0,0.0,0.02364394993045904,0.0,0.0,0.03104768181198515,,
2008-02-08,7560,36.0,-7524.0,,0.0,0.0,0.02717391304347827,0.0,0.0,0.046016237286706764,,
2008-02-11,7790,30.0,-7760.0,,0.0,0.0,0.030423280423280463,0.0,0.0,0.05271312492254656,,
2008-02-12,7800,33.0,-7767.0,,0.0,0.0,0.0012836970474967568,0.0,0.0,0.07298434330609047,,
2008-02-13,7656,29.0,-7627.0,,0.0,0.0,-0.018461538461538418,0.0,0.0,0.08644157640441269,,
2008-02-14,7766,19.5,-7746.5,,0.0,0.0,0.014367816091954033,0.0,0.0,0.08600516412583119,,
2008-02-15,7781,21.5,-7759.5,,0.0,0.0,0.0019314962657739354,0.0,0.0,0.0979482793300158,,
2008-02-18,7920,40.0,-7880.0,,0.0,0.0,0.017864027759928014,0.0,0.0,0.13859469458106938,,
2008-02-19,8040,83.0,-7957.0,,0.0,0.0,0.015151515151515138,0.0,0.0,0.16018043091674114,,
2008-02-20,8050,71.0,-7979.0,,0.0,0.0,0.0012437810945273853,0.0,0.0,0.14262317465619093,,
2008-02-21,8241,62.0,-8179.0,,0.0,0.0,0.023726708074534253,0.0,0.0,0.1532612158727651,,
2008-02-22,8283,44.5,-8238.5,,0.0,0.0,0.005096468875136484,0.0,0.0,0.1504551544324828,,
2008-02-25,8220,38.0,-8182.0,,0.0,0.0,-0.007605939876856205,0.0,0.0,0.17360057128851006,,
2008-02-26,8225,60.0,-8165.0,,0.0,0.0,0.0006082725060827521,0.0,0.0,0.13601819905708953,,
2008-02-27,8430,69.0,-8361.0,,0.0,0.0,0.02492401215805473,0.0,0.0,0.15910560028080878,,
2008-02-28,8440,70.0,-8370.0,,0.0,0.0,0.0011862396204034287,0.0,0.0,0.16307665399633672,,
2008-02-29,8460,72.0,-8388.0,,0.0,0.0,0.0023696682464455776,0.0,0.0,0.14214658005520614,,
2008-03-03,8495,95.0,-8400.0,,0.0,0.0,0.004137115839243588,0.0,0.0,0.15228857314914634,,
2008-03-04,8581,87.0,-8494.0,,0.0,0.0,0.010123602118893515,0.0,0.0,0.17200322282648794,,
2008-03-05,8320,95.0,-8225.0,,0.0,0.0,-0.030416035427106358,0.0,0.0,0.145971083100162,,
2008-03-06,8810,93.0,-8717.0,,0.0,0.0,0.05889423076923084,0.0,0.0,0.1798275072073032,,
2008-03-07,8560,95.0,-8465.0,,0.0,0.0,-0.028376844494892195,0.0,0.0,0.12422899996220915,,
2008-03-10,8310,93.0,-8217.0,,0.0,0.0,-0.029205607476635476,0.0,0.0,0.06461874898469994,,
2008-03-11,8500,87.0,-8413.0,,0.0,0.0,0.022864019253910906,0.0,0.0,0.08594242980072463,,
2008-03-12,8280,104.0,-8176.0,,0.0,0.0,-0.025882352941176467,0.0,0.0,0.07835331424651516,,
2008-03-13,8445,104.0,-8341.0,,0.0,0.0,0.019927536231884035,0.0,0.0,0.0838193189502878,,
2008-03-14,8490,124.0,-8366.0,,0.0,0.0,0.005328596802841812,0.0,0.0,0.08720413568846279,,
2008-03-17,8140,129.0,-8011.0,,0.0,0.0,-0.04122497055359242,0.0,0.0,0.027398974188114347,,
2008-03-18,8161,129.0,-8032.0,,0.0,0.0,0.002579852579852604,0.0,0.0,0.014937627296230771,,
2008-03-19,8112,124.0,-7988.0,,0.0,0.0,-0.006004166156108326,0.0,0.0,0.00767235541835541,,
2008-03-20,7665,132.0,-7533.0,,0.0,0.0,-0.055103550295858006,0.0,0.0,-0.07245718345746906,,
2008-03-21,7665,132.0,-7533.0,,0.0,0.0,0.0,0.0,0.0,-0.07754070929234967,,
2008-03-24,7665,132.0,-7533.0,-0.02298845598098975,0.0,0.0,0.0,0.0,0.0,-0.0699056967443111,,
2008-03-25,8100,138.0,-7962.0,-0.40104419993931273,0.0,0.0,0.05675146771037176,0.0,0.0,-0.015314234973042481,inf,
2008-03-26,8150,125.0,-8025.0,-0.453099954113283,1.0,0.0,0.006172839506172867,1.0,0.0,-0.03377884476099275,0.19501527920873446,
2008-03-27,8350,131.0,-8219.0,-0.6212560300308525,1.0,0.0,0.024539877300613577,1.0,0.0,-0.010720769745101659,0.20269536514705278,
2008-03-28,8456,116.0,-8340.0,-0.7222829363720954,1.0,0.0,0.012694610778443138,1.0,0.0,-0.00047292505019540156,0.18397855800158405,
2008-03-31,8410,120.0,-8290.0,-0.6692348930545836,1.0,0.0,-0.005439924314096456,1.0,0.0,-0.010056281139038612,0.19067981440815587,
2008-04-01,8197,129.0,-8068.0,-0.46202170952250904,1.0,0.0,-0.025326991676575483,1.0,0.0,-0.045782223154090244,0.1380554573194005,
2008-04-02,8345,134.0,-8211.0,-0.5876030905026653,1.0,0.0,0.018055386116871963,1.0,0.0,0.0030003022806811912,0.12424485091255318,
2008-04-03,8441,136.0,-8305.0,-0.6673263169618743,1.0,0.0,0.011503894547633342,1.0,0.0,-0.04278665494650528,0.1680885340727831,
2008-04-04,8510,139.0,-8371.0,-0.720557818503769,1.0,0.0,0.008174386920980936,1.0,0.0,-0.005858247568367981,0.16438698968054788,
2008-04-07,8641,144.0,-8497.0,-0.8277993986182909,1.0,0.0,0.015393654524089362,1.0,0.0,0.03905870799190538,0.1563905818991518,
2008-04-08,8559,137.0,-8422.0,-0.7494372750852162,1.0,0.0,-0.00948964240249972,1.0,0.0,0.006917197403201859,0.16584397051001706,
2008-04-09,8550,147.0,-8403.0,-0.7238940032620658,1.0,0.0,-0.001051524710830698,1.0,0.0,0.03208831455150045,0.1968832052024283,
2008-04-10,8720,141.0,-8579.0,-0.8784203003483163,1.0,0.0,0.019883040935672502,1.0,0.0,0.03204468766112495,0.20186917073724395,
2008-04-11,8660,143.0,-8517.0,-0.810866905191858,1.0,0.0,-0.006880733944954143,1.0,0.0,0.019825722251087762,0.20497813726956637,
2008-04-14,8520,147.0,-8373.0,-0.6685381342989682,1.0,0.0,-0.0161662817551963,1.0,0.0,0.045626160826775536,0.21161982959595915,
2008-04-15,8589,120.0,-8469.0,-0.7515923215754592,1.0,0.0,0.008098591549295708,1.0,0.0,0.05111560429698195,0.2262336625099537,
2008-04-16,8635,116.0,-8519.0,-0.7906128966184991,1.0,0.0,0.005355687507276663,1.0,0.0,0.062479264749814585,0.21277479482436076,
2008-04-17,8750,96.0,-8654.0,-0.9082977603702254,1.0,0.0,0.013317892298783995,1.0,0.0,0.13238918804574565,0.21319322046104167,
2008-04-18,8532,95.0,-8437.0,-0.6949555177432815,1.0,0.0,-0.024914285714285667,1.0,0.0,0.10715928828532671,0.18007373342545988,
2008-04-21,8551,90.5,-8460.5,-0.7106677819594084,1.0,0.0,0.002226910454758535,1.0,0.0,0.10938372285004072,0.21307859739423976,
2008-04-22,8650,103.0,-8547.0,-0.7856761664581743,1.0,0.0,0.011577593263945696,1.0,0.0,0.06569525926539495,0.186399223349442,
2008-04-23,8696,115.0,-8581.0,-0.8100715417679915,1.0,0.0,0.0053179190751444505,1.0,0.0,0.06484522256613708,0.19017197808595301,
2008-04-24,8595,115.0,-8480.0,-0.7063465133379071,1.0,0.0,-0.01161453541858326,1.0,0.0,0.028919099972048463,0.18127498422328367,
2008-04-25,8521,123.5,-8397.5,-0.6214735554097984,1.0,0.0,-0.00860965677719605,1.0,0.0,0.007657456277882406,0.14933111128289317,
