date,eq_trend,eq_hook,eq_combo
2012-01-11,1.1153093077886622,1.235730726296625,1.1789644216037138
2012-01-12,1.1237754079067312,1.235730726296625,1.1834390685734983
2012-01-13,1.1227380145571408,1.235730726296625,1.1828928331732815
2012-01-16,1.1227351314888827,1.235730726296625,1.1828913144036595
2012-01-17,1.1319413945763146,1.235730726296625,1.1877410818772205
2012-01-18,1.1342527769700534,1.235730726296625,1.1889537435212445
2012-01-19,1.1388400390736897,1.235730726296625,1.1913579882193273
2012-01-20,1.1331285257075152,1.235730726296625,1.18837053746235
2012-01-23,1.1387554727427738,1.235730726296625,1.1913211727701971
2012-01-24,1.139834977024171,1.235730726296625,1.1918858402239687
2012-01-25,1.1420108966007314,1.235730726296625,1.1930234819813483
2012-01-26,1.149721787620165,1.235730726296625,1.197051146726302
2012-01-27,1.1496387572182405,1.235730726296625,1.1970079225137547
2012-01-30,1.1496387572182405,1.235730726296625,1.1970079225137547
2012-01-31,1.1457759063769466,1.235730726296625,1.1949969155641864
2012-02-01,1.1512236056868743,1.235730726296625,1.1978377781779195
2012-02-02,1.1447088139506396,1.235730726296625,1.194448487157446
2012-02-03,1.1577559517574219,1.235730726296625,1.2012555169562564
2012-02-06,1.153879004474837,1.235730726296625,1.1992442103829306
2012-02-07,1.1537959913848663,1.235730726296625,1.1992010719918398
2012-02-08,1.157112275802095,1.235730726296625,1.2009244667071381
2012-02-09,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-10,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-13,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-14,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-15,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-16,1.1570292600922893,1.235730726296625,1.2008813872242257
2012-02-17,1.1476947902835208,1.235730726296625,1.1960372612199868
2012-02-20,1.1476100189060894,1.235730726296625,1.1959930901882143
2012-02-21,1.1620331508066346,1.235730726296625,1.2035086947088023
2012-02-22,1.1617601379792455,1.235730726296625,1.203367316078037
2012-02-23,1.1616766861136278,1.235730726296625,1.2033240957762434
2012-02-24,1.1616766861136278,1.235730726296625,1.2033240957762434
2012-02-27,1.1616766861136278,1.235730726296625,1.2033240957762434
2012-02-28,1.1616766861136278,1.235730726296625,1.2033240957762434
2012-02-29,1.1616766861136278,1.2305663636221729,1.2008096312924963
2012-03-01,1.1616766861136278,1.2369507357500313,1.2039246260491878
2012-03-02,1.1616766861136278,1.2335489049950408,1.2022691244591825
2012-03-05,1.1616766861136278,1.2282453910810223,1.1996846095671727
2012-03-06,1.1616766861136278,1.2281481595842048,1.1996371242962554
2012-03-07,1.1616766861136278,1.2281481595842048,1.1996371242962554
2012-03-08,1.164713081421366,1.2281481595842048,1.2012049325249752
2012-03-09,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-12,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-13,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-14,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-15,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-16,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-19,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-20,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-21,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-22,1.1646141335965943,1.2281481595842048,1.2011539085358598
2012-03-23,1.1700409745993452,1.2281481595842048,1.2039524626206048
2012-03-26,1.1801416376001843,1.2281481595842048,1.2091491687009732
2012-03-27,1.1800425542316402,1.2281481595842048,1.2090984092968093
2012-03-28,1.1800425542316402,1.2281481595842048,1.2090984092968093
2012-03-29,1.1816665458456508,1.2281481595842048,1.2099303986476044
2012-03-30,1.1852437772960904,1.2281481595842048,1.2117617956225384
2012-04-02,1.1977669790256893,1.2281481595842048,1.2181634902382321
2012-04-03,1.1977013350815409,1.2281481595842048,1.2181301093479933
2012-04-04,1.197600722995326,1.2281481595842048,1.2180789452522405
2012-04-05,1.1981514829192383,1.2281481595842048,1.2183590340390642
2012-04-06,1.198148636549523,1.2281481595842048,1.2183575868513312
2012-04-09,1.1878570278512768,1.2281481595842048,1.2131249891769211
2012-04-10,1.1786765914858464,1.2281481595842048,1.2084371283884061
2012-04-11,1.177179518478072,1.2281481595842048,1.2076696920027297
2012-04-12,1.188162120904944,1.2281481595842048,1.2133032236272843
2012-04-13,1.2002694259170485,1.2281481595842048,1.2194849693428593
2012-04-16,1.2000642294868984,1.2281481595842048,1.219380728596187
2012-04-17,1.1976681354996546,1.2281481595842048,1.2181633975733304
2012-04-18,1.1997059172711526,1.2281481595842048,1.219199724370672
2012-04-19,1.2000477593701544,1.2281481595842048,1.219373422685768
2012-04-20,1.1903231936472303,1.2281481595842048,1.2144328372394362
2012-04-23,1.2000433610407075,1.2281481595842048,1.2193913604914
2012-04-24,1.193771968960572,1.2281481595842048,1.2162051084070837
2012-04-25,1.1904358375421762,1.2281481595842048,1.214505696719229
2012-04-26,1.181800914002989,1.2281481595842048,1.2101009386052888
2012-04-27,1.1753387908540331,1.2281481595842048,1.2067925043354897
2012-04-30,1.175924427551775,1.2281481595842048,1.2070931589138116
2012-05-01,1.1730978716428184,1.2281481595842048,1.2056424210002825
2012-05-02,1.1654059421838219,1.2281481595842048,1.2016897599822716
2012-05-03,1.1715449209177184,1.2281481595842048,1.2048548150134175
2012-05-04,1.1736867462731038,1.2281481595842048,1.2059561763638353
2012-05-07,1.1663154301884702,1.2281481595842048,1.2021691845670797
2012-05-08,1.1793552624714538,1.2281481595842048,1.2088895297399085
2012-05-09,1.1820225976811,1.2281481595842048,1.2102565960132594
2012-05-10,1.1777485290318785,1.2281481595842048,1.2080685161133142
2012-05-11,1.183452946977767,1.2281481595842048,1.2109941524241674
2012-05-14,1.196529159462493,1.2281481595842048,1.2176844128588122
2012-05-15,1.201412284039613,1.2281481595842048,1.2201691432293944
2012-05-16,1.2071969665221676,1.2281481595842048,1.2231066406906572
2012-05-17,1.2070905015607345,1.2281481595842048,1.2230527066579595
2012-05-18,1.2070905015607345,1.2281481595842048,1.2230527066579595
2012-05-21,1.2070905015607345,1.2281481595842048,1.2230527066579595
2012-05-22,1.2070905015607345,1.2281481595842048,1.2230527066579595
2012-05-23,1.2070905015607345,1.2281481595842048,1.2230527066579595
2012-05-24,1.2070905015607345,1.223012333386384,1.2204954475507617
2012-05-25,1.2070905015607345,1.2229057922656075,1.2204422866179832
2012-05-28,1.2070905015607345,1.2229057922656075,1.2204422866179832
2012-05-29,1.2070905015607345,1.2229057922656075,1.2204422866179832
2012-05-30,1.2070905015607345,1.2229057922656075,1.2204422866179832
2012-05-31,1.2070905015607345,1.2265988177038132,1.222285079594698
2012-06-01,1.2070905015607345,1.2347034623576327,1.2263231505975403
2012-06-04,1.2070905015607345,1.2354624546251418,1.2267000709744353
2012-06-05,1.2070905015607345,1.238594447042537,1.2282549605246302
2012-06-06,1.2070905015607345,1.2232387867226306,1.2206412230316637
2012-06-07,1.2070905015607345,1.224609509787782,1.2213251291899891
2012-06-08,1.2070905015607345,1.2384470766402387,1.2282253565639707
2012-06-11,1.2070905015607345,1.229051711388987,1.2235664470096468
2012-06-12,1.2070905015607345,1.2300927793758099,1.2240846578570541
2012-06-13,1.2070905015607345,1.2294397888342479,1.223759757281645
2012-06-14,1.2070905015607345,1.227241980641063,1.2226659301396123
2012-06-15,1.2070905015607345,1.2224027262733461,1.220255325085344
2012-06-18,1.2070905015607345,1.2222925324846026,1.2202003249799713
2012-06-19,1.2070905015607345,1.215898150990468,1.217008606888833
2012-06-20,1.2070905015607345,1.2157858725962714,1.2169524164209087
2012-06-21,1.2070905015607345,1.2157858725962714,1.2169524164209087
2012-06-22,1.2070905015607345,1.214265358122891,1.2161914297191008
2012-06-25,1.2070905015607345,1.212607391024382,1.215361131233488
2012-06-26,1.2070905015607345,1.2135413077665935,1.2158291500319438
2012-06-27,1.2070905015607345,1.2075591827898196,1.21283244860969
2012-06-28,1.2070905015607345,1.2117421453026198,1.2149330631133706
2012-06-29,1.2070905015607345,1.1826697880476207,1.200358605920202
2012-07-02,1.2070905015607345,1.182554861657413,1.200300283266268
2012-07-03,1.2070905015607345,1.182554861657413,1.200300283266268
2012-07-04,1.2069853533880897,1.182554861657413,1.2002480049237378
2012-07-05,1.2139499896888502,1.182554861657413,1.203710884900509
2012-07-06,1.2267473584536088,1.182554861657413,1.2100555993496496
2012-07-09,1.2266388843872083,1.182554861657413,1.2100021002935775
2012-07-10,1.2266388843872083,1.182554861657413,1.2100021002935775
2012-07-11,1.2266388843872083,1.182554861657413,1.2100021002935775
2012-07-12,1.2266388843872083,1.182554861657413,1.2100021002935775
2012-07-13,1.2266388843872083,1.182554861657413,1.2100021002935775
2012-07-16,1.2292374400471857,1.182554861657413,1.2112837561445058
2012-07-17,1.2337609317544247,1.182554861657413,1.213512467965154
2012-07-18,1.2310298988905588,1.182554861657413,1.2121693623660772
2012-07-19,1.2218042112520935,1.182554861657413,1.2076271916551198
2012-07-20,1.2347486910017371,1.182554861657413,1.2140243318775614
2012-07-23,1.2452749817073487,1.182554861657413,1.219199139161893
2012-07-24,1.2451670433430235,1.182554861657413,1.2191463000850622
2012-07-25,1.2451670433430235,1.182554861657413,1.2191463000850622
2012-07-26,1.2451670433430235,1.182554861657413,1.2191463000850622
2012-07-27,1.2451670433430235,1.182554861657413,1.2191463000850622
2012-07-30,1.2447492607737423,1.182554861657413,1.2189417740833894
2012-07-31,1.2446698470754414,1.182554861657413,1.218902890479541
2012-08-01,1.2514923772939899,1.182554861657413,1.222243536122766
2012-08-02,1.2650811987168655,1.182554861657413,1.228879153506049
2012-08-03,1.2649694117512316,1.182554861657413,1.2288248594924154
2012-08-06,1.2649694117512316,1.182554861657413,1.2288248594924154
2012-08-07,1.2649694117512316,1.182554861657413,1.2288248594924154
2012-08-08,1.2679414702140357,1.182554861657413,1.2302684277277542
2012-08-09,1.267381636424863,1.182554861657413,1.2299968277163285
2012-08-10,1.27232942391589,1.182554861657413,1.2323977473538203
2012-08-13,1.2722189939138782,1.182554861657413,1.2323442652590257
2012-08-14,1.2712131050693212,1.182554861657413,1.2318570844532808
2012-08-15,1.2711032075514312,1.182554861657413,1.2318038368760504
2012-08-16,1.2711032075514312,1.182554861657413,1.2318038368760504
2012-08-17,1.2711032075514312,1.182554861657413,1.2318038368760504
2012-08-20,1.2790100336490808,1.182554861657413,1.235635020161064
2012-08-21,1.2656720587345114,1.182554861657413,1.2291921977949833
2012-08-22,1.2658262637317703,1.182554861657413,1.229267078005139
2012-08-23,1.271645696528668,1.182554861657413,1.2320927569133961
2012-08-24,1.2702273194745253,1.182554861657413,1.2314056268032751
2012-08-27,1.2691910690237154,1.182554861657413,1.230903336931084
2012-08-28,1.2669592456011671,1.182554861657413,1.229821088968069
2012-08-29,1.2638412844487512,1.182554861657413,1.228307806519112
2012-08-30,1.2635910353765145,1.182554861657413,1.22818619991677
2012-08-31,1.2650750620962004,1.182554861657413,1.2289074226408943
2012-09-03,1.2650716941125273,1.182554861657413,1.228905786793244
2012-09-04,1.2672157682850533,1.182554861657413,1.2299471764513137
2012-09-05,1.2773223953637554,1.182554861657413,1.2348518729323708
2012-09-06,1.275308133337011,1.182554861657413,1.2338782286725778
2012-09-07,1.296724782182596,1.182554861657413,1.2442386804139727
2012-09-10,1.3035302962256334,1.182554861657413,1.2475037077847748
2012-09-11,1.303415309041063,1.182554861657413,1.2474486853048543
2012-09-12,1.303415309041063,1.182554861657413,1.2474486853048543
2012-09-13,1.303415309041063,1.182554861657413,1.2474486853048543
2012-09-14,1.303415309041063,1.182554861657413,1.2474486853048543
2012-09-17,1.303415309041063,1.177082130690302,1.2445621591607812
2012-09-18,1.303415309041063,1.176334643889202,1.2441669897147138
2012-09-19,1.303415309041063,1.180003964662198,1.2461074442461484
2012-09-20,1.303415309041063,1.1725452128135287,1.242169149765048
2012-09-21,1.303415309041063,1.1765468485855202,1.2442887731493937
2012-09-24,1.303415309041063,1.1679530133363394,1.2397444523126557
2012-09-25,1.303415309041063,1.171978194989754,1.2418807525607782
2012-09-26,1.303415309041063,1.1647289297099492,1.2380399289602695
2012-09-27,1.303415309041063,1.164615893803752,1.23797985362355
2012-09-28,1.303415309041063,1.1666029114136762,1.2390359476468966
2012-10-01,1.303415309041063,1.170775378409285,1.2412517129888776
2012-10-02,1.303415309041063,1.1730096210609235,1.24243608087435
2012-10-03,1.303415309041063,1.1705313391420749,1.2411235993655576
2012-10-04,1.303415309041063,1.1708430024790535,1.2412888289111692
2012-10-05,1.303415309041063,1.1695050131853446,1.2405795830259536
2012-10-08,1.303415309041063,1.1598160054739073,1.2354406631363108
2012-10-09,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-10,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-11,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-12,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-15,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-16,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-17,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-18,1.303415309041063,1.1596936779330633,1.2353755112426197
2012-10-19,1.303415309041063,1.1416795470661496,1.2257806429800933
2012-10-22,1.303415309041063,1.1415517932293282,1.225712060609215
2012-10-23,1.2933629463465213,1.1415517932293282,1.2209855156212697
2012-10-24,1.2930771087053288,1.1415517932293282,1.2208505946307229
2012-10-25,1.2898235511538059,1.1415517932293282,1.2193146817123437
2012-10-26,1.2899177876058052,1.1415517932293282,1.2193592241962254
2012-10-29,1.278376771467865,1.1415517932293282,1.2139043631889535
2012-10-30,1.2810271398314548,1.1415517932293282,1.2151627143231518
2012-10-31,1.2835019348869332,1.1415517932293282,1.2163364906560263
2012-11-01,1.290625343148343,1.1415517932293282,1.2197118113979295
2012-11-02,1.2762114967270397,1.1415517932293282,1.212900873265856
2012-11-05,1.2736853165474495,1.1415517932293282,1.2117004428694407
2012-11-06,1.2811250750972163,1.1415517932293282,1.2152392913638357
2012-11-07,1.268016362589078,1.1415517932293282,1.209022012969736
2012-11-08,1.2737788734981144,1.1415517932293282,1.21176921826793
2012-11-09,1.2689188520053472,1.1415517932293282,1.2094575044502553
2012-11-12,1.273407134409048,1.1415517932293282,1.2115964855311454
2012-11-13,1.2743107820133255,1.1415517932293282,1.2120263779951959
2012-11-14,1.2705513558710921,1.1415517932293282,1.2102385395358397
2012-11-15,1.2722200864189552,1.1415517932293282,1.2110332976586784
2012-11-16,1.2744499385514252,1.1415517932293282,1.212094601913384
2012-11-19,1.2587215946088108,1.1415517932293282,1.204615202286456
2012-11-20,1.2565565682828201,1.1415517932293282,1.2035792211621117
2012-11-21,1.2525919101115333,1.1415517932293282,1.201680468525574
2012-11-22,1.252591904295884,1.1415517932293282,1.2016804657359375
2012-11-23,1.2591498500307123,1.1415517932293282,1.2048261651683994
2012-11-26,1.2611182990378966,1.1415517932293282,1.2057679271312816
2012-11-27,1.261708051235712,1.1415517932293282,1.206049861143984
2012-11-28,1.2589548406076598,1.1415517932293282,1.2047339825251504
2012-11-29,1.2725839160897587,1.1415517932293282,1.2112550307208745
2012-11-30,1.2814227704657173,1.1415517932293282,1.2154614750634942
2012-12-03,1.2831903613024045,1.1415517932293282,1.2162997770724742
2012-12-04,1.2833046326668531,1.1415517932293282,1.2163539343663943
2012-12-05,1.2767453454381523,1.1415517932293282,1.2132453915371326
2012-12-06,1.2765910234861382,1.1415517932293282,1.2131720682241622
2012-12-07,1.272480339166451,1.1415517932293282,1.211218832103046
2012-12-10,1.2625197160295976,1.1415517932293282,1.2064782895769661
2012-12-11,1.2623548902623176,1.1415517932293282,1.2063995348821834
2012-12-12,1.2623548902623176,1.1415517932293282,1.2063995348821834
2012-12-13,1.2623548902623176,1.1415517932293282,1.2063995348821834
2012-12-14,1.2569741973483635,1.1415517932293282,1.2038284411751716
2012-12-17,1.260715531881317,1.1415517932293282,1.2056200153093988
2012-12-18,1.263535974577084,1.1415517932293282,1.2069686074699855
2012-12-19,1.2748291009451715,1.1415517932293282,1.2123623791079619
2012-12-20,1.2909008602703054,1.1415517932293282,1.2200045000626152
2012-12-21,1.2837118890376715,1.1415517932293282,1.2166074238329203
2012-12-24,1.2884437321392594,1.1415517932293282,1.2188496697352
2012-12-25,1.2884431053791006,1.1415517932293282,1.2188493732820473
2012-12-26,1.2763704313097757,1.1415517932293282,1.21313908186064
2012-12-27,1.275694015890032,1.1415517932293282,1.212817628949661
2012-12-28,1.2762541590983274,1.1415517932293282,1.213083896388912
2012-12-31,1.2621196340460064,1.1415517932293282,1.206366439445935
2013-01-01,1.2621184045002272,1.1415517932293282,1.2063658518301799
2013-01-02,1.2440494488498859,1.1415517932293282,1.197730461126311
2013-01-03,1.2438928037809913,1.1415517932293282,1.1976550547303781
2013-01-04,1.2438928037809913,1.1415517932293282,1.1976550547303781
2013-01-07,1.2465112552115607,1.1415517932293282,1.1989156141539294
2013-01-08,1.2473359450673474,1.1415517932293282,1.1993122144817658
2013-01-09,1.2476457649341757,1.1415517932293282,1.199461160221703
2013-01-10,1.239691502533263,1.1415517932293282,1.1956376275026184
2013-01-11,1.2395378569314601,1.1415517932293282,1.195563534689027
2013-01-14,1.2432809797220352,1.1415517932293282,1.1973686998516924
2013-01-15,1.2433979075437693,1.1415517932293282,1.1974250047884563
2013-01-16,1.2367203612474256,1.1415517932293282,1.194209678118947
2013-01-17,1.2487994271329774,1.1415517932293282,1.2000416098292863
2013-01-18,1.252592497325524,1.1415517932293282,1.2018640970763013
2013-01-21,1.2525922641425888,1.1415517932293282,1.2018639852066395
2013-01-22,1.2585697883142295,1.1415517932293282,1.2047317065028085
2013-01-23,1.2539424295942885,1.1415517932293282,1.202516999849655
2013-01-24,1.253778625957577,1.1415517932293282,1.2024384569065605
2013-01-25,1.2481775856753157,1.1415517932293282,1.1997526134511698
2013-01-28,1.2504743306171706,1.1415517932293282,1.2008564330430471
2013-01-29,1.2575023716180254,1.1415517932293282,1.204231019806216
2013-01-30,1.2707655046613282,1.1415517932293282,1.210581654441605
2013-01-31,1.2705921196387038,1.1415517932293282,1.2104990677146383
2013-02-01,1.2705921196387038,1.1415517932293282,1.2104990677146383
2013-02-04,1.2705921196387038,1.1415517932293282,1.2104990677146383
2013-02-05,1.2705921196387038,1.1415517932293282,1.2104990677146383
2013-02-06,1.2705921196387038,1.1353882059199192,1.2072311403476677
2013-02-07,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-08,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-11,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-12,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-13,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-14,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-15,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-18,1.2705921196387038,1.1352317928648887,1.2071479852163192
2013-02-19,1.249452399147363,1.1352317928648887,1.197105906958186
2013-02-20,1.2401180893956116,1.1352317928648887,1.1926342850905485
2013-02-21,1.2274737951608932,1.1352317928648887,1.186554211368518
2013-02-22,1.2231115313492777,1.1352317928648887,1.184445790595228
2013-02-25,1.2203346871624112,1.1352317928648887,1.1831012601399207
2013-02-26,1.215236505572625,1.1352317928648887,1.1806299442268562
2013-02-27,1.2186620064314437,1.1352317928648887,1.18229392027981
2013-02-28,1.223174395513232,1.1352317928648887,1.1844827840292251
2013-03-01,1.234013101244684,1.1352317928648887,1.18973071122062
2013-03-04,1.2338437084470553,1.1350778105348638,1.1895683668709962
2013-03-05,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-06,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-07,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-08,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-11,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-12,1.2338437084470553,1.1349238490909328,1.1894876906117484
2013-03-13,1.2407859656271012,1.1349238490909328,1.1928340339955141
2013-03-14,1.2379388026427636,1.1349238490909328,1.1914654688270914
2013-03-15,1.2416394872449,1.1349238490909328,1.1932463476173243
2013-03-18,1.2174224073880655,1.1349238490909328,1.1816097403790813
2013-03-19,1.217242536870051,1.1398788034860334,1.1841018406929835
2013-03-20,1.217242536870051,1.1303811720372519,1.1791687886674822
2013-03-21,1.217242536870051,1.1329758973337927,1.1805221459068518
2013-03-22,1.217242536870051,1.1328191152968805,1.180440465145994
2013-03-25,1.217242536870051,1.1328191152968805,1.180440465145994
2013-03-26,1.217242536870051,1.1328191152968805,1.180440465145994
2013-03-27,1.217242536870051,1.1328191152968805,1.180440465145994
2013-03-28,1.217242536870051,1.1328191152968805,1.180440465145994
2013-03-29,1.217242536870051,1.1328191152968805,1.180440465145994
2013-04-01,1.217242536870051,1.1328191152968805,1.180440465145994
2013-04-02,1.217242536870051,1.1328191152968805,1.180440465145994
2013-04-03,1.217242536870051,1.1328191152968805,1.180440465145994
2013-04-04,1.217242536870051,1.1328191152968805,1.180440465145994
2013-04-05,1.217242536870051,1.1344976723410949,1.1813150251844373
2013-04-08,1.217242536870051,1.127563732064482,1.1777049834751443
2013-04-09,1.217242536870051,1.1103251041824376,1.1687023801687282
2013-04-10,1.217242536870051,1.1155060103547594,1.1714290308371746
2013-04-11,1.217242536870051,1.1153482919566287,1.1713462182352914
2013-04-12,1.217242536870051,1.1153482919566287,1.1713462182352914
2013-04-15,1.217242536870051,1.1153482919566287,1.1713462182352914
2013-04-16,1.217242536870051,1.1081023805066763,1.167541365959201
2013-04-17,1.217242536870051,1.1348309335444495,1.1816225067783217
2013-04-18,1.217242536870051,1.1312594362265924,1.1797631277779197
2013-04-19,1.217242536870051,1.1428300665783713,1.1857964931656637
2013-04-22,1.217242536870051,1.1469077365561848,1.187911981242756
2013-04-23,1.217242536870051,1.1557889009958648,1.1925113231553677
2013-04-24,1.217242536870051,1.1424988818315558,1.1856551843203544
2013-04-25,1.217242536870051,1.1264645111902922,1.177335161001097
2013-04-26,1.217242536870051,1.1372714904514591,1.1829826698848596
2013-04-29,1.217242536870051,1.1294478458338848,1.178913616859423
2013-04-30,1.217242536870051,1.136535547985694,1.1826126759217042
2013-05-01,1.217242536870051,1.1571384061030734,1.1933317428321109
2013-05-02,1.217242536870051,1.1525401407185192,1.190960697148892
2013-05-03,1.217242536870051,1.1132769947826175,1.1706746949507696
2013-05-06,1.217242536870051,1.1137385105909583,1.1709173501393149
2013-05-07,1.217242536870051,1.1148460374431706,1.1714995435333067
2013-05-08,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-09,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-10,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-13,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-14,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-15,1.217242536870051,1.1147539215325353,1.1714511450353808
2013-05-16,1.217242536870051,1.1104311668014593,1.1691798383902048
2013-05-17,1.217242536870051,1.1065171582173878,1.1671192964761283
2013-05-20,1.217242536870051,1.1064266518602077,1.167071564854827
2013-05-21,1.217242536870051,1.1064266518602077,1.167071564854827
2013-05-22,1.2116896625057907,1.1064266518602077,1.1644095638248584
2013-05-23,1.2225960379610634,1.1064266518602077,1.169649968311153
2013-05-24,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-05-27,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-05-28,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-05-29,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-05-30,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-05-31,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-06-03,1.2224970949766663,1.1064266518602077,1.169602639244572
2013-06-04,1.2168390763086105,1.1064266518602077,1.1668960342169423
2013-06-05,1.2164129370950025,1.1064266518602077,1.1666917096813219
2013-06-06,1.2239447532609096,1.1064266518602077,1.170303685192119
2013-06-07,1.2310846841391425,1.1064266518602077,1.1737171919686915
2013-06-10,1.235036592890492,1.1064266518602077,1.1756010685623612
2013-06-11,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-12,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-13,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-14,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-17,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-18,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-19,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-20,1.2349396075360393,1.1064266518602077,1.1755549095712083
2013-06-21,1.2349396075360393,1.1026981143325765,1.173574163450913
2013-06-24,1.2349396075360393,1.1124958686852853,1.1787879165256323
2013-06-25,1.2349396075360393,1.1057456297088828,1.175211678463532
2013-06-26,1.2349396075360393,1.1107204879657673,1.1778553748820886
2013-06-27,1.2349396075360393,1.1081536617714343,1.1764943888995034
2013-06-28,1.2349396075360393,1.1084974940362253,1.1766769072379812
2013-07-01,1.2349396075360393,1.0951407109211213,1.1695877535271766
2013-07-02,1.2349396075360393,1.0950571553999011,1.1695431357381636
2013-07-03,1.2349396075360393,1.0950571553999011,1.1695431357381636
2013-07-04,1.2349396075360393,1.0950571553999011,1.1695431357381636
2013-07-05,1.2349396075360393,1.0950571553999011,1.1695431357381636
2013-07-08,1.2349396075360393,1.0950571553999011,1.1695431357381636
2013-07-09,1.2349396075360393,1.0996896748250624,1.1720169478438398
2013-07-10,1.2349396075360393,1.096163666036469,1.1701379895553867
2013-07-11,1.2349396075360393,1.084427085778948,1.1638736793742033
2013-07-12,1.231778511775546,1.0843433875168986,1.1623391707670379
2013-07-15,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-16,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-17,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-18,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-19,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-22,1.2316856439219448,1.0843433875168986,1.162295354470961
2013-07-23,1.2295530246083033,1.0843433875168986,1.1612891182071334
2013-07-24,1.2324124395471883,1.0843433875168986,1.1626394493382468
2013-07-25,1.2333975086988422,1.0843433875168986,1.1631040990850716
2013-07-26,1.2210181621293128,1.0843433875168986,1.1572671857471308
2013-07-29,1.2209183118034697,1.0843433875168986,1.157219867243128
2013-07-30,1.2209183118034697,1.0843433875168986,1.157219867243128
2013-07-31,1.2209183118034697,1.0843433875168986,1.157219867243128
2013-08-01,1.2209183118034697,1.0843433875168986,1.157219867243128
2013-08-02,1.219642547425246,1.0843433875168986,1.1566152650063817
2013-08-05,1.220533739751075,1.0843433875168986,1.1570378341641592
2013-08-06,1.2201762740975026,1.0843433875168986,1.1568683995667668
2013-08-07,1.2206293200280163,1.0843433875168986,1.157083169568319
2013-08-08,1.2036368185372277,1.0843433875168986,1.1490292349457243
2013-08-09,1.2093206925561886,1.0843433875168986,1.1517422366232035
2013-08-12,1.209935619572828,1.0843433875168986,1.1520350611080004
2013-08-13,1.207739936141515,1.0843433875168986,1.1509897557814
2013-08-14,1.204633459785097,1.0843433875168986,1.1495095023113369
2013-08-15,1.2049675139128666,1.0843433875168986,1.149668886226435
2013-08-16,1.2002517045394006,1.0843433875168986,1.1474191910074978
2013-08-19,1.1949571008062863,1.0843433875168986,1.1448884177083727
2013-08-20,1.1959703417506635,1.0843433875168986,1.1453738107910127
