dt,value,symbol,signal
2000-03-02,-0.04558910597986987,copper_comex_3mo,mom_20
2000-03-02,0.10697269327322101,copper_lme_cash_3mo,hook_5_20
2000-03-02,-0.2214765100671141,copper_lme_cash_3mo,mom_20
2000-03-03,0.012047400163829325,copper_comex_3mo,hook_5_20
2000-03-03,-0.04137115839243499,copper_comex_3mo,mom_20
2000-03-03,0.09767134431563962,copper_lme_cash_3mo,hook_5_20
2000-03-03,-0.24161073825503354,copper_lme_cash_3mo,mom_20
2000-03-06,0.05262732286393568,copper_comex_3mo,hook_5_20
2000-03-06,-0.039551357733175974,copper_comex_3mo,mom_20
2000-03-06,0.06176930866243202,copper_lme_cash_3mo,hook_5_20
2000-03-06,-0.20261437908496727,copper_lme_cash_3mo,mom_20
2000-03-07,0.03849882058086396,copper_comex_3mo,hook_5_20
2000-03-07,-0.04345238095238102,copper_comex_3mo,mom_20
2000-03-07,0.03927520235467252,copper_lme_cash_3mo,hook_5_20
2000-03-07,-0.1920529801324503,copper_lme_cash_3mo,mom_20
2000-03-08,0.035037092074932996,copper_comex_3mo,hook_5_20
2000-03-08,-0.05166270783847993,copper_comex_3mo,mom_20
2000-03-08,0.0700807314463574,copper_lme_cash_3mo,hook_5_20
2000-03-08,-0.12080536912751683,copper_lme_cash_3mo,mom_20
2000-03-09,0.07160581354129758,copper_comex_3mo,hook_5_20
2000-03-09,-0.06912442396313367,copper_comex_3mo,mom_20
2000-03-09,0.18250600873105405,copper_lme_cash_3mo,hook_5_20
2000-03-09,-0.13940256045519195,copper_lme_cash_3mo,mom_20
2000-03-10,0.06108425288774444,copper_comex_3mo,hook_5_20
2000-03-10,-0.07403123192596883,copper_comex_3mo,mom_20
2000-03-10,0.20498747466609601,copper_lme_cash_3mo,hook_5_20
2000-03-10,-0.16073968705547648,copper_lme_cash_3mo,mom_20
2000-03-13,0.056871788283201496,copper_comex_3mo,hook_5_20
2000-03-13,-0.07469600463231019,copper_comex_3mo,mom_20
2000-03-13,0.16034134291488877,copper_lme_cash_3mo,hook_5_20
2000-03-13,-0.18493150684931503,copper_lme_cash_3mo,mom_20
2000-03-14,0.05130316236812449,copper_comex_3mo,hook_5_20
2000-03-14,-0.04134672179562904,copper_comex_3mo,mom_20
2000-03-14,0.16168874915787113,copper_lme_cash_3mo,hook_5_20
2000-03-14,-0.17808219178082196,copper_lme_cash_3mo,mom_20
2000-03-15,0.05873098837179225,copper_comex_3mo,hook_5_20
2000-03-15,-0.03305785123966942,copper_comex_3mo,mom_20
2000-03-15,0.11158358522465284,copper_lme_cash_3mo,hook_5_20
2000-03-15,-0.18791946308724827,copper_lme_cash_3mo,mom_20
2000-03-16,0.05626338949684451,copper_comex_3mo,hook_5_20
2000-03-16,-0.03274853801169586,copper_comex_3mo,mom_20
2000-03-16,0.10810158653556134,copper_lme_cash_3mo,hook_5_20
2000-03-16,-0.18248175182481752,copper_lme_cash_3mo,mom_20
2000-03-17,0.06150295818489837,copper_comex_3mo,hook_5_20
2000-03-17,-0.034644744568408714,copper_comex_3mo,mom_20
2000-03-17,0.14001473839351508,copper_lme_cash_3mo,hook_5_20
2000-03-17,-0.17391304347826086,copper_lme_cash_3mo,mom_20
2000-03-20,0.06292914587156428,copper_comex_3mo,hook_5_20
2000-03-20,-0.04227833235466838,copper_comex_3mo,mom_20
2000-03-20,0.16061072316250447,copper_lme_cash_3mo,hook_5_20
2000-03-20,-0.16901408450704225,copper_lme_cash_3mo,mom_20
2000-03-21,0.04326304941684522,copper_comex_3mo,hook_5_20
2000-03-21,-0.024778761061946875,copper_comex_3mo,mom_20
2000-03-21,0.14047619047619042,copper_lme_cash_3mo,hook_5_20
2000-03-21,-0.15714285714285714,copper_lme_cash_3mo,mom_20
2000-03-22,0.04682163005795126,copper_comex_3mo,hook_5_20
2000-03-22,-0.041327124563446005,copper_comex_3mo,mom_20
2000-03-22,0.11389274295710927,copper_lme_cash_3mo,hook_5_20
2000-03-22,-0.13868613138686137,copper_lme_cash_3mo,mom_20
2000-03-23,0.033233286006966734,copper_comex_3mo,hook_5_20
2000-03-23,-0.03565166569257738,copper_comex_3mo,mom_20
2000-03-23,0.15669302071973823,copper_lme_cash_3mo,hook_5_20
2000-03-23,-0.07633587786259544,copper_lme_cash_3mo,mom_20
2000-03-24,0.016079361543199222,copper_comex_3mo,hook_5_20
2000-03-24,-0.020945541591861128,copper_comex_3mo,mom_20
2000-03-24,0.1435406698564593,copper_lme_cash_3mo,hook_5_20
2000-03-24,-0.09090909090909094,copper_lme_cash_3mo,mom_20
2000-03-27,-0.015471182941345862,copper_comex_3mo,hook_5_20
2000-03-27,0.009339975093399788,copper_comex_3mo,mom_20
2000-03-27,0.1804726665075197,copper_lme_cash_3mo,hook_5_20
2000-03-27,-0.11267605633802813,copper_lme_cash_3mo,mom_20
2000-03-28,-0.023102380698195923,copper_comex_3mo,hook_5_20
2000-03-28,0.004953560371517174,copper_comex_3mo,mom_20
2000-03-28,0.19585687382297556,copper_lme_cash_3mo,hook_5_20
2000-03-28,-0.11111111111111116,copper_lme_cash_3mo,mom_20
2000-03-29,-0.014007779482623994,copper_comex_3mo,hook_5_20
2000-03-29,0.0030788177339902134,copper_comex_3mo,mom_20
2000-03-29,0.15720953082780642,copper_lme_cash_3mo,hook_5_20
2000-03-29,-0.07246376811594202,copper_lme_cash_3mo,mom_20
2000-03-30,-0.023458906684713066,copper_comex_3mo,hook_5_20
2000-03-30,0.018610421836228186,copper_comex_3mo,mom_20
2000-03-30,-0.04452835565688251,copper_lme_cash_3mo,hook_5_20
2000-03-30,0.07758620689655182,copper_lme_cash_3mo,mom_20
2000-03-31,-0.008636595226394927,copper_comex_3mo,hook_5_20
2000-03-31,0.009247842170160281,copper_comex_3mo,mom_20
2000-03-31,-0.06194690265486735,copper_lme_cash_3mo,hook_5_20
2000-03-31,0.06194690265486735,copper_lme_cash_3mo,mom_20
2000-04-03,0.0037127938584200493,copper_comex_3mo,hook_5_20
2000-04-03,0.003073140749846326,copper_comex_3mo,mom_20
2000-04-03,-0.033047098620869075,copper_lme_cash_3mo,hook_5_20
2000-04-03,0.040983606557376984,copper_lme_cash_3mo,mom_20
2000-04-04,-0.009901229256936483,copper_comex_3mo,hook_5_20
2000-04-04,0.004355942750466912,copper_comex_3mo,mom_20
2000-04-04,-0.04933401639344259,copper_lme_cash_3mo,hook_5_20
2000-04-04,0.05245901639344264,copper_lme_cash_3mo,mom_20
2000-04-05,-0.019828461360754446,copper_comex_3mo,hook_5_20
2000-04-05,0.009392611145898622,copper_comex_3mo,mom_20
2000-04-05,0.02307967557251911,copper_lme_cash_3mo,hook_5_20
2000-04-05,-0.01526717557251911,copper_lme_cash_3mo,mom_20
2000-04-06,-0.015266036347849066,copper_comex_3mo,hook_5_20
2000-04-06,-0.03589108910891081,copper_comex_3mo,mom_20
2000-04-06,-0.033322314049586854,copper_lme_cash_3mo,hook_5_20
2000-04-06,0.04132231404958686,copper_lme_cash_3mo,mom_20
2000-04-07,-0.021524421396675875,copper_comex_3mo,hook_5_20
2000-04-07,-0.021236727045596537,copper_comex_3mo,mom_20
2000-04-07,-0.01745762711864396,copper_lme_cash_3mo,hook_5_20
2000-04-07,0.047457627118643986,copper_lme_cash_3mo,mom_20
2000-04-10,-0.020637776387150475,copper_comex_3mo,hook_5_20
2000-04-10,-0.009386733416770987,copper_comex_3mo,mom_20
2000-04-10,-0.0672268907563025,copper_lme_cash_3mo,hook_5_20
2000-04-10,0.0672268907563025,copper_lme_cash_3mo,mom_20
2000-04-11,0.00546626445588172,copper_comex_3mo,hook_5_20
2000-04-11,-0.019716574245224994,copper_comex_3mo,mom_20
2000-04-11,-0.06869158878504678,copper_lme_cash_3mo,hook_5_20
2000-04-11,0.050000000000000044,copper_lme_cash_3mo,mom_20
2000-04-12,0.01562684627200772,copper_comex_3mo,hook_5_20
2000-04-12,-0.031135531135531247,copper_comex_3mo,mom_20
2000-04-12,-0.06509065282849646,copper_lme_cash_3mo,hook_5_20
2000-04-12,0.04958677685950419,copper_lme_cash_3mo,mom_20
2000-04-13,0.058562662887495565,copper_comex_3mo,hook_5_20
2000-04-13,-0.04957678355501827,copper_comex_3mo,mom_20
2000-04-13,-0.12261904761904752,copper_lme_cash_3mo,hook_5_20
2000-04-13,0.10357142857142843,copper_lme_cash_3mo,mom_20
2000-04-14,0.04602996411696858,copper_comex_3mo,hook_5_20
2000-04-14,-0.06326034063260344,copper_comex_3mo,mom_20
2000-04-14,-0.0843467893033556,copper_lme_cash_3mo,hook_5_20
2000-04-14,0.0859649122807018,copper_lme_cash_3mo,mom_20
2000-04-17,0.028258554932794833,copper_comex_3mo,hook_5_20
2000-04-17,-0.06805640711220107,copper_comex_3mo,mom_20
2000-04-17,-0.07807286801014279,copper_lme_cash_3mo,hook_5_20
2000-04-17,0.10169491525423724,copper_lme_cash_3mo,mom_20
2000-04-18,0.036823891802155506,copper_comex_3mo,hook_5_20
2000-04-18,-0.05505142165759236,copper_comex_3mo,mom_20
2000-04-18,-0.06887274683884859,copper_lme_cash_3mo,hook_5_20
2000-04-18,0.0847457627118644,copper_lme_cash_3mo,mom_20
2000-04-19,0.03610849995925447,copper_comex_3mo,hook_5_20
2000-04-19,-0.04493017607771688,copper_comex_3mo,mom_20
2000-04-19,-0.07206726277859332,copper_lme_cash_3mo,hook_5_20
2000-04-19,0.016949152542372836,copper_lme_cash_3mo,mom_20
2000-04-20,0.04706222530650017,copper_comex_3mo,hook_5_20
2000-04-20,-0.051515151515151514,copper_comex_3mo,mom_20
2000-04-20,-0.02086175078231567,copper_lme_cash_3mo,hook_5_20
2000-04-20,-0.008264462809917328,copper_lme_cash_3mo,mom_20
2000-04-21,0.05963229924110114,copper_comex_3mo,hook_5_20
2000-04-21,-0.04339853300733498,copper_comex_3mo,mom_20
2000-04-21,-0.030694668820678506,copper_lme_cash_3mo,hook_5_20
2000-04-21,0.0,copper_lme_cash_3mo,mom_20
2000-04-24,0.06415183934543323,copper_comex_3mo,hook_5_20
2000-04-24,-0.034546576187538536,copper_comex_3mo,mom_20
2000-04-24,-0.0293040293040292,copper_lme_cash_3mo,hook_5_20
2000-04-24,-0.04761904761904767,copper_lme_cash_3mo,mom_20
2000-04-25,0.038739691833857615,copper_comex_3mo,hook_5_20
2000-04-25,-0.00800985828712264,copper_comex_3mo,mom_20
2000-04-25,0.0,copper_lme_cash_3mo,hook_5_20
2000-04-25,-0.078125,copper_lme_cash_3mo,mom_20
2000-04-26,0.034879568782130166,copper_comex_3mo,hook_5_20
2000-04-26,-0.0202578268876612,copper_comex_3mo,mom_20
2000-04-26,0.06145833333333328,copper_lme_cash_3mo,hook_5_20
2000-04-26,-0.078125,copper_lme_cash_3mo,mom_20
2000-04-27,0.04809260116821612,copper_comex_3mo,hook_5_20
2000-04-27,-0.022533495736906106,copper_comex_3mo,mom_20
2000-04-27,0.03600000000000003,copper_lme_cash_3mo,hook_5_20
2000-04-27,-0.136,copper_lme_cash_3mo,mom_20
2000-04-28,0.045050850831705125,copper_comex_3mo,hook_5_20
2000-04-28,-0.02076970067196071,copper_comex_3mo,mom_20
2000-04-28,0.0,copper_lme_cash_3mo,hook_5_20
2000-04-28,-0.16666666666666663,copper_lme_cash_3mo,mom_20
2000-05-01,0.042260618304829856,copper_comex_3mo,hook_5_20
2000-05-01,-0.012867647058823484,copper_comex_3mo,mom_20
2000-05-01,0.04593175853018372,copper_lme_cash_3mo,hook_5_20
2000-05-01,-0.21259842519685035,copper_lme_cash_3mo,mom_20
2000-05-02,0.002539887783139738,copper_comex_3mo,hook_5_20
2000-05-02,0.02230483271375472,copper_comex_3mo,mom_20
2000-05-02,0.07001425629653102,copper_lme_cash_3mo,hook_5_20
2000-05-02,-0.20560747663551404,copper_lme_cash_3mo,mom_20
2000-05-03,0.01021785232311534,copper_comex_3mo,hook_5_20
2000-05-03,0.019230769230769384,copper_comex_3mo,mom_20
2000-05-03,0.08671659440283797,copper_lme_cash_3mo,hook_5_20
2000-05-03,-0.06976744186046513,copper_lme_cash_3mo,mom_20
2000-05-04,-0.030881112057554283,copper_comex_3mo,hook_5_20
2000-05-04,0.05455712451861361,copper_comex_3mo,mom_20
2000-05-04,0.14814814814814814,copper_lme_cash_3mo,hook_5_20
2000-05-04,-0.11111111111111116,copper_lme_cash_3mo,mom_20
2000-05-05,-0.02399139138047257,copper_comex_3mo,hook_5_20
2000-05-05,0.06828334396936842,copper_comex_3mo,mom_20
2000-05-05,0.1871197411003236,copper_lme_cash_3mo,hook_5_20
2000-05-05,-0.2071197411003236,copper_lme_cash_3mo,mom_20
2000-05-08,-0.018236908054346745,copper_comex_3mo,hook_5_20
2000-05-08,0.04927353126974099,copper_comex_3mo,mom_20
2000-05-08,0.1998425196850393,copper_lme_cash_3mo,hook_5_20
2000-05-08,-0.25984251968503935,copper_lme_cash_3mo,mom_20
2000-05-09,-0.03728586937889289,copper_comex_3mo,hook_5_20
2000-05-09,0.04274041483343827,copper_comex_3mo,mom_20
2000-05-09,0.1568627450980392,copper_lme_cash_3mo,hook_5_20
2000-05-09,-0.33333333333333337,copper_lme_cash_3mo,mom_20
2000-05-10,-0.03554442842618499,copper_comex_3mo,hook_5_20
2000-05-10,0.04284814114681801,copper_comex_3mo,mom_20
2000-05-10,0.03582677165354331,copper_lme_cash_3mo,hook_5_20
2000-05-10,-0.3858267716535433,copper_lme_cash_3mo,mom_20
2000-05-11,-0.04563271741167352,copper_comex_3mo,hook_5_20
2000-05-11,0.055979643765903475,copper_comex_3mo,mom_20
2000-05-11,0.0653606102635228,copper_lme_cash_3mo,hook_5_20
2000-05-11,-0.3689320388349514,copper_lme_cash_3mo,mom_20
2000-05-12,-0.08753277785535851,copper_comex_3mo,hook_5_20
2000-05-12,0.09350649350649354,copper_comex_3mo,mom_20
2000-05-12,0.1446045300187926,copper_lme_cash_3mo,hook_5_20
2000-05-12,-0.45072697899838443,copper_lme_cash_3mo,mom_20
2000-05-15,-0.09388011343832181,copper_comex_3mo,hook_5_20
2000-05-15,0.1059210526315788,copper_comex_3mo,mom_20
2000-05-15,0.21211129296235676,copper_lme_cash_3mo,hook_5_20
2000-05-15,-0.4461538461538461,copper_lme_cash_3mo,mom_20
2000-05-16,-0.06363458850533199,copper_comex_3mo,hook_5_20
2000-05-16,0.08834827144686308,copper_comex_3mo,mom_20
2000-05-16,0.28645833333333337,copper_lme_cash_3mo,hook_5_20
2000-05-16,-0.453125,copper_lme_cash_3mo,mom_20
2000-05-17,-0.05310613583066193,copper_comex_3mo,hook_5_20
2000-05-17,0.07183725365543525,copper_comex_3mo,mom_20
2000-05-17,0.2692307692307693,copper_lme_cash_3mo,hook_5_20
2000-05-17,-0.5,copper_lme_cash_3mo,mom_20
2000-05-18,-0.06179991531621698,copper_comex_3mo,hook_5_20
2000-05-18,0.07987220447284349,copper_comex_3mo,mom_20
2000-05-18,0.22435897435897434,copper_lme_cash_3mo,hook_5_20
2000-05-18,-0.5833333333333333,copper_lme_cash_3mo,mom_20
2000-05-19,-0.07612864547365561,copper_comex_3mo,hook_5_20
2000-05-19,0.07731629392971251,copper_comex_3mo,mom_20
2000-05-19,0.3058823529411765,copper_lme_cash_3mo,hook_5_20
2000-05-19,-0.6,copper_lme_cash_3mo,mom_20
2000-05-22,-0.07341590754020211,copper_comex_3mo,hook_5_20
2000-05-22,0.0638977635782747,copper_comex_3mo,mom_20
2000-05-22,0.37777777777777777,copper_lme_cash_3mo,hook_5_20
2000-05-22,-0.43333333333333335,copper_lme_cash_3mo,mom_20
2000-05-23,-0.05501278772378515,copper_comex_3mo,hook_5_20
2000-05-23,0.03913043478260869,copper_comex_3mo,mom_20
2000-05-23,0.42421307506053274,copper_lme_cash_3mo,hook_5_20
2000-05-23,-0.3813559322033898,copper_lme_cash_3mo,mom_20
2000-05-24,-0.0562237444144168,copper_comex_3mo,hook_5_20
2000-05-24,0.05325814536340845,copper_comex_3mo,mom_20
2000-05-24,0.655367231638418,copper_lme_cash_3mo,hook_5_20
2000-05-24,-0.3220338983050848,copper_lme_cash_3mo,mom_20
2000-05-25,-0.05233276189422831,copper_comex_3mo,hook_5_20
2000-05-25,0.04049844236760114,copper_comex_3mo,mom_20
2000-05-25,0.9666666666666667,copper_lme_cash_3mo,hook_5_20
2000-05-25,-0.16666666666666663,copper_lme_cash_3mo,mom_20
2000-05-26,-0.05144010081926742,copper_comex_3mo,hook_5_20
2000-05-26,0.04491578290704923,copper_comex_3mo,mom_20
2000-05-26,0.9966666666666667,copper_lme_cash_3mo,hook_5_20
2000-05-26,-0.07999999999999996,copper_lme_cash_3mo,mom_20
2000-05-29,-0.0337208717096984,copper_comex_3mo,hook_5_20
2000-05-29,0.03972687771570449,copper_comex_3mo,mom_20
2000-05-29,0.4329411764705883,copper_lme_cash_3mo,hook_5_20
2000-05-29,-0.07999999999999996,copper_lme_cash_3mo,mom_20
2000-05-30,-0.013647774819323,copper_comex_3mo,hook_5_20
2000-05-30,-0.0072727272727272085,copper_comex_3mo,mom_20
2000-05-30,0.3972602739726028,copper_lme_cash_3mo,hook_5_20
2000-05-30,0.0,copper_lme_cash_3mo,mom_20
2000-05-31,-0.02256431572228068,copper_comex_3mo,hook_5_20
2000-05-31,-0.0018259281801583649,copper_comex_3mo,mom_20
2000-05-31,0.44166666666666665,copper_lme_cash_3mo,hook_5_20
2000-05-31,-0.1166666666666667,copper_lme_cash_3mo,mom_20
2000-06-01,-0.01609878235008977,copper_comex_3mo,hook_5_20
2000-06-01,-0.004260499087035963,copper_comex_3mo,mom_20
2000-06-01,0.2051587301587302,copper_lme_cash_3mo,hook_5_20
2000-06-01,-0.1607142857142857,copper_lme_cash_3mo,mom_20
2000-06-02,-0.000570980224326334,copper_comex_3mo,hook_5_20
2000-06-02,-0.04360812425328564,copper_comex_3mo,mom_20
2000-06-02,0.057897071872227146,copper_lme_cash_3mo,hook_5_20
2000-06-02,-0.11224489795918369,copper_lme_cash_3mo,mom_20
2000-06-05,-0.008146863515055669,copper_comex_3mo,hook_5_20
2000-06-05,-0.025285972305839843,copper_comex_3mo,mom_20
2000-06-05,0.020351526364477346,copper_lme_cash_3mo,hook_5_20
2000-06-05,-0.06382978723404253,copper_lme_cash_3mo,mom_20
2000-06-06,0.012550037866493446,copper_comex_3mo,hook_5_20
2000-06-06,-0.021097046413502074,copper_comex_3mo,mom_20
2000-06-06,-0.18487394957983194,copper_lme_cash_3mo,hook_5_20
2000-06-06,0.04761904761904767,copper_lme_cash_3mo,mom_20
2000-06-07,0.00888106992852411,copper_comex_3mo,hook_5_20
2000-06-07,-0.029003021148036323,copper_comex_3mo,mom_20
2000-06-07,-0.35897435897435903,copper_lme_cash_3mo,hook_5_20
2000-06-07,0.35897435897435903,copper_lme_cash_3mo,mom_20
2000-06-08,0.01424573600023571,copper_comex_3mo,hook_5_20
2000-06-08,-0.028915662650602525,copper_comex_3mo,mom_20
2000-06-08,-0.20512820512820507,copper_lme_cash_3mo,hook_5_20
2000-06-08,0.20512820512820507,copper_lme_cash_3mo,mom_20
2000-06-09,0.04971840639980074,copper_comex_3mo,hook_5_20
2000-06-09,-0.04097387173396683,copper_comex_3mo,mom_20
2000-06-09,-0.2601419878296146,copper_lme_cash_3mo,hook_5_20
2000-06-09,0.19117647058823528,copper_lme_cash_3mo,mom_20
2000-06-12,0.036677776802022555,copper_comex_3mo,hook_5_20
2000-06-12,-0.042236763831052904,copper_comex_3mo,mom_20
2000-06-12,-0.19444444444444442,copper_lme_cash_3mo,hook_5_20
2000-06-12,0.06944444444444442,copper_lme_cash_3mo,mom_20
2000-06-13,0.04470588235294115,copper_comex_3mo,hook_5_20
2000-06-13,-0.04470588235294115,copper_comex_3mo,mom_20
2000-06-13,-0.22792207792207797,copper_lme_cash_3mo,hook_5_20
2000-06-13,0.11428571428571432,copper_lme_cash_3mo,mom_20
2000-06-14,0.04781866995004791,copper_comex_3mo,hook_5_20
2000-06-14,-0.027283511269276306,copper_comex_3mo,mom_20
2000-06-14,-0.5930817610062893,copper_lme_cash_3mo,hook_5_20
2000-06-14,0.3666666666666667,copper_lme_cash_3mo,mom_20
2000-06-15,0.04741362855506792,copper_comex_3mo,hook_5_20
2000-06-15,-0.020118343195266286,copper_comex_3mo,mom_20
2000-06-15,-0.767659574468085,copper_lme_cash_3mo,hook_5_20
2000-06-15,0.6399999999999999,copper_lme_cash_3mo,mom_20
2000-06-16,0.043441343572454105,copper_comex_3mo,hook_5_20
2000-06-16,-0.011862396204033177,copper_comex_3mo,mom_20
2000-06-16,-0.6841049382716048,copper_lme_cash_3mo,hook_5_20
2000-06-16,0.6791666666666665,copper_lme_cash_3mo,mom_20
2000-06-19,0.03430511256598212,copper_comex_3mo,hook_5_20
2000-06-19,0.004204204204204087,copper_comex_3mo,mom_20
2000-06-19,-0.14610389610389607,copper_lme_cash_3mo,hook_5_20
2000-06-19,0.25,copper_lme_cash_3mo,mom_20
2000-06-20,0.029649401240802287,copper_comex_3mo,hook_5_20
2000-06-20,-0.017334130304841655,copper_comex_3mo,mom_20
2000-06-20,-0.08078679311556014,copper_lme_cash_3mo,hook_5_20
2000-06-20,0.26027397260273966,copper_lme_cash_3mo,mom_20
2000-06-21,0.0247620464009517,copper_comex_3mo,hook_5_20
2000-06-21,-0.009518143961927406,copper_comex_3mo,mom_20
2000-06-21,-0.02682926829268295,copper_lme_cash_3mo,hook_5_20
