dt,equity_all,equity_is,equity_oos
2000-04-06,-0.013518102014364125,-0.013518102014364125,
2000-04-07,-0.013606633317207165,-0.013606633317207165,
2000-04-10,-0.022548297549039933,-0.022548297549039933,
2000-04-11,-0.022636736999005955,-0.022636736999005955,
2000-04-12,-0.022636736999005955,-0.022636736999005955,
2000-04-13,-0.01571334024028458,-0.01571334024028458,
2000-04-14,-0.004104533748874191,-0.004104533748874191,
2000-04-17,0.0018680328597036324,0.0018680328597036324,
2000-04-18,-0.008661111588761324,-0.008661111588761324,
2000-04-19,-0.01658435897385086,-0.01658435897385086,
2000-04-20,-0.013296043351519245,-0.013296043351519245,
2000-04-21,-0.01338004378734815,-0.01338004378734815,
2000-04-24,-0.013463846684651212,-0.013463846684651212,
2000-04-25,-0.02161159423646706,-0.02161159423646706,
2000-04-26,-0.02169227143939152,-0.02169227143939152,
2000-04-27,-0.025007407160709462,-0.025007407160709462,
2000-04-28,-0.025087576319445488,-0.025087576319445488,
2000-05-01,-0.025087576319445488,-0.025087576319445488,
2000-05-02,-0.035616809080277714,-0.035616809080277714,
2000-05-03,-0.04053858444298204,-0.04053858444298204,
2000-05-04,-0.03916643608318011,-0.03916643608318011,
2000-05-05,-0.03923949166932193,-0.03923949166932193,
2000-05-08,-0.03923949166932193,-0.03923949166932193,
2000-05-09,-0.03923949166932193,-0.03923949166932193,
2000-05-10,-0.03923949166932193,-0.03923949166932193,
2000-05-11,-0.03923949166932193,-0.03923949166932193,
2000-05-12,-0.03923949166932193,-0.03923949166932193,
2000-05-15,-0.03933519861364798,-0.03933519861364798,
2000-05-16,-0.03943090555797403,-0.03943090555797403,
2000-05-17,-0.04500779126173155,-0.04500779126173155,
2000-05-18,-0.04510857829979639,-0.04510857829979639,
2000-05-19,-0.04510857829979639,-0.04510857829979639,
2000-05-22,-0.04510857829979639,-0.04510857829979639,
2000-05-23,-0.04510857829979639,-0.04510857829979639,
2000-05-24,-0.04510857829979639,-0.04510857829979639,
2000-05-25,-0.04510857829979639,-0.04510857829979639,
2000-05-26,-0.04510857829979639,-0.04510857829979639,
2000-05-29,-0.04510857829979639,-0.04510857829979639,
2000-05-30,-0.02687478887042947,-0.02687478887042947,
2000-05-31,-0.026956928152970468,-0.026956928152970468,
2000-06-01,-0.026956928152970468,-0.026956928152970468,
2000-06-02,-0.016982612623447656,-0.016982612623447656,
2000-06-05,-0.019817295376680845,-0.019817295376680845,
2000-06-06,-0.019910077296903753,-0.019910077296903753,
2000-06-07,-0.019910077296903753,-0.019910077296903753,
2000-06-08,-0.019910077296903753,-0.019910077296903753,
2000-06-09,-0.019910077296903753,-0.019910077296903753,
2000-06-12,-0.019910077296903753,-0.019910077296903753,
2000-06-13,-0.019910077296903753,-0.019910077296903753,
2000-06-14,-0.019910077296903753,-0.019910077296903753,
2000-06-15,-0.019910077296903753,-0.019910077296903753,
2000-06-16,-0.019910077296903753,-0.019910077296903753,
2000-06-19,-0.019910077296903753,-0.019910077296903753,
2000-06-20,-0.019910077296903753,-0.019910077296903753,
2000-06-21,-0.019910077296903753,-0.019910077296903753,
2000-06-22,-0.019910077296903753,-0.019910077296903753,
2000-06-23,-0.019910077296903753,-0.019910077296903753,
2000-06-26,-0.019910077296903753,-0.019910077296903753,
2000-06-27,-0.017575009283732283,-0.017575009283732283,
2000-06-28,-0.01764716568497715,-0.01764716568497715,
2000-06-29,-0.01764716568497715,-0.01764716568497715,
2000-06-30,-0.014673432334750635,-0.014673432334750635,
2000-07-03,-0.014755244347880283,-0.014755244347880283,
2000-07-04,-0.017109881754912196,-0.017109881754912196,
2000-07-05,-0.01710999005246121,-0.01710999005246121,
2000-07-06,-0.017197102469232145,-0.017197102469232145,
2000-07-07,-0.017197102469232145,-0.017197102469232145,
2000-07-10,-0.017197102469232145,-0.017197102469232145,
2000-07-11,-0.0149398615900714,-0.0149398615900714,
2000-07-12,-0.015045605039780512,-0.015045605039780512,
2000-07-13,-0.015045605039780512,-0.015045605039780512,
2000-07-14,-0.015045605039780512,-0.015045605039780512,
2000-07-17,-0.015045605039780512,-0.015045605039780512,
2000-07-18,-0.015045605039780512,-0.015045605039780512,
2000-07-19,-0.015045605039780512,-0.015045605039780512,
2000-07-20,-0.015045605039780512,-0.015045605039780512,
2000-07-21,-0.015045605039780512,-0.015045605039780512,
2000-07-24,-0.015045605039780512,-0.015045605039780512,
2000-07-25,-0.015045605039780512,-0.015045605039780512,
2000-07-26,-0.015045605039780512,-0.015045605039780512,
2000-07-27,-0.015045605039780512,-0.015045605039780512,
2000-07-28,-0.015674964728960204,-0.015674964728960204,
2000-07-31,-0.015813375499564304,-0.015813375499564304,
2000-08-01,-0.014232267998261824,-0.014232267998261824,
2000-08-02,-0.013233044289926967,-0.013233044289926967,
2000-08-03,-0.020396588403275177,-0.020396588403275177,
2000-08-04,-0.020531304687671354,-0.020531304687671354,
2000-08-07,-0.02490109083484488,-0.02490109083484488,
2000-08-08,-0.0250497278247757,-0.0250497278247757,
2000-08-09,-0.0250497278247757,-0.0250497278247757,
2000-08-10,-0.0250497278247757,-0.0250497278247757,
2000-08-11,-0.0250497278247757,-0.0250497278247757,
2000-08-14,-0.0250497278247757,-0.0250497278247757,
2000-08-15,-0.0250497278247757,-0.0250497278247757,
2000-08-16,-0.0250497278247757,-0.0250497278247757,
2000-08-17,-0.02888899279552931,-0.02888899279552931,
2000-08-18,-0.029061600538484646,-0.029061600538484646,
2000-08-21,-0.013456572568705725,-0.013456572568705725,
2000-08-22,-0.020870261732193036,-0.020870261732193036,
2000-08-23,-0.01984908529295612,-0.01984908529295612,
2000-08-24,-0.02359925131270895,-0.02359925131270895,
2000-08-25,-0.0237910427849993,-0.0237910427849993,
2000-08-28,-0.0237910427849993,-0.0237910427849993,
2000-08-29,-0.0237910427849993,-0.0237910427849993,
2000-08-30,-0.0237910427849993,-0.0237910427849993,
2000-08-31,-0.02170329618892607,-0.02170329618892607,
2000-09-01,-0.021865458300499272,-0.021865458300499272,
2000-09-04,-0.030664069320100365,-0.030664069320100365,
2000-09-05,-0.030831386123620127,-0.030831386123620127,
2000-09-06,-0.030831386123620127,-0.030831386123620127,
2000-09-07,-0.030831386123620127,-0.030831386123620127,
2000-09-08,-0.030831386123620127,-0.030831386123620127,
2000-09-11,-0.030831386123620127,-0.030831386123620127,
2000-09-12,-0.017303814847879843,-0.017303814847879843,
2000-09-13,-0.008713279225981061,-0.008713279225981061,
2000-09-14,-0.008875346146683642,-0.008875346146683642,
2000-09-15,-0.008875346146683642,-0.008875346146683642,
2000-09-18,-0.008875346146683642,-0.008875346146683642,
2000-09-19,-0.00904974366525911,-0.00904974366525911,
2000-09-20,-0.00922414118383458,-0.00922414118383458,
2000-09-21,-0.00922414118383458,-0.00922414118383458,
2000-09-22,-0.00922414118383458,-0.00922414118383458,
2000-09-25,-0.00922414118383458,-0.00922414118383458,
2000-09-26,-0.00922414118383458,-0.00922414118383458,
2000-09-27,-0.00922414118383458,-0.00922414118383458,
2000-09-28,-0.00922414118383458,-0.00922414118383458,
2000-09-29,-0.00922414118383458,-0.00922414118383458,
2000-10-02,-0.00922414118383458,-0.00922414118383458,
2000-10-03,-0.0038885849342425553,-0.0038885849342425553,
2000-10-04,-0.00401200994829444,-0.00401200994829444,
2000-10-05,-0.01446591292844492,-0.01446591292844492,
2000-10-06,-0.014582681077983222,-0.014582681077983222,
2000-10-09,-0.014582681077983222,-0.014582681077983222,
2000-10-10,-0.014582681077983222,-0.014582681077983222,
2000-10-11,-0.014582681077983222,-0.014582681077983222,
2000-10-12,-0.006827476646813004,-0.006827476646813004,
2000-10-13,-0.011702537023241255,-0.011702537023241255,
2000-10-16,-0.011820326533057372,-0.011820326533057372,
2000-10-17,-0.011820326533057372,-0.011820326533057372,
2000-10-18,-0.011820326533057372,-0.011820326533057372,
2000-10-19,-0.011820326533057372,-0.011820326533057372,
2000-10-20,-0.011820326533057372,-0.011820326533057372,
2000-10-23,-0.011820326533057372,-0.011820326533057372,
2000-10-24,-0.011820326533057372,-0.011820326533057372,
2000-10-25,-0.011820326533057372,-0.011820326533057372,
2000-10-26,-0.011820326533057372,-0.011820326533057372,
2000-10-27,-0.01856625149504876,-0.01856625149504876,
2000-10-30,-0.01866796252288689,-0.01866796252288689,
2000-10-31,-0.026561107183094262,-0.026561107183094262,
2000-11-01,-0.026664075515834704,-0.026664075515834704,
2000-11-02,-0.026664075515834704,-0.026664075515834704,
2000-11-03,-0.026664075515834704,-0.026664075515834704,
2000-11-06,-0.026664075515834704,-0.026664075515834704,
2000-11-07,-0.026664075515834704,-0.026664075515834704,
2000-11-08,-0.026664075515834704,-0.026664075515834704,
2000-11-09,-0.026664075515834704,-0.026664075515834704,
2000-11-10,-0.026664075515834704,-0.026664075515834704,
2000-11-13,-0.026664075515834704,-0.026664075515834704,
2000-11-14,-0.026664075515834704,-0.026664075515834704,
2000-11-15,-0.026664075515834704,-0.026664075515834704,
2000-11-16,-0.026664075515834704,-0.026664075515834704,
2000-11-17,-0.026664075515834704,-0.026664075515834704,
2000-11-20,-0.02977083615639154,-0.02977083615639154,
2000-11-21,-0.02987226590696544,-0.02987226590696544,
2000-11-22,-0.02987226590696544,-0.02987226590696544,
2000-11-23,-0.030375580140832963,-0.030375580140832963,
2000-11-24,-0.030482185681614447,-0.030482185681614447,
2000-11-27,-0.020018492321370138,-0.020018492321370138,
2000-11-28,-0.02012778616518,-0.02012778616518,
2000-11-29,-0.01983775950406332,-0.01983775950406332,
2000-11-30,-0.01994952920412617,-0.01994952920412617,
2000-12-01,-0.01994952920412617,-0.01994952920412617,
2000-12-04,-0.02326497603296852,-0.02326497603296852,
2000-12-05,-0.01623850629515619,-0.01623850629515619,
2000-12-06,-0.01821774285235308,-0.01821774285235308,
2000-12-07,-0.018339971188048972,-0.018339971188048972,
2000-12-08,-0.018339971188048972,-0.018339971188048972,
2000-12-11,-0.018339971188048972,-0.018339971188048972,
2000-12-12,-0.03078637056851069,-0.03078637056851069,
2000-12-13,-0.03091494960331989,-0.03091494960331989,
2000-12-14,-0.03091494960331989,-0.03091494960331989,
2000-12-15,-0.03091494960331989,-0.03091494960331989,
2000-12-18,-0.04354240397858699,-0.04354240397858699,
2000-12-19,-0.04463442446265682,-0.04463442446265682,
2000-12-20,-0.03578912802349112,-0.03578912802349112,
2000-12-21,-0.03130646177244399,-0.03130646177244399,
2000-12-22,-0.03212482680727185,-0.03212482680727185,
2000-12-25,-0.032129763151984285,-0.032129763151984285,
2000-12-26,-0.0322481034083792,-0.0322481034083792,
2000-12-27,-0.0322481034083792,-0.0322481034083792,
2000-12-28,-0.03332266589693776,-0.03332266589693776,
2000-12-29,-0.033452973111868727,-0.033452973111868727,
2001-01-01,-0.033452973111868727,-0.033452973111868727,
2001-01-02,-0.033452973111868727,-0.033452973111868727,
2001-01-03,-0.033452973111868727,-0.033452973111868727,
2001-01-04,-0.033452973111868727,-0.033452973111868727,
2001-01-05,-0.033452973111868727,-0.033452973111868727,
2001-01-08,-0.033452973111868727,-0.033452973111868727,
2001-01-09,-0.033452973111868727,-0.033452973111868727,
2001-01-10,-0.033452973111868727,-0.033452973111868727,
2001-01-11,-0.033452973111868727,-0.033452973111868727,
2001-01-12,-0.033452973111868727,-0.033452973111868727,
2001-01-15,-0.0353660884335197,-0.0353660884335197,
2001-01-16,-0.04848888587267222,-0.04848888587267222,
2001-01-17,-0.04375980922128187,-0.04375980922128187,
2001-01-18,-0.03164439050218777,-0.03164439050218777,
2001-01-19,-0.03220436236932599,-0.03220436236932599,
2001-01-22,-0.029153991425568338,-0.029153991425568338,
2001-01-23,-0.02922981204241487,-0.02922981204241487,
2001-01-24,-0.024892486479512654,-0.024892486479512654,
2001-01-25,-0.02496752373826712,-0.02496752373826712,
2001-01-26,-0.02496752373826712,-0.02496752373826712,
2001-01-29,-0.028667397710197284,-0.028667397710197284,
2001-01-30,-0.025620597554132825,-0.025620597554132825,
2001-01-31,-0.021720487923290083,-0.021720487923290083,
2001-02-01,-0.021809040186124368,-0.021809040186124368,
2001-02-02,-0.021809040186124368,-0.021809040186124368,
2001-02-05,-0.021809040186124368,-0.021809040186124368,
2001-02-06,-0.02152095375673412,-0.02152095375673412,
2001-02-07,-0.02162673741196038,-0.02162673741196038,
2001-02-08,-0.02162673741196038,-0.02162673741196038,
2001-02-09,-0.02162673741196038,-0.02162673741196038,
2001-02-12,-0.02162673741196038,-0.02162673741196038,
2001-02-13,-0.02162673741196038,-0.02162673741196038,
2001-02-14,-0.02162673741196038,-0.02162673741196038,
2001-02-15,-0.013194749650384299,-0.013194749650384299,
2001-02-16,-0.013315579572453915,-0.013315579572453915,
2001-02-19,-0.013315579572453915,-0.013315579572453915,
2001-02-20,-0.013315579572453915,-0.013315579572453915,
2001-02-21,-0.013315579572453915,-0.013315579572453915,
2001-02-22,-0.013315579572453915,-0.013315579572453915,
2001-02-23,-0.013315579572453915,-0.013315579572453915,
2001-02-26,-0.013315579572453915,-0.013315579572453915,
2001-02-27,-0.013315579572453915,-0.013315579572453915,
2001-02-28,-0.013315579572453915,-0.013315579572453915,
2001-03-01,-0.013315579572453915,-0.013315579572453915,
2001-03-02,-0.013315579572453915,-0.013315579572453915,
2001-03-05,-0.013315579572453915,-0.013315579572453915,
2001-03-06,-0.013315579572453915,-0.013315579572453915,
2001-03-07,-0.007553749828018901,-0.007553749828018901,
2001-03-08,-0.007682704484788761,-0.007682704484788761,
2001-03-09,-0.012290964204908127,-0.012290964204908127,
2001-03-12,-0.007286082866097493,-0.007286082866097493,
2001-03-13,-0.007409210593506534,-0.007409210593506534,
2001-03-14,-0.007409210593506534,-0.007409210593506534,
2001-03-15,-0.007409210593506534,-0.007409210593506534,
2001-03-16,-0.007409210593506534,-0.007409210593506534,
2001-03-19,-0.007409210593506534,-0.007409210593506534,
2001-03-20,-0.007409210593506534,-0.007409210593506534,
2001-03-21,-0.007409210593506534,-0.007409210593506534,
2001-03-22,-0.007409210593506534,-0.007409210593506534,
2001-03-23,-0.007409210593506534,-0.007409210593506534,
2001-03-26,-0.007409210593506534,-0.007409210593506534,
2001-03-27,-0.007409210593506534,-0.007409210593506534,
2001-03-28,-0.007409210593506534,-0.007409210593506534,
2001-03-29,-0.007409210593506534,-0.007409210593506534,
2001-03-30,-0.007409210593506534,-0.007409210593506534,
2001-04-02,-0.007409210593506534,-0.007409210593506534,
2001-04-03,-0.007409210593506534,-0.007409210593506534,
2001-04-04,-0.007409210593506534,-0.007409210593506534,
2001-04-05,-0.007409210593506534,-0.007409210593506534,
2001-04-06,-0.007409210593506534,-0.007409210593506534,
2001-04-09,-0.007409210593506534,-0.007409210593506534,
2001-04-10,-0.007409210593506534,-0.007409210593506534,
2001-04-11,-0.005406462447715662,-0.005406462447715662,
2001-04-12,-0.005513858140648565,-0.005513858140648565,
2001-04-13,-0.005621769357443716,-0.005621769357443716,
2001-04-16,-0.005839660872497044,-0.005839660872497044,
2001-04-17,-0.00935020339927348,-0.00935020339927348,
2001-04-18,0.005558053065403093,0.005558053065403093,
2001-04-19,-0.0037777248046088965,-0.0037777248046088965,
2001-04-20,-0.0038701688875515104,-0.0038701688875515104,
2001-04-23,0.006402556244808672,0.006402556244808672,
2001-04-24,0.0055286943840944245,0.0055286943840944245,
2001-04-25,0.0054406179641840295,0.0054406179641840295,
2001-04-26,0.0054406179641840295,0.0054406179641840295,
2001-04-27,0.0054406179641840295,0.0054406179641840295,
2001-04-30,0.0054406179641840295,0.0054406179641840295,
2001-05-01,0.0054406179641840295,0.0054406179641840295,
2001-05-02,0.010659234122108084,0.010659234122108084,
2001-05-03,0.010568092713486847,0.010568092713486847,
2001-05-04,0.010568092713486847,0.010568092713486847,
2001-05-07,0.010466738905150309,0.010466738905150309,
2001-05-08,0.01036538509681377,0.01036538509681377,
2001-05-09,0.01036538509681377,0.01036538509681377,
2001-05-10,0.01036538509681377,0.01036538509681377,
2001-05-11,0.01290205943971958,0.01290205943971958,
2001-05-14,0.00483453863607158,0.00483453863607158,
2001-05-15,0.004735810921619235,0.004735810921619235,
2001-05-16,0.004735810921619235,0.004735810921619235,
2001-05-17,0.004735810921619235,0.004735810921619235,
2001-05-18,0.004735810921619235,0.004735810921619235,
2001-05-21,0.004735810921619235,0.004735810921619235,
2001-05-22,0.004735810921619235,0.004735810921619235,
2001-05-23,0.004735810921619235,0.004735810921619235,
2001-05-24,0.004735810921619235,0.004735810921619235,
2001-05-25,0.000499137299918493,0.000499137299918493,
2001-05-28,0.0003914937820785663,0.0003914937820785663,
2001-05-29,0.0003914937820785663,0.0003914937820785663,
2001-05-30,0.0031859708738660618,0.0031859708738660618,
2001-05-31,0.0030799688706039897,0.0030799688706039897,
2001-06-01,0.0030799688706039897,0.0030799688706039897,
2001-06-04,0.0030799688706039897,0.0030799688706039897,
2001-06-05,0.0030799688706039897,0.0030799688706039897,
2001-06-06,0.0030799688706039897,0.0030799688706039897,
2001-06-07,0.0030799688706039897,0.0030799688706039897,
2001-06-08,0.0030799688706039897,0.0030799688706039897,
2001-06-11,0.0030799688706039897,0.0030799688706039897,
2001-06-12,0.0030799688706039897,0.0030799688706039897,
2001-06-13,0.0030799688706039897,0.0030799688706039897,
2001-06-14,0.006908736750836307,0.006908736750836307,
2001-06-15,0.006813260185909636,0.006813260185909636,
2001-06-18,0.006813260185909636,0.006813260185909636,
2001-06-19,0.006813260185909636,0.006813260185909636,
2001-06-20,0.01834792806011884,0.01834792806011884,
2001-06-21,0.0182355244359217,0.0182355244359217,
2001-06-22,0.014721801174148907,0.014721801174148907,
2001-06-25,0.01460557070513597,0.01460557070513597,
2001-06-26,0.01460557070513597,0.01460557070513597,
2001-06-27,0.00929262342879189,0.00929262342879189,
2001-06-28,0.020965317605176507,0.020965317605176507,
2001-06-29,0.02909365412905576,0.02909365412905576,
2001-07-02,0.02141448061917356,0.02141448061917356,
2001-07-03,0.023663025463571005,0.023663025463571005,
2001-07-04,0.02753348393400355,0.02753348393400355,
2001-07-05,0.03191683230566894,0.03191683230566894,
2001-07-06,0.03046128824769184,0.03046128824769184,
2001-07-09,0.030347702252428763,0.030347702252428763,
2001-07-10,0.030347702252428763,0.030347702252428763,
2001-07-11,0.030347702252428763,0.030347702252428763,
2001-07-12,0.03788499822790557,0.03788499822790557,
2001-07-13,0.03998984416143255,0.03998984416143255,
2001-07-16,0.039866764812956965,0.039866764812956965,
2001-07-17,0.02797420653323101,0.02797420653323101,
2001-07-18,0.03300344119557705,0.03300344119557705,
2001-07-19,0.03288446806713812,0.03288446806713812,
2001-07-20,0.0312992459266974,0.0312992459266974,
2001-07-23,0.03118573986026845,0.03118573986026845,
2001-07-24,0.033769369132582765,0.033769369132582765,
2001-07-25,0.024494842192722955,0.024494842192722955,
2001-07-26,0.02439506327035216,0.02439506327035216,
2001-07-27,0.02063708501372586,0.02063708501372586,
2001-07-30,0.01876117922536019,0.01876117922536019,
2001-07-31,0.020474033201128745,0.020474033201128745,
2001-08-01,0.020363616893765826,0.020363616893765826,
2001-08-02,0.020363616893765826,0.020363616893765826,
2001-08-03,0.020363616893765826,0.020363616893765826,
2001-08-06,0.020363616893765826,0.020363616893765826,
2001-08-07,0.020363616893765826,0.020363616893765826,
2001-08-08,0.020363616893765826,0.020363616893765826,
2001-08-09,0.020363616893765826,0.020363616893765826,
2001-08-10,0.020363616893765826,0.020363616893765826,
2001-08-13,0.020363616893765826,0.020363616893765826,
2001-08-14,0.020363616893765826,0.020363616893765826,
2001-08-15,0.020363616893765826,0.020363616893765826,
2001-08-16,0.020363616893765826,0.020363616893765826,
2001-08-17,0.032728412293409226,0.032728412293409226,
2001-08-20,0.03262482361626026,0.03262482361626026,
2001-08-21,0.024289155897963273,0.024289155897963273,
2001-08-22,0.030584988636496876,0.030584988636496876,
2001-08-23,0.030471980859553494,0.030471980859553494,
2001-08-24,0.030471980859553494,0.030471980859553494,
2001-08-27,0.030349661988891607,0.030349661988891607,
2001-08-28,0.03022734311822972,0.03022734311822972,
2001-08-29,0.03436129384842384,0.03436129384842384,
2001-08-30,0.02308794335528271,0.02308794335528271,
2001-08-31,0.022090645414052257,0.022090645414052257,
2001-09-03,0.02197826196987943,0.02197826196987943,
2001-09-04,0.02197826196987943,0.02197826196987943,
2001-09-05,0.02197826196987943,0.02197826196987943,
2001-09-06,0.03338157911186229,0.03338157911186229,
2001-09-07,0.033283978673518094,0.033283978673518094,
2001-09-10,0.033632249443560754,0.033632249443560754,
2001-09-11,0.03353578676168405,0.03353578676168405,
2001-09-12,0.03353578676168405,0.03353578676168405,
2001-09-13,0.03353578676168405,0.03353578676168405,
2001-09-14,0.03353578676168405,0.03353578676168405,
2001-09-17,0.03353578676168405,0.03353578676168405,
2001-09-18,0.03353578676168405,0.03353578676168405,
2001-09-19,0.037964355165228274,0.037964355165228274,
2001-09-20,0.03983307334531056,0.03983307334531056,
2001-09-21,0.039732572806629035,0.039732572806629035,
2001-09-24,0.039732572806629035,0.039732572806629035,
2001-09-25,0.039732572806629035,0.039732572806629035,
2001-09-26,0.03715293708197115,0.03715293708197115,
2001-09-27,0.03646816628444771,0.03646816628444771,
2001-09-28,0.03636930504759598,0.03636930504759598,
2001-10-01,0.03636930504759598,0.03636930504759598,
2001-10-02,0.03636930504759598,0.03636930504759598,
2001-10-03,0.03636930504759598,0.03636930504759598,
2001-10-04,0.03636930504759598,0.03636930504759598,
2001-10-05,0.03636930504759598,0.03636930504759598,
2001-10-08,0.03636930504759598,0.03636930504759598,
2001-10-09,0.03636930504759598,0.03636930504759598,
2001-10-10,0.03636930504759598,0.03636930504759598,
2001-10-11,0.03636930504759598,0.03636930504759598,
2001-10-12,0.03636930504759598,0.03636930504759598,
2001-10-15,0.03636930504759598,0.03636930504759598,
2001-10-16,0.04530374842418815,0.04530374842418815,
2001-10-17,0.04514357037248659,0.04514357037248659,
2001-10-18,0.04514357037248659,0.04514357037248659,
2001-10-19,0.03222594241576317,0.03222594241576317,
2001-10-22,0.028520708140902733,0.028520708140902733,
2001-10-23,0.02836903680669825,0.02836903680669825,
2001-10-24,0.02836903680669825,0.02836903680669825,
2001-10-25,0.025377363901964486,0.025377363901964486,
2001-10-26,0.025258722208543468,0.025258722208543468,
2001-10-29,0.025258722208543468,0.025258722208543468,
2001-10-30,0.025258722208543468,0.025258722208543468,
2001-10-31,0.025258722208543468,0.025258722208543468,
2001-11-01,0.025258722208543468,0.025258722208543468,
2001-11-02,0.025258722208543468,0.025258722208543468,
2001-11-05,0.025258722208543468,0.025258722208543468,
2001-11-06,0.025258722208543468,0.025258722208543468,
2001-11-07,0.025258722208543468,0.025258722208543468,
2001-11-08,0.016049967789113617,0.016049967789113617,
2001-11-09,0.015959977329734705,0.015959977329734705,
2001-11-12,0.015959977329734705,0.015959977329734705,
2001-11-13,0.015959977329734705,0.015959977329734705,
2001-11-14,0.015959977329734705,0.015959977329734705,
2001-11-15,0.015959977329734705,0.015959977329734705,
2001-11-16,0.015959977329734705,0.015959977329734705,
2001-11-19,0.015959977329734705,0.015959977329734705,
2001-11-20,0.015959977329734705,0.015959977329734705,
2001-11-21,0.015959977329734705,0.015959977329734705,
2001-11-22,0.019900076777176944,0.019900076777176944,
2001-11-23,0.019836635427619036,0.019836635427619036,
2001-11-26,0.019836635427619036,0.019836635427619036,
2001-11-27,0.019836635427619036,0.019836635427619036,
2001-11-28,0.019836635427619036,0.019836635427619036,
2001-11-29,0.019836635427619036,0.019836635427619036,
2001-11-30,0.019076917334801217,0.019076917334801217,
2001-12-03,0.026938104835789067,0.026938104835789067,
2001-12-04,0.028804552727451617,0.028804552727451617,
2001-12-05,0.028742957149390052,0.028742957149390052,
2001-12-06,0.028742957149390052,0.028742957149390052,
2001-12-07,0.028742957149390052,0.028742957149390052,
2001-12-10,0.028742957149390052,0.028742957149390052,
2001-12-11,0.028742957149390052,0.028742957149390052,
2001-12-12,0.028742957149390052,0.028742957149390052,
2001-12-13,0.028742957149390052,0.028742957149390052,
2001-12-14,0.028742957149390052,0.028742957149390052,
2001-12-17,0.028742957149390052,0.028742957149390052,
2001-12-18,0.028742957149390052,0.028742957149390052,
2001-12-19,0.028742957149390052,0.028742957149390052,
2001-12-20,0.028742957149390052,0.028742957149390052,
2001-12-21,0.028742957149390052,0.028742957149390052,
2001-12-24,0.028742957149390052,0.028742957149390052,
2001-12-25,0.028742957149390052,0.028742957149390052,
2001-12-26,0.028742957149390052,0.028742957149390052,
2001-12-27,0.028742957149390052,0.028742957149390052,
2001-12-28,0.028742957149390052,0.028742957149390052,
2001-12-31,0.028742957149390052,0.028742957149390052,
