Date,Price,ret,signal,position_prev,position,strat_ret,equity,costs,is_exec_day,allow
2000-02-24,1868.0,0.006465517241379226,0.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-02-25,1826.0,-0.0224839400428265,0.0,0.0,0.0,-0.0,1.0,0.0,True,False
2000-02-28,1745.0,-0.04435925520262873,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-02-29,1733.0,-0.006876790830945612,0.0,0.0,0.0,-0.0,1.0,0.0,True,False
2000-03-01,1773.0,0.023081361800346256,1.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-02,1752.0,-0.011844331641285955,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-03,1761.0,0.005136986301369939,0.0,0.0,0.0,0.0,1.0,0.0,True,False
2000-03-06,1768.0,0.003975014196479165,-1.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-07,1749.0,-0.01074660633484159,0.0,0.0,0.0,-0.0,1.0,0.0,True,False
2000-03-08,1728.0,-0.012006861063464824,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-09,1754.0,0.01504629629629628,1.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-10,1756.0,0.0011402508551880963,0.0,0.0,0.0,0.0,1.0,0.0,True,False
2000-03-13,1738.5,-0.009965831435079675,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-14,1771.0,0.018694276675294885,0.0,0.0,0.0,0.0,1.0,0.0,True,False
2000-03-15,1776.0,0.0028232636928289256,0.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-16,1791.0,0.008445945945946054,0.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-17,1802.0,0.006141820212171911,0.0,0.0,0.0,0.0,1.0,0.0,True,False
2000-03-20,1783.0,-0.010543840177580477,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-21,1805.0,0.012338754907459393,0.0,0.0,0.0,0.0,1.0,0.0,True,False
2000-03-22,1794.0,-0.006094182825484795,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-23,1793.0,-0.0005574136008918984,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-24,1780.0,-0.007250418293363037,0.0,0.0,0.0,-0.0,1.0,0.0,True,True
2000-03-27,1763.0,-0.009550561797752821,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-03-28,1768.0,0.0028360748723765816,0.0,0.0,0.0,0.0,1.0,0.0,True,True
2000-03-29,1774.0,0.0033936651583710287,1.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-30,1780.0,0.0033821871476888976,0.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-03-31,1764.0,-0.008988764044943864,0.0,0.0,0.0,-0.0,1.0,0.0,True,True
2000-04-03,1754.0,-0.005668934240362855,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-04-04,1754.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True
2000-04-05,1747.0,-0.003990877993158448,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-04-06,1692.0,-0.031482541499713745,0.0,0.0,0.0,-0.0,1.0,0.0,False,False
2000-04-07,1685.5,-0.0038416075650118398,0.0,0.0,0.0,-0.0,1.0,0.0,True,True
2000-04-10,1711.0,0.015129041827350864,0.0,0.0,0.0,0.0,1.0,0.0,False,False
2000-04-11,1725.0,0.008182349503214503,1.0,0.0,0.5981538580582898,-8.972307870874346e-05,0.9999102769212913,8.972307870874346e-05,True,True
2000-04-12,1720.0,-0.0028985507246376274,0.0,0.5981538580582898,0.6010046490023755,-0.0017337792987196484,0.9981766531825882,0.0,False,False
2000-04-13,1701.0,-0.01104651162790693,-1.0,0.6010046490023755,0.593596682547457,-0.0066390048436308635,0.9915497535473097,0.0,False,False
2000-04-14,1669.0,-0.018812463256907663,0.0,0.593596682547457,0.0,-0.011256055282228436,0.9803888147063012,8.903950238211854e-05,True,True
2000-04-17,1653.0,-0.009586578789694378,0.0,0.0,0.0,-0.0,0.9803888147063012,0.0,False,False
2000-04-18,1684.0,0.018753781004234638,1.0,0.0,0.0,0.0,0.9803888147063012,0.0,True,False
2000-04-19,1708.0,0.014251781472684133,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,False,False
2000-04-20,1698.0,-0.005854800936768156,0.0,0.0,0.0,-0.0,0.9803888147063012,0.0,False,False
2000-04-21,1704.0,0.0035335689045936647,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,True,True
2000-04-24,1704.0,0.0,-1.0,0.0,0.0,0.0,0.9803888147063012,0.0,False,False
2000-04-25,1730.0,0.015258215962441257,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,True,True
2000-04-26,1740.0,0.005780346820809301,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,False,False
2000-04-27,1729.5,-0.0060344827586207295,0.0,0.0,0.0,-0.0,0.9803888147063012,0.0,False,False
2000-04-28,1752.0,0.013009540329575131,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,True,True
2000-05-01,1752.0,0.0,-1.0,0.0,0.0,0.0,0.9803888147063012,0.0,False,False
2000-05-02,1789.5,0.021404109589041154,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,True,True
2000-05-03,1772.0,-0.009779267951941839,0.0,0.0,0.0,-0.0,0.9803888147063012,0.0,False,False
2000-05-04,1777.0,0.0028216704288939187,0.0,0.0,0.0,0.0,0.9803888147063012,0.0,False,False
2000-05-05,1811.0,0.019133370849746756,-1.0,0.0,-0.5171059688159559,-7.756589532239338e-05,0.9803127699701245,7.756589532239338e-05,True,True
2000-05-08,1795.0,-0.008834897846493606,0.0,-0.5171059688159559,-0.5117725311147069,0.004568578410301079,0.9847914057263525,0.0,False,False
2000-05-09,1801.0,0.003342618384401197,0.0,-0.5117725311147069,-0.5117867364642327,-0.0017106624019379815,0.9831067600948248,2.130802428867984e-09,True,True
2000-05-10,1795.0,-0.003331482509716821,-1.0,-0.5117867364642327,-0.516634755471795,0.001705008561235643,0.984782965537395,0.0,False,False
2000-05-11,1798.0,0.0016713091922004875,1.0,-0.516634755471795,-0.5193235361124556,-0.0008634564158302621,0.9839326483676013,0.0,False,False
2000-05-12,1828.0,0.016685205784204626,0.0,-0.5193235361124556,0.0,-0.008742918599034014,0.9753302053159915,7.789853041686834e-05,True,True
2000-05-15,1828.0,0.0,-1.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-05-16,1848.0,0.010940919037199182,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,True
2000-05-17,1833.0,-0.008116883116883078,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-05-18,1835.0,0.0010911074740862503,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-05-19,1826.0,-0.004904632152588517,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-05-22,1820.0,-0.003285870755750264,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-05-23,1818.0,-0.001098901098901095,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-05-24,1828.0,0.005500550055005604,1.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-05-25,1811.0,-0.009299781181619227,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-05-26,1821.0,0.005521811154058476,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,True
2000-05-29,1824.0,0.0016474464579900872,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-05-30,1764.0,-0.03289473684210531,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-05-31,1770.0,0.00340136054421758,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-01,1777.0,0.00395480225988698,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-02,1746.0,-0.017445132245357375,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-06-05,1754.0,0.004581901489117968,1.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-06,1760.0,0.003420752565564511,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,False
2000-06-07,1715.0,-0.025568181818181768,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-06-08,1740.0,0.014577259475218707,1.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-09,1748.5,0.004885057471264442,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,False
2000-06-12,1731.5,-0.00972261938804686,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-06-13,1757.0,0.01472711521801906,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,True
2000-06-14,1768.0,0.00626067159931698,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-15,1769.0,0.0005656108597285048,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-16,1801.0,0.018089315997738886,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,True,True
2000-06-19,1805.0,0.002220988339811214,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-20,1788.0,-0.009418282548476431,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-06-21,1799.5,0.006431767337807592,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-22,1801.0,0.0008335648791331085,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-23,1777.0,-0.013325930038867284,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-06-26,1803.0,0.014631401238041741,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-27,1794.0,-0.004991680532445919,0.0,0.0,0.0,-0.0,0.9753302053159915,0.0,True,True
2000-06-28,1808.0,0.0078037904124861335,0.0,0.0,0.0,0.0,0.9753302053159915,0.0,False,False
2000-06-29,1780.0,-0.015486725663716783,-1.0,0.0,0.0,-0.0,0.9753302053159915,0.0,False,False
2000-06-30,1790.0,0.00561797752808979,1.0,0.0,0.5148162488170033,-7.722243732255049e-05,0.9752548879403427,7.722243732255049e-05,True,True
2000-07-03,1794.0,0.0022346368715084886,0.0,0.5148162488170033,0.5166591487534352,0.0011504273716581638,0.9763768478577728,0.0,False,False
2000-07-04,1787.0,-0.0039018952062430667,0.0,0.5166591487534352,0.5209498382007177,-0.0020165934591997448,0.9744078926926687,6.436034170923754e-07,True,True
2000-07-05,1787.0,0.0,0.0,0.5209498382007177,0.5233450777864139,0.0,0.9744078926926687,0.0,False,False
2000-07-06,1767.0,-0.011191941801902638,0.0,0.5233450777864139,0.5167050813665658,-0.0058572476528977535,0.9687005443502296,0.0,False,False
2000-07-07,1768.0,0.0005659309564232107,0.0,0.5167050813665658,0.0,0.00021491363868152862,0.9689087313090087,7.750576220498486e-05,True,True
2000-07-10,1787.0,0.01074660633484159,1.0,0.0,0.0,0.0,0.9689087313090087,0.0,False,False
2000-07-11,1793.0,0.003357582540570725,0.0,0.0,0.0,0.0,0.9689087313090087,0.0,True,True
2000-07-12,1808.0,0.008365867261572735,0.0,0.0,0.0,0.0,0.9689087313090087,0.0,False,False
2000-07-13,1806.0,-0.0011061946902655162,0.0,0.0,0.0,-0.0,0.9689087313090087,0.0,False,False
2000-07-14,1800.0,-0.0033222591362126463,-1.0,0.0,-0.620000864846422,-9.30001297269633e-05,0.9688186226713033,9.30001297269633e-05,True,True
2000-07-17,1833.0,0.018333333333333313,0.0,-0.620000864846422,-0.678708325921411,-0.01136668252218439,0.9578063689658186,0.0,False,False
2000-07-18,1836.0,0.0016366612111293755,0.0,-0.678708325921411,-0.7022201337879682,-0.0011143423618861109,0.9567390447543956,3.5267711799835895e-06,True,True
2000-07-19,1834.0,-0.0010893246187363426,0.0,-0.7022201337879682,-0.7023089079152082,0.0007649456795075619,0.9574708981530967,0.0,False,False
2000-07-20,1837.0,0.0016357688113413094,0.0,-0.7023089079152082,-0.7254024534975496,-0.001148815007494873,0.9563709412160588,0.0,False,False
2000-07-21,1868.0,0.016875340228633684,0.0,-0.7254024534975496,0.0,-0.012350223573481407,0.9445595462728597,0.00010881036802463243,True,True
2000-07-24,1882.0,0.007494646680942241,-1.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-07-25,1874.0,-0.004250797024442088,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,True,True
2000-07-26,1869.0,-0.0026680896478121774,-1.0,0.0,0.0,-0.0,0.9445595462728597,0.0,False,False
2000-07-27,1880.0,0.005885500267522659,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-07-28,1879.0,-0.0005319148936170359,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,True,True
2000-07-31,1884.5,0.0029270888770622783,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-01,1888.0,0.0018572565667285268,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,True,True
2000-08-02,1890.0,0.0010593220338983578,-1.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-03,1875.0,-0.007936507936507908,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,False,False
2000-08-04,1874.0,-0.0005333333333333856,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,True,True
2000-08-07,1882.0,0.004268943436499528,1.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-08,1873.0,-0.004782146652497321,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,True,True
2000-08-09,1886.0,0.0069407367859049,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-10,1879.0,-0.003711558854718966,-1.0,0.0,0.0,-0.0,0.9445595462728597,0.0,False,False
2000-08-11,1870.0,-0.0047897817988291624,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,True,True
2000-08-14,1883.5,0.007219251336898491,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-15,1883.5,0.0,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,True,True
2000-08-16,1880.0,-0.0018582426333952906,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,False,False
2000-08-17,1886.0,0.0031914893617022155,-1.0,0.0,0.0,0.0,0.9445595462728597,0.0,False,False
2000-08-18,1887.0,0.0005302226935313126,0.0,0.0,0.0,0.0,0.9445595462728597,0.0,True,True
2000-08-21,1863.0,-0.012718600953895098,0.0,0.0,0.0,-0.0,0.9445595462728597,0.0,False,False
2000-08-22,1874.0,0.005904455179817525,1.0,0.0,0.9571936215948496,-0.00014357904323922743,0.9444239273169233,0.00014357904323922743,True,True
2000-08-23,1872.5,-0.0008004268943436754,0.0,0.9571936215948496,0.9643915223777154,-0.0007661635178187407,0.9437003441584579,0.0,False,False
2000-08-24,1878.0,0.002937249666221664,0.0,0.9643915223777154,1.116079093319918,0.002832658677210947,0.9463735251270253,0.0,False,False
2000-08-25,1877.0,-0.0005324813631523151,-1.0,1.116079093319918,0.0,-0.0007617031809947776,0.9456526694025268,0.0001674118639979877,True,True
2000-08-28,1884.0,0.0037293553542887548,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-08-29,1913.0,0.015392781316348136,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-08-30,1920.0,0.003659174072137894,-1.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-08-31,1924.0,0.002083333333333437,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-01,1931.0,0.0036382536382535413,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-09-04,1946.0,0.007767995857068888,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-05,1959.0,0.0066803699897224345,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-09-06,1956.0,-0.0015313935681470214,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-07,1963.0,0.0035787321063394106,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-08,1983.0,0.010188487009679115,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-09-11,1979.0,-0.0020171457387796465,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-12,2004.0,0.012632642748862999,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-09-13,2020.0,0.007984031936127733,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-14,2022.0,0.000990099009900991,-1.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-15,2014.0,-0.003956478733926794,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,True,True
2000-09-18,1998.0,-0.00794438927507446,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-19,1998.0,0.0,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,True
2000-09-20,1976.0,-0.011011011011010985,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-21,1991.0,0.007591093117408798,1.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-22,2010.0,0.00954294324460081,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,True,False
2000-09-25,2018.0,0.003980099502487455,0.0,0.0,0.0,0.0,0.9456526694025268,0.0,False,False
2000-09-26,1995.0,-0.011397423191278455,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,True,True
2000-09-27,1990.0,-0.0025062656641604564,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-28,1984.0,-0.0030150753768843908,0.0,0.0,0.0,-0.0,0.9456526694025268,0.0,False,False
2000-09-29,1997.0,0.0065524193548387455,1.0,0.0,0.9655953154531844,-0.00014483929731797765,0.9455157017343836,0.00014483929731797765,True,True
2000-10-02,1966.0,-0.015523284927391079,0.0,0.9655953154531844,0.859820986085408,-0.014989211206333852,0.9313431671821819,0.0,False,False
2000-10-03,1953.0,-0.00661241098677523,0.0,0.859820986085408,0.840997889110283,-0.005688313199597333,0.9260453955509448,2.823464546268761e-06,True,False
2000-10-04,1945.0,-0.004096262160778297,0.0,0.840997889110283,0.8338154410527565,-0.003444947830456874,0.922855217474637,0.0,False,False
2000-10-05,1971.0,0.013367609254498758,1.0,0.8338154410527565,0.7991918651804887,0.011146119006360792,0.9331414715542503,0.0,False,False
2000-10-06,1958.0,-0.006595636732623089,0.0,0.7991918651804887,0.8343582245991018,-0.005276454176310783,0.9282177933395791,5.274953912791968e-06,True,False
2000-10-09,1940.0,-0.009193054136874323,0.0,0.8343582245991018,0.8116601339920351,-0.007670300328285889,0.9210980840946057,0.0,False,False
2000-10-10,1959.0,0.009793814432989656,0.0,0.8116601339920351,0.7916400987576644,0.007946245729688356,0.9284173558119666,3.003005285155602e-06,True,False
2000-10-11,1947.0,-0.006125574272588086,0.0,0.7916400987576644,0.7838716641656771,-0.004849250222099041,0.9239152277430949,0.0,False,False
2000-10-12,1928.0,-0.009758602978941933,0.0,0.7838716641656771,0.7760466873411808,-0.0076494923570353465,0.9168477452699254,0.0,False,False
2000-10-13,1940.0,0.006224066390041472,0.0,0.7760466873411808,0.7773958355472613,0.004829963731552353,0.9212760866269346,2.0237223091208454e-07,True,False
2000-10-16,1936.0,-0.0020618556701030855,1.0,0.7773958355472613,0.7770539477220065,-0.0016028780114376465,0.919799393445217,0.0,False,False
2000-10-17,1914.0,-0.011363636363636354,0.0,0.7770539477220065,0.7563791464100251,-0.008833259717037772,0.9116745665153416,3.1012201967972105e-06,True,False
2000-10-18,1894.0,-0.010449320794148398,0.0,0.7563791464100251,0.7657792549287573,-0.007903648342842491,0.904469011338491,0.0,False,False
2000-10-19,1902.0,0.004223864836325308,0.0,0.7657792549287573,0.7590727504370645,0.0032345480672809723,0.9073945598310316,0.0,False,False
2000-10-20,1884.0,-0.009463722397476393,0.0,0.7590727504370645,0.0,-0.007297514702190816,0.9007728346899766,0.00011386091256555966,True,True
2000-10-23,1885.0,0.0005307855626326408,1.0,0.0,0.0,0.0,0.9007728346899766,0.0,False,False
2000-10-24,1895.0,0.0053050397877985045,0.0,0.0,0.0,0.0,0.9007728346899766,0.0,True,True
2000-10-25,1866.0,-0.015303430079155689,0.0,0.0,0.0,-0.0,0.9007728346899766,0.0,False,False
2000-10-26,1828.0,-0.020364415862808127,0.0,0.0,0.0,-0.0,0.9007728346899766,0.0,False,False
2000-10-27,1846.0,0.009846827133479286,0.0,0.0,0.0,0.0,0.9007728346899766,0.0,True,False
2000-10-30,1840.0,-0.00325027085590468,0.0,0.0,0.0,-0.0,0.9007728346899766,0.0,False,False
2000-10-31,1861.0,0.011413043478260887,1.0,0.0,0.0,0.0,0.9007728346899766,0.0,True,False
2000-11-01,1833.0,-0.015045674368619033,-1.0,0.0,0.0,-0.0,0.9007728346899766,0.0,False,False
2000-11-02,1836.0,0.0016366612111293755,0.0,0.0,0.0,0.0,0.9007728346899766,0.0,False,False
2000-11-03,1840.0,0.002178649237472685,0.0,0.0,0.0,0.0,0.9007728346899766,0.0,True,False
2000-11-06,1824.0,-0.008695652173912993,1.0,0.0,0.0,-0.0,0.9007728346899766,0.0,False,False
2000-11-07,1813.0,-0.006030701754385914,0.0,0.0,0.0,-0.0,0.9007728346899766,0.0,True,False
2000-11-08,1821.0,0.004412575841147293,0.0,0.0,0.0,0.0,0.9007728346899766,0.0,False,False
2000-11-09,1840.0,0.010433827567270626,1.0,0.0,0.0,0.0,0.9007728346899766,0.0,False,False
2000-11-10,1818.0,-0.011956521739130421,-1.0,0.0,-0.6831006374323217,-0.00010246509561484825,0.9006805369153429,0.00010246509561484825,True,True
2000-11-13,1792.0,-0.014301430143014326,0.0,-0.6831006374323217,-0.6641744678757525,0.009769316046886906,0.9094795697377486,0.0,False,False
2000-11-14,1810.0,0.010044642857142794,0.0,-0.6641744678757525,-0.6778946443641155,-0.006673453351118048,0.9034102002553088,2.058026473254448e-06,True,True
2000-11-15,1811.0,0.0005524861878452025,1.0,-0.6778946443641155,-0.6782112528687758,-0.00037452742782540947,0.9030718483567359,0.0,False,False
2000-11-16,1798.5,-0.006902263942573206,0.0,-0.6782112528687758,-0.6818059191214583,0.00468119307612355,0.9072993020405055,0.0,False,False
2000-11-17,1804.0,0.003058103975535076,0.0,-0.6818059191214583,0.0,-0.002187304279676897,0.9053147623942044,0.00010227088786821873,True,True
2000-11-20,1796.0,-0.0044345898004434225,0.0,0.0,0.0,-0.0,0.9053147623942044,0.0,False,False
2000-11-21,1804.0,0.00445434298440972,1.0,0.0,0.7025406299576703,-0.00010538109449365053,0.905219359333682,0.00010538109449365053,True,True
2000-11-22,1792.0,-0.006651884700665134,0.0,0.7025406299576703,0.712536195391602,-0.004673219268011073,0.9009890707818672,0.0,False,False
2000-11-23,1791.0,-0.0005580357142856984,1.0,0.712536195391602,0.7117983047819226,-0.0003976206447497666,0.9006308189266303,0.0,False,False
2000-11-24,1813.0,0.012283640424344044,0.0,0.7117983047819226,0.0,0.008636704684881499,0.9084093013398026,0.00010676974571728838,True,True
2000-11-27,1839.5,0.014616657473800254,0.0,0.0,0.0,0.0,0.9084093013398026,0.0,False,False
2000-11-28,1855.0,0.00842620277249262,-1.0,0.0,-0.6567714544457176,-9.851571816685764e-05,0.9083198087450917,9.851571816685764e-05,True,True
2000-11-29,1854.0,-0.0005390835579515141,0.0,-0.6567714544457176,-0.6671895852679036,0.0003540546924235882,0.9086414036355992,0.0,False,False
2000-11-30,1842.0,-0.006472491909385147,-1.0,-0.6671895852679036,-0.6627389681223075,0.004318379192672538,0.9125652617666601,0.0,False,False
2000-12-01,1849.5,0.004071661237784907,0.0,-0.6627389681223075,0.0,-0.0027978594124915125,0.9100120324595135,9.941084521834612e-05,True,True
2000-12-04,1857.0,0.0040551500405514584,0.0,0.0,0.0,0.0,0.9100120324595135,0.0,False,False
