date,regime,sizing,hy_spread,vix
2006-08-21,NORMAL,1.0,333.0,12.22
2006-08-22,NORMAL,1.0,334.0,12.19
2006-08-23,NORMAL,1.0,334.0,12.4
2006-08-24,NORMAL,1.0,334.0,12.4
2006-08-25,NORMAL,1.0,335.0,12.31
2006-08-28,NORMAL,1.0,332.0,12.18
2006-08-29,NORMAL,1.0,332.0,12.28
2006-08-30,NORMAL,1.0,331.0,12.22
2006-08-31,NORMAL,1.0,335.0,12.31
2006-09-01,NORMAL,1.0,333.0,11.96
2006-09-04,NORMAL,1.0,333.0,11.96
2006-09-05,NORMAL,1.0,328.0,12.63
2006-09-06,NORMAL,1.0,326.0,13.74
2006-09-07,NORMAL,1.0,326.0,13.88
2006-09-08,NORMAL,1.0,327.0,13.16
2006-09-11,NORMAL,1.0,325.0,12.99
2006-09-12,NORMAL,1.0,326.0,11.92
2006-09-13,NORMAL,1.0,323.0,11.18
2006-09-14,NORMAL,1.0,320.0,11.55
2006-09-15,NORMAL,1.0,320.0,11.76
2006-09-18,NORMAL,1.0,319.0,11.78
2006-09-19,NORMAL,1.0,325.0,11.98
2006-09-20,NORMAL,1.0,325.0,11.39
2006-09-21,NORMAL,1.0,333.0,12.25
2006-09-22,NORMAL,1.0,338.0,12.59
2006-09-25,NORMAL,1.0,340.0,12.12
2006-09-26,NORMAL,1.0,336.0,11.53
2006-09-27,NORMAL,1.0,332.0,11.58
2006-09-28,NORMAL,1.0,330.0,11.72
2006-09-29,NORMAL,1.0,327.0,11.98
2006-10-02,NORMAL,1.0,328.0,12.57
2006-10-03,NORMAL,1.0,328.0,12.24
2006-10-04,NORMAL,1.0,329.0,11.86
2006-10-05,NORMAL,1.0,324.0,11.98
2006-10-06,NORMAL,1.0,316.0,11.56
2006-10-09,NORMAL,1.0,316.0,11.68
2006-10-10,NORMAL,1.0,312.0,11.52
2006-10-11,NORMAL,1.0,309.0,11.62
2006-10-12,NORMAL,1.0,308.0,11.09
2006-10-13,NORMAL,1.0,305.0,10.75
2006-10-16,NORMAL,1.0,305.0,11.09
2006-10-17,NORMAL,1.0,307.0,11.73
2006-10-18,NORMAL,1.0,306.0,11.34
2006-10-19,NORMAL,1.0,305.0,10.9
2006-10-20,NORMAL,1.0,305.0,10.63
2006-10-23,NORMAL,1.0,303.0,11.08
2006-10-24,NORMAL,1.0,303.0,10.78
2006-10-25,NORMAL,1.0,308.0,10.66
2006-10-26,NORMAL,1.0,311.0,10.56
2006-10-27,NORMAL,1.0,313.0,10.8
2006-10-30,NORMAL,1.0,310.0,11.2
2006-10-31,NORMAL,1.0,316.0,11.1
2006-11-01,NORMAL,1.0,316.0,11.51
2006-11-02,NORMAL,1.0,312.0,11.42
2006-11-03,NORMAL,1.0,301.0,11.16
2006-11-06,NORMAL,1.0,301.0,11.16
2006-11-07,NORMAL,1.0,301.0,11.09
2006-11-08,NORMAL,1.0,303.0,10.75
2006-11-09,NORMAL,1.0,301.0,11.01
2006-11-10,NORMAL,1.0,303.0,10.79
2006-11-13,NORMAL,1.0,301.0,10.86
2006-11-14,NORMAL,1.0,301.0,10.5
2006-11-15,NORMAL,1.0,295.0,10.31
2006-11-16,NORMAL,1.0,290.0,10.16
2006-11-17,NORMAL,1.0,295.0,10.05
2006-11-20,NORMAL,1.0,297.0,9.97
2006-11-21,NORMAL,1.0,303.0,9.9
2006-11-22,NORMAL,1.0,305.0,10.14
2006-11-23,NORMAL,1.0,305.0,10.14
2006-11-24,NORMAL,1.0,306.0,10.73
2006-11-27,NORMAL,1.0,308.0,12.3
2006-11-28,NORMAL,1.0,312.0,11.62
2006-11-29,NORMAL,1.0,306.0,10.83
2006-11-30,NORMAL,1.0,310.0,10.91
2006-12-01,NORMAL,1.0,311.0,11.66
2006-12-04,NORMAL,1.0,310.0,11.23
2006-12-05,NORMAL,1.0,302.0,11.27
2006-12-06,NORMAL,1.0,296.0,11.33
2006-12-07,NORMAL,1.0,294.0,12.67
2006-12-08,NORMAL,1.0,289.0,12.07
2006-12-11,NORMAL,1.0,291.0,10.71
2006-12-12,NORMAL,1.0,295.0,10.65
2006-12-13,NORMAL,1.0,290.0,10.18
2006-12-14,NORMAL,1.0,290.0,9.97
2006-12-15,NORMAL,1.0,291.0,10.05
2006-12-18,NORMAL,1.0,289.0,10.6
2006-12-19,NORMAL,1.0,289.0,10.3
2006-12-20,NORMAL,1.0,288.0,10.26
2006-12-21,NORMAL,1.0,291.0,10.53
2006-12-22,NORMAL,1.0,284.0,11.36
2006-12-25,NORMAL,1.0,284.0,11.36
2006-12-26,NORMAL,1.0,286.0,11.26
2006-12-27,NORMAL,1.0,280.0,10.64
2006-12-28,NORMAL,1.0,276.0,10.99
2006-12-29,NORMAL,1.0,275.0,11.56
2007-01-01,NORMAL,1.0,275.0,11.56
2007-01-02,NORMAL,1.0,277.0,11.56
2007-01-03,NORMAL,1.0,277.0,12.04
2007-01-04,NORMAL,1.0,282.0,11.51
2007-01-05,NORMAL,1.0,280.0,12.14
2007-01-08,NORMAL,1.0,278.0,12.0
2007-01-09,NORMAL,1.0,276.0,11.91
2007-01-10,NORMAL,1.0,274.0,11.47
2007-01-11,NORMAL,1.0,268.0,10.87
2007-01-12,NORMAL,1.0,267.0,10.15
2007-01-15,NORMAL,1.0,267.0,10.15
2007-01-16,NORMAL,1.0,266.0,10.74
2007-01-17,NORMAL,1.0,261.0,10.59
2007-01-18,NORMAL,1.0,262.0,10.85
2007-01-19,NORMAL,1.0,259.0,10.4
2007-01-22,NORMAL,1.0,259.0,10.77
2007-01-23,NORMAL,1.0,254.99999999999997,10.34
2007-01-24,NORMAL,1.0,254.0,9.89
2007-01-25,NORMAL,1.0,248.0,11.22
2007-01-26,NORMAL,1.0,250.0,11.13
2007-01-29,NORMAL,1.0,249.00000000000003,11.45
2007-01-30,NORMAL,1.0,252.99999999999997,10.96
2007-01-31,NORMAL,1.0,258.0,10.42
2007-02-01,NORMAL,1.0,254.0,10.31
2007-02-02,NORMAL,1.0,254.99999999999997,10.08
2007-02-05,NORMAL,1.0,256.0,10.55
2007-02-06,NORMAL,1.0,256.0,10.65
2007-02-07,NORMAL,1.0,254.0,10.32
2007-02-08,NORMAL,1.0,254.0,10.44
2007-02-09,NORMAL,1.0,249.00000000000003,11.1
2007-02-12,NORMAL,1.0,248.0,11.61
2007-02-13,NORMAL,1.0,247.00000000000003,10.34
2007-02-14,NORMAL,1.0,250.99999999999997,10.23
2007-02-15,NORMAL,1.0,250.0,10.22
2007-02-16,NORMAL,1.0,248.0,10.02
2007-02-19,NORMAL,1.0,248.0,10.02
2007-02-20,NORMAL,1.0,248.0,10.24
2007-02-21,NORMAL,1.0,245.00000000000003,10.2
2007-02-22,NORMAL,1.0,241.0,10.18
2007-02-23,NORMAL,1.0,247.00000000000003,10.58
2007-02-26,NORMAL,1.0,250.0,11.15
2007-02-27,NORMAL,1.0,270.0,18.31
2007-02-28,NORMAL,1.0,266.0,15.42
2007-03-01,NORMAL,1.0,271.0,15.82
2007-03-02,NORMAL,1.0,279.0,18.61
2007-03-05,NORMAL,1.0,287.0,19.63
2007-03-06,NORMAL,1.0,284.0,15.96
2007-03-07,NORMAL,1.0,281.0,15.24
2007-03-08,NORMAL,1.0,274.0,14.29
2007-03-09,NORMAL,1.0,265.0,14.09
2007-03-12,NORMAL,1.0,270.0,13.99
2007-03-13,NORMAL,1.0,282.0,18.13
2007-03-14,NORMAL,1.0,285.0,17.27
2007-03-15,NORMAL,1.0,280.0,16.43
2007-03-16,NORMAL,1.0,281.0,16.79
2007-03-19,NORMAL,1.0,278.0,14.59
2007-03-20,NORMAL,1.0,281.0,13.27
2007-03-21,NORMAL,1.0,283.0,12.19
2007-03-22,NORMAL,1.0,275.0,12.93
2007-03-23,NORMAL,1.0,272.0,12.95
2007-03-26,NORMAL,1.0,275.0,13.16
2007-03-27,NORMAL,1.0,275.0,13.48
2007-03-28,NORMAL,1.0,278.0,14.98
2007-03-29,NORMAL,1.0,276.0,15.14
2007-03-30,NORMAL,1.0,275.0,14.64
2007-04-02,NORMAL,1.0,276.0,14.53
2007-04-03,NORMAL,1.0,274.0,13.46
2007-04-04,NORMAL,1.0,278.0,13.24
2007-04-05,NORMAL,1.0,276.0,13.23
2007-04-06,NORMAL,1.0,276.0,13.23
2007-04-09,NORMAL,1.0,270.0,13.14
2007-04-10,NORMAL,1.0,271.0,12.68
2007-04-11,NORMAL,1.0,270.0,13.49
2007-04-12,NORMAL,1.0,269.0,12.71
2007-04-13,NORMAL,1.0,266.0,12.2
2007-04-16,NORMAL,1.0,264.0,11.98
2007-04-17,NORMAL,1.0,268.0,12.14
2007-04-18,NORMAL,1.0,268.0,12.42
2007-04-19,NORMAL,1.0,267.0,12.54
2007-04-20,NORMAL,1.0,264.0,12.07
2007-04-23,NORMAL,1.0,265.0,13.04
2007-04-24,NORMAL,1.0,266.0,13.12
2007-04-25,NORMAL,1.0,263.0,13.21
2007-04-26,NORMAL,1.0,259.0,12.79
2007-04-27,NORMAL,1.0,259.0,12.45
2007-04-30,NORMAL,1.0,266.0,14.22
2007-05-01,NORMAL,1.0,266.0,13.51
2007-05-02,NORMAL,1.0,264.0,13.08
2007-05-03,NORMAL,1.0,259.0,13.09
2007-05-04,NORMAL,1.0,261.0,12.91
2007-05-07,NORMAL,1.0,261.0,13.15
2007-05-08,NORMAL,1.0,261.0,13.21
2007-05-09,NORMAL,1.0,256.0,12.88
2007-05-10,NORMAL,1.0,257.0,13.6
2007-05-11,NORMAL,1.0,254.99999999999997,12.95
2007-05-14,NORMAL,1.0,247.00000000000003,13.96
2007-05-15,NORMAL,1.0,246.0,14.01
2007-05-16,NORMAL,1.0,246.0,13.5
2007-05-17,NORMAL,1.0,242.0,13.51
2007-05-18,NORMAL,1.0,237.0,12.76
2007-05-21,NORMAL,1.0,238.0,13.3
2007-05-22,NORMAL,1.0,233.0,13.06
2007-05-23,NORMAL,1.0,233.0,13.24
2007-05-24,NORMAL,1.0,233.0,14.08
2007-05-25,NORMAL,1.0,233.0,13.34
2007-05-28,NORMAL,1.0,233.0,13.34
2007-05-29,NORMAL,1.0,233.0,13.53
2007-05-30,NORMAL,1.0,235.0,12.83
2007-05-31,NORMAL,1.0,238.0,13.05
2007-06-01,NORMAL,1.0,234.0,12.78
2007-06-04,NORMAL,1.0,237.0,13.29
2007-06-05,NORMAL,1.0,234.0,13.63
2007-06-06,NORMAL,1.0,239.0,14.87
2007-06-07,NORMAL,1.0,242.0,17.06
2007-06-08,NORMAL,1.0,246.0,14.84
2007-06-11,NORMAL,1.0,246.0,14.71
2007-06-12,NORMAL,1.0,244.0,16.67
2007-06-13,NORMAL,1.0,248.0,14.73
2007-06-14,NORMAL,1.0,245.00000000000003,13.64
2007-06-15,NORMAL,1.0,247.00000000000003,13.94
2007-06-18,NORMAL,1.0,249.00000000000003,13.42
2007-06-19,NORMAL,1.0,256.0,12.85
2007-06-20,NORMAL,1.0,254.99999999999997,14.67
2007-06-21,NORMAL,1.0,262.0,14.21
2007-06-22,NORMAL,1.0,266.0,15.75
2007-06-25,NORMAL,1.0,279.0,16.65
2007-06-26,NORMAL,1.0,277.0,18.89
2007-06-27,NORMAL,1.0,288.0,15.53
2007-06-28,NORMAL,1.0,285.0,15.54
2007-06-29,NORMAL,1.0,292.0,16.23
2007-07-02,NORMAL,1.0,295.0,15.4
2007-07-03,NORMAL,1.0,292.0,14.92
2007-07-04,NORMAL,1.0,292.0,14.92
2007-07-05,NORMAL,1.0,286.0,15.48
2007-07-06,NORMAL,1.0,283.0,14.72
2007-07-09,NORMAL,1.0,288.0,15.16
2007-07-10,NORMAL,1.0,306.0,17.57
2007-07-11,NORMAL,1.0,311.0,16.64
2007-07-12,NORMAL,1.0,303.0,15.54
2007-07-13,NORMAL,1.0,299.0,15.15
2007-07-16,NORMAL,1.0,303.0,15.59
2007-07-17,NORMAL,1.0,301.0,15.63
2007-07-18,NORMAL,1.0,317.0,16.0
2007-07-19,NORMAL,1.0,317.0,15.23
2007-07-20,NORMAL,1.0,333.0,16.95
2007-07-23,STRESS,0.75,342.0,16.81
2007-07-24,NORMAL,1.0,358.0,18.55
2007-07-25,STRESS,0.75,367.0,18.1
2007-07-26,STRESS,0.75,409.0,20.74
2007-07-27,STRESS,0.75,424.0,24.17
2007-07-30,STRESS,0.75,422.0,20.87
2007-07-31,STRESS,0.75,413.0,23.52
2007-08-01,STRESS,0.75,416.0,23.67
2007-08-02,STRESS,0.75,409.0,21.22
2007-08-03,STRESS,0.75,413.99999999999994,25.16
2007-08-06,STRESS,0.75,418.0,22.94
2007-08-07,STRESS,0.75,409.99999999999994,21.56
2007-08-08,STRESS,0.75,383.0,21.45
2007-08-09,STRESS,0.75,394.0,26.48
2007-08-10,STRESS,0.75,401.0,28.3
2007-08-13,STRESS,0.75,398.0,26.57
2007-08-14,STRESS,0.75,405.99999999999994,27.68
2007-08-15,STRESS,0.75,424.0,30.67
2007-08-16,STRESS,0.75,449.0,30.83
2007-08-17,STRESS,0.75,445.0,29.99
2007-08-20,STRESS,0.75,447.0,26.33
2007-08-21,STRESS,0.75,451.99999999999994,25.25
2007-08-22,STRESS,0.75,440.00000000000006,22.89
2007-08-23,STRESS,0.75,433.0,22.62
2007-08-24,STRESS,0.75,428.0,20.72
2007-08-27,STRESS,0.75,430.0,22.72
2007-08-28,STRESS,0.75,443.0,26.3
2007-08-29,STRESS,0.75,443.0,23.81
2007-08-30,STRESS,0.75,448.00000000000006,25.06
2007-08-31,STRESS,0.75,442.0,23.38
2007-09-03,STRESS,0.75,442.0,23.38
2007-09-04,NORMAL,1.0,440.00000000000006,22.78
2007-09-05,STRESS,0.75,447.0,24.58
2007-09-06,NORMAL,1.0,442.0,23.99
2007-09-07,STRESS,0.75,458.0,26.23
2007-09-10,STRESS,0.75,465.00000000000006,27.38
2007-09-11,STRESS,0.75,459.0,25.27
2007-09-12,NORMAL,1.0,453.0,24.96
2007-09-13,NORMAL,1.0,441.0,24.76
2007-09-14,NORMAL,1.0,442.0,24.92
2007-09-17,NORMAL,1.0,438.0,26.48
2007-09-18,NORMAL,1.0,433.0,20.35
2007-09-19,NORMAL,1.0,417.0,20.03
2007-09-20,NORMAL,1.0,409.0,20.45
2007-09-21,NORMAL,1.0,403.0,19.0
2007-09-24,NORMAL,1.0,397.0,19.37
2007-09-25,NORMAL,1.0,401.99999999999994,18.6
2007-09-26,NORMAL,1.0,400.0,17.63
2007-09-27,NORMAL,1.0,403.0,17.0
2007-09-28,NORMAL,1.0,405.0,18.0
2007-10-01,NORMAL,1.0,403.0,17.84
2007-10-02,NORMAL,1.0,404.0,18.49
2007-10-03,NORMAL,1.0,401.0,18.8
2007-10-04,NORMAL,1.0,398.0,18.44
2007-10-05,NORMAL,1.0,386.0,16.91
2007-10-08,NORMAL,1.0,386.0,17.46
2007-10-09,NORMAL,1.0,382.0,16.12
2007-10-10,NORMAL,1.0,378.0,16.67
2007-10-11,NORMAL,1.0,371.0,18.88
2007-10-12,NORMAL,1.0,369.0,17.73
2007-10-15,NORMAL,1.0,370.0,19.25
2007-10-16,NORMAL,1.0,379.0,20.02
2007-10-17,NORMAL,1.0,395.0,18.54
2007-10-18,NORMAL,1.0,409.99999999999994,18.5
2007-10-19,NORMAL,1.0,424.0,22.96
2007-10-22,STRESS,0.75,428.0,21.64
2007-10-23,NORMAL,1.0,423.00000000000006,20.41
2007-10-24,STRESS,0.75,430.99999999999994,20.8
2007-10-25,STRESS,0.75,429.0,21.17
2007-10-26,NORMAL,1.0,429.0,19.56
2007-10-29,NORMAL,1.0,429.0,19.87
2007-10-30,STRESS,0.75,430.99999999999994,21.07
2007-10-31,NORMAL,1.0,421.0,18.53
2007-11-01,NORMAL,1.0,438.0,23.21
2007-11-02,NORMAL,1.0,450.0,23.01
2007-11-05,NORMAL,1.0,453.0,24.31
2007-11-06,NORMAL,1.0,451.0,21.39
2007-11-07,STRESS,0.75,462.0,26.49
2007-11-08,STRESS,0.75,476.0,26.16
2007-11-09,STRESS,0.75,487.0,28.5
2007-11-12,STRESS,0.75,487.0,31.09
2007-11-13,STRESS,0.75,493.0,24.1
2007-11-14,STRESS,0.75,490.00000000000006,25.94
2007-11-15,PRE_CRISIS,0.5,513.0,28.06
2007-11-16,PRE_CRISIS,0.5,523.0,25.49
2007-11-19,PRE_CRISIS,0.5,546.0,26.01
2007-11-20,STRESS,0.75,557.0,24.88
2007-11-21,PRE_CRISIS,0.5,574.0,26.84
2007-11-22,PRE_CRISIS,0.5,574.0,26.84
2007-11-23,PRE_CRISIS,0.5,570.0,25.61
2007-11-26,PRE_CRISIS,0.5,583.0,28.91
2007-11-27,PRE_CRISIS,0.5,579.0,26.28
2007-11-28,STRESS,0.75,565.0,24.11
2007-11-29,STRESS,0.75,564.0,23.97
2007-11-30,STRESS,0.75,556.0,22.87
2007-12-03,STRESS,0.75,563.0,23.61
2007-12-04,STRESS,0.75,571.0,23.79
2007-12-05,STRESS,0.75,568.0,22.53
2007-12-06,STRESS,0.75,555.0,20.96
2007-12-07,STRESS,0.75,545.0,20.85
2007-12-10,STRESS,0.75,539.0,20.74
2007-12-11,STRESS,0.75,551.0,23.59
2007-12-12,STRESS,0.75,544.0,22.47
2007-12-13,STRESS,0.75,541.0,22.56
2007-12-14,STRESS,0.75,536.0,23.27
2007-12-17,STRESS,0.75,544.0,24.52
2007-12-18,STRESS,0.75,552.0,22.64
2007-12-19,STRESS,0.75,556.0,21.68
2007-12-20,STRESS,0.75,563.0,20.58
2007-12-21,STRESS,0.75,553.0,18.47
2007-12-24,STRESS,0.75,551.0,18.6
2007-12-25,STRESS,0.75,551.0,18.6
2007-12-26,STRESS,0.75,545.0,18.66
2007-12-27,STRESS,0.75,555.0,20.26
2007-12-28,STRESS,0.75,564.0,20.74
2007-12-31,STRESS,0.75,569.0,22.5
2008-01-01,STRESS,0.75,569.0,22.5
2008-01-02,STRESS,0.75,584.0,23.17
2008-01-03,STRESS,0.75,591.0,22.49
2008-01-04,STRESS,0.75,609.0,23.94
2008-01-07,STRESS,0.75,617.0,23.79
2008-01-08,PRE_CRISIS,0.5,623.0,25.43
2008-01-09,STRESS,0.75,645.0,24.12
2008-01-10,STRESS,0.75,636.0,23.45
2008-01-11,STRESS,0.75,641.0,23.68
2008-01-14,STRESS,0.75,642.0,22.9
2008-01-15,STRESS,0.75,648.0,23.34
2008-01-16,STRESS,0.75,656.0,24.38
2008-01-17,PRE_CRISIS,0.5,672.0,28.46
2008-01-18,PRE_CRISIS,0.5,678.0,27.18
2008-01-21,PRE_CRISIS,0.5,678.0,27.18
2008-01-22,CRISIS,0.25,713.0,31.01
2008-01-23,PRE_CRISIS,0.5,721.0,29.02
2008-01-24,PRE_CRISIS,0.5,685.0,27.78
2008-01-25,PRE_CRISIS,0.5,672.0,29.08
2008-01-28,PRE_CRISIS,0.5,676.0,27.78
2008-01-29,STRESS,0.75,660.0,27.32
2008-01-30,STRESS,0.75,656.0,27.62
2008-01-31,PRE_CRISIS,0.5,668.0,26.2
2008-02-01,PRE_CRISIS,0.5,670.0,24.02
2008-02-04,PRE_CRISIS,0.5,666.0,25.99
2008-02-05,PRE_CRISIS,0.5,680.0,28.24
2008-02-06,PRE_CRISIS,0.5,684.0,28.97
2008-02-07,PRE_CRISIS,0.5,685.0,27.66
2008-02-08,PRE_CRISIS,0.5,700.0,28.01
2008-02-11,PRE_CRISIS,0.5,711.0,27.6
2008-02-12,PRE_CRISIS,0.5,711.0,26.33
2008-02-13,PRE_CRISIS,0.5,711.0,24.88
2008-02-14,PRE_CRISIS,0.5,701.0,25.54
2008-02-15,PRE_CRISIS,0.5,709.0,25.02
2008-02-18,PRE_CRISIS,0.5,709.0,25.02
2008-02-19,PRE_CRISIS,0.5,701.0,25.59
2008-02-20,STRESS,0.75,699.0,24.4
2008-02-21,PRE_CRISIS,0.5,709.0,25.12
2008-02-22,STRESS,0.75,709.0,24.06
2008-02-25,STRESS,0.75,693.0,23.03
2008-02-26,STRESS,0.75,693.0,21.9
2008-02-27,STRESS,0.75,693.0,22.69
2008-02-28,STRESS,0.75,712.0,23.53
2008-02-29,PRE_CRISIS,0.5,745.0,26.54
2008-03-03,PRE_CRISIS,0.5,748.0,26.28
2008-03-04,PRE_CRISIS,0.5,745.0,25.52
2008-03-05,STRESS,0.75,736.0,24.6
2008-03-06,PRE_CRISIS,0.5,747.0,27.55
2008-03-07,PRE_CRISIS,0.5,760.0,27.49
2008-03-10,CRISIS,0.25,774.0,29.38
2008-03-11,CRISIS,0.25,760.0,26.36
2008-03-12,CRISIS,0.25,779.0,27.22
2008-03-13,CRISIS,0.25,793.0,27.29
2008-03-14,CRISIS,0.25,806.0,31.16
2008-03-17,CRISIS,0.25,831.0,32.24
2008-03-18,CRISIS,0.25,811.9999999999999,25.79
2008-03-19,CRISIS,0.25,807.0,29.84
2008-03-20,CRISIS,0.25,813.0000000000001,26.62
2008-03-21,PRE_CRISIS,0.5,813.0000000000001,26.62
2008-03-24,PRE_CRISIS,0.5,779.0,25.73
2008-03-25,PRE_CRISIS,0.5,767.0,25.72
2008-03-26,PRE_CRISIS,0.5,769.0,26.08
2008-03-27,PRE_CRISIS,0.5,763.0,25.88
2008-03-28,PRE_CRISIS,0.5,768.0,25.71
2008-03-31,PRE_CRISIS,0.5,781.0,25.61
2008-04-01,PRE_CRISIS,0.5,760.0,22.68
2008-04-02,STRESS,0.75,742.0,23.43
2008-04-03,STRESS,0.75,733.0,23.21
2008-04-04,STRESS,0.75,731.0,22.45
2008-04-07,STRESS,0.75,711.0,22.42
2008-04-08,STRESS,0.75,716.0,22.36
2008-04-09,STRESS,0.75,733.0,22.81
2008-04-10,STRESS,0.75,733.0,21.98
2008-04-11,STRESS,0.75,738.0,23.46
2008-04-14,STRESS,0.75,731.0,23.82
2008-04-15,STRESS,0.75,729.0,22.78
2008-04-16,STRESS,0.75,710.0,20.53
2008-04-17,STRESS,0.75,701.0,20.37
2008-04-18,STRESS,0.75,680.0,20.13
2008-04-21,STRESS,0.75,678.0,20.5
2008-04-22,STRESS,0.75,671.0,20.87
2008-04-23,STRESS,0.75,669.0,20.26
2008-04-24,NORMAL,1.0,655.0,20.06
2008-04-25,NORMAL,1.0,647.0,19.59
2008-04-28,NORMAL,1.0,649.0,19.64
2008-04-29,NORMAL,1.0,652.0,20.24
2008-04-30,NORMAL,1.0,653.0,20.79
2008-05-01,NORMAL,1.0,646.0,18.88
2008-05-02,NORMAL,1.0,629.0,18.18
2008-05-05,NORMAL,1.0,629.0,18.9
2008-05-06,NORMAL,1.0,634.0,18.21
2008-05-07,NORMAL,1.0,635.0,19.73
2008-05-08,NORMAL,1.0,647.0,19.4
2008-05-09,NORMAL,1.0,653.0,19.41
2008-05-12,NORMAL,1.0,653.0,17.79
2008-05-13,NORMAL,1.0,637.0,17.98
2008-05-14,NORMAL,1.0,630.0,17.66
2008-05-15,NORMAL,1.0,635.0,16.3
2008-05-16,NORMAL,1.0,629.0,16.47
2008-05-19,NORMAL,1.0,626.0,17.01
2008-05-20,NORMAL,1.0,634.0,17.58
2008-05-21,NORMAL,1.0,630.0,18.59
2008-05-22,NORMAL,1.0,623.0,18.05
2008-05-23,NORMAL,1.0,635.0,19.55
2008-05-26,NORMAL,1.0,635.0,19.55
2008-05-27,NORMAL,1.0,635.0,19.64
2008-05-28,NORMAL,1.0,625.0,19.07
2008-05-29,NORMAL,1.0,620.0,18.14
2008-05-30,NORMAL,1.0,622.0,17.83
2008-06-02,NORMAL,1.0,633.0,19.83
2008-06-03,NORMAL,1.0,645.0,20.24
2008-06-04,NORMAL,1.0,646.0,20.8
2008-06-05,NORMAL,1.0,619.0,18.63
2008-06-06,NORMAL,1.0,626.0,23.56
2008-06-09,NORMAL,1.0,615.0,23.12
2008-06-10,NORMAL,1.0,605.0,23.18
2008-06-11,NORMAL,1.0,613.0,24.12
2008-06-12,NORMAL,1.0,606.0,23.33
2008-06-13,NORMAL,1.0,602.0,21.22
2008-06-16,NORMAL,1.0,604.0,20.95
2008-06-17,NORMAL,1.0,606.0,21.13
2008-06-18,NORMAL,1.0,619.0,22.24
2008-06-19,NORMAL,1.0,618.0,21.58
2008-06-20,NORMAL,1.0,636.0,22.87
2008-06-23,NORMAL,1.0,642.0,22.64
2008-06-24,STRESS,0.75,667.0,22.42
2008-06-25,STRESS,0.75,667.0,21.14
2008-06-26,PRE_CRISIS,0.5,689.0,23.93
2008-06-27,PRE_CRISIS,0.5,705.0,23.44
2008-06-30,PRE_CRISIS,0.5,708.0,23.95
2008-07-01,PRE_CRISIS,0.5,719.0,23.65
2008-07-02,PRE_CRISIS,0.5,729.0,25.92
2008-07-03,PRE_CRISIS,0.5,736.0,24.78
2008-07-04,PRE_CRISIS,0.5,736.0,24.78
2008-07-07,PRE_CRISIS,0.5,747.0,25.78
2008-07-08,PRE_CRISIS,0.5,758.0,23.15
2008-07-09,PRE_CRISIS,0.5,752.0,25.23
2008-07-10,CRISIS,0.25,760.0,25.59
2008-07-11,PRE_CRISIS,0.5,758.0,27.49
2008-07-14,PRE_CRISIS,0.5,763.0,28.48
2008-07-15,PRE_CRISIS,0.5,781.0,28.54
2008-07-16,PRE_CRISIS,0.5,776.0,25.1
2008-07-17,PRE_CRISIS,0.5,754.0,25.01
2008-07-18,STRESS,0.75,741.0,24.05
2008-07-21,STRESS,0.75,733.0,23.05
2008-07-22,STRESS,0.75,734.0,21.18
2008-07-23,STRESS,0.75,720.0,21.31
2008-07-24,STRESS,0.75,739.0,23.44
2008-07-25,STRESS,0.75,736.0,22.91
2008-07-28,PRE_CRISIS,0.5,756.0,24.23
2008-07-29,PRE_CRISIS,0.5,758.0,22.03
2008-07-30,STRESS,0.75,756.0,21.21
2008-07-31,PRE_CRISIS,0.5,767.0,22.94
2008-08-01,PRE_CRISIS,0.5,781.0,22.57
2008-08-04,PRE_CRISIS,0.5,783.0,23.49
2008-08-05,PRE_CRISIS,0.5,780.0,21.14
2008-08-06,PRE_CRISIS,0.5,773.0,20.23
2008-08-07,PRE_CRISIS,0.5,785.0,21.15
2008-08-08,PRE_CRISIS,0.5,784.0,20.66
2008-08-11,PRE_CRISIS,0.5,776.0,20.12
2008-08-12,PRE_CRISIS,0.5,780.0,21.17
2008-08-13,PRE_CRISIS,0.5,777.0,21.55
2008-08-14,PRE_CRISIS,0.5,783.0,20.34
2008-08-15,STRESS,0.75,783.0,19.58
2008-08-18,PRE_CRISIS,0.5,788.0,20.98
2008-08-19,PRE_CRISIS,0.5,794.0,21.28
2008-08-20,PRE_CRISIS,0.5,800.0,20.42
2008-08-21,STRESS,0.75,801.0,19.82
2008-08-22,STRESS,0.75,796.0,18.81
2008-08-25,PRE_CRISIS,0.5,802.9999999999999,20.97
2008-08-26,PRE_CRISIS,0.5,802.0,20.49
2008-08-27,STRESS,0.75,803.9999999999999,19.76
2008-08-28,STRESS,0.75,798.0,19.43
2008-08-29,PRE_CRISIS,0.5,794.0,20.65
2008-09-01,PRE_CRISIS,0.5,794.0,20.65
2008-09-02,PRE_CRISIS,0.5,802.9999999999999,21.99
2008-09-03,PRE_CRISIS,0.5,811.0,21.43
2008-09-04,PRE_CRISIS,0.5,818.0,24.03
2008-09-05,PRE_CRISIS,0.5,818.0,23.06
2008-09-08,PRE_CRISIS,0.5,808.0,22.64
2008-09-09,PRE_CRISIS,0.5,816.0,25.47
2008-09-10,PRE_CRISIS,0.5,818.0,24.52
2008-09-11,PRE_CRISIS,0.5,823.0,24.39
2008-09-12,PRE_CRISIS,0.5,815.0,25.66
2008-09-15,CRISIS,0.25,869.9999999999999,31.7
2008-09-16,CRISIS,0.25,955.0000000000001,30.3
2008-09-17,CRISIS,0.25,933.0,36.22
2008-09-18,CRISIS,0.25,951.0,33.1
