Date,Price,ret,log_ret,atr,volume,volume_mean,vol_ok,rolling_max,rolling_min,higher_low_raw,lower_high_raw,higher_low,lower_high,long_event,short_event,weekday,is_exec_day,signal,position,rv,lev,turnover,ret_pos,costs,pnl,equity
2000-01-27,1864.0,0.005393743257820827,0.005379249119735974,,0.005393743257820827,,False,,,False,False,False,False,False,False,3.0,True,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
2000-01-28,1858.0,-0.0032188841201716833,-0.003224075871752774,,0.0032188841201716833,,False,,,False,False,False,False,False,False,4.0,True,0,0.0,,0.0,0.0,-0.0,0.0,-0.0,1.0
2000-01-31,1868.0,0.005382131324004336,0.005367699415004701,,0.005382131324004336,,False,,,False,False,False,False,False,False,0.0,True,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
2000-02-01,1856.0,-0.0064239828693790635,-0.006444705442642196,68.18825274160999,0.0064239828693790635,0.006479287043089294,False,,,False,False,False,False,False,False,1.0,True,0,0.0,,0.0,0.0,-0.0,0.0,-0.0,1.0
2000-02-02,1827.0,-0.015625,-0.01574835696813981,65.52891305764278,0.015625,0.006178299265721604,True,,,False,False,False,False,False,False,2.0,True,0,0.0,0.1285154951518692,0.7781162877038922,0.0,-0.0,0.0,-0.0,1.0
2000-02-03,1817.0,-0.005473453749315849,-0.0054884879818350996,70.1210288430864,0.005473453749315849,0.0066914527509762955,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.13255763495036538,0.7543888365045425,0.0,-0.0,0.0,-0.0,1.0
2000-02-04,1819.0,0.0011007154650521933,0.0011001101219507703,69.37239863156492,0.0011007154650521933,0.006805125438442089,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.13136914757377402,0.7612137388943794,0.0,0.0,0.0,0.0,1.0
2000-02-07,1823.0,0.0021990104452995762,0.00219659616054102,68.47299345598599,0.0021990104452995762,0.006672895294091702,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.13149715520865354,0.7604727253705579,0.0,0.0,0.0,0.0,1.0
2000-02-08,1813.0,-0.005485463521667566,-0.005500563923812152,67.27749590408082,0.005485463521667566,0.006329754131921711,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.13086344562657942,0.7641553339910622,0.0,-0.0,0.0,-0.0,1.0
2000-02-09,1815.0,0.0011031439602868787,0.001102535944100147,67.89044504712163,0.0011031439602868787,0.0066040273080050895,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.12877119532477924,0.7765711869629369,0.0,0.0,0.0,0.0,1.0
2000-02-10,1878.0,0.034710743801652955,0.03412191306925738,62.61809794404034,0.034710743801652955,0.006040572348945739,True,,,False,False,False,False,False,False,3.0,True,0,0.0,0.12895309304512903,0.7754757768005109,0.0,0.0,0.0,0.0,1.0
2000-02-11,1871.0,-0.0037273695420659836,-0.003734333494119113,90.52112521766452,0.0037273695420659836,0.007776109539028386,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.17379796621043525,0.5753807261410621,0.0,-0.0,0.0,-0.0,1.0
2000-02-14,1862.0,-0.0048102618920363716,-0.00482186843707666,93.6621763177449,0.0048102618920363716,0.007803073127715105,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.17426487315384118,0.573839111636227,0.0,-0.0,0.0,-0.0,1.0
2000-02-15,1844.5,-0.009398496240601517,-0.009442940800282074,93.06365315078423,0.009398496240601517,0.007805238764689804,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.1744951018756866,0.5730819886923919,0.0,-0.0,0.0,-0.0,1.0
2000-02-16,1833.0,-0.00623475196530221,-0.0062542691970257636,93.45044845077315,0.00623475196530221,0.008090661731701431,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.1758962711846047,0.5685168839938006,0.0,-0.0,0.0,-0.0,1.0
2000-02-17,1845.0,0.00654664484451728,0.006525308634922844,86.60119302553956,0.00654664484451728,0.007614584203916125,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.17572439266742607,0.5690729584097003,0.0,0.0,0.0,0.0,1.0
2000-02-18,1844.0,-0.0005420054200542257,-0.0005421523580881882,87.45058236603859,0.0005420054200542257,0.007657531751209206,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.16683489797075682,0.5993949780071087,0.0,-0.0,0.0,-0.0,1.0
2000-02-21,1821.0,-0.012472885032537961,-0.012551324388931029,88.06050726355322,0.012472885032537961,0.007554626822003907,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.16642692691656305,0.600864306351906,0.0,-0.0,0.0,-0.0,1.0
2000-02-22,1833.0,0.006589785831960571,0.006568168112096373,87.3849356656982,0.006589785831960571,0.007487447298865424,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.17038445179821224,0.5869080127007766,0.0,0.0,0.0,0.0,1.0
2000-02-23,1856.0,0.012547735951991212,0.012469665506441352,87.40288410399398,0.012547735951991212,0.007565813143463718,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.16782205754408316,0.5958692287736503,0.0,0.0,0.0,0.0,1.0
2000-02-24,1868.0,0.006465517241379226,0.006444705442642196,87.28356543979432,0.006465517241379226,0.007449310461785913,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.17402175193402133,0.5746408071900921,0.0,0.0,0.0,0.0,1.0
2000-02-25,1826.0,-0.0224839400428265,-0.022740557633874836,88.63332491877905,0.0224839400428265,0.007502899160963833,True,,,False,False,False,False,False,False,4.0,True,0,0.0,0.16755199667902002,0.5968296527768057,0.0,-0.0,0.0,-0.0,1.0
2000-02-28,1745.0,-0.04435925520262873,-0.045373226518385934,98.81539651017073,0.04435925520262873,0.008466151957096574,True,,,False,False,False,False,False,False,0.0,True,0,0.0,0.1841169269120394,0.5431331147938088,0.0,-0.0,0.0,-0.0,1.0
2000-02-29,1733.0,-0.006876790830945612,-0.006900544920921625,125.27430813667782,0.006876790830945612,0.010415008151027794,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.23789944638527996,0.42034566082196445,0.0,-0.0,0.0,-0.0,1.0
2000-03-01,1773.0,0.023081361800346256,0.02281901635860173,119.75695900975525,0.023081361800346256,0.01043764854910612,True,,,False,False,False,False,False,False,2.0,True,0,0.0,0.23632275790944623,0.4231501057478258,0.0,0.0,0.0,0.0,1.0
2000-03-02,1752.0,-0.011844331641285955,-0.011915034577870465,124.93265785280376,0.011844331641285955,0.010810466639123434,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.25316213153287126,0.39500378431209304,0.0,-0.0,0.0,-0.0,1.0
2000-03-03,1761.0,0.005136986301369939,0.005123836999868736,128.9823908902325,0.005136986301369939,0.01112901053372194,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.2509376187470658,0.3985054154068292,0.0,0.0,0.0,0.0,1.0
2000-03-06,1768.0,0.003975014196479165,0.0039671347013827685,127.94669811057071,0.003975014196479165,0.011330824075537826,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.2517108746627461,0.3972812065985812,0.0,0.0,0.0,0.0,1.0
2000-03-07,1749.0,-0.01074660633484159,-0.010804768178986457,128.81311879040203,0.01074660633484159,0.011419624263096806,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.25226257689768494,0.3964123463329202,0.0,-0.0,0.0,-0.0,1.0
2000-03-08,1728.0,-0.012006861063464824,-0.012079525654601575,130.19781979400582,0.012006861063464824,0.011682681403755507,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.2540237400080319,0.39366399375443467,0.0,-0.0,0.0,-0.0,1.0
2000-03-09,1754.0,0.01504629629629628,0.014934223568127791,129.90187663151778,0.01504629629629628,0.012227867258914404,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.2561953300157761,0.3903271772902424,0.0,0.0,0.0,0.0,1.0
2000-03-10,1756.0,0.0011402508551880963,0.001139601262933887,114.71289521067071,0.0011402508551880963,0.01124464488364657,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.2628979341356558,0.3803757542971023,0.0,0.0,0.0,0.0,1.0
2000-03-13,1738.5,-0.009965831435079675,-0.010015822747146075,116.70918297931759,0.009965831435079675,0.011115288949302676,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.22805594260766474,0.43848890257613093,0.0,-0.0,0.0,-0.0,1.0
2000-03-14,1771.0,0.018694276675294885,0.018521686334917575,117.4348216203216,0.018694276675294885,0.01137306742645484,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.22929480079064518,0.4361197883911192,0.0,0.0,0.0,0.0,1.0
2000-03-15,1776.0,0.0028232636928289256,0.0028192857692816986,121.7017983915389,0.0028232636928289256,0.01183785644818951,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.24158861026764072,0.41392679849110575,0.0,0.0,0.0,0.0,1.0
2000-03-16,1791.0,0.008445945945946054,0.008410478508595887,123.99839564487043,0.008445945945946054,0.011667282034565846,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.24075418050964725,0.4153614271133826,0.0,0.0,0.0,0.0,1.0
2000-03-17,1802.0,0.006141820212171911,0.0061230361075717,124.80068504272077,0.006141820212171911,0.011762247089637284,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.2426261209624341,0.41215677686856744,0.0,0.0,0.0,0.0,1.0
2000-03-20,1783.0,-0.010543840177580477,-0.010599820305142948,126.5873866688631,0.010543840177580477,0.012042237829243168,False,,,False,False,False,False,False,False,0.0,True,0,0.0,0.24247166429041703,0.4124193245121888,0.0,-0.0,0.0,-0.0,1.0
2000-03-21,1805.0,0.012338754907459393,0.012263252903840893,126.81521069620156,0.012338754907459393,0.011945785586495294,False,,,False,False,False,False,False,False,1.0,True,0,0.0,0.2446936637289391,0.4086742520263034,0.0,0.0,0.0,0.0,1.0
2000-03-22,1794.0,-0.006094182825484795,-0.006112828148239657,127.03702591464061,0.006094182825484795,0.012233234040270236,False,,,False,False,False,False,False,False,2.0,True,0,0.0,0.24574985981663625,0.40691783130462,0.0,-0.0,0.0,-0.0,1.0
2000-03-23,1793.0,-0.0005574136008918984,-0.0005575690136083722,126.39894805536098,0.0005574136008918984,0.011910556383944915,False,,,False,False,False,False,False,False,3.0,True,0,0.0,0.24519347014004408,0.4078412036947161,0.0,-0.0,0.0,-0.0,1.0
2000-03-24,1780.0,-0.007250418293363037,-0.007276830319002059,124.71565756622994,0.007250418293363037,0.011615151201920549,False,,,False,False,False,False,False,False,4.0,True,0,0.0,0.24028475877163277,0.416172879674987,0.0,-0.0,0.0,-0.0,1.0
2000-03-27,1763.0,-0.009550561797752821,-0.00959646088826105,118.91100277374132,0.009550561797752821,0.010853475114447375,False,1934.0,1728.0,False,True,False,True,False,False,0.0,True,0,0.0,0.23922734873937376,0.41801240755690106,0.0,-0.0,0.0,-0.0,1.0
2000-03-28,1768.0,0.0028360748723765816,0.002832060799718761,86.41457237244147,0.0028360748723765816,0.00911304044420358,False,1934.0,1728.0,False,True,False,False,False,False,1.0,True,0,0.0,0.22939367104629826,0.43593181775192535,0.0,0.0,0.0,0.0,1.0
2000-03-29,1774.0,0.0033936651583710287,0.0033879196719359683,84.54464435518199,0.0033936651583710287,0.008911004646275127,False,1934.0,1728.0,True,True,True,False,False,False,2.0,True,0,0.0,0.16870136485721404,0.5927634319060685,0.0,0.0,0.0,0.0,1.0
2000-03-30,1780.0,0.0033821871476888976,0.00337648041660632,74.68989430020662,0.0033821871476888976,0.007926619814176366,False,1934.0,1728.0,True,True,False,False,False,False,3.0,True,0,0.0,0.1666458013553263,0.600075124525805,0.0,0.0,0.0,0.0,1.0
2000-03-31,1764.0,-0.008988764044943864,-0.009029406719394117,71.71045292827661,0.008988764044943864,0.007503512589496514,False,1934.0,1728.0,True,True,False,False,False,False,4.0,True,0,0.0,0.1467940314068335,0.681226607387423,0.0,-0.0,0.0,-0.0,1.0
2000-04-03,1754.0,-0.005668934240362855,-0.005685063634608412,73.5052876750842,0.005668934240362855,0.00769610147667521,False,1934.0,1728.0,False,True,False,False,False,False,0.0,True,0,0.0,0.1441443303366507,0.6937491038769883,0.0,-0.0,0.0,-0.0,1.0
2000-04-04,1754.0,0.0,0.0,73.14893955938221,0.0,0.0077807974788693945,False,1934.0,1728.0,False,True,False,False,False,False,1.0,True,0,0.0,0.14449620569700772,0.6920596947001415,0.0,0.0,0.0,0.0,1.0
2000-04-05,1747.0,-0.003990877993158448,-0.003998862798072267,70.15071284747602,0.003990877993158448,0.007243467162127315,False,1934.0,1728.0,False,True,False,False,False,False,2.0,True,0,0.0,0.14372031935918528,0.6957958376788768,0.0,-0.0,0.0,-0.0,1.0
2000-04-06,1692.0,-0.031482541499713745,-0.0319887699678878,66.95019176728559,0.031482541499713745,0.006842668008611996,True,1934.0,1728.0,False,True,False,False,False,False,3.0,True,0,0.0,0.13939680289135162,0.7173765676530028,0.0,-0.0,0.0,-0.0,1.0
2000-04-07,1685.5,-0.0038416075650118398,-0.003849005492052804,82.63602422785692,0.0038416075650118398,0.00766448026878287,False,1934.0,1692.0,False,True,False,False,False,False,4.0,True,0,0.0,0.1728211206087631,0.5786329798565685,0.0,-0.0,0.0,-0.0,1.0
2000-04-10,1711.0,0.015129041827350864,0.015015739218077861,79.92740761769826,0.015129041827350864,0.007799548104274056,False,1934.0,1685.5,False,True,False,False,False,False,0.0,True,0,0.0,0.1629005292893049,0.6138715474791611,0.0,0.0,0.0,0.0,1.0
2000-04-11,1725.0,0.008182349503214503,0.008149055573266395,83.22687253125926,0.008182349503214503,0.008057708623887615,False,1934.0,1685.5,False,True,False,False,False,False,1.0,True,0,0.0,0.17302330998462004,0.5779568082987717,0.0,0.0,0.0,0.0,1.0
2000-04-12,1720.0,-0.0028985507246376274,-0.0029027596579611625,78.85322550824198,0.0028985507246376274,0.007532112265283597,False,1934.0,1685.5,False,True,False,False,False,False,2.0,True,0,0.0,0.17283121258385511,0.5785991922696342,0.0,-0.0,0.0,-0.0,1.0
2000-04-13,1701.0,-0.01104651162790693,-0.011107977411636938,79.17828452382957,0.01104651162790693,0.007535876616874032,False,1923.0,1685.5,False,True,False,False,False,False,3.0,True,0,0.0,0.15850009411668592,0.6309144518638656,0.0,-0.0,0.0,-0.0,1.0
2000-04-14,1669.0,-0.018812463256907663,-0.018991668734027023,78.37607209831572,0.018812463256907663,0.007665904900972076,True,1918.0,1685.5,False,True,False,False,False,False,4.0,True,0,0.0,0.16116662888020217,0.6204758435093388,0.0,-0.0,0.0,-0.0,1.0
2000-04-17,1653.0,-0.009586578789694378,-0.00963282584081071,80.63348854053059,0.009586578789694378,0.008299437053208864,False,1891.5,1669.0,False,True,False,False,False,False,0.0,True,0,0.0,0.16647336919577949,0.6006966788928019,0.0,-0.0,0.0,-0.0,1.0
2000-04-18,1684.0,0.018753781004234638,0.018580096981247962,78.89022357629199,0.018753781004234638,0.00825157398381456,True,1882.0,1653.0,False,True,False,False,False,False,1.0,True,0,0.0,0.1641317288081834,0.6092667196411943,0.0,0.0,0.0,0.0,1.0
2000-04-19,1708.0,0.014251781472684133,0.014151179546243675,82.44453690788417,0.014251781472684133,0.00857232528865332,False,1878.0,1653.0,True,True,True,False,False,False,2.0,True,0,0.0,0.1801251519700432,0.555169552426699,0.0,0.0,0.0,0.0,1.0
2000-04-20,1698.0,-0.005854800936768156,-0.005872007477223384,88.8770102904971,0.005854800936768156,0.008980205221013287,False,1878.0,1653.0,True,True,False,False,False,False,3.0,True,0,0.0,0.1822410658221934,0.5487237442825686,0.0,-0.0,0.0,-0.0,1.0
2000-04-21,1704.0,0.0035335689045936647,0.003527340517968547,90.25687049055507,0.0035335689045936647,0.0092450745878071,False,1878.0,1653.0,True,True,False,False,False,False,4.0,True,0,0.0,0.1821845140508807,0.5488940732474764,0.0,0.0,0.0,0.0,1.0
2000-04-24,1704.0,0.0,0.0,89.93908345585288,0.0,0.009059232118368631,False,1878.0,1653.0,True,True,False,False,False,False,0.0,True,0,0.0,0.18329676242644358,0.545563373167214,0.0,0.0,0.0,0.0,1.0
2000-04-25,1730.0,0.015258215962441257,0.015142980102563541,89.32381713360412,0.015258215962441257,0.008581704028480991,False,1878.0,1653.0,True,True,False,False,False,False,1.0,True,0,0.0,0.18257754873953233,0.5477124689775598,0.0,0.0,0.0,0.0,1.0
2000-04-26,1740.0,0.005780346820809301,0.005763704716750695,93.59496902312699,0.005780346820809301,0.009202811082984225,False,1878.0,1653.0,True,True,False,False,False,False,2.0,True,0,0.0,0.18975650224554763,0.5269911640266144,0.0,0.0,0.0,0.0,1.0
2000-04-27,1729.5,-0.0060344827586207295,-0.006052763831351449,95.4633590377028,0.0060344827586207295,0.009322145166106138,False,1878.0,1653.0,True,True,False,False,False,False,3.0,True,0,0.0,0.19074494982303264,0.5242602757911912,0.0,-0.0,0.0,-0.0,1.0
2000-04-28,1752.0,0.013009540329575131,0.012925643119113595,96.05735725114431,0.013009540329575131,0.00945475994665273,False,1878.0,1653.0,True,True,False,False,False,False,4.0,True,0,0.0,0.19099709799490938,0.5235681643847033,0.0,0.0,0.0,0.0,1.0
2000-05-01,1752.0,0.0,0.0,97.51102759023655,0.0,0.009655798760884293,False,1878.0,1653.0,True,True,False,False,False,False,0.0,True,0,0.0,0.19669567267673255,0.5083995933370077,0.0,0.0,0.0,0.0,1.0
2000-05-02,1789.5,0.021404109589041154,0.021178258709743325,98.28682060172385,0.021404109589041154,0.009372352048866151,True,1878.0,1653.0,True,True,False,False,False,False,1.0,True,0,0.0,0.194363020151701,0.5145011634515129,0.0,0.0,0.0,0.0,1.0
2000-05-03,1772.0,-0.009779267951941839,-0.009827399041054008,105.09441397122694,0.009779267951941839,0.010442557528318209,False,1878.0,1653.0,True,True,False,False,False,False,2.0,True,0,0.0,0.2070690589691401,0.4829306729737116,0.0,-0.0,0.0,-0.0,1.0
2000-05-04,1777.0,0.0028216704288939187,0.0028176969896245296,108.75658180400671,0.0028216704288939187,0.010731977026257378,False,1878.0,1653.0,True,True,False,False,False,False,3.0,True,0,0.0,0.21042930821255748,0.4752189742456819,0.0,0.0,0.0,0.0,1.0
2000-05-05,1811.0,0.019133370849746756,0.018952629728762105,88.75896620899947,0.019133370849746756,0.009298933472716386,True,1871.0,1653.0,True,True,False,False,False,False,4.0,True,0,0.0,0.20989137178336578,0.4764369261601308,0.0,0.0,0.0,0.0,1.0
2000-05-08,1795.0,-0.008834897846493606,-0.008874156961033997,92.78736105889126,0.008834897846493606,0.010063521636953131,False,1868.0,1653.0,True,True,False,False,False,False,0.0,True,0,0.0,0.18303073660738978,0.5463563216406929,0.0,-0.0,0.0,-0.0,1.0
2000-05-09,1801.0,0.003342618384401197,0.0033370442535769484,94.49534617437372,0.003342618384401197,0.009748814437910269,False,1868.0,1653.0,True,True,False,False,False,False,1.0,True,0,0.0,0.18627587384640706,0.5368381741290584,0.0,0.0,0.0,0.0,1.0
2000-05-10,1795.0,-0.003331482509716821,-0.0033370442535769484,93.05440005388961,0.003331482509716821,0.009506827881969604,False,1868.0,1653.0,True,True,False,False,False,False,2.0,True,0,0.0,0.1810611557178731,0.5522995785789558,0.0,-0.0,0.0,-0.0,1.0
2000-05-11,1798.0,0.0016713091922004875,0.0016699141091862657,93.44902095436599,0.0016713091922004875,0.009528474471223564,False,1868.0,1653.0,True,True,False,False,False,False,3.0,True,0,0.0,0.18090590638052123,0.5527735495250107,0.0,0.0,0.0,0.0,1.0
2000-05-12,1828.0,0.016685205784204626,0.016547536982529643,89.73824120531135,0.016685205784204626,0.009059714349438242,False,1868.0,1653.0,True,False,False,False,False,False,4.0,True,0,0.0,0.18005085888560884,0.5553986280261662,0.0,0.0,0.0,0.0,1.0
2000-05-15,1828.0,0.0,0.0,83.0583803015647,0.0,0.00895335147580309,False,1868.0,1653.0,True,False,False,False,False,False,0.0,True,0,0.0,0.1800194914462874,0.5554954032843555,0.0,0.0,0.0,0.0,1.0
2000-05-16,1848.0,0.010940919037199182,0.01088150018753442,80.49714285400051,0.010940919037199182,0.008474022536318371,False,1868.0,1653.0,True,False,False,False,False,False,1.0,True,0,0.0,0.16148733418560635,0.6192436112981125,0.0,0.0,0.0,0.0,1.0
2000-05-17,1833.0,-0.008116883116883078,-0.008150004361924701,77.09775688251652,0.008116883116883078,0.008083379437966599,False,1868.0,1653.0,True,False,False,False,False,False,2.0,True,0,0.0,0.15460877653956845,0.6467938123448469,0.0,-0.0,0.0,-0.0,1.0
2000-05-18,1835.0,0.0010911074740862503,0.001090512648965536,79.0529507616429,0.0010911074740862503,0.007776634520176545,False,1868.0,1653.0,True,False,False,False,False,False,3.0,True,0,0.0,0.15331329102841268,0.6522591702859446,0.0,0.0,0.0,0.0,1.0
2000-05-19,1826.0,-0.004904632152588517,-0.004916699333756824,76.4728080026731,0.004904632152588517,0.00753844984704245,False,1848.0,1653.0,True,False,False,False,False,False,4.0,True,0,0.0,0.14904065264891173,0.6709578777514176,0.0,-0.0,0.0,-0.0,1.0
2000-05-22,1820.0,-0.003285870755750264,-0.003291281084072395,78.24345589037338,0.003285870755750264,0.007607003009442193,False,1848.0,1653.0,True,False,False,False,False,False,0.0,True,0,0.0,0.14832681967096198,0.6741869084891938,0.0,-0.0,0.0,-0.0,1.0
2000-05-23,1818.0,-0.001098901098901095,-0.0010995053334168503,78.60108347569177,0.001098901098901095,0.007771296547229706,False,1848.0,1653.0,True,False,False,False,False,False,1.0,True,0,0.0,0.15018164877108353,0.6658603152801073,0.0,-0.0,0.0,-0.0,1.0
2000-05-24,1828.0,0.005500550055005604,0.005485477276670814,75.2944259757385,0.005500550055005604,0.007063330804052697,False,1848.0,1653.0,True,False,False,False,False,False,2.0,True,0,0.0,0.15052300043447978,0.6643502967078336,0.0,0.0,0.0,0.0,1.0
2000-05-25,1811.0,-0.009299781181619227,-0.009343294130681912,75.17112351245726,0.009299781181619227,0.007049340965762513,False,1848.0,1653.0,True,False,False,False,False,False,3.0,True,0,0.0,0.14428350611786075,0.6930799139183178,0.0,-0.0,0.0,-0.0,1.0
2000-05-26,1821.0,0.005521811154058476,0.005506621844195259,77.11310842552069,0.005521811154058476,0.007212605886912438,False,1848.0,1653.0,True,False,False,False,False,False,4.0,True,0,0.0,0.14954361348358092,0.6687012415343265,0.0,0.0,0.0,0.0,1.0
2000-05-29,1824.0,0.0016474464579900872,0.0016460909066680074,73.97755181747205,0.0016474464579900872,0.006838219428136605,False,1848.0,1653.0,True,False,False,False,False,False,0.0,True,0,0.0,0.14710925862225918,0.679766868085276,0.0,0.0,0.0,0.0,1.0
2000-05-30,1764.0,-0.03289473684210531,-0.03344793406753954,74.2971983164631,0.03289473684210531,0.006920591751036109,True,1848.0,1653.0,True,True,False,True,False,True,1.0,True,0,0.0,0.14205898827552457,0.7039329310585345,0.0,-0.0,0.0,-0.0,1.0
2000-05-31,1770.0,0.00340136054421758,0.0033955890011378997,90.18579502523592,0.00340136054421758,0.007495123113689317,False,1848.0,1653.0,True,True,False,False,False,False,2.0,True,0,0.0,0.18651600672214608,0.5361470136392666,0.0,0.0,0.0,0.0,1.0
2000-06-01,1777.0,0.00395480225988698,0.0039470025867762715,85.80289396435116,0.00395480225988698,0.007176227743303104,False,1848.0,1653.0,True,True,False,False,False,False,3.0,True,0,0.0,0.17071749705600447,0.5857630396677773,0.0,0.0,0.0,0.0,1.0
2000-06-02,1746.0,-0.017445132245357375,-0.017599091755103657,86.24214638934701,0.017445132245357375,0.007232884334852757,True,1848.0,1653.0,True,True,False,False,False,False,4.0,True,0,0.0,0.16788300131530612,0.5956529202869503,0.0,-0.0,0.0,-0.0,1.0
2000-06-05,1754.0,0.004581901489117968,0.004571436532581075,84.32177772269411,0.004581901489117968,0.007148472404633288,False,1848.0,1653.0,True,True,False,False,False,False,0.0,True,0,0.0,0.1782371205223816,0.5610503564404408,0.0,0.0,0.0,0.0,1.0
2000-06-06,1760.0,0.003420752565564511,0.0034149151000688605,82.50639218169007,0.003420752565564511,0.006935822586764506,False,1848.0,1653.0,True,True,False,False,False,False,1.0,True,0,0.0,0.16434188856902887,0.6084875917559922,0.0,0.0,0.0,0.0,1.0
