combo_id,threshold,z_std_lb,veto_enabled,veto_abs_threshold,veto_stdev_lb,vol_cap,vol_lookback_days,IS_sharpe_252,IS_sharpe_104,IS_ann_vol,IS_maxDD_pct,IS_turn_pa,IS_hit,IS_participation_pct,IS_avg_hold_days,OOS_sharpe_252,OOS_sharpe_104,OOS_ann_vol,OOS_maxDD_pct,OOS_turn_pa,OOS_hit,OOS_participation_pct,OOS_avg_hold_days,N_IS,N_OOS
1,0.65,252,False,0.3,100,2.5,21,-0.15513555006915158,-0.20447141817637027,0.07192484282132654,-36.65411254301352,24.17905258143802,20.063897763578275,41.29925452609159,3.00640204865557,-0.21468478727934612,-0.04913405646131422,0.07689898467675561,-30.815213642860872,27.953037213144327,20.860108749382107,44.73554127533366,2.9206349206349205,4695,2023
2,0.7,252,False,0.3,100,2.5,21,-0.1643067273500241,-0.19859705938963543,0.06974209631749745,-34.68259309744878,22.984304163426025,18.956336528221513,38.743343982960596,3.164420485175202,-0.29071975027823416,-0.21316739503133703,0.07396505977068601,-30.29934763117035,27.7373042367925,18.9817103311913,41.02817597627286,3.029940119760479,4695,2023
3,0.75,252,False,0.3,100,2.5,21,-0.2039283112481981,-0.23220055607503673,0.06733563653536237,-34.314243222271244,21.86434658044683,17.763578274760384,36.23003194888179,3.3281360737065913,-0.23616532179608002,-0.11682260374322756,0.07179003560482133,-28.858335862050467,26.613203917396184,17.844784972812654,38.655462184873954,3.1625,4695,2023
4,0.8,252,False,0.3,100,2.5,21,-0.3191842051274537,-0.37713291086502876,0.06501473303477495,-40.2155164076366,20.4588524765217,16.293929712460063,33.33333333333333,3.5441509433962266,-0.3410997977473049,-0.22591325478514138,0.06924108136533352,-29.731859367423162,24.766080853546022,15.916955017301039,34.997528423133964,3.4131534569983137,4695,2023
5,0.85,252,False,0.3,100,2.5,21,-0.3104331590597581,-0.36765162762773146,0.06334010038441727,-41.81280866940041,19.576274362836475,15.314164004259851,31.224707135250267,3.738853503184713,-0.30465339280356213,-0.17196457046598718,0.06664365652684238,-29.633644583774853,22.600257491157624,14.681166584280772,31.883341571922884,3.7001828153564897,4695,2023
