dt,ret,raw_pnl,entry_cost,ret_unscaled,scale_t,ret_scaled
2000-04-06,-0.031482541499713745,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-07,-0.0038416075650118398,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-10,0.015129041827350864,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-11,0.008182349503214503,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-12,-0.0028985507246376274,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-13,-0.01104651162790693,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-14,-0.018812463256907663,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-17,-0.009586578789694378,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-18,0.018753781004234638,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-19,0.014251781472684133,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-20,-0.005854800936768156,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-21,0.0035335689045936647,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-24,0.0,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-25,0.015258215962441257,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-26,0.005780346820809301,0.0,-0.0,0.0,1.412115812099297,0.0
2000-04-27,-0.0060344827586207295,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-04-28,0.013009540329575131,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-01,0.0,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-02,0.021404109589041154,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-03,-0.009779267951941839,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-05-04,0.0028216704288939187,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-05,0.019133370849746756,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-08,-0.008834897846493606,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-05-09,0.003342618384401197,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-10,-0.003331482509716821,-0.0,-0.0,-0.0,1.412115812099297,-0.0
2000-05-11,0.0016713091922004875,0.0,-0.0,0.0,1.412115812099297,0.0
2000-05-12,0.016685205784204626,0.0,-0.00030000000000000003,-0.00030000000000000003,1.412115812099297,-0.00042363474362978914
2000-05-15,0.0,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.4121918405344496,-0.0004236575521603349
2000-05-16,0.010940919037199182,-0.021881838074398363,-0.00030000000000000003,-0.022181838074398365,1.4122694908361462,-0.03132673316314042
2000-05-17,-0.008116883116883078,0.016233766233766156,-0.0,0.016233766233766156,1.2053564948685787,0.01956747556604826
2000-05-18,0.0010911074740862503,-0.0010911074740862503,-0.0,-0.0010911074740862503,1.1169439721035952,-0.001218705916097817
2000-05-19,-0.004904632152588517,-0.0,-0.0,-0.0,1.116907268132101,-0.0
2000-05-22,-0.003285870755750264,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.116907268132101,-0.00033507218043963037
2000-05-23,-0.001098901098901095,-0.001098901098901095,-0.00030000000000000003,-0.001398901098901095,1.1169651633607556,-0.001562523794459602
2000-05-24,0.005500550055005604,0.011001100110011208,-0.0,0.011001100110011208,1.1168172488635733,0.012286218359335471
2000-05-25,-0.009299781181619227,-0.009299781181619227,-0.00030000000000000003,-0.009599781181619227,1.0821287183725021,-0.010388198906722077
2000-05-26,0.005521811154058476,0.005521811154058476,-0.0,0.005521811154058476,1.0614374560036464,0.005861057183896387
2000-05-29,0.0016474464579900872,0.0016474464579900872,-0.0,0.0016474464579900872,1.0530443953199966,0.0017348342591762414
2000-05-30,-0.03289473684210531,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.0521056386008947,-0.00031563169158026845
2000-05-31,0.00340136054421758,0.00340136054421758,-0.00030000000000000003,0.00310136054421758,1.0521387845638481,0.0032630617134873593
2000-06-01,0.00395480225988698,0.00790960451977396,-0.0,0.00790960451977396,1.0493818315418526,0.008300195277732115
2000-06-02,-0.017445132245357375,-0.017445132245357375,-0.00030000000000000003,-0.017745132245357377,1.0342421037356193,-0.018352762904505188
2000-06-05,0.004581901489117968,0.004581901489117968,-0.0,0.004581901489117968,0.9732218055746646,0.0044592064402046334
2000-06-06,0.003420752565564511,0.003420752565564511,-0.0,0.003420752565564511,0.9686071619983079,0.0033133654344298714
2000-06-07,-0.025568181818181768,-0.0,-0.0,-0.0,0.9659978952240558,-0.0
2000-06-08,0.014577259475218707,0.0,-0.0,0.0,0.9659978952240558,0.0
2000-06-09,0.004885057471264442,0.0,-0.0,0.0,0.9659978952240558,0.0
2000-06-12,-0.00972261938804686,-0.0,-0.0,-0.0,0.9659744197402155,-0.0
2000-06-13,0.01472711521801906,0.0,-0.0,0.0,0.9673531651623106,0.0
2000-06-14,0.00626067159931698,0.0,-0.00030000000000000003,-0.00030000000000000003,1.0244328693886042,-0.0003073298608165813
2000-06-15,0.0005656108597285048,-0.0005656108597285048,-0.00030000000000000003,-0.0008656108597285048,1.0605808296216066,-0.0009180502837403297
2000-06-16,0.018089315997738886,-0.03617863199547777,-0.00030000000000000003,-0.036478631995477774,1.1858892850635891,-0.04325961881721491
2000-06-19,0.002220988339811214,-0.004441976679622428,-0.00030000000000000003,-0.004741976679622428,0.9236679947350314,-0.00438001209074713
2000-06-20,-0.009418282548476431,0.018836565096952862,-0.0,0.018836565096952862,0.9282661572759358,0.017485345898826447
2000-06-21,0.006431767337807592,-0.006431767337807592,-0.0,-0.006431767337807592,0.8733317196758879,-0.005617066429682712
2000-06-22,0.0008335648791331085,0.0,-0.0,0.0,0.8686943314670398,0.0
2000-06-23,-0.013325930038867284,-0.0,-0.00030000000000000003,-0.00030000000000000003,0.8804224084422786,-0.0002641267225326836
2000-06-26,0.014631401238041741,0.014631401238041741,-0.0,0.014631401238041741,0.8855706405632521,0.012957139366710585
2000-06-27,-0.004991680532445919,-0.004991680532445919,-0.0,-0.004991680532445919,0.8575652806843949,-0.004280691916893814
2000-06-28,0.0078037904124861335,0.0,-0.0,0.0,0.8548795365124092,0.0
2000-06-29,-0.015486725663716783,-0.0,-0.00030000000000000003,-0.00030000000000000003,0.8548795365124092,-0.00025646386095372277
2000-06-30,0.00561797752808979,0.00561797752808979,-0.0,0.00561797752808979,0.8548795365124092,0.00480269402535053
2000-07-03,0.0022346368715084886,0.0022346368715084886,-0.0,0.0022346368715084886,0.8504814558041959,0.0019005172196742731
2000-07-04,-0.0039018952062430667,-0.0,-0.0,-0.0,0.8514391877886486,-0.0
2000-07-05,0.0,0.0,-0.0,0.0,0.8514391877886486,0.0
2000-07-06,-0.011191941801902638,-0.0,-0.00030000000000000003,-0.00030000000000000003,0.8514391877886486,-0.0002554317563365946
2000-07-07,0.0005659309564232107,0.0005659309564232107,-0.00030000000000000003,0.00026593095642321065,0.8514434064028602,0.00022642515940494905
2000-07-10,0.01074660633484159,0.02149321266968318,-0.0,0.02149321266968318,0.8514210706515621,0.018299774142963375
2000-07-11,0.003357582540570725,0.003357582540570725,-0.0,0.003357582540570725,0.7994006804030386,0.0026840537674416003
2000-07-12,0.008365867261572735,0.0,-0.00030000000000000003,-0.00030000000000000003,0.7983625302891549,-0.00023950875908674652
2000-07-13,-0.0011061946902655162,0.0011061946902655162,-0.0,0.0011061946902655162,0.7983419549899509,0.0008831216316260754
2000-07-14,-0.0033222591362126463,0.0033222591362126463,-0.0,0.0033222591362126463,0.7982609751154724,0.0026520298176593944
2000-07-17,0.018333333333333313,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-18,0.0016366612111293755,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-19,-0.0010893246187363426,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-07-20,0.0016357688113413094,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-21,0.016875340228633684,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-24,0.007494646680942241,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-25,-0.004250797024442088,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-07-26,-0.0026680896478121774,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-07-27,0.005885500267522659,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-07-28,-0.0005319148936170359,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-07-31,0.0029270888770622783,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-08-01,0.0018572565667285268,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-08-02,0.0010593220338983578,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-08-03,-0.007936507936507908,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-08-04,-0.0005333333333333856,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-08-07,0.004268943436499528,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-08-08,-0.004782146652497321,-0.0,-0.0,-0.0,0.7972943222756389,-0.0
2000-08-09,0.0069407367859049,0.0,-0.0,0.0,0.7972943222756389,0.0
2000-08-10,-0.003711558854718966,-0.0,-0.0,-0.0,0.7973190921677591,-0.0
2000-08-11,-0.0047897817988291624,-0.0,-0.00030000000000000003,-0.00030000000000000003,0.7973441540357252,-0.0002392032462107176
2000-08-14,0.007219251336898491,0.007219251336898491,-0.0,0.007219251336898491,0.8548319380266599,0.0061712466114224925
2000-08-15,0.0,0.0,-0.0,0.0,0.8811996356790462,0.0
2000-08-16,-0.0018582426333952906,-0.0,-0.0,-0.0,0.8815052616366837,-0.0
2000-08-17,0.0031914893617022155,0.0,-0.0,0.0,0.8815052616366837,0.0
2000-08-18,0.0005302226935313126,0.0,-0.0,0.0,0.8815577360690211,0.0
2000-08-21,-0.012718600953895098,-0.0,-0.00030000000000000003,-0.00030000000000000003,0.8820186101551738,-0.0002646055830465522
2000-08-22,0.005904455179817525,0.005904455179817525,-0.0,0.005904455179817525,0.8977112390624803,0.00530049577546287
2000-08-23,-0.0008004268943436754,-0.0008004268943436754,-0.0,-0.0008004268943436754,0.908231678804567,-0.0007269730620100821
2000-08-24,0.002937249666221664,0.0,-0.0,0.0,0.9117211512609281,0.0
2000-08-25,-0.0005324813631523151,-0.0,-0.0,-0.0,0.911899746671776,-0.0
2000-08-28,0.0037293553542887548,0.0,-0.00030000000000000003,-0.00030000000000000003,0.9119548517374525,-0.0002735864555212358
2000-08-29,0.015392781316348136,-0.015392781316348136,-0.00030000000000000003,-0.015692781316348138,0.9129571988999655,-0.01432683767352291
2000-08-30,0.003659174072137894,-0.007318348144275788,-0.0,-0.007318348144275788,0.8848021037440564,-0.006475289833986628
2000-08-31,0.002083333333333437,-0.002083333333333437,-0.0,-0.002083333333333437,0.9237598495062577,-0.001924499686471466
2000-09-01,0.0036382536382535413,0.0,-0.0,0.0,0.9260960217741786,0.0
2000-09-04,0.007767995857068888,0.0,-0.00030000000000000003,-0.00030000000000000003,0.9278928782872368,-0.00027836786348617103
2000-09-05,0.0066803699897224345,-0.0066803699897224345,-0.0,-0.0066803699897224345,0.9278754019847396,-0.006198550989620495
2000-09-06,-0.0015313935681470214,0.0015313935681470214,-0.0,0.0015313935681470214,0.9208745763189703,0.0014102214032449846
2000-09-07,0.0035787321063394106,0.0,-0.0,0.0,0.9204779619558486,0.0
2000-09-08,0.010188487009679115,0.0,-0.0,0.0,0.9204779619558486,0.0
2000-09-11,-0.0020171457387796465,-0.0,-0.0,-0.0,0.9204779619558486,-0.0
2000-09-12,0.012632642748862999,0.0,-0.00030000000000000003,-0.00030000000000000003,0.9204873743080415,-0.0002761462122924125
2000-09-13,0.007984031936127733,-0.007984031936127733,-0.0,-0.007984031936127733,0.9205827175810078,-0.0073499618170140245
2000-09-14,0.000990099009900991,-0.000990099009900991,-0.0,-0.000990099009900991,1.2226861664262771,-0.0012105803627982953
2000-09-15,-0.003956478733926794,-0.0,-0.0,-0.0,1.2318686007638089,-0.0
2000-09-18,-0.00794438927507446,-0.0,-0.0,-0.0,1.3841726310231532,-0.0
2000-09-19,0.0,0.0,-0.0,0.0,1.4082696375735257,0.0
2000-09-20,-0.011011011011010985,-0.0,-0.0,-0.0,1.4082696375735257,-0.0
2000-09-21,0.007591093117408798,0.0,-0.0,0.0,1.4084135251092869,0.0
2000-09-22,0.00954294324460081,0.0,-0.0,0.0,1.5,0.0
2000-09-25,0.003980099502487455,0.0,-0.0,0.0,1.5,0.0
2000-09-26,-0.011397423191278455,-0.0,-0.0,-0.0,1.5,-0.0
2000-09-27,-0.0025062656641604564,-0.0,-0.0,-0.0,1.5,-0.0
2000-09-28,-0.0030150753768843908,-0.0,-0.0,-0.0,1.5,-0.0
2000-09-29,0.0065524193548387455,0.0,-0.0,0.0,1.5,0.0
2000-10-02,-0.015523284927391079,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.5,-0.00045000000000000004
2000-10-03,-0.00661241098677523,-0.00661241098677523,-0.0,-0.00661241098677523,1.5,-0.009918616480162845
2000-10-04,-0.004096262160778297,-0.004096262160778297,-0.0,-0.004096262160778297,1.5,-0.006144393241167445
2000-10-05,0.013367609254498758,0.0,-0.0,0.0,1.5,0.0
2000-10-06,-0.006595636732623089,-0.0,-0.0,-0.0,1.5,-0.0
2000-10-09,-0.009193054136874323,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.5,-0.00045000000000000004
2000-10-10,0.009793814432989656,0.009793814432989656,-0.0,0.009793814432989656,1.5,0.014690721649484484
2000-10-11,-0.006125574272588086,-0.006125574272588086,-0.0,-0.006125574272588086,1.5,-0.009188361408882129
2000-10-12,-0.009758602978941933,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.5,-0.00045000000000000004
2000-10-13,0.006224066390041472,0.006224066390041472,-0.0,0.006224066390041472,1.5,0.009336099585062207
2000-10-16,-0.0020618556701030855,-0.0020618556701030855,-0.0,-0.0020618556701030855,1.5,-0.003092783505154628
2000-10-17,-0.011363636363636354,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.5,-0.00045000000000000004
2000-10-18,-0.010449320794148398,-0.010449320794148398,-0.00030000000000000003,-0.010749320794148398,1.5,-0.016123981191222596
2000-10-19,0.004223864836325308,0.008447729672650617,-0.0,0.008447729672650617,1.5,0.012671594508975925
2000-10-20,-0.009463722397476393,-0.009463722397476393,-0.00030000000000000003,-0.009763722397476393,1.5,-0.014645583596214588
2000-10-23,0.0005307855626326408,0.0005307855626326408,-0.0,0.0005307855626326408,1.5,0.0007961783439489611
2000-10-24,0.0053050397877985045,0.0053050397877985045,-0.0,0.0053050397877985045,1.5,0.007957559681697757
2000-10-25,-0.015303430079155689,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.5,-0.00045000000000000004
2000-10-26,-0.020364415862808127,-0.020364415862808127,-0.0,-0.020364415862808127,1.5,-0.03054662379421219
2000-10-27,0.009846827133479286,0.009846827133479286,-0.0,0.009846827133479286,1.3312051569793768,0.01310814705997208
2000-10-30,-0.00325027085590468,-0.0,-0.0,-0.0,1.280482723594172,-0.0
2000-10-31,0.011413043478260887,0.0,-0.0,0.0,1.280482723594172,0.0
2000-11-01,-0.015045674368619033,-0.0,-0.0,-0.0,1.280482723594172,-0.0
2000-11-02,0.0016366612111293755,0.0,-0.0,0.0,1.280482723594172,0.0
2000-11-03,0.002178649237472685,0.0,-0.0,0.0,1.280482723594172,0.0
2000-11-06,-0.008695652173912993,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.280482723594172,-0.00038414481707825163
2000-11-07,-0.006030701754385914,-0.006030701754385914,-0.00030000000000000003,-0.006330701754385914,1.280643595919614,-0.008107372659431386
2000-11-08,0.004412575841147293,0.008825151682294585,-0.0,0.008825151682294585,1.268457651368331,0.011194331175892665
2000-11-09,0.010433827567270626,0.010433827567270626,-0.0,0.010433827567270626,1.2322178752441246,0.012856748835605785
2000-11-10,-0.011956521739130421,-0.0,-0.0,-0.0,1.209872184788058,-0.0
2000-11-13,-0.014301430143014326,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.209872184788058,-0.00036296165543641746
2000-11-14,0.010044642857142794,0.010044642857142794,-0.0,0.010044642857142794,1.2099886172050502,0.012153903521032794
2000-11-15,0.0005524861878452025,0.0005524861878452025,-0.0,0.0005524861878452025,1.1717203635224893,0.000647359316863135
2000-11-16,-0.006902263942573206,-0.0,-0.0,-0.0,1.1714315864278957,-0.0
2000-11-17,0.003058103975535076,0.0,-0.0,0.0,1.1713583726654475,0.0
2000-11-20,-0.0044345898004434225,-0.0,-0.0,-0.0,1.1849775198071957,-0.0
2000-11-21,0.00445434298440972,0.0,-0.0,0.0,1.1848633428480682,0.0
2000-11-22,-0.006651884700665134,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.1848633428480682,-0.0003554590028544205
2000-11-23,-0.0005580357142856984,-0.0005580357142856984,-0.00030000000000000003,-0.0008580357142856985,1.184955293640409,-0.001016733961775368
2000-11-24,0.012283640424344044,0.02456728084868809,-0.00030000000000000003,0.024267280848688087,1.1849695502198754,0.02875598887232932
2000-11-27,0.014616657473800254,0.0,-0.0,0.0,1.0789749693479145,0.0
2000-11-28,0.00842620277249262,-0.00842620277249262,-0.0,-0.00842620277249262,1.0929566879773438,-0.009209474674449044
2000-11-29,-0.0005390835579515141,-0.0,-0.0,-0.0,1.075708105790746,-0.0
2000-11-30,-0.006472491909385147,-0.0,-0.0,-0.0,1.075708105790746,-0.0
2000-12-01,0.004071661237784907,0.0,-0.0,0.0,1.0757350409955964,0.0
2000-12-04,0.0040551500405514584,0.0,-0.0,0.0,1.0873153618153168,0.0
2000-12-05,0.009154550350026991,0.0,-0.0,0.0,1.0878189706679997,0.0
2000-12-06,0.002134471718249653,0.0,-0.0,0.0,1.0878189706679997,0.0
2000-12-07,0.006922257720979763,0.0,-0.0,0.0,1.0878189706679997,0.0
2000-12-08,0.01322051824431525,0.0,-0.0,0.0,1.0878189706679997,0.0
2000-12-11,0.006002087682672297,0.0,-0.0,0.0,1.0878601877864666,0.0
2000-12-12,-0.014267185473411104,-0.0,-0.0,-0.0,1.1054411787334826,-0.0
2000-12-13,0.000526315789473708,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-14,0.004734350341925264,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-15,-0.0010471204188481353,-0.0,-0.0,-0.0,1.1058420124799067,-0.0
2000-12-18,-0.01572327044025157,-0.0,-0.0,-0.0,1.1058420124799067,-0.0
2000-12-19,0.0010649627263046302,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-20,-0.011702127659574457,-0.0,-0.0,-0.0,1.1058420124799067,-0.0
2000-12-21,-0.005920344456404769,-0.0,-0.0,-0.0,1.1058420124799067,-0.0
2000-12-22,0.0010828370330264736,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-25,0.0,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-26,0.0,0.0,-0.0,0.0,1.1058420124799067,0.0
2000-12-27,-0.005408328826392639,-0.0,-0.00030000000000000003,-0.00030000000000000003,1.1058420124799067,-0.000331752603743972
2000-12-28,0.0010875475802065715,0.0010875475802065715,-0.0,0.0010875475802065715,1.10577560503019,0.0012025835835020406
2000-12-29,-0.0076045627376425395,-0.0076045627376425395,-0.00030000000000000003,-0.00790456273764254,1.1056811486994287,-0.008739926007723303
2001-01-01,0.0,0.0,-0.00030000000000000003,-0.00030000000000000003,1.100459498680872,-0.00033013784960426166
2001-01-02,-0.030925013683634428,-0.061850027367268856,-0.0,-0.061850027367268856,1.105526423345844,-0.06837683953917931
2001-01-03,-0.017226772098277277,-0.017226772098277277,-0.0,-0.017226772098277277,0.6537409974429151,-0.011261847174249566
2001-01-04,0.01551724137931032,0.0,-0.0,0.0,0.6391982096165556,0.0
2001-01-05,-0.009054895302773036,-0.0,-0.0,-0.0,0.6391736361311114,-0.0
2001-01-08,0.0159908623643632,0.0,-0.0,0.0,0.6453028449731635,0.0
2001-01-09,0.005621135469364713,0.0,-0.0,0.0,0.6466397237164493,0.0
2001-01-10,-0.0011179429849077493,-0.0,-0.0,-0.0,0.6466125474706914,-0.0
2001-01-11,0.005595970900951208,0.0,-0.0,0.0,0.6494217909593689,0.0
2001-01-12,0.005843071786310494,0.0,-0.0,0.0,0.649413490820786,0.0
2001-01-15,-0.003042876901798053,-0.0,-0.0,-0.0,0.6493839487949102,-0.0
2001-01-16,-0.022752497225305257,-0.0,-0.0,-0.0,0.6546437970853813,-0.0
2001-01-17,0.008517887563884052,0.0,-0.0,0.0,0.6595977014077469,0.0
2001-01-18,0.02421171171171177,0.0,-0.00030000000000000003,-0.00030000000000000003,0.6640690210944292,-0.00019922070632832879
2001-01-19,-0.0010995052226497881,0.0010995052226497881,-0.0,0.0010995052226497881,0.6641641221601158,0.0007302519210116592
2001-01-22,0.006053935057787507,-0.006053935057787507,-0.0,-0.006053935057787507,0.6661959666671,-0.004033107117962595
2001-01-23,-0.003282275711159688,-0.0,-0.0,-0.0,0.6647063681394463,-0.0
2001-01-24,-0.008781558726673966,-0.0,-0.0,-0.0,0.6881848160315116,-0.0
2001-01-25,0.0019379844961240345,0.0,-0.0,0.0,0.6956269838577833,0.0
2001-01-26,-0.0019342359767892114,-0.0,-0.0,-0.0,0.6956269838577833,-0.0
2001-01-29,-0.007198228128460715,-0.0,-0.0,-0.0,0.6956269838577833,-0.0
2001-01-30,0.006134969325153339,0.0,-0.0,0.0,0.6956269838577833,0.0
2001-01-31,0.006651884700665134,0.0,-0.0,0.0,0.6956269838577833,0.0
2001-02-01,0.0016519823788545551,0.0,-0.0,0.0,0.6956269838577833,0.0
2001-02-02,-0.00604727872457389,-0.0,-0.0,-0.0,0.6955984282482964,-0.0
2001-02-05,-0.009402654867256666,-0.0,-0.0,-0.0,0.6976194554001189,-0.0
