combo_id,threshold,z_std_lb,veto_enabled,veto_abs_threshold,veto_stdev_lb,vol_cap,vol_lookback_days,IS_sharpe_252,IS_sharpe_104,IS_ann_vol,IS_maxDD_pct,IS_turn_pa,IS_hit,IS_participation_pct,IS_avg_hold_days,OOS_sharpe_252,OOS_sharpe_104,OOS_ann_vol,OOS_maxDD_pct,OOS_turn_pa,OOS_hit,OOS_participation_pct,OOS_avg_hold_days,N_IS,N_OOS
1,0.75,252,False,0.3,100,2.5,21,-0.34167968751944466,-0.3845781788797373,0.06865994874132492,-38.829572559914816,23.02234619874158,18.35995740149095,37.891373801916934,3.1945578231292515,-0.23616532179668834,-0.116822603743483,0.07179003560436258,-28.858335861877606,26.61320391721862,17.844784972812654,38.655462184873954,3.1625,4695,2023
