date,price,signal_raw,pos_dir,lev,position,ret,strat_ret,equity
2000-03-08,1728.0,0.0,0.0,0.46872181272187086,0.0,-0.012079525654601575,-0.0,1.0
2000-03-09,1754.0,0.0,0.0,0.46872181272187086,0.0,0.014934223568127791,0.0,1.0
2000-03-10,1756.0,0.0,0.0,0.46872181272187086,0.0,0.001139601262933887,0.0,1.0
2000-03-13,1738.5,0.0,0.0,0.46872181272187086,0.0,-0.010015822747146075,-0.0,1.0
2000-03-14,1771.0,0.0,0.0,0.42107477716002734,0.0,0.018521686334917575,0.0,1.0
2000-03-15,1776.0,0.0,0.0,0.42107477716002734,0.0,0.0028192857692816986,0.0,1.0
2000-03-16,1791.0,0.0,0.0,0.42107477716002734,0.0,0.008410478508595887,0.0,1.0
2000-03-17,1802.0,0.0,0.0,0.42107477716002734,0.0,0.0061230361075717,0.0,1.0
2000-03-20,1783.0,0.0,0.0,0.42107477716002734,0.0,-0.010599820305142948,-0.0,1.0
2000-03-21,1805.0,0.0,0.0,0.42107477716002734,0.0,0.012263252903840893,0.0,1.0
2000-03-22,1794.0,0.0,0.0,0.42107477716002734,0.0,-0.006112828148239657,-0.0,1.0
2000-03-23,1793.0,0.0,0.0,0.42107477716002734,0.0,-0.0005575690136083722,-0.0,1.0
2000-03-24,1780.0,0.0,0.0,0.42107477716002734,0.0,-0.007276830319002059,-0.0,1.0
2000-03-27,1763.0,-1.0,-1.0,0.42107477716002734,-0.42107477716002734,-0.00959646088826105,-6.31612165740041e-05,0.999936838783426
2000-03-28,1768.0,0.0,-1.0,0.42107477716002734,-0.42107477716002734,0.002832060799718761,-0.001192509370145226,0.9987444047336234
2000-03-29,1774.0,0.0,-1.0,0.42107477716002734,-0.42107477716002734,0.0033879196719359683,-0.0014265675208965107,0.9973196284041532
2000-03-30,1780.0,0.0,0.0,0.42107477716002734,0.0,0.00337648041660632,-0.0014849119555817066,0.9958386965643995
2000-03-31,1764.0,0.0,0.0,0.42107477716002734,0.0,-0.009029406719394117,-0.0,0.9958386965643995
2000-04-03,1754.0,-1.0,-1.0,0.467976596022932,-0.467976596022932,-0.005685063634608412,-7.01964894034398e-05,0.9957687921838886
2000-04-04,1754.0,0.0,-1.0,0.467976596022932,-0.467976596022932,0.0,-0.0,0.9957687921838886
2000-04-05,1747.0,-1.0,-1.0,0.467976596022932,-0.467976596022932,-0.003998862798072267,0.0018713742002045967,0.9976322482109503
2000-04-06,1692.0,0.0,0.0,0.561829550937794,0.0,-0.0319887699678878,0.014899799191129288,1.0124967683758883
2000-04-07,1685.5,0.0,0.0,0.561829550937794,0.0,-0.003849005492052804,-0.0,1.0124967683758883
2000-04-10,1711.0,-1.0,-1.0,0.561829550937794,-0.561829550937794,0.015015739218077861,-8.42744326406691e-05,1.012411440785183
2000-04-11,1725.0,0.0,-1.0,0.561829550937794,-0.561829550937794,0.008149055573266395,-0.0045783802332953856,1.00777623625673
2000-04-12,1720.0,-1.0,-1.0,0.561829550937794,-0.561829550937794,-0.0029027596579611625,0.0016308561551126644,1.0094197743346054
2000-04-13,1701.0,0.0,0.0,0.561829550937794,0.0,-0.011107977411636938,0.00615651552836647,1.0156342828499365
2000-04-14,1669.0,0.0,0.0,0.561829550937794,0.0,-0.018991668734027023,-0.0,1.0156342828499365
2000-04-17,1653.0,-1.0,-1.0,0.561829550937794,-0.561829550937794,-0.00963282584081071,-8.42744326406691e-05,1.0155486908469789
2000-04-18,1684.0,0.0,-1.0,0.561829550937794,-0.561829550937794,0.018580096981247962,-0.010438847543355204,1.0049475328903732
2000-04-19,1708.0,-1.0,-1.0,0.561829550937794,-0.561829550937794,0.014151179546243675,-0.00795055084970618,0.9969576464288415
2000-04-20,1698.0,0.0,0.0,0.561829550937794,0.0,-0.005872007477223384,0.0032147928913911134,1.000162658783599
2000-04-21,1704.0,0.0,0.0,0.561829550937794,0.0,0.003527340517968547,0.0,1.000162658783599
2000-04-24,1704.0,-1.0,-1.0,0.561829550937794,-0.561829550937794,0.0,-8.42744326406691e-05,1.0000783706429817
2000-04-25,1730.0,0.0,-1.0,0.561829550937794,-0.561829550937794,0.015142980102563541,-0.008507773710883224,0.9915699301724025
2000-04-26,1740.0,0.0,-1.0,0.561829550937794,-0.561829550937794,0.005763704716750695,-0.003238219632750088,0.9883590089572736
2000-04-27,1729.5,0.0,0.0,0.561829550937794,0.0,-0.006052763831351449,0.003316347152660037,0.9916367505424349
2000-04-28,1752.0,0.0,0.0,0.561829550937794,0.0,0.012925643119113595,0.0,0.9916367505424349
2000-05-01,1752.0,0.0,0.0,0.561829550937794,0.0,0.0,0.0,0.9916367505424349
2000-05-02,1789.5,0.0,0.0,0.561829550937794,0.0,0.021178258709743325,0.0,0.9916367505424349
2000-05-03,1772.0,0.0,0.0,0.561829550937794,0.0,-0.009827399041054008,-0.0,0.9916367505424349
2000-05-04,1777.0,0.0,0.0,0.561829550937794,0.0,0.0028176969896245296,0.0,0.9916367505424349
2000-05-05,1811.0,0.0,0.0,0.561829550937794,0.0,0.018952629728762105,0.0,0.9916367505424349
2000-05-08,1795.0,0.0,0.0,0.561829550937794,0.0,-0.008874156961033997,-0.0,0.9916367505424349
2000-05-09,1801.0,0.0,0.0,0.561829550937794,0.0,0.0033370442535769484,0.0,0.9916367505424349
2000-05-10,1795.0,0.0,0.0,0.561829550937794,0.0,-0.0033370442535769484,-0.0,0.9916367505424349
2000-05-11,1798.0,0.0,0.0,0.561829550937794,0.0,0.0016699141091862657,0.0,0.9916367505424349
2000-05-12,1828.0,0.0,0.0,0.5039511727249003,0.0,0.016547536982529643,0.0,0.9916367505424349
2000-05-15,1828.0,1.0,1.0,0.5039511727249003,0.5039511727249003,0.0,-7.559267590873506e-05,0.991561790066932
2000-05-16,1848.0,0.0,1.0,0.5896955617849915,0.5896955617849915,0.01088150018753442,0.00547088312215518,0.9969865087287832
2000-05-17,1833.0,1.0,1.0,0.5896955617849915,0.5896955617849915,-0.008150004361924701,-0.0048060214007553176,0.9921949702315683
2000-05-18,1835.0,0.0,0.0,0.5896955617849915,0.0,0.001090512648965536,0.0005546161348976221,0.9927452575710232
2000-05-19,1826.0,0.0,0.0,0.5896955617849915,0.0,-0.004916699333756824,-0.0,0.9927452575710232
2000-05-22,1820.0,0.0,0.0,0.5896955617849915,0.0,-0.003291281084072395,-0.0,0.9927452575710232
2000-05-23,1818.0,0.0,0.0,0.5896955617849915,0.0,-0.0010995053334168503,-0.0,0.9927452575710232
2000-05-24,1828.0,0.0,0.0,0.6684474345702455,0.0,0.005485477276670814,0.0,0.9927452575710232
2000-05-25,1811.0,0.0,0.0,0.6684474345702455,0.0,-0.009343294130681912,-0.0,0.9927452575710232
2000-05-26,1821.0,0.0,0.0,0.6684474345702455,0.0,0.005506621844195259,0.0,0.9927452575710232
2000-05-29,1824.0,0.0,0.0,0.6684474345702455,0.0,0.0016460909066680074,0.0,0.9927452575710232
2000-05-30,1764.0,0.0,0.0,0.5779123435578378,0.0,-0.03344793406753954,-0.0,0.9927452575710232
2000-05-31,1770.0,0.0,0.0,0.5779123435578378,0.0,0.0033955890011378997,0.0,0.9927452575710232
2000-06-01,1777.0,0.0,0.0,0.5779123435578378,0.0,0.0039470025867762715,0.0,0.9927452575710232
2000-06-02,1746.0,0.0,0.0,0.5779123435578378,0.0,-0.017599091755103657,-0.0,0.9927452575710232
2000-06-05,1754.0,0.0,0.0,0.5779123435578378,0.0,0.004571436532581075,0.0,0.9927452575710232
2000-06-06,1760.0,0.0,0.0,0.5779123435578378,0.0,0.0034149151000688605,0.0,0.9927452575710232
2000-06-07,1715.0,-1.0,-1.0,0.5779123435578378,-0.5779123435578378,-0.025900728432157294,-8.668685153367569e-05,0.9926591996102694
2000-06-08,1740.0,0.0,-1.0,0.5156649172688831,-0.5156649172688831,0.014472032608535024,-0.008372903394787266,0.9843477600279857
2000-06-09,1748.5,0.0,-1.0,0.5156649172688831,-0.5156649172688831,0.004873164294855847,-0.0025129198629445155,0.9818741729897664
2000-06-12,1731.5,0.0,0.0,0.5156649172688831,0.0,-0.009770192660954358,0.004960795852621745,0.9867450503149304
2000-06-13,1757.0,0.0,0.0,0.5156649172688831,0.0,0.014619724344620444,0.0,0.9867450503149304
2000-06-14,1768.0,0.0,0.0,0.5156649172688831,0.0,0.006241155010491717,0.0,0.9867450503149304
2000-06-15,1769.0,0.0,0.0,0.5156649172688831,0.0,0.000565450962196401,0.0,0.9867450503149304
2000-06-16,1801.0,0.0,0.0,0.5156649172688831,0.0,0.017927651016170998,0.0,0.9867450503149304
2000-06-19,1805.0,0.0,0.0,0.5156649172688831,0.0,0.002218525591024978,0.0,0.9867450503149304
2000-06-20,1788.0,0.0,0.0,0.5156649172688831,0.0,-0.009462915033521924,-0.0,0.9867450503149304
2000-06-21,1799.5,0.0,0.0,0.5156649172688831,0.0,0.006411171785626557,0.0,0.9867450503149304
2000-06-22,1801.0,0.0,0.0,0.5156649172688831,0.0,0.0008332176568703886,0.0,0.9867450503149304
2000-06-23,1777.0,0.0,0.0,0.5156649172688831,0.0,-0.013415517021305057,-0.0,0.9867450503149304
2000-06-26,1803.0,0.0,0.0,0.5156649172688831,0.0,0.014525395048666567,0.0,0.9867450503149304
2000-06-27,1794.0,0.0,0.0,0.5156649172688831,0.0,-0.00500418058457619,-0.0,0.9867450503149304
2000-06-28,1808.0,0.0,0.0,0.5156649172688831,0.0,0.007773498333380147,0.0,0.9867450503149304
2000-06-29,1780.0,0.0,0.0,0.5156649172688831,0.0,-0.015607897665990578,-0.0,0.9867450503149304
2000-06-30,1790.0,0.0,0.0,0.5156649172688831,0.0,0.005602255548669888,0.0,0.9867450503149304
2000-07-03,1794.0,0.0,0.0,0.5156649172688831,0.0,0.0022321437839405434,0.0,0.9867450503149304
2000-07-04,1787.0,0.0,0.0,0.5156649172688831,0.0,-0.003909527459313722,-0.0,0.9867450503149304
2000-07-05,1787.0,0.0,0.0,0.5156649172688831,0.0,0.0,0.0,0.9867450503149304
2000-07-06,1767.0,0.0,0.0,0.5156649172688831,0.0,-0.01125504283973111,-0.0,0.9867450503149304
2000-07-07,1768.0,0.0,0.0,0.5998109418873105,0.0,0.0005657708778921133,0.0,0.9867450503149304
2000-07-10,1787.0,0.0,0.0,0.5998109418873105,0.0,0.010689271961838998,0.0,0.9867450503149304
2000-07-11,1793.0,0.0,0.0,0.5998109418873105,0.0,0.0033519584457053497,0.0,0.9867450503149304
2000-07-12,1808.0,0.0,0.0,0.5998109418873105,0.0,0.008331067346988519,0.0,0.9867450503149304
2000-07-13,1806.0,0.0,0.0,0.5998109418873105,0.0,-0.0011068069751907217,-0.0,0.9867450503149304
2000-07-14,1800.0,0.0,0.0,0.5998109418873105,0.0,-0.0033277900926744763,-0.0,0.9867450503149304
2000-07-17,1833.0,1.0,1.0,0.6799965132668245,0.6799965132668245,0.01816730395544841,-0.00010199947699002369,0.9866444028358757
2000-07-18,1836.0,0.0,1.0,0.6799965132668245,0.6799965132668245,0.0016353233407313539,0.001112014169761176,0.9877415653923447
2000-07-19,1834.0,1.0,1.0,0.6799965132668245,0.6799965132668245,-0.0010899183640260546,-0.0007411406872831987,0.9870095099297117
2000-07-20,1837.0,0.0,0.0,0.6799965132668245,0.0,0.001634432398715191,0.0010094088553066385,0.9880058060693065
2000-07-21,1868.0,0.0,0.0,0.6799965132668245,0.0,0.016734533573663057,0.0,0.9880058060693065
2000-07-24,1882.0,1.0,1.0,0.6799965132668245,0.6799965132668245,0.007466701356536376,-0.00010199947699002369,0.9879050299938243
2000-07-25,1874.0,0.0,1.0,0.6799965132668245,0.6799965132668245,-0.004259857346957219,-0.002896688142944974,0.9850433772070856
2000-07-26,1869.0,1.0,1.0,0.7527710239652364,0.7527710239652364,-0.0026716553428043355,-0.0018276324943623926,0.9832430799225454
2000-07-27,1880.0,0.0,0.0,0.7527710239652364,0.0,0.0058682483684320275,0.00430453167959212,0.9874754809088119
2000-07-28,1879.0,0.0,0.0,0.7527710239652364,0.0,-0.0005320564105302239,-0.0,0.9874754809088119
2000-07-31,1884.5,1.0,1.0,0.7527710239652364,0.7527710239652364,0.002922813293725568,-0.00011291565359478547,0.9873639794694762
2000-08-01,1888.0,0.0,1.0,0.7527710239652364,0.7527710239652364,0.001855533998255332,0.0013967922278689756,0.988743121802077
2000-08-02,1890.0,1.0,1.0,0.8352830865570516,0.8352830865570516,0.001058761348242676,0.0007846280548626812,0.9895189173944955
2000-08-03,1875.0,0.0,0.0,0.8352830865570516,0.0,-0.007968169649177348,-0.006780969801758632,0.9828090194973744
2000-08-04,1874.0,0.0,0.0,0.8352830865570516,0.0,-0.0005334756061436963,-0.0,0.9828090194973744
2000-08-07,1882.0,1.0,1.0,0.8352830865570516,0.8352830865570516,0.004259857346957219,-0.00012529246298355776,0.9826858809346791
2000-08-08,1873.0,0.0,1.0,0.967926272820126,0.967926272820126,-0.004793617701236208,-0.0040239242672025595,0.9787316273713488
2000-08-09,1886.0,1.0,1.0,0.967926272820126,0.967926272820126,0.006916760749314577,0.0066949144520726004,0.9852841518881379
2000-08-10,1879.0,0.0,0.0,0.967926272820126,0.0,-0.0037184637799381193,-0.00374438772805516,0.9815948660011606
2000-08-11,1870.0,0.0,0.0,0.967926272820126,0.0,-0.004801289564832167,-0.0,0.9815948660011606
2000-08-14,1883.5,1.0,1.0,0.967926272820126,0.967926272820126,0.007193317283462619,-0.00014518894092301892,0.9814523492821505
2000-08-15,1883.5,0.0,1.0,0.967926272820126,0.967926272820126,0.0,0.0,0.9814523492821505
2000-08-16,1880.0,0.0,1.0,0.967926272820126,0.967926272820126,-0.0018599713081002278,-0.0018003150958018277,0.9796854258019277
2000-08-17,1886.0,0.0,0.0,0.967926272820126,0.0,0.0031864073694078954,0.002939018467834548,0.9825647393610281
2000-08-18,1887.0,0.0,0.0,0.967926272820126,0.0,0.0005300821751470508,0.0,0.9825647393610281
2000-08-21,1863.0,0.0,0.0,0.967926272820126,0.0,-0.01280017476696127,-0.0,0.9825647393610281
2000-08-22,1874.0,0.0,0.0,0.967926272820126,0.0,0.005887092196778632,0.0,0.9825647393610281
2000-08-23,1872.5,0.0,0.0,0.967926272820126,0.0,-0.0008007474069930964,-0.0,0.9825647393610281
2000-08-24,1878.0,0.0,0.0,1.117841791475446,0.0,0.0029329443768340013,0.0,0.9825647393610281
2000-08-25,1877.0,0.0,0.0,1.117841791475446,0.0,-0.0005326231816997762,-0.0,0.9825647393610281
2000-08-28,1884.0,0.0,0.0,1.117841791475446,0.0,0.003722418549799933,0.0,0.9825647393610281
2000-08-29,1913.0,0.0,0.0,1.0050442394775922,0.0,0.015275514303944249,0.0,0.9825647393610281
2000-08-30,1920.0,1.0,1.0,1.139077421077226,1.139077421077226,0.003652495581574655,-0.00017086161316158394,0.9823968567646252
2000-08-31,1924.0,0.0,1.0,1.139077421077226,1.139077421077226,0.0020811662038244805,0.00237060943228547,0.9847257360195191
2000-09-01,1931.0,0.0,1.0,1.139077421077226,1.139077421077226,0.0036316512028626846,0.004136731886408833,0.9887992823710783
2000-09-04,1946.0,1.0,0.0,1.139077421077226,0.0,0.0077379803174357775,0.008643297051169497,0.9973457682925947
2000-09-05,1959.0,0.0,0.0,1.139077421077226,0.0,0.006658155198590698,0.0,0.9973457682925947
2000-09-06,1956.0,1.0,1.0,1.139077421077226,1.139077421077226,-0.0015325673497788017,-0.00017086161316158394,0.9971753601857444
2000-09-07,1963.0,0.0,1.0,1.139077421077226,1.139077421077226,0.0035723436816992304,0.004069176028151483,1.0012330422572755
2000-09-08,1983.0,0.0,1.0,1.139077421077226,1.139077421077226,0.010136934243334395,0.011546752915526764,1.0127940328070815
2000-09-11,1979.0,1.0,0.0,1.139077421077226,0.0,-0.0020191829172304665,-0.002470867283203654,1.0102915531667946
2000-09-12,2004.0,0.0,0.0,1.139077421077226,0.0,0.012553516602189951,0.0,1.0102915531667946
2000-09-13,2020.0,1.0,1.0,1.139077421077226,1.139077421077226,0.00795232819049474,-0.00017086161316158394,1.010118933122257
2000-09-14,2022.0,0.0,1.0,1.139077421077226,1.139077421077226,0.0009896091851668842,0.0011272414785142295,1.0112575810819049
2000-09-15,2014.0,0.0,1.0,1.139077421077226,1.139077421077226,-0.003964326301909793,-0.004515674580288024,1.0066910709288899
2000-09-18,1998.0,1.0,0.0,1.139077421077226,0.0,-0.007976114070008755,-0.009256273058244934,0.997372863491075
2000-09-19,1998.0,0.0,0.0,1.139077421077226,0.0,0.0,0.0,0.997372863491075
2000-09-20,1976.0,1.0,1.0,0.9900641141701941,0.9900641141701941,-0.011072080900685677,-0.00014850961712552913,0.9972247440289865
2000-09-21,1991.0,0.0,1.0,0.9900641141701941,0.9900641141701941,0.0075624257563831065,0.007487286357471301,1.0046912512502877
2000-09-22,2010.0,0.0,1.0,0.9900641141701941,0.9900641141701941,0.009497696988925775,0.009403328955997717,1.0141386935850072
2000-09-25,2018.0,1.0,0.0,0.9900641141701941,0.0,0.0039721998604322906,0.0037842229190003353,1.0179764204723167
2000-09-26,1995.0,0.0,0.0,0.9900641141701941,0.0,-0.011462871589589696,-0.0,1.0179764204723167
2000-09-27,1990.0,1.0,1.0,0.9900641141701941,0.9900641141701941,-0.0025094116054260596,-0.00014850961712552913,1.0178252411838695
2000-09-28,1984.0,0.0,1.0,0.9900641141701941,0.9900641141701941,-0.0030196298737203975,-0.0029896271760468406,1.0147823231823598
2000-09-29,1997.0,0.0,1.0,0.9900641141701941,0.9900641141701941,0.006531045570997485,0.006466153847854795,1.0213440618061405
2000-10-02,1966.0,0.0,0.0,0.8597668892328083,0.0,-0.015645032708703432,-0.015638095067031704,1.0053721862714677
2000-10-03,1953.0,0.0,0.0,0.8597668892328083,0.0,-0.0066343698304329735,-0.0,1.0053721862714677
2000-10-04,1945.0,0.0,0.0,0.8597668892328083,0.0,-0.004104674824132459,-0.0,1.0053721862714677
2000-10-05,1971.0,0.0,0.0,0.8597668892328083,0.0,0.013279051100173689,0.0,1.0053721862714677
2000-10-06,1958.0,0.0,0.0,0.8597668892328083,0.0,-0.006617484062264367,-0.0,1.0053721862714677
2000-10-09,1940.0,0.0,0.0,0.8597668892328083,0.0,-0.009235571033081591,-0.0,1.0053721862714677
2000-10-10,1959.0,0.0,0.0,0.8597668892328083,0.0,0.009746165887166924,0.0,1.0053721862714677
2000-10-11,1947.0,0.0,0.0,0.8597668892328083,0.0,-0.006144412572341551,-0.0,1.0053721862714677
2000-10-12,1928.0,0.0,0.0,0.8597668892328083,0.0,-0.009806530201708519,-0.0,1.0053721862714677
2000-10-13,1940.0,0.0,0.0,0.8597668892328083,0.0,0.0062047768868831454,0.0,1.0053721862714677
2000-10-16,1936.0,0.0,0.0,0.8597668892328083,0.0,-0.0020639842208520776,-0.0,1.0053721862714677
2000-10-17,1914.0,0.0,0.0,0.7561862601987573,0.0,-0.01142869582362227,-0.0,1.0053721862714677
2000-10-18,1894.0,0.0,0.0,0.7561862601987573,0.0,-0.010504298266876155,-0.0,1.0053721862714677
2000-10-19,1902.0,0.0,0.0,0.7561862601987573,0.0,0.004214969359312093,0.0,1.0053721862714677
2000-10-20,1884.0,0.0,0.0,0.7561862601987573,0.0,-0.00950878796902721,-0.0,1.0053721862714677
2000-10-23,1885.0,0.0,0.0,0.7561862601987573,0.0,0.0005306447458028885,0.0,1.0053721862714677
2000-10-24,1895.0,0.0,0.0,0.7561862601987573,0.0,0.005291017634415418,0.0,1.0053721862714677
2000-10-25,1866.0,-1.0,-1.0,0.7561862601987573,-0.7561862601987573,-0.015421736109237472,-0.00011342793902981361,1.0052581489764212
2000-10-26,1828.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,-0.02057462939319432,0.015558252055815042,1.0208982086393585
2000-10-27,1846.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,0.009798663048702139,-0.007409614365745824,1.01333374660666
2000-10-30,1840.0,-1.0,0.0,0.7561862601987573,0.0,-0.003255564459766269,0.002348385174636829,1.0157134445541505
2000-10-31,1861.0,0.0,0.0,0.7561862601987573,0.0,0.011348406039219938,0.0,1.0157134445541505
2000-11-01,1833.0,-1.0,-1.0,0.7561862601987573,-0.7561862601987573,-0.015160008802546088,-0.00011342793902981361,1.0155982342714898
2000-11-02,1836.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,0.0016353233407313539,-0.0012366090412433807,1.0143423363127189
2000-11-03,1840.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,0.0021762794225947957,-0.0016456725977194696,1.0126730609251424
2000-11-06,1824.0,-1.0,0.0,0.7561862601987573,0.0,-0.008733679968754515,0.006490860854315463,1.0192461808545212
2000-11-07,1813.0,0.0,0.0,0.7561862601987573,0.0,-0.006048959879425553,-0.0,1.0192461808545212
2000-11-08,1821.0,-1.0,-1.0,0.7561862601987573,-0.7561862601987573,0.004402868972757545,-0.00011342793902981361,1.0191305698608628
2000-11-09,1840.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,0.010379770875422523,-0.00784904012000574,1.0111313731305005
2000-11-10,1818.0,0.0,-1.0,0.7561862601987573,-0.7561862601987573,-0.012028575865606683,0.009095843799330148,1.0203284661610976
2000-11-13,1792.0,-1.0,0.0,0.6625551580343874,0.0,-0.014404681202548453,0.01077919406888064,1.0313267847118515
2000-11-14,1810.0,0.0,0.0,0.6625551580343874,0.0,0.009994530724995343,0.0,1.0313267847118515
2000-11-15,1811.0,-1.0,-1.0,0.6625551580343874,-0.6625551580343874,0.0005523336235420118,-9.938327370515811e-05,1.0312242880797269
2000-11-16,1798.5,0.0,-1.0,0.6625551580343874,-0.6625551580343874,-0.006926194747734371,0.00458898605566209,1.0359565619579847
2000-11-17,1804.0,0.0,-1.0,0.6625551580343874,-0.6625551580343874,0.0030534374868897984,-0.002023070756674393,1.0338607485323026
2000-11-20,1796.0,-1.0,0.0,0.6625551580343874,0.0,-0.004444451760423185,0.0028453111647982364,1.0368024040629482
2000-11-21,1804.0,0.0,0.0,0.6625551580343874,0.0,0.004444451760423185,0.0,1.0368024040629482
2000-11-22,1792.0,-1.0,-1.0,0.6625551580343874,-0.6625551580343874,-0.006674107087692782,-9.938327370515811e-05,1.036699363245847
2000-11-23,1791.0,0.0,-1.0,0.6625551580343874,-0.6625551580343874,-0.0005581914741643601,0.00036983264037841523,1.037082768508635
2000-11-24,1813.0,0.0,-1.0,0.6625551580343874,-0.6625551580343874,0.012208808694139428,-0.00808900917375715,1.0286937964802232
2000-11-27,1839.5,0.0,0.0,0.6625551580343874,0.0,0.014510863789978679,-0.00971363092528995,1.018701444606079
2000-11-28,1855.0,0.0,0.0,0.6625551580343874,0.0,0.008390900496705989,0.0,1.018701444606079
2000-11-29,1854.0,0.0,0.0,0.6625551580343874,0.0,-0.0005392289157351016,-0.0,1.018701444606079
2000-11-30,1842.0,0.0,0.0,0.6625551580343874,0.0,-0.006493529310548141,-0.0,1.018701444606079
2000-12-01,1849.5,0.0,0.0,0.6625551580343874,0.0,0.004063394457256564,0.0,1.018701444606079
2000-12-04,1857.0,0.0,0.0,0.6625551580343874,0.0,0.004046950080197398,0.0,1.018701444606079
2000-12-05,1874.0,0.0,0.0,0.7563283084114808,0.0,0.009112901445661237,0.0,1.018701444606079
