date,regime,sizing,sizing_smooth,vix,copper_adx
2014-01-06,NORMAL,1.0,0.9893697164844624,13.55,39.505857352361666
2014-01-07,NORMAL,1.0,0.9913024953054692,12.92,38.72948168530835
2014-01-08,NORMAL,1.0,0.9928838597953837,12.87,38.056622773862145
2014-01-09,NORMAL,1.0,0.9941777034689503,12.89,37.50599440484873
2014-01-10,NORMAL,1.0,0.9952363028382321,12.14,37.02878315170377
2014-01-13,NORMAL,1.0,0.996102429594917,13.28,34.481679990693586
2014-01-14,NORMAL,1.0,0.9968110787594775,12.28,33.42088758034763
2014-01-15,NORMAL,1.0,0.9973908826213906,12.28,30.61003485290748
2014-01-16,NORMAL,1.0,0.9978652675993196,12.53,28.173962489126012
2014-01-17,NORMAL,1.0,0.9982534007630797,12.44,26.062699773848742
2014-01-20,NORMAL,1.0,0.9985709642607015,12.44,24.232938753941774
2014-01-21,NORMAL,1.0,0.9988307889405739,12.87,22.6471458700224
2014-01-22,NORMAL,1.0,0.9990433727695605,12.84,23.33848274195009
2014-01-23,NORMAL,1.0,0.9992173049932767,13.77,28.205809739599722
2014-01-24,HIGH_CHOP,0.5,0.9084505222672263,18.14,33.1416167111184
2014-01-27,HIGH_CHOP,0.5,0.8341867909459124,17.42,38.12128394410647
2014-01-28,HIGH_CHOP,0.5,0.7734255562284738,15.8,42.6535024607921
2014-01-29,HIGH_CHOP,0.5,0.7237118187323875,17.35,46.86491771322458
2014-01-30,MILD_CHOP,0.75,0.7284914880537716,17.29,51.12620978506242
2014-01-31,MILD_CHOP,0.75,0.7324021265894495,18.41,55.27519619084524
2014-02-03,MILD_CHOP,0.75,0.7356017399368222,21.44,59.21094687638221
2014-02-04,MILD_CHOP,0.75,0.7382196054028545,19.11,62.62193080384758
2014-02-05,HIGH_CHOP,0.5,0.6949069498750627,19.95,65.57811687431757
2014-02-06,MILD_CHOP,0.75,0.7049238680795967,17.23,57.800846600327546
2014-02-07,MILD_CHOP,0.75,0.7131195284287609,15.29,50.21409929707073
2014-02-10,MILD_CHOP,0.75,0.7198250687144407,15.26,45.88589850290829
2014-02-11,NORMAL,1.0,0.7707659653118151,14.51,43.20425836465854
2014-02-12,NORMAL,1.0,0.8124448807096669,14.3,38.403942504927784
2014-02-13,NORMAL,1.0,0.8465458114897275,14.14,34.2436687598278
2014-02-14,NORMAL,1.0,0.8744465730370496,13.57,30.638098180741142
2014-02-17,NORMAL,1.0,0.897274468848495,13.57,29.13682225063703
2014-02-18,NORMAL,1.0,0.9159518381487686,13.87,29.249223841222015
2014-02-19,HIGH_CHOP,0.5,0.8403242312126288,15.5,29.346638553062334
2014-02-20,NORMAL,1.0,0.869356189173969,14.79,26.5149993472821
2014-02-21,NORMAL,1.0,0.8931096093241564,14.68,24.060912035605895
2014-02-24,NORMAL,1.0,0.9125442258106733,14.23,25.565205847850756
2014-02-25,NORMAL,1.0,0.9284452756632782,13.67,27.617806155745566
2014-02-26,NORMAL,1.0,0.941455225542682,14.35,30.812344081425685
2014-02-27,NORMAL,1.0,0.9520997299894671,14.04,33.61899438127351
2014-02-28,NORMAL,1.0,0.9608088699913822,14.0,36.64551554863595
2014-03-03,HIGH_CHOP,0.5,0.8770254390838581,16.0,40.609265521065666
2014-03-04,NORMAL,1.0,0.8993844501595203,14.1,39.610612948145196
2014-03-05,NORMAL,1.0,0.917678186494153,13.89,38.745114051614124
2014-03-06,NORMAL,1.0,0.9326457889497615,14.21,37.93542805769116
2014-03-07,NORMAL,1.0,0.9448920091407138,14.11,43.13778182555184
2014-03-10,NORMAL,1.0,0.9549116438424021,14.2,48.53534914205584
2014-03-11,NORMAL,1.0,0.963109526780147,14.8,53.87705012428138
2014-03-12,NORMAL,1.0,0.969816885547393,14.47,58.50652430887686
2014-03-13,NORMAL,1.0,0.975304724538776,16.22,62.70488616480394
2014-03-14,NORMAL,1.0,0.979794774622635,17.82,66.34346643994074
2014-03-17,NORMAL,1.0,0.983468451963974,15.64,68.76175239683573
2014-03-18,NORMAL,1.0,0.9864741879705241,14.52,70.63500550752114
2014-03-19,NORMAL,1.0,0.9889334265213379,15.12,67.48323698398713
2014-03-20,NORMAL,1.0,0.9909455307901855,14.52,65.78448719447987
2014-03-21,MILD_CHOP,0.75,0.9471372524646972,15.0,64.31223737690691
2014-03-24,NORMAL,1.0,0.9567486611074794,15.09,63.036287535010345
2014-03-25,NORMAL,1.0,0.9646125409061195,14.02,54.86307306524008
2014-03-26,NORMAL,1.0,0.971046624377734,14.93,47.77962052477252
2014-03-27,NORMAL,1.0,0.9763108744908733,14.62,41.64062832303396
2014-03-28,NORMAL,1.0,0.9806179882198054,14.41,40.15728437882589
2014-03-31,NORMAL,1.0,0.9841419903616588,13.88,38.871719627178905
2014-04-01,NORMAL,1.0,0.9870252648413571,13.1,37.75756350908485
2014-04-02,NORMAL,1.0,0.989384307597474,13.09,37.37637566060184
2014-04-03,NORMAL,1.0,0.9913144334888422,13.37,35.638218214789646
2014-04-04,NORMAL,1.0,0.9928936273999618,13.96,32.338697052050115
2014-04-07,HIGH_CHOP,0.5,0.9032766042363324,15.57,31.227876197855252
2014-04-08,NORMAL,1.0,0.9208626761933627,14.89,30.265164790886367
2014-04-09,NORMAL,1.0,0.9352512805218423,13.82,27.090021486999493
2014-04-10,HIGH_CHOP,0.5,0.8561146840633255,15.89,24.338230623630867
2014-04-11,HIGH_CHOP,0.5,0.7913665596881754,17.03,21.41485664833913
2014-04-14,HIGH_CHOP,0.5,0.7383908215630526,16.11,18.88126586975295
2014-04-15,HIGH_CHOP,0.5,0.6950470358243157,15.61,22.62660922631295
2014-04-16,NORMAL,1.0,0.7504930293108036,14.18,25.872573468664946
2014-04-17,NORMAL,1.0,0.7958579330724758,13.36,26.08751619333533
2014-04-18,NORMAL,1.0,0.8329746725138438,13.36,26.273799888049655
2014-04-21,NORMAL,1.0,0.8633429138749631,13.25,26.435245756802075
2014-04-22,NORMAL,1.0,0.888189656806788,13.19,24.454077253843778
2014-04-23,NORMAL,1.0,0.9085188101146446,13.27,22.73706455127992
2014-04-24,NORMAL,1.0,0.9251517537301637,13.32,24.05855933362397
2014-04-25,NORMAL,1.0,0.9387605257792249,14.06,25.760815495769926
2014-04-28,NORMAL,1.0,0.9498949756375477,13.97,26.455073460429695
2014-04-29,NORMAL,1.0,0.9590049800670843,13.71,24.13563743242486
2014-04-30,NORMAL,1.0,0.966458620054887,13.41,24.304584484253134
2014-05-01,NORMAL,1.0,0.9725570527721803,13.25,24.451005262504303
2014-05-02,NORMAL,1.0,0.9775466795408747,12.91,22.8026620565119
2014-05-05,NORMAL,1.0,0.9816291014425338,13.29,21.374097944651812
2014-05-06,NORMAL,1.0,0.9849692648166184,13.8,20.198719671152844
2014-05-07,NORMAL,1.0,0.9877021257590513,13.4,20.081197103141125
2014-05-08,NORMAL,1.0,0.989938102893769,13.43,19.28042565362061
2014-05-09,NORMAL,1.0,0.9917675387312654,12.92,17.329041815153353
2014-05-12,NORMAL,1.0,0.9932643498710354,12.23,20.595426819039936
2014-05-13,NORMAL,1.0,0.9944890135308471,12.13,23.426293822408308
2014-05-14,NORMAL,1.0,0.9954910110706929,12.17,27.067922965267307
2014-05-15,NORMAL,1.0,0.9963108272396577,13.17,30.22400155574511
2014-05-16,NORMAL,1.0,0.9969815859233562,12.44,30.736256912965544
2014-05-19,NORMAL,1.0,0.997530388482746,12.42,32.67093976550898
2014-05-20,NORMAL,1.0,0.9979794087586102,12.96,34.34766490437996
2014-05-21,NORMAL,1.0,0.9983467889843174,11.91,31.277189518725184
2014-05-22,NORMAL,1.0,0.9986473728053504,12.03,28.61611085115771
2014-05-23,NORMAL,1.0,0.9988933050225595,11.36,29.07490373735648
2014-05-26,NORMAL,1.0,0.9990945222911849,11.36,29.472524238728745
2014-05-27,NORMAL,1.0,0.9992591546018785,11.51,30.12555164023142
2014-05-28,NORMAL,1.0,0.9993938537651732,11.68,31.22923043171363
2014-05-29,NORMAL,1.0,0.9995040621715052,11.57,27.35587133941388
2014-05-30,NORMAL,1.0,0.999594232685777,11.4,26.015244584807743
2014-06-02,NORMAL,1.0,0.9996680085610903,11.58,23.59924529053918
2014-06-03,NORMAL,1.0,0.9997283706408919,11.87,21.505379235506428
2014-06-04,NORMAL,1.0,0.9997777577970934,12.08,22.312417625047285
2014-06-05,NORMAL,1.0,0.9998181654703491,11.68,23.227533971159996
2014-06-06,NORMAL,1.0,0.9998512262939219,10.73,27.057688068749762
2014-06-09,NORMAL,1.0,0.9998782760586633,11.15,30.81078924261912
2014-06-10,NORMAL,1.0,0.9999004076843607,10.99,34.063476926639225
2014-06-11,NORMAL,1.0,0.9999185153781132,11.6,35.436907751468766
2014-06-12,NORMAL,1.0,0.9999333307639107,12.56,38.31942171410154
2014-06-13,NORMAL,1.0,0.9999454524431997,12.18,40.8176004817166
2014-06-16,NORMAL,1.0,0.9999553701807997,12.65,39.5101636340935
2014-06-17,NORMAL,1.0,0.9999634846933816,12.06,37.167273470378554
2014-06-18,NORMAL,1.0,0.9999701238400394,10.61,34.68563526995266
2014-06-19,NORMAL,1.0,0.999975555869123,10.62,31.149648504233372
2014-06-20,NORMAL,1.0,0.9999800002565551,10.85,31.537825411828166
2014-06-23,NORMAL,1.0,0.999983636573545,10.98,33.945539198484354
2014-06-24,NORMAL,1.0,0.9999866117419913,12.13,36.032224480253056
2014-06-25,NORMAL,1.0,0.9999890459707201,11.59,38.69055848596258
2014-06-26,NORMAL,1.0,0.9999910376124073,11.63,41.95058387158376
2014-06-27,NORMAL,1.0,0.999992667137424,11.26,44.77593920578879
2014-06-30,NORMAL,1.0,0.9999940003851651,11.57,48.4307385312779
2014-07-01,NORMAL,1.0,0.9999950912242259,11.15,51.68372684034073
2014-07-02,NORMAL,1.0,0.9999959837289121,10.82,55.8014729135427
2014-07-03,NORMAL,1.0,0.999996713960019,10.32,59.75261985156307
2014-07-04,NORMAL,1.0,0.9999973114218337,10.32,63.17694719784738
2014-07-07,NORMAL,1.0,0.9999978002542276,11.33,63.70407381146269
2014-07-08,NORMAL,1.0,0.9999982002080043,11.98,64.16091687659596
2014-07-09,NORMAL,1.0,0.9999985274429126,11.65,64.5568475330448
2014-07-10,NORMAL,1.0,0.9999987951805649,12.59,65.61237555426528
2014-07-11,NORMAL,1.0,0.9999990142386439,12.08,66.5271665059897
2014-07-14,NORMAL,1.0,0.9999991934679813,11.82,63.07234604645592
2014-07-15,NORMAL,1.0,0.9999993401101663,11.96,60.07816831485998
2014-07-16,NORMAL,1.0,0.9999994600901361,11.0,52.866729673754364
2014-07-17,NORMAL,1.0,0.9999995582555659,14.54,45.90671766755387
2014-07-18,NORMAL,1.0,0.9999996385727357,12.06,44.68089714013408
2014-07-21,NORMAL,1.0,0.9999997042867836,12.81,43.6185193497036
2014-07-22,NORMAL,1.0,0.9999997580528228,12.24,41.225875076277646
2014-07-23,NORMAL,1.0,0.9999998020432186,11.52,38.647517217887064
2014-07-24,NORMAL,1.0,0.9999998380353605,11.84,38.11571907238862
2014-07-25,NORMAL,1.0,0.9999998674834767,12.69,37.65482734628997
2014-07-28,NORMAL,1.0,0.99999989157739,12.56,36.82079864936272
2014-07-29,NORMAL,1.0,0.9999999112905917,13.28,33.030339416955535
2014-07-30,NORMAL,1.0,0.999999927419575,13.33,30.06156182755046
2014-07-31,HIGH_CHOP,0.5,0.909090849706925,16.95,27.48862125006606
2014-08-01,HIGH_CHOP,0.5,0.8347106952147568,17.03,25.612063182495067
2014-08-04,HIGH_CHOP,0.5,0.7738542051757101,15.12,22.695403783862446
2014-08-05,HIGH_CHOP,0.5,0.7240625315073992,16.87,21.62399675822207
2014-08-06,HIGH_CHOP,0.5,0.6833238894151448,16.37,24.829770184443046
2014-08-07,HIGH_CHOP,0.5,0.6499922731578457,16.66,27.60810715383456
2014-08-08,HIGH_CHOP,0.5,0.6227209507655102,15.77,30.015999193973872
2014-08-11,NORMAL,1.0,0.6913171415354173,14.23,32.10283896209461
2014-08-12,NORMAL,1.0,0.747441297619887,14.13,35.25313074467892
2014-08-13,NORMAL,1.0,0.7933610616889983,12.9,40.12606272437712
2014-08-14,NORMAL,1.0,0.830931777745544,12.42,45.24807205506664
2014-08-15,NORMAL,1.0,0.8616714545190816,13.15,49.687146808330894
2014-08-18,NORMAL,1.0,0.8868220991519757,12.32,49.80689615557972
2014-08-19,NORMAL,1.0,0.9073998993061618,12.21,49.99462125943016
2014-08-20,NORMAL,1.0,0.9242362812504961,11.78,44.196513130965855
2014-08-21,NORMAL,1.0,0.938011502841315,11.76,39.427570155214354
2014-08-22,NORMAL,1.0,0.9492821386883485,11.47,38.03327847979746
2014-08-25,NORMAL,1.0,0.9585035680177396,11.7,36.82489236110282
2014-08-26,NORMAL,1.0,0.9660483738326959,11.63,34.10554816105932
2014-08-27,NORMAL,1.0,0.9722213967722058,11.78,30.05592333292511
2014-08-28,NORMAL,1.0,0.9772720519045319,12.05,30.18129126999016
2014-08-29,NORMAL,1.0,0.9814044061037079,11.98,30.289943482113202
2014-09-01,NORMAL,1.0,0.9847854231757609,11.98,30.38410873261984
2014-09-02,NORMAL,1.0,0.9875517098710771,12.25,30.46571861639226
2014-09-03,NORMAL,1.0,0.9898150353490631,12.36,32.28655330190975
2014-09-04,NORMAL,1.0,0.9916668471037788,12.64,33.86461002935824
2014-09-05,NORMAL,1.0,0.9931819658121825,12.09,30.798867662679072
2014-09-08,NORMAL,1.0,0.9944216083917856,12.66,26.937047768365776
2014-09-09,NORMAL,1.0,0.9954358614114609,13.5,29.589939908638577
2014-09-10,NORMAL,1.0,0.9962657047911951,12.88,31.889113096875008
2014-09-11,NORMAL,1.0,0.9969446675564324,12.8,34.03842018644122
2014-09-12,NORMAL,1.0,0.997500182546172,13.31,35.90115299739861
2014-09-15,NORMAL,1.0,0.9979546948105043,14.12,38.07787514385344
2014-09-16,NORMAL,1.0,0.9983265684813216,12.73,34.23672562127927
2014-09-17,NORMAL,1.0,0.9986308287574448,12.65,30.39166668191755
2014-09-18,NORMAL,1.0,0.998879768983364,12.03,28.87953752612704
2014-09-19,NORMAL,1.0,0.999083447350025,12.11,27.92711070812507
2014-09-22,NORMAL,1.0,0.9992500932863839,13.69,30.950733437013575
2014-09-23,NORMAL,1.0,0.9993864399615868,14.93,33.58342417739378
2014-09-24,NORMAL,1.0,0.9994979963322073,13.27,34.17161123051865
2014-09-25,HIGH_CHOP,0.5,0.9086801788172605,15.64,35.52127576841283
2014-09-26,NORMAL,1.0,0.9252837826686677,14.85,36.69098503458778
2014-09-29,HIGH_CHOP,0.5,0.8479594585470918,15.98,35.4936900512544
2014-09-30,HIGH_CHOP,0.5,0.7846941024476205,16.31,36.57493759756308
2014-10-01,HIGH_CHOP,0.5,0.7329315383662349,16.71,37.51201880436393
2014-10-02,HIGH_CHOP,0.5,0.690580349572374,16.16,40.38989310770759
2014-10-03,NORMAL,1.0,0.7468384678319424,14.55,42.8840508372721
2014-10-06,HIGH_CHOP,0.5,0.7019587464079529,15.46,39.23987565485299
2014-10-07,HIGH_CHOP,0.5,0.6652389743337797,17.2,36.08159049675643
2014-10-08,MILD_CHOP,0.75,0.680650069909456,15.11,35.01446941125101
2014-10-09,HIGH_CHOP,0.5,0.6478046026531913,18.76,31.626973187435212
2014-10-10,HIGH_CHOP,0.5,0.6209310385344292,21.24,28.69114312679486
2014-10-13,HIGH_CHOP,0.5,0.5989435769827148,24.64,25.477416101725318
2014-10-14,HIGH_CHOP,0.5,0.5809538357131303,22.79,26.668119767584752
2014-10-15,NORMAL,1.0,0.6571440474016521,26.25,23.25521165130459
2014-10-16,NORMAL,1.0,0.7194814933286244,25.2,23.644999304355157
2014-10-17,HIGH_CHOP,0.5,0.6795757672688745,21.99,23.982815270332313
2014-10-20,HIGH_CHOP,0.5,0.6469256277654427,18.57,24.275589107512513
2014-10-21,HIGH_CHOP,0.5,0.6202118772626349,16.08,22.468311241973556
2014-10-22,HIGH_CHOP,0.5,0.5983551723057922,17.87,20.902003758506456
2014-10-23,HIGH_CHOP,0.5,0.580472413704739,16.53,18.452021516544217
2014-10-24,HIGH_CHOP,0.5,0.5658410657584227,16.11,16.328703573510275
2014-10-27,MILD_CHOP,0.75,0.5993245083478004,16.04,16.913509565459684
2014-10-28,NORMAL,1.0,0.6721745977391094,14.39,20.379466317155984
2014-10-29,HIGH_CHOP,0.5,0.6408701254229077,15.15,24.071411503036803
2014-10-30,NORMAL,1.0,0.7061664662551062,14.52,22.870512467370293
2014-10-31,NORMAL,1.0,0.7595907451178141,14.03,20.479633049184578
2014-11-03,NORMAL,1.0,0.803301518732757,14.73,18.40753755342363
2014-11-04,NORMAL,1.0,0.8390648789631647,14.89,19.079226966523
2014-11-05,NORMAL,1.0,0.8683258100607711,14.17,20.12694624265962
2014-11-06,NORMAL,1.0,0.8922665718679037,13.67,20.029543203059074
2014-11-07,NORMAL,1.0,0.9118544678919211,13.12,18.57844055176087
2014-11-10,NORMAL,1.0,0.9278809282752081,12.67,17.320818253969094
2014-11-11,NORMAL,1.0,0.9409934867706247,12.92,16.230878929216225
2014-11-12,NORMAL,1.0,0.9517219437214202,13.02,15.286264847763736
2014-11-13,NORMAL,1.0,0.9604997721357074,13.79,14.219169191767593
2014-11-14,NORMAL,1.0,0.9676816317473969,13.31,13.623832682173038
2014-11-17,NORMAL,1.0,0.9735576987024155,13.99,13.107874373857758
2014-11-18,NORMAL,1.0,0.9783653898474307,13.86,15.645539805528767
2014-11-19,NORMAL,1.0,0.9822989553297159,13.96,17.84484984631031
2014-11-20,NORMAL,1.0,0.9855173270879494,13.58,19.75091854832098
2014-11-21,NORMAL,1.0,0.9881505403446857,12.9,17.118461552662307
2014-11-24,NORMAL,1.0,0.9903049875547427,12.62,14.836998823091458
2014-11-25,NORMAL,1.0,0.9920677170902439,12.25,17.637301001789197
2014-11-26,NORMAL,1.0,0.9935099503465632,12.07,21.547382991171737
2014-11-27,NORMAL,1.0,0.9946899593744607,12.07,25.442679493549633
2014-11-28,NORMAL,1.0,0.9956554213063769,13.33,32.48426493632932
2014-12-01,NORMAL,1.0,0.9964453447052173,14.29,38.58697232007171
2014-12-02,NORMAL,1.0,0.9970916456679051,12.85,43.875985385981785
2014-12-03,NORMAL,1.0,0.9976204373646496,12.47,48.818596010254474
2014-12-04,NORMAL,1.0,0.9980530851165315,12.38,48.5085406444476
2014-12-05,NORMAL,1.0,0.9984070696407985,11.82,48.23982599408164
2014-12-08,NORMAL,1.0,0.9986966933424715,14.21,49.23646197266147
2014-12-09,NORMAL,1.0,0.9989336581892947,14.89,47.787343587443495
2014-12-10,NORMAL,1.0,0.9991275385185139,18.53,46.53144098692125
2014-12-11,MILD_CHOP,0.75,0.9538316224242386,20.08,45.442992066468626
2014-12-12,HIGH_CHOP,0.5,0.8713167819834678,21.08,41.92378831649102
2014-12-15,HIGH_CHOP,0.5,0.8038046398046554,20.42,41.766572957769775
2014-12-16,MILD_CHOP,0.75,0.7940219780219907,23.57,42.79656623669182
2014-12-17,MILD_CHOP,0.75,0.7860179820179923,19.44,43.68922707842425
2014-12-18,NORMAL,1.0,0.8249238034692663,16.81,45.9391173875332
2014-12-19,NORMAL,1.0,0.8567558392021268,16.49,44.906317955489776
2014-12-22,NORMAL,1.0,0.8828002320744675,15.25,44.011225114385475
2014-12-23,NORMAL,1.0,0.9041092807882005,14.8,44.27854780174216
2014-12-24,NORMAL,1.0,0.9215439570085278,14.37,45.52207216092257
2014-12-25,NORMAL,1.0,0.9358086920978863,14.37,46.59979327221226
2014-12-26,NORMAL,1.0,0.9474798389891796,14.5,47.533818235329996
2014-12-29,NORMAL,1.0,0.957028959172965,15.06,48.86732524853162
2014-12-30,MILD_CHOP,0.75,0.9193873302324259,15.92,46.70888167804446
2014-12-31,MILD_CHOP,0.75,0.8885896338265302,19.2,44.83823058362226
2015-01-01,HIGH_CHOP,0.5,0.8179369731307974,19.2,43.21699963512302
2015-01-02,HIGH_CHOP,0.5,0.7601302507433797,17.79,44.69935266560968
2015-01-05,MILD_CHOP,0.75,0.7582883869718561,19.92,48.88044370227312
2015-01-06,NORMAL,1.0,0.8022359529769731,21.12,52.5040559340481
2015-01-07,NORMAL,1.0,0.8381930524357053,19.31,56.11470246319702
2015-01-08,NORMAL,1.0,0.8676124974473951,17.01,59.40360457014645
2015-01-09,NORMAL,1.0,0.8916829524569596,17.55,62.45721361700419
2015-01-12,MILD_CHOP,0.75,0.8659224156466032,19.6,65.86577204965901
2015-01-13,NORMAL,1.0,0.8903001582563117,20.56,69.53049106007147
2015-01-14,NORMAL,1.0,0.9102455840278914,21.48,73.1542785841257
2015-01-15,MILD_CHOP,0.75,0.8811100232955474,22.39,76.29489443830605
2015-01-16,MILD_CHOP,0.75,0.8572718372418114,20.95,74.95630079381485
2015-01-19,NORMAL,1.0,0.8832224122887549,20.95,73.79618630192248
2015-01-20,NORMAL,1.0,0.9044547009635266,19.89,72.79075374228242
2015-01-21,NORMAL,1.0,0.9218265735156126,18.85,67.82373213107608
2015-01-22,NORMAL,1.0,0.936039923785501,16.4,64.04959307421248
2015-01-23,MILD_CHOP,0.75,0.9022144830972281,16.66,63.142125251616356
2015-01-26,NORMAL,1.0,0.9199936679886411,15.52,62.355653138699715
2015-01-27,NORMAL,1.0,0.9345402738088882,17.22,62.865260303552844
2015-01-28,MILD_CHOP,0.75,0.9009874967527266,20.44,63.30691984642556
2015-01-29,NORMAL,1.0,0.9189897700704126,18.76,63.99818842865417
2015-01-30,MILD_CHOP,0.75,0.8882643573303375,20.97,63.87130437595438
2015-02-02,NORMAL,1.0,0.9085799287248215,19.43,63.39902283385942
2015-02-03,NORMAL,1.0,0.9252017598657629,17.33,55.92771859894191
2015-02-04,NORMAL,1.0,0.9388014398901696,18.33,49.91004154939042
2015-02-05,MILD_CHOP,0.75,0.9044739053646842,16.85,45.182172277815944
2015-02-06,MILD_CHOP,0.75,0.8763877407529234,17.29,39.48604107719759
2015-02-09,HIGH_CHOP,0.5,0.8079536060705736,18.55,34.54939403666168
2015-02-10,HIGH_CHOP,0.5,0.7519620413304693,17.23,32.40890680729915
2015-02-11,MILD_CHOP,0.75,0.7516053065431112,16.96,30.55381787518495
2015-02-12,MILD_CHOP,0.75,0.7513134326261818,15.34,29.666666866220083
2015-02-13,NORMAL,1.0,0.7965291721486942,14.69,28.89780265845053
2015-02-16,NORMAL,1.0,0.8335238681216588,14.69,28.53293100120242
2015-02-17,HIGH_CHOP,0.5,0.7728831648268117,15.8,25.37300379797359
2015-02-18,HIGH_CHOP,0.5,0.7232680439492096,15.45,22.634400221841936
2015-02-19,HIGH_CHOP,0.5,0.6826738541402624,15.29,19.998599366031684
2015-02-20,NORMAL,1.0,0.7403695170238509,14.3,20.09496455721737
2015-02-23,NORMAL,1.0,0.7875750593831508,14.56,21.0124794077842
2015-02-24,NORMAL,1.0,0.8261977758589414,13.69,19.441040862352786
2015-02-25,NORMAL,1.0,0.8577981802482246,13.84,18.07912745631223
2015-02-26,NORMAL,1.0,0.8836530565667291,13.91,20.50837468040098
2015-02-27,NORMAL,1.0,0.9048070462818691,13.34,22.807818160180133
2015-03-02,NORMAL,1.0,0.922114856048802,13.04,25.116438252062032
2015-03-03,NORMAL,1.0,0.936275791312656,13.86,22.74838783033143
2015-03-04,NORMAL,1.0,0.9478620110739913,14.23,20.69607746483158
2015-03-05,NORMAL,1.0,0.9573416454241745,14.04,18.917408481398372
2015-03-06,MILD_CHOP,0.75,0.9196431644379609,15.2,19.807874357480337
2015-03-09,MILD_CHOP,0.75,0.888798952721968,15.06,18.45126175017523
2015-03-10,HIGH_CHOP,0.5,0.8181082340452465,16.69,17.275530823844143
2015-03-11,HIGH_CHOP,0.5,0.7602703733097471,16.87,17.91904467232848
2015-03-12,MILD_CHOP,0.75,0.7584030327079748,15.42,16.886665118067135
2015-03-13,HIGH_CHOP,0.5,0.7114206631247066,16.0,16.62689631938104
2015-03-16,MILD_CHOP,0.75,0.7184350880111235,15.61,16.401763360519755
2015-03-17,MILD_CHOP,0.75,0.7241741629181919,15.66,15.798014304565509
2015-03-18,NORMAL,1.0,0.7743243151148842,13.97,19.166643417846895
2015-03-19,NORMAL,1.0,0.8153562578212687,14.07,18.619227268744552
2015-03-20,NORMAL,1.0,0.8489278473083108,13.02,19.884713293427048
2015-03-23,NORMAL,1.0,0.8763955114340725,13.41,22.36798244823476
2015-03-24,NORMAL,1.0,0.8988690548096956,13.62,24.95224590436263
2015-03-25,MILD_CHOP,0.75,0.8718019539352054,15.44,27.191940899673455
2015-03-26,MILD_CHOP,0.75,0.8496561441288044,15.8,29.717581528999062
2015-03-27,MILD_CHOP,0.75,0.8315368451962944,15.07,28.52979423060013
2015-03-30,NORMAL,1.0,0.8621665097060591,14.51,27.500378571987724
2015-03-31,MILD_CHOP,0.75,0.841772598850412,15.29,25.897706643019788
2015-04-01,MILD_CHOP,0.75,0.8250866717867007,15.11,24.508724304580905
2015-04-02,NORMAL,1.0,0.8568890950982095,14.67,22.31396157478363
2015-04-03,NORMAL,1.0,0.8829092596258077,14.67,20.411833875625994
2015-04-06,NORMAL,1.0,0.904198485148388,14.74,18.763323203022704
2015-04-07,NORMAL,1.0,0.9216169423941356,14.78,19.563476897438466
2015-04-08,NORMAL,1.0,0.9358684074133836,13.98,20.256943432598792
2015-04-09,NORMAL,1.0,0.9475286969745866,13.09,19.750077269424942
2015-04-10,NORMAL,1.0,0.9570689338882981,12.58,20.75163269214358
2015-04-13,NORMAL,1.0,0.9648745822722438,13.94,21.19396940241813
2015-04-14,NORMAL,1.0,0.9712610218591085,13.67,18.57780694448154
2015-04-15,NORMAL,1.0,0.9764862906119978,12.84,16.31046614760316
2015-04-16,NORMAL,1.0,0.9807615105007255,12.6,19.22136070940398
2015-04-17,NORMAL,1.0,0.9842594176824118,13.89,21.744135996298024
2015-04-20,NORMAL,1.0,0.987121341740155,13.3,18.989999895106806
2015-04-21,NORMAL,1.0,0.9894629159692176,13.25,18.25666597311297
2015-04-22,NORMAL,1.0,0.9913787494293598,12.71,19.0424324563421
2015-04-23,NORMAL,1.0,0.9929462495331125,12.48,19.723430075140683
2015-04-24,NORMAL,1.0,0.9942287496180011,12.29,18.885582184560093
2015-04-27,NORMAL,1.0,0.9952780678692736,13.12,19.539915891386876
2015-04-28,NORMAL,1.0,0.9961366009839512,12.41,21.863450933996333
2015-04-29,NORMAL,1.0,0.9968390371686873,13.39,24.652392672926936
2015-04-30,NORMAL,1.0,0.9974137576834714,14.55,30.336519029328066
2015-05-01,NORMAL,1.0,0.9978839835592037,12.7,35.893515272587216
2015-05-04,NORMAL,1.0,0.9982687138211666,12.85,40.70957868341182
2015-05-05,NORMAL,1.0,0.998583493126409,14.31,45.59825680744913
2015-05-06,NORMAL,1.0,0.9988410398306982,15.15,49.199295736744745
2015-05-07,NORMAL,1.0,0.9990517598614803,15.13,52.32019614213428
2015-05-08,NORMAL,1.0,0.9992241671593929,12.86,54.82086735882373
2015-05-11,NORMAL,1.0,0.9993652276758669,13.85,55.06448504024269
2015-05-12,NORMAL,1.0,0.9994806408257093,13.86,56.345183239788724
2015-05-13,NORMAL,1.0,0.9995750697664894,13.76,57.4551216793953
2015-05-14,NORMAL,1.0,0.9996523298089457,12.74,58.012556281499286
2015-05-15,NORMAL,1.0,0.9997155425709554,12.38,58.753798631235355
2015-05-18,NORMAL,1.0,0.999767262103509,12.73,57.01995448147398
2015-05-19,NORMAL,1.0,0.9998095780846892,12.85,52.824737600314116
2015-05-20,NORMAL,1.0,0.9998442002511092,12.88,49.188882969975566
2015-05-21,NORMAL,1.0,0.9998725274781801,12.11,44.108348681556194
2015-05-22,NORMAL,1.0,0.9998957043003291,12.13,42.02376994224169
