date,pnl
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,-0.0
2013-01-04,-0.0
2013-01-07,-0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,-0.0
2013-01-14,-0.0
2013-01-15,-0.0
2013-01-16,-0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-21,-0.0
2013-01-22,0.0
2013-01-23,-0.0
2013-01-24,-0.0
2013-01-25,-0.0
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,-0.0
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,-0.0
2013-02-06,-0.0
2013-02-07,-0.0
2013-02-08,0.0
2013-02-11,-0.0
2013-02-12,0.0
2013-02-13,-0.0
2013-02-14,0.0
2013-02-15,-0.0
2013-02-18,-0.0
2013-02-19,-0.0
2013-02-20,-0.0
2013-02-21,-0.0
2013-02-22,-0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,-0.0
2013-03-01,-0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,-0.0
2013-03-07,0.0
2013-03-08,-0.0
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,-0.0
2013-03-14,0.0
2013-03-15,-0.0
2013-03-18,-0.0
2013-03-19,-0.0
2013-03-20,0.0
2013-03-21,-0.0
2013-03-22,0.0
2013-03-25,-0.0
2013-03-26,0.0
2013-03-27,-0.0
2013-03-28,-0.0
2013-03-29,0.0
2013-04-01,0.0
2013-04-02,-0.0
2013-04-03,-0.00011647038508082694
2013-04-04,0.005570231374556734
2013-04-05,-0.003547904038657987
2013-04-08,0.004505090006806278
2013-04-09,0.019172972094420867
2013-04-10,-0.005938947994747828
2013-04-11,-0.0030714944654781527
2013-04-12,0.017776411159058775
2013-04-15,0.01817732288237608
2013-04-16,0.00703500582838913
2013-04-17,-0.015587517718648095
2013-04-18,0.0005340023010131101
2013-04-19,-0.006534144972751818
2013-04-22,-0.0037213654789899453
2013-04-23,-0.0046063269595952505
2013-04-24,0.011438960532270013
2013-04-25,0.00949483500126126
2013-04-26,-0.009296474938560858
2013-04-29,0.007692310768603442
2013-04-30,0.005356759813656177
2013-05-01,0.014278730134264837
2013-05-02,0.0
2013-05-03,0.0
2013-05-06,-4.1774736851125326e-05
2013-05-07,0.00019153937116517242
2013-05-08,-0.005903835002919713
2013-05-09,0.0024611597300852103
2013-05-10,-0.0008021719729452354
2013-05-13,-0.0015657327996694967
2013-05-14,-0.0
2013-05-15,-0.0
2013-05-16,0.0
2013-05-17,0.0
2013-05-20,0.0
2013-05-21,-0.0
2013-05-22,0.0
2013-05-23,-0.0
2013-05-24,-0.0
2013-05-27,0.0
2013-05-28,0.0
2013-05-29,-0.0
2013-05-30,0.0
2013-05-31,-0.0
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,-8.559175441186191e-05
2013-06-06,0.009184896516363448
2013-06-07,0.008168265588044078
2013-06-10,0.005195830566360006
2013-06-11,-0.0077042620640590375
2013-06-12,0.004423194326965616
2013-06-13,-0.005931971667500676
2013-06-14,0.0034233546725515613
2013-06-17,-0.0006862121080216307
2013-06-18,-0.0
2013-06-19,-0.0
2013-06-20,-0.0
2013-06-21,0.0
2013-06-24,-8.950511106526092e-05
2013-06-25,0.011182547609352883
2013-06-26,-0.0053583858213087565
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,0.0
2013-07-02,-0.0
2013-07-03,-6.871674572776763e-05
2013-07-04,0.00281693128013157
2013-07-05,0.010612370323425047
2013-07-08,-0.00283533585982259
2013-07-09,-0.0
2013-07-10,-6.533800105814587e-05
2013-07-11,0.011168889069768486
2013-07-12,-0.002862426713023529
2013-07-15,-0.002444451624515719
2013-07-16,-0.004800969773899946
2013-07-17,0.0062657028907467695
2013-07-18,0.0
2013-07-19,0.0
2013-07-22,0.0
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,-0.0
2013-07-26,-0.0
2013-07-29,-6.603362827705715e-05
2013-07-30,-0.009152669229058028
2013-07-31,0.009475019437429035
2013-08-01,0.007926825801828161
2013-08-02,0.00039287649628152874
2013-08-05,-0.0011232014716710574
2013-08-06,-0.0010458933236665512
2013-08-07,-7.272844300647144e-05
2013-08-08,-0.012989290500782834
2013-08-09,-0.006368223084532517
2013-08-12,0.0016761488311010382
2013-08-13,-0.00170558305067445
2013-08-14,-0.003047429140610636
2013-08-15,0.000647462499073372
2013-08-16,-0.00655462643784569
2013-08-19,0.006608482709937838
2013-08-20,0.0
2013-08-21,-0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,-0.0
2013-08-28,-0.0
2013-08-29,-0.0
2013-08-30,-0.0
2013-09-02,-9.130895365184998e-05
2013-09-03,0.0005887102105212559
2013-09-04,-0.010257753298601308
2013-09-05,-0.0
2013-09-06,0.0
2013-09-09,0.0
2013-09-10,-0.0
2013-09-11,0.0
2013-09-12,-0.0
2013-09-13,-0.0
2013-09-16,-0.00010084717028402931
2013-09-17,-0.0009489265611294221
2013-09-18,0.010257071850643324
2013-09-19,0.0
2013-09-20,-0.0
2013-09-23,-9.141635452845253e-05
2013-09-24,0.008243664820601179
2013-09-25,-0.00439767623390618
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,-0.0
2013-10-02,0.0
2013-10-03,-0.0
2013-10-04,0.0
2013-10-07,-0.0
2013-10-08,-0.0
2013-10-09,-0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-15,-0.0
2013-10-16,0.0
2013-10-17,-0.0
2013-10-18,0.0
2013-10-21,-0.0
2013-10-22,0.0
2013-10-23,-0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,-0.0
2013-11-01,-0.0
2013-11-04,-0.0
2013-11-05,0.0
2013-11-06,-0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,0.0
2013-11-12,-0.0
2013-11-13,-0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-18,-0.00011254076914639434
2013-11-19,-0.0005378292432325084
2013-11-20,0.0026861775453502143
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,0.0
2013-11-26,-0.0
2013-11-27,-0.0
2013-11-28,0.0
2013-11-29,0.0
2013-12-02,-0.0
2013-12-03,-0.0
2013-12-04,0.0
2013-12-05,-0.0
2013-12-06,0.0
2013-12-09,-0.00012069957363001948
2013-12-10,-0.002706647761850424
2013-12-11,-0.006857228699355227
2013-12-12,-0.0006637374996210221
2013-12-13,-0.003205400813512421
2013-12-16,-0.0038788325239465745
2013-12-17,0.0015968574820442681
2013-12-18,0.0009208132873038539
2013-12-19,-0.0
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-25,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,-0.00014031054207606244
2013-12-31,0.0019025158247601387
2014-01-01,-0.00014031054207606244
2014-01-02,0.0
2014-01-03,-0.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-08,-0.0
2014-01-09,-0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-14,-0.0
2014-01-15,0.0
2014-01-16,-0.0
2014-01-17,0.0
2014-01-20,-0.0
2014-01-21,0.0
2014-01-22,-0.0
2014-01-23,-0.0
2014-01-24,-0.0
2014-01-27,-0.00013548771758151195
2014-01-28,-0.001263288742018737
2014-01-29,-0.0016446070945783798
2014-01-30,-0.0040565164804734054
2014-01-31,-0.0038201364900018737
2014-02-03,-0.003588241430716953
2014-02-04,0.0
2014-02-05,-0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-10,-0.0
2014-02-11,-0.0
2014-02-12,0.0
2014-02-13,-0.0
2014-02-14,0.0
2014-02-17,0.0
2014-02-18,0.0
2014-02-19,-0.0
2014-02-20,-0.0
2014-02-21,0.0
2014-02-24,-0.0
2014-02-25,-0.0
2014-02-26,-0.0001709013283135864
2014-02-27,-0.00016216085806391756
2014-02-28,-0.0024327591219016034
2014-03-03,-0.006997202601894846
2014-03-04,0.0
2014-03-05,-0.0
2014-03-06,0.0
2014-03-07,-0.0
2014-03-10,-9.194109003171886e-05
2014-03-11,-0.01604025634483292
2014-03-12,0.0028299832010945463
2014-03-13,-0.007567569163467017
2014-03-14,0.004604243561186622
2014-03-17,0.0009292941232429385
2014-03-18,0.0002556273750648846
2014-03-19,0.0058790553530020054
2014-03-20,-0.0
2014-03-21,0.0
2014-03-24,-0.0
2014-03-25,0.0
2014-03-26,-6.975987873348774e-05
2014-03-27,-0.0036790924268045723
2014-03-28,-0.007690260705208091
2014-03-31,0.0017390396930061175
2014-04-01,-0.0009883245463543529
2014-04-02,-0.001051772756274171
2014-04-03,-0.0
2014-04-04,-0.0
2014-04-07,0.0
2014-04-08,-0.0
2014-04-09,-0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,-0.0
2014-04-15,-0.0
2014-04-16,-9.271888805138539e-05
2014-04-17,0.0028015980677258186
2014-04-18,0.0
2014-04-21,-9.271888805138539e-05
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,-0.00014231004506024336
2014-04-29,0.004289730313381653
2014-04-30,0.010171547775141026
2014-05-01,0.0
2014-05-02,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,-0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-13,-0.0
2014-05-14,-0.0001245242395452307
2014-05-15,0.004198794204318924
2014-05-16,0.0030143848836899634
2014-05-19,-0.007990486893034133
2014-05-20,-0.0
2014-05-21,-0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-26,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,-0.0
2014-05-30,-0.0
2014-06-02,0.0
2014-06-03,-0.0
2014-06-04,-0.0
2014-06-05,-0.0
2014-06-06,-0.0
2014-06-09,-0.00010977762799940731
2014-06-10,0.0005486138330805716
2014-06-11,0.0016252169010318646
2014-06-12,-0.009010320906261462
2014-06-13,0.0045527981014266165
2014-06-16,0.004529080451933379
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-23,-0.00012666643795799484
2014-06-24,-0.0
2014-06-25,-0.003680535234034421
2014-06-26,-0.004844388534990922
2014-06-27,0.0012041318015623
2014-06-30,-0.008441143601083745
2014-07-01,-0.0005973170003340735
2014-07-02,-0.01253814202179956
2014-07-03,-0.006040917246410562
2014-07-04,0.0029994101310574753
2014-07-07,0.0029798689452530335
2014-07-08,-0.0007445765612033416
2014-07-09,0.000584901177795123
2014-07-10,0.0
2014-07-11,-0.0
2014-07-14,-0.0
2014-07-15,0.0
2014-07-16,-0.0
2014-07-17,-0.0
2014-07-18,-0.0
2014-07-21,-0.00015524503277085353
2014-07-22,0.002209893704923198
2014-07-23,0.0005798166754244966
2014-07-24,0.0
2014-07-25,-0.0
2014-07-28,-0.00013684729744800516
2014-07-29,0.00486909859833729
2014-07-30,-0.005676180621616454
2014-07-31,-0.0
2014-08-01,-0.0
2014-08-04,0.0
2014-08-05,-0.0
2014-08-06,-0.0
2014-08-07,0.0
2014-08-08,-0.0
2014-08-11,0.0
2014-08-12,-0.0
2014-08-13,-0.0
2014-08-14,-0.0
2014-08-15,0.0
2014-08-18,-0.00012974320444053265
2014-08-19,-0.004697436800888253
2014-08-20,0.01781798802504704
2014-08-21,0.0
2014-08-22,0.0
2014-08-25,-0.00012173644570865533
2014-08-26,0.0025232728524500064
2014-08-27,0.002760858249077288
2014-08-28,0.011118018487548228
2014-08-29,-0.005635972740659323
2014-09-01,0.004542230879913877
2014-09-02,0.0
2014-09-03,-0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-08,0.0
