tag,rsi_length,vol_gate_ratio,early_exit,exec_days,all_sharpe,all_ann_return,all_ann_vol,all_max_dd,all_trades,all_pct_in_pos,is_sharpe,is_ann_return,is_max_dd,oos_sharpe,oos_ann_return,oos_max_dd,oos_trades,oos_pct_in_pos,non_exec_turnover_days,rank_key
RSI5_VG1.10_EEOFF_EXWed-Thu,5,1.100000,off,"Wed,Thu",-0.228087,-0.013199,0.057870,-0.401425,419,0.302471,-0.228087,-0.013199,-0.401425,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EEOFF_EXWed-Fri,5,1.100000,off,"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EEOFF_EXThu-Fri,5,1.100000,off,"Thu,Fri",-0.228087,-0.013199,0.057870,-0.401425,419,0.302471,-0.228087,-0.013199,-0.401425,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EEOFF_EXMon-Tue-Wed-Thu-Fri,5,1.100000,off,"Mon,Tue,Wed,Thu,Fri",-0.228087,-0.013199,0.057870,-0.401425,419,0.302471,-0.228087,-0.013199,-0.401425,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXMon-Tue,5,1.100000,on(40-60),"Mon,Tue",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXMon-Wed,5,1.100000,on(40-60),"Mon,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXMon-Thu,5,1.100000,on(40-60),"Mon,Thu",-0.217100,-0.010634,0.048982,-0.334560,445,0.211075,-0.217100,-0.010634,-0.334560,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXMon-Fri,5,1.100000,on(40-60),"Mon,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXTue-Wed,5,1.100000,on(40-60),"Tue,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXTue-Thu,5,1.100000,on(40-60),"Tue,Thu",-0.217100,-0.010634,0.048982,-0.334560,445,0.211075,-0.217100,-0.010634,-0.334560,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXTue-Fri,5,1.100000,on(40-60),"Tue,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXWed-Thu,5,1.100000,on(40-60),"Wed,Thu",-0.217100,-0.010634,0.048982,-0.334560,445,0.211075,-0.217100,-0.010634,-0.334560,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXWed-Fri,5,1.100000,on(40-60),"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXThu-Fri,5,1.100000,on(40-60),"Thu,Fri",-0.217100,-0.010634,0.048982,-0.334560,445,0.211075,-0.217100,-0.010634,-0.334560,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.10_EE4060_EXMon-Tue-Wed-Thu-Fri,5,1.100000,on(40-60),"Mon,Tue,Wed,Thu,Fri",-0.217100,-0.010634,0.048982,-0.334560,445,0.211075,-0.217100,-0.010634,-0.334560,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXMon-Tue,5,1.150000,off,"Mon,Tue",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXMon-Wed,5,1.150000,off,"Mon,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXMon-Thu,5,1.150000,off,"Mon,Thu",-0.364414,-0.021888,0.060062,-0.473937,455,0.319589,-0.364414,-0.021888,-0.473937,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXMon-Fri,5,1.150000,off,"Mon,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXTue-Wed,5,1.150000,off,"Tue,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXTue-Thu,5,1.150000,off,"Tue,Thu",-0.364414,-0.021888,0.060062,-0.473937,455,0.319589,-0.364414,-0.021888,-0.473937,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXTue-Fri,5,1.150000,off,"Tue,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXWed-Thu,5,1.150000,off,"Wed,Thu",-0.364414,-0.021888,0.060062,-0.473937,455,0.319589,-0.364414,-0.021888,-0.473937,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXWed-Fri,5,1.150000,off,"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXThu-Fri,5,1.150000,off,"Thu,Fri",-0.364414,-0.021888,0.060062,-0.473937,455,0.319589,-0.364414,-0.021888,-0.473937,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EEOFF_EXMon-Tue-Wed-Thu-Fri,5,1.150000,off,"Mon,Tue,Wed,Thu,Fri",-0.364414,-0.021888,0.060062,-0.473937,455,0.319589,-0.364414,-0.021888,-0.473937,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXMon-Tue,5,1.150000,on(40-60),"Mon,Tue",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXMon-Wed,5,1.150000,on(40-60),"Mon,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXMon-Thu,5,1.150000,on(40-60),"Mon,Thu",-0.396053,-0.020305,0.051268,-0.443988,484,0.223727,-0.396053,-0.020305,-0.443988,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXMon-Fri,5,1.150000,on(40-60),"Mon,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXTue-Wed,5,1.150000,on(40-60),"Tue,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXTue-Thu,5,1.150000,on(40-60),"Tue,Thu",-0.396053,-0.020305,0.051268,-0.443988,484,0.223727,-0.396053,-0.020305,-0.443988,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXTue-Fri,5,1.150000,on(40-60),"Tue,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXWed-Thu,5,1.150000,on(40-60),"Wed,Thu",-0.396053,-0.020305,0.051268,-0.443988,484,0.223727,-0.396053,-0.020305,-0.443988,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXWed-Fri,5,1.150000,on(40-60),"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXThu-Fri,5,1.150000,on(40-60),"Thu,Fri",-0.396053,-0.020305,0.051268,-0.443988,484,0.223727,-0.396053,-0.020305,-0.443988,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.15_EE4060_EXMon-Tue-Wed-Thu-Fri,5,1.150000,on(40-60),"Mon,Tue,Wed,Thu,Fri",-0.396053,-0.020305,0.051268,-0.443988,484,0.223727,-0.396053,-0.020305,-0.443988,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXMon-Tue,5,1.200000,off,"Mon,Tue",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXMon-Wed,5,1.200000,off,"Mon,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXMon-Thu,5,1.200000,off,"Mon,Thu",-0.375113,-0.022818,0.060829,-0.513434,483,0.325097,-0.375113,-0.022818,-0.513434,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXMon-Fri,5,1.200000,off,"Mon,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXTue-Wed,5,1.200000,off,"Tue,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXTue-Thu,5,1.200000,off,"Tue,Thu",-0.375113,-0.022818,0.060829,-0.513434,483,0.325097,-0.375113,-0.022818,-0.513434,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXTue-Fri,5,1.200000,off,"Tue,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXWed-Thu,5,1.200000,off,"Wed,Thu",-0.375113,-0.022818,0.060829,-0.513434,483,0.325097,-0.375113,-0.022818,-0.513434,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXWed-Fri,5,1.200000,off,"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXThu-Fri,5,1.200000,off,"Thu,Fri",-0.375113,-0.022818,0.060829,-0.513434,483,0.325097,-0.375113,-0.022818,-0.513434,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EEOFF_EXMon-Tue-Wed-Thu-Fri,5,1.200000,off,"Mon,Tue,Wed,Thu,Fri",-0.375113,-0.022818,0.060829,-0.513434,483,0.325097,-0.375113,-0.022818,-0.513434,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXMon-Tue,5,1.200000,on(40-60),"Mon,Tue",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXMon-Wed,5,1.200000,on(40-60),"Mon,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXMon-Thu,5,1.200000,on(40-60),"Mon,Thu",-0.383115,-0.019881,0.051893,-0.452489,512,0.227895,-0.383115,-0.019881,-0.452489,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXMon-Fri,5,1.200000,on(40-60),"Mon,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXTue-Wed,5,1.200000,on(40-60),"Tue,Wed",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXTue-Thu,5,1.200000,on(40-60),"Tue,Thu",-0.383115,-0.019881,0.051893,-0.452489,512,0.227895,-0.383115,-0.019881,-0.452489,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXTue-Fri,5,1.200000,on(40-60),"Tue,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXWed-Thu,5,1.200000,on(40-60),"Wed,Thu",-0.383115,-0.019881,0.051893,-0.452489,512,0.227895,-0.383115,-0.019881,-0.452489,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXWed-Fri,5,1.200000,on(40-60),"Wed,Fri",0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXThu-Fri,5,1.200000,on(40-60),"Thu,Fri",-0.383115,-0.019881,0.051893,-0.452489,512,0.227895,-0.383115,-0.019881,-0.452489,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
RSI5_VG1.20_EE4060_EXMon-Tue-Wed-Thu-Fri,5,1.200000,on(40-60),"Mon,Tue,Wed,Thu,Fri",-0.383115,-0.019881,0.051893,-0.452489,512,0.227895,-0.383115,-0.019881,-0.452489,,,,0,0.000000,0,"(-9000000000.0, -9000000000.0, -9000000000.0)"
