dt,TrendCore_pos,TrendCore_ret,TrendImpulse_pos,TrendImpulse_ret,HookCore_pos,HookCore_ret,StockScore_pos,StockScore_ret,TrendCore_pos_scaled,TrendImpulse_pos_scaled,HookCore_pos_scaled,StockScore_pos_scaled,pos_sum,ret_avg,pnl_gross,turnover,cost,pnl_net,equity
2000-07-28,0.77904939958896,-0.0004144982271705,0.0,-0.0005134323025568,0.0,-0.0,1.0,-0.0005320564105293,0.7067099153604864,0.0,0.0,0.41271192486346614,0.27985546005598816,-0.00036499673506415,-0.00010214632921031132,0.43819275599130914,6.572891339869636e-05,-0.0001678752426090077,1.0047083298883956
2000-07-31,0.77904939958896,0.0022770159415869,0.0,0.0,0.0,0.0,0.0,0.0029228132937246,0.7067099153604864,0.0,0.0,0.0,0.1766774788401216,0.001299957308827875,0.0002296731799234983,0.25,3.75e-05,0.00019217317992349832,1.0049014078830458
2000-08-01,0.9048432522968916,0.0014455526472581,0.7527710239652364,-0.0001129156535947,0.0,0.0,1.0,0.0018555339982562,0.8208230422648867,1.1659027759664993,0.0,0.41271192486346614,0.599859435773713,0.0007970427479799,0.00047811361309075254,0.469641219168292,7.04461828752438e-05,0.00040766743021550874,1.0053110734576176
2000-08-02,0.9048432522968916,0.0009580130617496,0.8352830865570516,0.0007846280548626,0.0,0.0,1.0,0.0010587613482417,0.8208230422648867,1.2936986657707825,0.0,0.41271192486346614,0.6318084082247838,0.000700350616213475,0.0004424874080290821,0.0206280156479538,3.09420234719307e-06,0.000439393205681889,1.0057528003128917
2000-08-03,0.9237154901549776,-0.0072099445402145,0.8352830865570516,-0.006655677338775,0.0,-0.0,1.0,-0.0079681696491764,0.8379428778316529,1.2936986657707825,0.0,0.41271192486346614,0.6360883671164753,-0.005458447882041475,-0.003472055200278145,0.004718059464521501,7.077089196782251e-07,-0.0034727629091978233,1.0022600592921433
2000-08-04,0.9237154901549776,-0.0004927796810147,0.0,-0.0005708956138861,0.0,-0.0,0.0,-0.0005334756061436,0.8379428778316529,0.0,0.0,0.0,0.20948571945791322,-0.0003992877252611,-8.364507639703513e-05,0.45882077163926294,6.882311574588944e-05,-0.00015246819214292457,1.002107246512846
2000-08-07,0.9237154901549776,0.0039348962172351,0.0,0.0,0.0,0.0,-1.0,0.0042598573469572,0.8379428778316529,0.0,0.0,-0.41271192486346614,0.10630773824204669,0.002048688391048075,0.00021779142921505852,0.25,3.75e-05,0.00018029142921505853,1.0022879178605466
2000-08-08,0.9670323287755748,-0.0044279389245131,0.967926272820126,-0.000145188940923,0.9641091930839708,-0.0047551279293109,0.0,-0.0047936177012362,0.8772374840163156,1.4991383734026502,2.3515537941022098,0.0,1.0,-0.0035304683739958006,-0.0035304683739958006,0.7438380761311735,0.000111575711419676,-0.0036420440854154764,0.9986375410774192
2000-08-09,0.9670323287755748,0.0066887312549928,0.967926272820126,0.0066949144520726,0.959261715714008,0.0066572559559609,0.0,0.0069167607493136,0.8772374840163156,1.4991383734026502,2.339730336880837,0.0,1.0,0.006739415603084975,0.006739415603084975,0.0012118693424907068,1.8178040137360599e-07,0.006739233822683601,1.0053675929708499
2000-08-10,0.9616730869671763,-0.0035958746885805,0.967926272820126,-0.0035991987871321,0.9471476488521312,-0.0035172113528526,0.0,-0.0037184637799372,0.8723758804686998,1.4991383734026502,2.3101829784535917,0.0,1.0,-0.0036076871521256,-0.0036076871521256,0.004368327167568797,6.552490751353196e-07,-0.0036083424012007355,1.00173988245634
2000-08-11,0.9616730869671763,-0.0046172709572362,0.0,-0.0047924832541411,0.0,-0.0001420721473278,0.0,-0.004801289564833,0.8723758804686998,0.0,0.0,0.0,0.21809397011717496,-0.003588278980884525,-0.0007825820088291166,0.4787684804180643,7.181527206270964e-05,-0.0008543972808918262,1.0008839986246083
2000-08-14,0.9616730869671763,0.0069176196375227,0.0,0.0,0.0,0.0,0.0,0.0071933172834635,0.8723758804686998,0.0,0.0,0.0,0.21809397011717496,0.0035277342302465504,0.0007693775637927264,0.0,0.0,0.0007693775637927264,1.0016540563171092
2000-08-15,0.9448817985185016,0.0,0.967926272820126,-0.000145188940923,0.0,0.0,0.0,0.0,0.85714376547751,1.4991383734026502,0.0,0.0,0.58907053472004,-3.629723523075e-05,-2.138163176623698e-05,0.24617939031720018,3.692690854758002e-05,-5.8308540313817e-05,1.0015956513311859
2000-08-16,0.9448817985185016,-0.0017574530347911,0.967926272820126,-0.0018003150958018,0.0,-0.0,0.0,-0.0018599713081011,0.85714376547751,1.4991383734026502,0.0,0.0,0.58907053472004,-0.0013544348596735,-0.000797857667031331,0.0,0.0,-0.000797857667031331,1.0007965205615061
2000-08-17,1.121605087716106,0.0030107783260188,0.967926272820126,0.0030842074087575,0.0,0.0,-1.0,0.0031864073694078,1.0174572203328258,1.4991383734026502,0.0,-0.41271192486346614,0.5259709172180025,0.002320348276046025,0.0012204357110171386,0.29418082229940107,4.412712334491016e-05,0.0011763085876722284,1.0019737661031551
2000-08-18,1.121605087716106,0.0005945428645529,0.0,0.0003678915231554,0.0,0.0,0.0,0.0005300821751479,1.0174572203328258,0.0,0.0,0.0,0.25436430508320645,0.00037312914071405,9.491073458402329e-05,0.49198156820503147,7.379723523075471e-05,2.1113499353268573e-05,1.0019949212756178
2000-08-21,1.121605087716106,-0.0143567411422796,0.0,-0.0,0.0,-0.0,-1.0,-0.0128001747669621,1.0174572203328258,0.0,0.0,-0.41271192486346614,0.15118632386733993,-0.006789228977310425,-0.001026438570973183,0.25,3.75e-05,-0.001063938570973183,1.0009288602309534
2000-08-22,1.203852769990532,0.0066029925597611,0.0,0.0,0.0,0.0,-1.0,0.0058870921967795,1.092067704096017,0.0,0.0,-0.41271192486346614,0.16983894480813772,0.00312252118913515,0.0005303257039037652,0.020561920568606507,3.084288085290976e-06,0.0005272414158184743,1.001456591380355
2000-08-23,1.203852769990532,-0.0009639819839712,0.0,-0.0,0.0,-0.0,-1.0,-0.000800747406993,1.092067704096017,0.0,0.0,-0.41271192486346614,0.16983894480813772,-0.00044118234774105,-7.492994440831681e-05,0.0,0.0,-7.492994440831681e-05,1.0013815522936356
2000-08-24,1.2482804466578166,0.0035308332122794,0.0,0.0,0.0,0.0,-1.0,0.002932944376834,1.132370000245357,0.0,0.0,-0.41271192486346614,0.17991451884547272,0.00161594439727835,0.00029073185871737175,0.011106919166821161,1.666037875023174e-06,0.0002890658208423486,1.0016710174740258
2000-08-25,1.2482804466578166,-0.000664863103152,0.0,-0.0,0.0,-0.0,0.0,-0.0005326231816997,1.132370000245357,0.0,0.0,0.0,0.28309250006133924,-0.000299371571212925,-8.47498465419582e-05,0.25,3.75e-05,-0.0001222498465419582,1.001548563345854
2000-08-28,1.2482804466578166,0.0046466222899911,0.0,0.0,0.0,0.0,0.0,0.0037224185497999,1.132370000245357,0.0,0.0,0.0,0.28309250006133924,0.00209226020994775,0.0005923031736129711,0.0,0.0,0.0005923031736129711,1.0021417837384514
2000-08-29,1.2727814157318047,0.0190681258182556,1.0050442394775922,-0.0001507566359216,0.0,0.0,0.0,0.0152755143039442,1.1545959050335048,1.5566272232473415,0.0,0.0,0.6778057820702116,0.008548220871569551,0.005794033533163105,0.2573863021378951,3.860794532068426e-05,0.005755425587842421,1.0079095362032258
2000-08-30,1.2727814157318047,0.0046488284972702,1.139077421077226,0.003650814666739,0.0,0.0,0.0,0.0036524955815746,1.1545959050335048,1.7642197759939675,0.0,0.0,0.729703920256868,0.0029880346863959497,0.0021803806245266257,0.03350829539990846,5.026244309986269e-06,0.0021753543802166394,1.0101020966276675
2000-08-31,1.0561560558484493,0.0026488696672771,1.139077421077226,0.0023706094322854,0.0,0.0,1.0,0.0020811662038244,0.958085529916247,1.7642197759939675,0.0,0.41271192486346614,0.7837543076934201,0.001775161325846725,0.0013912903359831338,0.30415633997083885,4.562345099562582e-05,0.001345666884987508,1.011461357569556
2000-09-01,1.0561560558484493,0.0038355904106325,0.0,0.0039658702732472,0.0,0.0,0.0,0.0036316512028626,0.958085529916247,0.0,0.0,0.0,0.23952138247906174,0.002858277971685575,0.0006846186912875774,0.5347693552693065,8.021540329039597e-05,0.0006044032879971814,1.012072688139753
2000-09-04,1.0561560558484493,0.008172514772296,0.0,0.0,0.0,0.0,-1.0,0.0077379803174357,0.958085529916247,0.0,0.0,-0.41271192486346614,0.13634340126319522,0.003977623772432925,0.0005423227540788466,0.25,3.75e-05,0.0005048227540788466,1.0125836054615078
2000-09-05,1.0885632050696523,0.0070320509337699,1.139077421077226,-0.0001708616131615,0.0,0.0,0.0,0.0066581551985898,0.9874834778451906,1.7642197759939675,0.0,0.0,0.6879258134597895,0.00337983612979955,0.0023250765189531423,0.5428711425746073,8.143067138619109e-05,0.0022436458475669514,1.014855484463216
2000-09-06,1.0885632050696523,-0.0016682964262595,1.139077421077226,-0.0017457128644131,0.0,-0.0,0.0,-0.0015325673497779,0.9874834778451906,1.7642197759939675,0.0,0.0,0.6879258134597895,-0.001236644160112625,-0.0008507194398057758,0.0,0.0,-0.0008507194398057758,1.0139921271739898
2000-09-07,1.1020482847631918,0.0038887218877598,1.139077421077226,0.0040691760281514,0.0,0.0,0.0,0.0035723436816983,0.9997163857119818,1.7642197759939675,0.0,0.0,0.6909840404264873,0.002882560399402375,0.001991803231552442,0.0033712699233848786,5.056904885077318e-07,0.0019912975410639345,1.0160112872034894
2000-09-08,1.1020482847631918,0.0111713909956245,0.0,0.0113758913023651,0.0,0.0,0.0,0.0101369342433352,0.9997163857119818,0.0,0.0,0.0,0.24992909642799546,0.0081710541353312,0.0020421841769075627,0.2847693552693065,4.271540329039597e-05,0.0019994687736171668,1.0180427700458954
2000-09-11,1.1020482847631918,-0.0022252370705567,0.0,-0.0,0.0,-0.0,0.0,-0.0020191829172304,0.9997163857119818,0.0,0.0,0.0,0.24992909642799546,-0.001061104996946775,-0.00026520101310213836,0.0,0.0,-0.00026520101310213836,1.017772784071898
2000-09-12,1.1268361050165243,0.0138345814391893,1.139077421077226,-0.0001708616131615,0.0,0.0,1.0,0.0125535166021899,1.0222025057994195,1.7642197759939675,0.0,0.41271192486346614,0.7997835516642132,0.006554309107054425,0.005242028616345085,0.5409663103326396,8.114494654989594e-05,0.00516088366979519,1.0230253910127767
2000-09-13,1.1268361050165243,0.0089609705239905,1.139077421077226,0.0090583174867884,0.0,0.0,1.0,0.0079523281904947,1.0222025057994195,1.7642197759939675,0.0,0.41271192486346614,0.7997835516642132,0.0064929040503183995,0.005192917861978605,0.0,0.0,0.005192917861978605,1.0283378778390244
2000-09-14,1.0544074649079356,0.0011151273597013,1.139077421077226,0.0011272414785142,0.0,0.0,0.0,0.0009896091851659,0.9564993063003601,1.7642197759939675,0.0,0.0,0.6801797705735819,0.00080799450584535,0.0005495815176106048,0.2681071600271472,4.021607400407207e-05,0.0005093654436065327,1.0288616776183472
2000-09-15,1.0544074649079356,-0.0041800152460638,0.0,-0.0046865361934496,0.0,-0.0,0.0,-0.0039643263019089,0.9564993063003601,0.0,0.0,0.0,0.23912482657509002,-0.003207719435355575,-0.0007670453536809475,0.2847693552693065,4.271540329039597e-05,-0.0008097607569713435,1.0280285458074603
2000-09-18,1.0544074649079356,-0.0084100742163744,0.0,-0.0,0.0,-0.0,0.0,-0.0079761140700087,0.9564993063003601,0.0,0.0,0.0,0.23912482657509002,-0.004096547071595775,-0.0009795861080520326,0.0,0.0,-0.0009795861080520326,1.0270215033253063
2000-09-19,0.9618768902821412,0.0,1.139077421077226,-0.0001708616131615,0.0,0.0,1.0,0.0,0.872560759403906,1.7642197759939675,0.0,0.41271192486346614,0.7623731150653349,-4.2715403290375e-05,-3.2565075067755246e-05,0.5579019989257551,8.368529983886326e-05,-0.0001162503749066185,1.0269021116905075
2000-09-20,0.9618768902821412,-0.0106499787457038,0.990064114170194,-0.0126343093543475,0.0,-0.0,0.0,-0.0110720809006856,0.872560759403906,1.5334257859919296,0.0,0.0,0.6014966363489589,-0.008589092250184225,-0.005166310097776722,0.287253326726758,4.30879990090137e-05,-0.005209398096785735,1.0215525697842818
2000-09-21,0.9937199096294228,0.0072741225695393,0.990064114170194,0.0074872863574713,0.0,0.0,0.0,0.0075624257563831,0.9014469603554928,1.5334257859919296,0.0,0.0,0.6087181865868556,0.005580958670848425,0.003397231041535041,0.007960754836820405,1.1941132255230606e-06,0.003396036928309518,1.0250218000354787
2000-09-22,0.9937199096294228,0.0094380505935224,0.0,0.0092548193388721,0.0,0.0,0.0,0.0094976969889248,0.9014469603554928,0.0,0.0,0.0,0.2253617400888732,0.007047641730329825,0.0015882688038700865,0.2475160285425485,3.7127404281382276e-05,0.0015511413995887042,1.0266117537849948
2000-09-25,0.9937199096294228,0.0039472540863392,0.0,0.0,0.0,0.0,0.0,0.0039721998604331,0.9014469603554928,0.0,0.0,0.0,0.2253617400888732,0.001979863486693075,0.00044618548049957495,0.0,0.0,0.00044618548049957495,1.027069813043644
2000-09-26,0.9712735043074152,-0.0113908837201014,0.990064114170194,-0.0001485096171255,0.0,-0.0,0.0,-0.0114628715895905,0.8810848405545754,1.5334257859919296,0.0,0.0,0.6036276566366262,-0.00575056623170435,-0.0034712008187774107,0.2531276298730504,3.7969144480957555e-05,-0.0035091699632583684,1.023465650505542
2000-09-27,0.9712735043074152,-0.0024373250037516,0.990064114170194,-0.0024844783782145,0.0,-0.0,0.0,-0.0025094116054251,0.8810848405545754,1.5334257859919296,0.0,0.0,0.6036276566366262,-0.0018578037468478,-0.0011214217222004815,0.0,0.0,-0.0011214217222004815,1.0223179138931389
2000-09-28,0.935190886856236,-0.0029328864891593,0.990064114170194,-0.0029896271760468,0.0,-0.0,0.0,-0.0030196298737203,0.8483527140188744,1.5334257859919296,0.0,0.0,0.595444625002701,-0.0022355358847316,-0.001331137826564089,0.009020654362794811,1.3530981544192215e-06,-0.0013324909247185081,1.020955684550699
2000-09-29,0.935190886856236,0.0061077742996393,0.0,0.0063176442307292,0.0,0.0,0.0,0.0065310455709974,0.8483527140188744,0.0,0.0,0.0,0.2120881785047186,0.004739116025341475,0.0010051104855371953,0.2475160285425485,3.7127404281382276e-05,0.000967983081255813,1.0219439523800562
2000-10-02,0.935190886856236,-0.0146310920137471,0.0,-0.0,0.0,-0.0,0.0,-0.0156450327087034,0.8483527140188744,0.0,0.0,0.0,0.2120881785047186,-0.007569031180612626,-0.0016053020361415514,0.0,0.0,-0.0016053020361415514,1.020303423672478
2000-10-03,0.8026412970337685,-0.0062044022054548,0.0,-0.0,0.0,-0.0,-1.0,-0.0066343698304329,0.7281111613600478,0.0,0.0,-0.41271192486346614,0.07884980912414542,-0.003209693008971925,-0.0002530836811045403,0.28313739745561683,4.247060961834252e-05,-0.00029555429072288284,1.0200018686177723
2000-10-04,0.8026412970337685,-0.0032945815247433,0.0,-0.0,0.0,-0.0,0.0,-0.0041046748241324,0.7281111613600478,0.0,0.0,0.0,0.18202779034001196,-0.0018498140872189252,-0.0003367175708362871,0.25,3.75e-05,-0.0003742175708362871,1.0196201659962496
2000-10-05,0.8127413206744911,0.010658314798421,0.0,0.0,0.0,0.0,-1.0,0.0132790511001736,0.7372733362568387,0.0,0.0,-0.41271192486346614,0.08114035284834313,0.00598434147464865,0.0004855715788179655,0.2525250059101807,3.7878750886527096e-05,0.00044769282793143844,1.0200766426317802
2000-10-06,0.8127413206744911,-0.0053783027363073,0.0,-0.0,0.0,-0.0,0.0,-0.0066174840622643,0.7372733362568387,0.0,0.0,0.0,0.18431833406420967,-0.0029989466996428998,-0.0005527608596255391,0.25,3.75e-05,-0.000590260859625539,1.0194745313158164
2000-10-09,0.8127413206744911,-0.00750613019861,0.0,-0.0,0.0,-0.0,0.0,-0.0092355710330824,0.7372733362568387,0.0,0.0,0.0,0.18431833406420967,-0.0041854253079231,-0.0007714506201065675,0.0,0.0,-0.0007714506201065675,1.01868805705645
2000-10-10,0.7615064247389399,0.0079211117346487,0.0,0.0,0.0,0.0,0.0,0.0097461658871669,0.6907959126310445,0.0,0.0,0.0,0.1726989781577611,0.0044168194054539,0.0007627801980292586,0.012808723983887799,1.9213085975831698e-06,0.0007608588894316754,1.0194631349202192
2000-10-11,0.7615064247389399,-0.0046790096500844,0.0,-0.0,0.0,-0.0,0.0,-0.0061444125723406,0.6907959126310445,0.0,0.0,0.0,0.1726989781577611,-0.0027058555556062503,-0.00046729848949570037,0.0,0.0,-0.00046729848949570037,1.0189867413371745
2000-10-12,0.7745447129811688,-0.0074677357529976,0.0,-0.0,0.0,-0.0,-1.0,-0.0098065302017085,0.7026235163554974,0.0,0.0,-0.41271192486346614,0.0724778978730078,-0.004318566488676525,-0.0003130006209240911,0.2532595720605572,3.798893580908358e-05,-0.00035098955673317465,1.0186290876325155
2000-10-13,0.7745447129811688,0.0048058771329628,0.0,0.0,0.0,0.0,-1.0,0.0062047768868822,0.7026235163554974,0.0,0.0,-0.41271192486346614,0.0724778978730078,0.0027526635049612497,0.00019950726439133716,0.0,0.0,0.00019950726439133716,1.0188323115352187
2000-10-16,0.7745447129811688,-0.001598648065937,0.0,-0.0,0.0,-0.0,0.0,-0.0020639842208511,0.7026235163554974,0.0,0.0,0.0,0.17565587908887434,-0.000915658071697025,-0.00016084072352876445,0.25,3.75e-05,-0.00019834072352876444,1.0186302355973944
2000-10-17,0.7675137676521672,-0.0088520359264569,0.0,-0.0,0.0,-0.0,0.0,-0.0114286958236222,0.6962454371464195,0.0,0.0,0.0,0.17406135928660488,-0.005070182937519775,-0.0008825229339364432,0.0017577363322504036,2.6366044983756053e-07,-0.0008827865943862807,1.0177310024807726
2000-10-18,0.7675137676521672,-0.0080621935393521,0.0,-0.0,0.0,-0.0,0.0,-0.0105042982668761,0.6962454371464195,0.0,0.0,0.0,0.17406135928660488,-0.00464162295155705,-0.0008079272002439231,0.0,0.0,-0.0008079272002439231,1.016908749921337
2000-10-19,0.7365749290344504,0.003235047013504,0.0,0.0,0.0,0.0,0.0,0.004214969359312,0.6681794582336387,0.0,0.0,0.0,0.16704486455840967,0.0018625040932040001,0.0003111217439887458,0.007734709654429184,1.1602064481643776e-06,0.0003099615375405814,1.017223952521001
2000-10-20,0.7365749290344504,-0.0070039348234899,0.0,-0.0,0.0,-0.0,0.0,-0.0095087879690272,0.6681794582336387,0.0,0.0,0.0,0.16704486455840967,-0.004128180698129275,-0.0006895913855916459,0.0,0.0,-0.0006895913855916459,1.016522483646125
2000-10-23,0.7365749290344504,0.0003908596159821,0.0,0.0,0.0,0.0,0.0,0.000530644745802,0.6681794582336387,0.0,0.0,0.0,0.16704486455840967,0.00023037609044602498,3.848314282605218e-05,0.0,0.0,3.848314282605218e-05,1.016561602626049
2000-10-24,0.7996793395864994,0.0038972309385897,0.0,0.0,0.8032393540499312,0.0041407308292529,0.0,0.0052910176344163,0.7254242397117346,0.0,1.9591769937866468,0.0,0.6711503083745953,0.0033322448505647253,0.0022364371590361727,0.21658594115049504,3.2487891172574255e-05,0.0022039492678635982,1.018802052825895
2000-10-25,0.7996793395864994,-0.0123324437471123,0.0,-0.0,0.766690460391455,-0.011738476187005,0.0,-0.0154217361092374,0.7254242397117346,0.0,1.8700307744897398,0.0,0.6488637535503686,-0.009873164010838676,-0.006406338259491195,0.009137223414619033,1.370583512192855e-06,-0.006407708843003388,1.0122738659027326
2000-10-26,-0.7686643051224819,-0.0164531060453861,0.0,-0.0,0.7139441307978577,-0.0145469671318176,0.0,-0.0205746293931943,-0.6972891402013146,0.0,1.7413774721765167,0.0,0.26102208299380053,-0.0128936756425995,-0.003365534073677751,0.40527249357564465,6.0790874036346695e-05,-0.0034263249477140974,1.008805486702071
