momentum_window,entry_threshold,exit_threshold,adx_trending_threshold,adx_window,weekly_vol_updates,update_frequency,use_regime_scaling,vol_window,vol_percentile_window,sharpe,annual_return,annual_vol,activity_pct,long_pct,short_pct
15,0.012,0.005,18,14,True,5,False,63,252,0.10158345382253955,0.021505041402696993,0.21169826968341776,71.7255297679112,38.68819374369324,33.037336024217964
15,0.015,0.005,18,14,True,5,False,63,252,0.09984373156265838,0.020924331588723102,0.20957080891544738,69.74772956609485,37.51765893037336,32.23007063572149
15,0.015,0.005,22,14,True,5,False,63,252,0.08824347708749646,0.017657076490453266,0.20009497668530973,61.53380423814328,33.380423814328964,28.15338042381433
15,0.01,0.005,18,14,True,5,False,63,252,0.0851051200091179,0.01805713027659416,0.21217442939578227,72.83551967709384,39.07164480322906,33.763874873864786
15,0.01,0.005,25,14,True,5,False,63,252,0.08332207062305917,0.016119637011526848,0.19346179098753435,57.13420787083754,30.433905146316853,26.700302724520686
15,0.01,0.005,22,14,True,5,False,63,252,0.08293522559645428,0.01678791255720376,0.20242197976153445,63.97578203834511,34.57114026236125,29.404641775983855
15,0.015,0.005,25,14,True,5,False,63,252,0.07944203362891117,0.015194753247221898,0.19126843250513298,55.07568113017154,29.424823410696266,25.65085771947528
15,0.008,0.005,25,14,True,5,False,63,252,0.05514709694637664,0.010695563672832559,0.19394608719353987,57.78002018163472,30.756811301715437,27.023208879919274
15,0.008,0.005,18,14,True,5,False,63,252,0.05412805425424264,0.011531167984987292,0.21303496207021813,73.88496468213926,39.55600403632694,34.32896064581231
15,0.008,0.005,22,14,True,5,False,63,252,0.04730958837316125,0.009610573572518316,0.20314219385536653,64.74268415741675,34.95459132189707,29.788092835519674
