low_vol_threshold,medium_vol_threshold,low_vol_scale,medium_vol_scale,high_vol_scale,momentum_window,entry_threshold,exit_threshold,adx_trending_threshold,adx_window,weekly_vol_updates,update_frequency,use_regime_scaling,vol_window,vol_percentile_window,sharpe,annual_return,annual_vol,activity_pct,long_pct,short_pct
0.35,0.7,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.49416769308807895,0.12595506782866414,0.25488325034274206,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4933155299743074,0.0938020804756196,0.1901462142910947,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4920206520087615,0.12563824050233094,0.25535155890182776,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4913463772873859,0.10990384147871383,0.22367894943169933,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4910379761785871,0.10985330682556987,0.22371651919976349,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.49055992120223313,0.12551311822778977,0.25585685418448006,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.48944836227185246,0.11212482117752595,0.229084066513331,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4893864434719033,0.09102203374553842,0.1859921437541091,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4878291553049123,0.11199969890298474,0.22958795653158648,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.487731304408566,0.10466057534488465,0.2145865446791414,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4854656501096649,0.11168287157665155,0.23005308728109353,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.48425525429709393,0.09873652412726218,0.20389355252444336,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4837000211592644,0.1089028248465704,0.2251453795382671,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4836964425728582,0.09558111057355732,0.19760556861891773,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.48367553631137983,0.09064666692191473,0.1874121391650422,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4820672793146971,0.09375154582247565,0.19447813582318235,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4809328651779594,0.09526428324722415,0.19808228995116303,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.47953552167104213,0.10403496397217851,0.21694944226372817,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.47905789660256026,0.09513916097268293,0.19859637352270396,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4789033256572381,0.09836115730363848,0.20538833629657813,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4787695843058062,0.1085274580229467,0.22667993452488533,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4767335233513986,0.11346190167458932,0.23799858016478728,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4744028688715099,0.11314507434825616,0.23849997917888024,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4728059714619864,0.11301995207371492,0.23904087277967415,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.47112596820363534,0.097410675324639,0.20676142241969364,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.47078904209102196,0.09736014067149507,0.2068020535037677,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4686395848540372,0.09963165502345112,0.21259760857479096,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4681210450215101,0.09216740919080983,0.19688798478729955,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.46685898053095215,0.09950653274890989,0.21314044904039872,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4642814710468874,0.09918970542257674,0.2136413180541501,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.46273662651024566,0.09640965869249558,0.20834672072443122,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.458946994054853,0.0915417978181037,0.19946050198372736,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4572974953344175,0.0960342918688719,0.21000397519921446,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.45568148619378823,0.10879986148981582,0.2387629622581295,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.45504683707579086,0.09914612866168654,0.2178811510894496,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.7,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.45445606687205314,0.10096873552051448,0.2221749094812746,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4524156766945394,0.08949239583355728,0.19781011234493645,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.75,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4519377901773038,0.10065190819418131,0.22271186517660685,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.45161565385838914,0.11240845633883521,0.2489029230463357,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.45062214750189383,0.10029909858433048,0.22257915892584695,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.45025152089500303,0.1104140193815173,0.24522742124676897,70.09081735620585,38.20383451059536,31.886982845610497
0.35,0.8,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.45020531684766213,0.10052678591964008,0.22329097893274275,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4494005718772583,0.09018417778714365,0.20067659774090152,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4488116457388087,0.10275472351070594,0.22894843412888016,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.44844366081603343,0.10418139806593249,0.23231769599854193,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4484286978480444,0.09452766523780323,0.21079753747124166,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4469538692449675,0.11402261423053676,0.2551104757704715,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4467550778251685,0.08487393240967397,0.18997866308055314,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.44549684819559393,0.11145797435983572,0.2501880199854983,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4453769524341733,0.10721572485815,0.24073029435441318,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.44514622717783064,0.1039076934333499,0.23342373155021715,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.44407851621460265,0.10778999291495192,0.24272733081926892,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4434672555684935,0.09310099068257671,0.20993881625651903,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4433930793227253,0.09756199203002075,0.22003499057550668,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4431269043814132,0.11601705118785463,0.26181450514680354,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.44299439289275044,0.09614182312950474,0.21702717838413096,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.442367424782753,0.10625674392669159,0.24020020004609147,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4423464302855463,0.103230916086933,0.23337119736739986,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.44229870824437534,0.08602690233231791,0.1944995559082371,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4420660056871255,0.10747316558861875,0.24311565287986303,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.44196471611926913,0.10180424153170647,0.23034472621618393,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4416211852843277,0.09813626008682265,0.22221818915602945,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4415576626969346,0.11108260753621205,0.2515698784565181,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4414895719673952,0.09357718325880374,0.2119578563131149,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4411486324777991,0.11570022386152146,0.2622703899401617,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4410833822752421,0.09379277263616306,0.21264181876984678,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4410600551219129,0.11307213225153726,0.25636448129559847,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4407915400042047,0.1073480433140775,0.24353471782388003,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.44035126496372407,0.10882988274985153,0.24714334080274958,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43984648639965984,0.11557510158698026,0.26276236177993406,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43937694022300455,0.11763120907955615,0.2677227644670036,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4393570459769007,0.09781943276048949,0.22264223063269684,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43934238471698633,0.09871496195266467,0.22468800049022009,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43914667919866973,0.08790825920189149,0.20017971982004182,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43896605273042727,0.109865338775711,0.250282084667673,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4389333224636025,0.10659011348544385,0.2428389644403965,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43878071056161544,0.08392345043067449,0.19126513178589152,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43860790232476243,0.10285554926330932,0.23450455114497928,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4385012462047132,0.10295721145435043,0.23479342954087098,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43845231510568344,0.11184053736484573,0.255080275577717,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4383237899688859,0.08990920181391993,0.2051205156359459,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43825598599822574,0.0995629346420492,0.22717986250723404,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4378952348509929,0.09769431048594827,0.22309973416173787,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4378469505580491,0.10636331835972537,0.24292351065631984,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4374860428093039,0.10142887470808278,0.2318448242525869,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43746499798502414,0.117314381753223,0.26816861301721573,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4372952219028197,0.11269676542791356,0.2577132330363267,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43724086649900695,0.09975041797852417,0.22813608155437762,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4371860206152728,0.11171541509030448,0.25553290778392695,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.437146481579648,0.09320181643518005,0.21320500189865693,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4370425025411067,0.10954851144937787,0.2506587135402789,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4370065234890456,0.10361347909194299,0.23709824344198896,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4369825873864033,0.08025546898579067,0.18365827678809662,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4367844007427822,0.0884825272586934,0.20257712296552427,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43655817533688773,0.1053062619476921,0.2412193102704543,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43642594818723884,0.08860004115547786,0.2030127711780006,70.09081735620585,38.20383451059536,31.886982845610497
