low_vol_threshold,medium_vol_threshold,low_vol_scale,medium_vol_scale,high_vol_scale,momentum_window,entry_threshold,exit_threshold,adx_trending_threshold,adx_window,weekly_vol_updates,update_frequency,use_regime_scaling,vol_window,vol_percentile_window,sharpe,annual_return,annual_vol,activity_pct,long_pct,short_pct
0.45,0.75,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4363484944835633,0.09519134115050526,0.21815439345830268,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43627678426659894,0.09924610731571602,0.2274842735043838,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43621571742572757,0.11718925947868178,0.26864978678498685,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4360626943385073,0.08959237448758675,0.20545755381229167,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4359828116381715,0.0969363806573146,0.22233991356926136,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43583655750816747,0.10942338917483664,0.2510651924208677,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4357942113088714,0.10348835681740177,0.23747070092230732,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43578120113793606,0.09215050870357723,0.2114604954572357,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.435661768113644,0.10604649103339223,0.2434147285692731,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43523422257783095,0.11139858776397134,0.25595089261173726,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43509841062252785,0.0991209850411748,0.22781279503952911,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4350643598262091,0.09943359065219101,0.22854915234130135,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4350318048577081,0.10751628828236931,0.24714581113796075,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43488874006297806,0.09395974626381373,0.21605467699671194,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43468431124129125,0.08946725221304552,0.20582121300297557,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43460365523125727,0.08507642035331842,0.1957563387451225,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43436755669842847,0.07993864165945751,0.1840345588124969,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43433039425936415,0.11391588322560482,0.26227932636365064,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43426035991868506,0.10810597314271123,0.2489427613493297,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4342236796115279,0.08816569993236024,0.20304212799089277,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4342104377227592,0.10820427137714536,0.249197766743307,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4342023588159492,0.105921368758851,0.2439447105899976,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4341807647298244,0.1025818446307267,0.23626529078173195,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4338314524148196,0.1031715294910686,0.2378147755696108,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4336866218535739,0.08354808360705081,0.19264620902984472,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43367117097472996,0.0993084683776498,0.22899485837262745,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4336392077918352,0.10218680453671646,0.23564936634090147,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4335501294324955,0.0928422906571636,0.21414430386329594,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4334897121391269,0.09383462398927249,0.21646332395347972,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43339286856302933,0.08963549718133733,0.20682273217493297,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43312633845388726,0.11379076095106357,0.262719559741524,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43303334071258487,0.1049308951240684,0.2423159726024738,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.432904096195996,0.10719946095603616,0.24762865932204517,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43273330390278886,0.07981351938491629,0.18444043632668025,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43264423466674684,0.091984547674679,0.21261013161433207,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4325390155346141,0.08804057765781899,0.20354366772902946,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4322266632711864,0.09481597432688157,0.219366324162636,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4322263884063002,0.10209946847186584,0.23621757303695812,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43221509637733957,0.09808935057995852,0.226945683762797,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43220977650504705,0.10206168226217524,0.23613922639018195,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43190559408072077,0.10615001292175967,0.2457713314588855,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4318988252584078,0.08186962687749218,0.18955741967695577,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43149100263785856,0.10707433868149495,0.24814964397151107,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4312742292759813,0.09351779666293934,0.2168406788876211,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4312529886783081,0.11347393362473042,0.26312613849356065,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4309119882895459,0.08931866985500417,0.2072782198739563,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43076667654950657,0.10602489064721841,0.2461306698477484,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.430680145510875,0.09177514187995355,0.21309350532304988,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43063205574613045,0.10773060631908753,0.25016857171124696,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.43058201759710674,0.08430601343568447,0.1957954814419797,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.43057801348592717,0.08728264782918535,0.20271041505940263,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4304955939110426,0.09166772034834586,0.21293532766629905,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.430351714024236,0.10178264114553269,0.2365103654258959,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4303081173626115,0.09603509212457281,0.2231775052564163,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.43028465380422637,0.10380096242841799,0.24123789103491017,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4301530609859933,0.1106425069725279,0.2572165980149347,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4300445584381568,0.10174485493584205,0.23659142509641504,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42993929876313275,0.09845224031458194,0.2289910240766858,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.8,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.42972345557418384,0.08470105352969473,0.19710595833434247,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4296335899813096,0.09670958553159613,0.22509782239280524,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4294014846749403,0.08155279955115902,0.18992202510174136,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.8,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.429290784686133,0.08919354758046295,0.20776953701830556,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.7,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.42924915038701245,0.10165751887099148,0.23682637176878912,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.429200669992045,0.09154259807380462,0.2132862422500443,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4289870002555719,0.09590996985003158,0.22357313809717444,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4289553153032017,0.08418089116114325,0.19624629456250248,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42891515721468854,0.10367584015387676,0.24171642901857865,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.42890091303685435,0.1057080633208853,0.24646266796779256,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,1.0,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4285697386000664,0.0924669238335399,0.21575700639897114,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,1.0,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4280815195693518,0.0879744297827717,0.20550859067981633,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4279105898742272,0.09740136748518248,0.22762083900239766,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.6,0.5,20,0.012,0.003,20,14,True,5,True,63,252,0.4278565902551642,0.0814276772766178,0.19031535129108598,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.427220222324611,0.09639275820526295,0.22562779842388103,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4268722533930506,0.09559314252369842,0.22393852438021838,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4268242974740953,0.10335901282754359,0.24215822163642556,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4267433939078411,0.085920171327386,0.20133919482756235,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42672517259192017,0.1102671401489042,0.2584031766374217,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4264646806586144,0.10052758617534102,0.235723122534064,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.42643672957763895,0.08386406383481008,0.19666238393177957,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4259743885024053,0.09253307170858721,0.2172268432238496,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4258232179077055,0.09807687349095824,0.2303229823231851,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42558742386494863,0.09626763593072173,0.22619943760666736,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42553883726959607,0.09708454015884932,0.2281449580061299,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4251960464778719,0.08579504905284477,0.2017776264937819,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4249156296990947,0.10678012434008803,0.251297238502864,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.424360506670642,0.09240794943404598,0.21775812777452067,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,1.0,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4239398695855031,0.0969594178843081,0.22871030738181766,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42355200113483177,0.09368604163123113,0.2211913563865031,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.8,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4228812951202402,0.08879850748645268,0.2099844767577249,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.6,0.7,20,0.012,0.003,20,14,True,5,True,63,252,0.4227778773638258,0.08547822172651158,0.2021823427930985,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42255242243217905,0.10015221935171734,0.23701726468694445,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4219908563113574,0.09356091935668992,0.22171314367925046,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4219556225367185,0.09209112210771282,0.21824835880626067,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.7,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.42126518352616055,0.1093166581699047,0.25949606671712083,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.8,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4202058719577316,0.09041266537815419,0.21516278427267857,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.8,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4196504720658781,0.09324409203035673,0.2221946554029349,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.41946502444937567,0.09712639151195877,0.23154824800817397,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.75,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.418202598386192,0.088423140662829,0.21143613407483916,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.5,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4164498345749324,0.09920173737271785,0.23820813249685263,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.75,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4157235371970494,0.09003729855453049,0.2165797471117292,70.09081735620585,38.20383451059536,31.886982845610497
0.4,0.7,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.41111364821944035,0.08747265868382952,0.2127700188565357,70.09081735620585,38.20383451059536,31.886982845610497
0.45,0.7,1.3,0.6,0.9,20,0.012,0.003,20,14,True,5,True,63,252,0.4088761163055028,0.08908681657553102,0.21788217267493173,70.09081735620585,38.20383451059536,31.886982845610497
