date,price,high,low,ret_x,pos,ret_y,pos_for_ret_t,trade,cost,pnl_gross,pnl_net
2000-01-28,1924.0,1880.0,1838.0,-0.0020746887966804906,0.0,-0.0020746887966804906,0.0,0.0,0.0,-0.0,-0.0
2000-01-31,1933.0,1875.0,1845.0,0.004677754677754775,0.0,0.004677754677754775,0.0,0.0,0.0,0.0,0.0
2000-02-01,1921.75,1882.0,1853.0,-0.005819968960165567,0.0,-0.005819968960165567,0.0,0.0,0.0,-0.0,-0.0
2000-02-02,1894.5,1862.0,1820.0,-0.014179784050995181,0.0,-0.014179784050995181,0.0,0.0,0.0,-0.0,-0.0
2000-02-03,1884.25,1829.0,1807.0,-0.005410398522037507,0.0,-0.005410398522037507,0.0,0.0,0.0,-0.0,-0.0
2000-02-04,1885.25,1822.0,1800.0,0.0005307151386493292,0.0,0.0005307151386493292,0.0,0.0,0.0,0.0,0.0
2000-02-07,1889.0,1828.0,1816.0,0.0019891261105953184,0.0,0.0019891261105953184,0.0,0.0,0.0,0.0,0.0
2000-02-08,1880.75,1834.0,1812.0,-0.00436739015352039,0.0,-0.00436739015352039,0.0,0.0,0.0,-0.0,-0.0
2000-02-09,1882.5,1822.0,1813.0,0.0009304798617573162,-0.0,0.0009304798617573162,0.0,-0.0,0.0,0.0,0.0
2000-02-10,1942.5,1878.0,1822.0,0.031872509960159334,0.0,0.031872509960159334,-0.0,0.0,0.0,-0.0,-0.0
2000-02-11,1936.25,1890.0,1865.0,-0.003217503217503248,0.0,-0.003217503217503248,0.0,0.0,0.0,-0.0,-0.0
2000-02-14,1928.25,1883.0,1845.0,-0.0041316978695933315,-0.0,-0.0041316978695933315,0.0,-0.0,0.0,-0.0,-0.0
2000-02-15,1911.5,1868.0,1829.0,-0.008686632957344731,0.0,-0.008686632957344731,-0.0,0.0,0.0,0.0,0.0
2000-02-16,1903.0,1834.0,1821.0,-0.004446769552707286,0.0,-0.004446769552707286,0.0,0.0,0.0,-0.0,-0.0
2000-02-17,1908.5,1847.0,1822.0,0.0028901734104045396,0.0,0.0028901734104045396,0.0,0.0,0.0,0.0,0.0
2000-02-18,1908.0,1859.0,1844.0,-0.00026198585276393516,0.0,-0.00026198585276393516,0.0,0.0,0.0,-0.0,-0.0
2000-02-21,1887.25,1834.0,1821.0,-0.010875262054507284,0.0,-0.010875262054507284,0.0,0.0,0.0,-0.0,-0.0
2000-02-22,1896.75,1834.0,1819.0,0.005033779308517783,0.0,0.005033779308517783,0.0,0.0,0.0,0.0,0.0
2000-02-23,1919.25,1862.0,1839.0,0.011862396204033177,0.0,0.011862396204033177,0.0,0.0,0.0,0.0,0.0
2000-02-24,1927.75,1896.0,1862.0,0.0044288133385437245,0.0,0.0044288133385437245,0.0,0.0,0.0,0.0,0.0
2000-02-25,1890.0,1850.0,1825.0,-0.019582414732200792,0.0,-0.019582414732200792,0.0,0.0,0.0,-0.0,-0.0
2000-02-28,1817.25,1817.0,1745.0,-0.038492063492063466,0.0,-0.038492063492063466,0.0,0.0,0.0,-0.0,-0.0
2000-02-29,1808.25,1759.0,1720.0,-0.004952538175815091,0.0,-0.004952538175815091,0.0,0.0,0.0,-0.0,-0.0
2000-03-01,1842.75,1775.0,1745.0,0.019079220240564077,0.0,0.019079220240564077,0.0,0.0,0.0,0.0,0.0
2000-03-02,1821.75,1766.0,1738.0,-0.01139601139601143,0.0,-0.01139601139601143,0.0,0.0,0.0,-0.0,-0.0
2000-03-03,1830.5,1764.0,1739.0,0.004803073967339033,0.0,0.004803073967339033,0.0,0.0,0.0,0.0,0.0
2000-03-06,1835.75,1772.0,1753.0,0.002868068833651982,0.0,0.002868068833651982,0.0,0.0,0.0,0.0,0.0
2000-03-07,1818.0,1780.0,1747.0,-0.009669072586136473,0.0,-0.009669072586136473,0.0,0.0,0.0,-0.0,-0.0
2000-03-08,1799.5,1737.0,1722.0,-0.010176017601760123,-0.0,-0.010176017601760123,0.0,-0.0,0.0,-0.0,-0.0
2000-03-09,1824.5,1754.0,1732.0,0.013892747985551512,-0.0,0.013892747985551512,-0.0,0.0,0.0,-0.0,-0.0
2000-03-10,1822.0,1767.0,1745.0,-0.0013702384214853147,-0.0,-0.0013702384214853147,-0.0,0.0,0.0,0.0,0.0
2000-03-13,1805.75,1752.0,1732.0,-0.008918770581778257,-0.0,-0.008918770581778257,-0.0,0.0,0.0,0.0,0.0
2000-03-14,1833.75,1778.0,1755.0,0.01550602242835386,-0.0,0.01550602242835386,-0.0,0.0,0.0,-0.0,-0.0
2000-03-15,1839.5,1777.5,1766.0,0.003135650988411731,-0.0,0.003135650988411731,-0.0,0.0,0.0,-0.0,-0.0
2000-03-16,1852.0,1794.0,1773.0,0.006795324816526227,-0.0,0.006795324816526227,-0.0,0.0,0.0,-0.0,-0.0
2000-03-17,1864.5,1802.0,1770.0,0.006749460043196542,-0.0,0.006749460043196542,-0.0,0.0,0.0,-0.0,-0.0
2000-03-20,1846.0,1797.0,1773.0,-0.009922231161169193,-0.0,-0.009922231161169193,-0.0,0.0,0.0,0.0,0.0
2000-03-21,1868.25,1805.0,1773.0,0.012053087757313063,-0.0,0.012053087757313063,-0.0,0.0,0.0,-0.0,-0.0
2000-03-22,1858.25,1812.0,1789.0,-0.005352602703064369,-0.0,-0.005352602703064369,-0.0,0.0,0.0,0.0,0.0
2000-03-23,1858.0,1795.0,1782.0,-0.0001345351809498574,-0.0,-0.0001345351809498574,-0.0,0.0,0.0,0.0,0.0
2000-03-24,1845.75,1801.0,1779.0,-0.006593110871905283,-0.0,-0.006593110871905283,-0.0,0.0,0.0,0.0,0.0
2000-03-27,1829.25,1779.0,1737.0,-0.008939455505891925,0.0,-0.008939455505891925,-0.0,0.0,0.0,0.0,0.0
2000-03-28,1834.5,1771.0,1752.0,0.002870028700286964,0.0,0.002870028700286964,0.0,0.0,0.0,0.0,0.0
2000-03-29,1842.0,1774.0,1760.0,0.004088307440719641,0.0,0.004088307440719641,0.0,0.0,0.0,0.0,0.0
2000-03-30,1844.25,1786.0,1771.0,0.00122149837133545,0.0,0.00122149837133545,0.0,0.0,0.0,0.0,0.0
2000-03-31,1825.5,1770.0,1757.0,-0.010166734444896353,0.0,-0.010166734444896353,0.0,0.0,0.0,-0.0,-0.0
2000-04-03,1816.5,1767.0,1733.0,-0.004930156121610518,-1.337417643215042,-0.004930156121610518,0.0,-1.337417643215042,0.0004012252929645126,-0.0,-0.0004012252929645126
2000-04-04,1816.5,1758.0,1746.0,0.0,0.0,0.0,-1.337417643215042,1.337417643215042,0.0004012252929645126,-0.0,-0.0004012252929645126
2000-04-05,1811.5,1769.0,1741.0,-0.002752546105147302,0.0,-0.002752546105147302,0.0,0.0,0.0,-0.0,-0.0
2000-04-06,1759.75,1718.0,1678.0,-0.028567485509246482,-1.13299259803344,-0.028567485509246482,0.0,-1.13299259803344,0.000339897779410032,-0.0,-0.000339897779410032
2000-04-07,1753.25,1689.0,1675.0,-0.003693706492399529,-1.1649955454455438,-0.003693706492399529,-1.13299259803344,-0.032002947412103744,9.600884223631122e-06,0.004184942115196728,0.0041753412309730965
2000-04-10,1778.5,1713.0,1692.0,0.014401825181805217,-1.1385106084703691,0.014401825181805217,-1.1649955454455438,0.026484936975174733,7.945481092552419e-06,-0.016778062183088537,-0.01678600766418109
2000-04-11,1792.25,1726.0,1693.0,0.00773123418611199,-1.156652150884356,0.00773123418611199,-1.1385106084703691,-0.0181415424139868,5.44246272419604e-06,-0.008802092137457281,-0.008807534600181476
2000-04-12,1784.5,1721.0,1707.0,-0.004324173524898889,-1.187435702741555,-0.004324173524898889,-1.156652150884356,-0.030783551857199054,9.235065557159716e-06,0.005001564608371487,0.0049923295428143276
2000-04-13,1766.0,1707.0,1692.0,-0.010367049593723698,-1.189071441966723,-0.010367049593723698,-1.187435702741555,-0.0016357392251680203,4.90721767550406e-07,0.012310204819679852,0.012309714097912301
2000-04-14,1737.0,1684.0,1665.0,-0.01642129105322765,-1.1415196990722367,-0.01642129105322765,-1.189071441966723,0.04755174289448627,1.426552286834588e-05,0.019526088231616646,0.0195118227087483
2000-04-17,1722.25,1655.0,1639.0,-0.0084916522740357,-1.1559057095111334,-0.0084916522740357,-1.1415196990722367,-0.014386010438896646,4.315803131668993e-06,0.009693388348483305,0.009689072545351637
2000-04-18,1754.5,1684.0,1668.0,0.018725504427347994,-1.0930898385709675,0.018725504427347994,-1.1559057095111334,0.06281587094016583,1.8844761282049747e-05,-0.021644917481047552,-0.0216637622423296
2000-04-19,1779.0,1711.0,1690.0,0.013964092333998313,-1.0779291063464753,0.013964092333998313,-1.0930898385709675,0.015160732224492213,4.548219667347663e-06,-0.015264007435160301,-0.015268555654827648
2000-04-20,1769.0,1704.0,1686.5,-0.005621135469364824,-1.1039112503265518,-0.005621135469364824,-1.0779291063464753,-0.025982143980076478,7.794643194022943e-06,0.0060591855331449,0.006051390889950877
2000-04-21,1769.0,1704.0,1686.5,0.0,-1.138891282345221,0.0,-1.1039112503265518,-0.03498003201866928,1.0494009605600784e-05,-0.0,-1.0494009605600784e-05
2000-04-24,1769.0,1704.0,1686.5,0.0,-1.1749614100617494,0.0,-1.138891282345221,-0.03607012771652829,1.0821038314958486e-05,-0.0,-1.0821038314958486e-05
2000-04-25,1798.5,1730.0,1689.0,0.01667608818541555,-1.1276212015008782,0.01667608818541555,-1.1749614100617494,0.04734020856087118,1.4202062568261352e-05,-0.019593760088649933,-0.019607962151218194
2000-04-26,1807.75,1746.0,1732.0,0.005143174867945577,-1.1554581524054217,0.005143174867945577,-1.1276212015008782,-0.027836950904543523,8.351085271363055e-06,-0.005799553024121912,-0.005807904109393275
2000-04-27,1797.0,1737.0,1721.0,-0.005946618724934294,-1.1807734422996319,-0.005946618724934294,-1.1554581524054217,-0.02531528989421017,7.59458696826305e-06,0.006871069084972064,0.006863474498003801
2000-04-28,1814.25,1760.0,1740.0,0.009599332220367351,-1.187624728628447,0.009599332220367351,-1.1807734422996319,-0.006851286328815043,2.0553858986445126e-06,-0.011334636549620926,-0.01133669193551957
2000-05-01,1814.25,1760.0,1740.0,0.0,0.0,0.0,-1.187624728628447,1.187624728628447,0.00035628741858853406,-0.0,-0.00035628741858853406
2000-05-02,1846.5,1789.5,1747.0,0.01777594047126918,1.1577141326284344,0.01777594047126918,0.0,1.1577141326284344,0.0003473142397885303,0.0,-0.0003473142397885303
2000-05-03,1830.0,1789.0,1770.0,-0.008935824532900094,1.169254190242203,-0.008935824532900094,1.1577141326284344,0.011540057613768528,3.4620172841305583e-06,-0.010345130348426317,-0.010348592365710447
2000-05-04,1831.0,1782.0,1768.0,0.0005464480874317612,1.2060717815633915,0.0005464480874317612,1.169254190242203,0.03681759132118856,1.1045277396356567e-05,0.0006389367159794244,0.0006278914385830679
2000-05-05,1854.25,1822.0,1788.0,0.012697979246313551,1.1890822018152334,0.012697979246313551,1.2060717815633915,-0.016989579748158068,5.09687392444742e-06,0.015314674451856355,0.015309577577931907
2000-05-08,1837.5,1814.0,1792.0,-0.00903330187407303,1.1989875003867045,-0.00903330187407303,1.1890822018152334,0.009905298571471155,2.971589571441346e-06,-0.010741338482084433,-0.010744310071655874
2000-05-09,1837.0,1805.0,1778.0,-0.00027210884353745524,1.2367857836891,-0.00027210884353745524,1.1989875003867045,0.03779828330239554,1.1339484990718661e-05,-0.0003262551021460903,-0.000337594587136809
2000-05-10,1828.0,1816.0,1795.0,-0.004899292324441973,1.266443181792737,-0.004899292324441973,1.2367857836891,0.02965739810363699,8.897219431091097e-06,-0.0060593750970069585,-0.00606827231643805
2000-05-11,1830.5,1799.0,1786.0,0.001367614879649981,1.3055873617684812,0.001367614879649981,1.266443181792737,0.03914417997574415,1.1743253992723246e-05,0.001732006539651013,0.0017202632856582899
2000-05-12,1848.5,1830.0,1790.0,0.009833378858235431,1.3040817828694609,0.009833378858235431,1.3055873617684812,-0.0015055788990203656,4.5167366970610963e-07,0.012838335160793557,0.012837883487123851
2000-05-15,1851.5,1833.0,1823.0,0.001622937516905676,1.3439721997106386,0.001622937516905676,1.3040817828694609,0.03989041684117778,1.1967125052353332e-05,0.0021164432505320894,0.002104476125479736
2000-05-16,1870.0,1851.0,1832.0,0.009991898460707471,1.3385028604340072,0.009991898460707471,1.3439721997106386,-0.005469339276631402,1.6408017829894204e-06,0.013428833753522364,0.013427192951739374
2000-05-17,1854.5,1845.0,1831.0,-0.008288770053475947,1.3476357104516448,-0.008288770053475947,1.3385028604340072,0.009132850017637528,2.739855005291258e-06,-0.011094542426057294,-0.011097282281062585
2000-05-18,1850.0,1848.0,1822.0,-0.002426530062011323,1.387103131923819,-0.002426530062011323,1.3476357104516448,0.03946742147217419,1.1840226441652257e-05,-0.003270078564050903,-0.003281918790492555
2000-05-19,1839.0,1838.0,1815.0,-0.005945945945945996,1.411570929792854,-0.005945945945945996,1.387103131923819,0.02446779786903508,7.340339360710523e-06,-0.008247640243871425,-0.008254980583232137
2000-05-22,1836.0,1833.0,1818.0,-0.0016313213703099683,1.4544725851259759,-0.0016313213703099683,1.411570929792854,0.042901655333121846,1.2870496599936552e-05,-0.0023027258234793947,-0.002315596320079331
2000-05-23,1833.5,1825.0,1815.0,-0.0013616557734205115,1.4990881562253038,-0.0013616557734205115,1.4544725851259759,0.0446155710993279,1.3384671329798368e-05,-0.001980490992818641,-0.00199387566414844
2000-05-24,1835.0,1840.0,1815.0,0.000818107444777727,1.545818508116261,0.000818107444777727,1.4990881562253038,0.0467303518909572,1.4019105567287158e-05,0.0012264151809860374,0.0012123960754187502
2000-05-25,1821.75,1823.0,1809.0,-0.007220708446866508,1.555909538341561,-0.007220708446866508,1.545818508116261,0.010091030225300113,3.0273090675900336e-06,-0.01116190475887767,-0.01116493206794526
2000-05-26,1832.75,1824.0,1802.0,0.006038150130369235,1.5770920089994411,0.006038150130369235,1.555909538341561,0.021182470657880037,6.3547411973640105e-06,0.009394815381779834,0.00938846064058247
2000-05-29,1832.75,1824.0,1802.0,0.0,1.6267296338046289,0.0,1.5770920089994411,0.04963762480518774,1.489128744155632e-05,0.0,-1.489128744155632e-05
2000-05-30,1783.5,1817.0,1757.0,-0.02687218660482882,-1.2613269110267151,-0.02687218660482882,1.6267296338046289,-2.888056544831344,0.0008664169634494032,-0.04371378227520284,-0.044580199238652245
2000-05-31,1792.0,1770.0,1749.0,0.004765909728062789,-1.2916532572809403,0.004765909728062789,-1.2613269110267151,-0.030326346254225145,9.097903876267542e-06,-0.00601137019552961,-0.006020468099405878
2000-06-01,1794.75,1778.0,1757.0,0.0015345982142858094,-1.3312426192642413,0.0015345982142858094,-1.2916532572809403,-0.039589361983300986,1.1876808594990294e-05,-0.00198216878209978,-0.0019940455906947703
2000-06-02,1763.75,1808.0,1745.0,-0.01727260064075775,-1.2468046438685256,-0.01727260064075775,-1.3312426192642413,0.08443797539571563,2.5331392618714685e-05,0.02299402211850756,0.022968690725888845
2000-06-05,1768.0,1755.0,1735.0,0.002409638554216942,-1.2836986895429834,0.002409638554216942,-1.2468046438685256,-0.036894045674457754,1.1068213702337325e-05,-0.0030043485394423233,-0.0030154167531446607
2000-06-06,1772.5,1770.0,1756.0,0.0025452488687782715,-1.321244641740189,0.0025452488687782715,-1.2836986895429834,-0.03754595219720569,1.1263785659161706e-05,-0.003267332637411428,-0.0032785964230705894
2000-06-07,1737.25,1754.0,1713.0,-0.019887165021156505,-1.2055295395607624,-0.019887165021156505,-1.321244641740189,0.11571510217942671,3.471453065382801e-05,0.026275810223605946,0.02624109569295212
2000-06-08,1760.25,1743.0,1725.0,0.013239315009353936,-0.5921065784816457,0.013239315009353936,-1.2055295395607624,0.6134229610791166,0.00018402688832373497,-0.01596038532732634,-0.016144412215650075
2000-06-09,1770.5,1753.0,1735.0,0.005823036500496981,-0.6049670702505263,0.005823036500496981,-0.5921065784816457,-0.0128604917688806,3.8581475306641795e-06,-0.0034478582186830034,-0.0034517163662136675
2000-06-12,1753.75,1748.0,1721.0,-0.009460604349053936,-0.60816248023493,-0.009460604349053936,-0.6049670702505263,-0.0031954099844037076,9.586229953211122e-07,0.005723354095846548,0.005722395472851227
2000-06-13,1776.75,1762.0,1739.0,0.013114754098360715,-0.5974404494174547,0.013114754098360715,-0.60816248023493,0.010722030817475359,3.2166092452426074e-06,-0.007975901380130266,-0.00797911798937551
2000-06-14,1784.25,1769.0,1757.0,0.004221190375685913,-0.613097198499413,0.004221190375685913,-0.5974404494174547,-0.015656749081958354,4.697024724587506e-06,-0.002521909875126426,-0.0025266068998510134
2000-06-15,1781.75,1778.0,1751.0,-0.0014011489421325019,-0.6320007043850813,-0.0014011489421325019,-0.613097198499413,-0.018903505885668248,5.671051765700474e-06,0.000859040491101853,0.0008533694393361525
2000-06-16,1807.75,1807.0,1782.0,0.01459239511716004,-0.6113650674755581,0.01459239511716004,-0.6320007043850813,0.020635636909523192,6.190691072856957e-06,-0.009222403992710565,-0.009228594683783422
2000-06-19,1808.0,1813.0,1790.0,0.00013829345871929632,-0.630584063347662,0.00013829345871929632,-0.6113650674755581,-0.01921899587210396,5.7656987616311875e-06,-8.45477897213509e-05,-9.031348848298208e-05
2000-06-20,1791.25,1803.0,1783.0,-0.009264380530973448,-0.6332501280470021,-0.009264380530973448,-0.630584063347662,-0.002666064699340054,7.998194098020161e-07,0.005841970719620208,0.005841170900210406
2000-06-21,1791.0,1800.0,1778.0,-0.00013956734124209724,-0.6531552183030022,-0.00013956734124209724,-0.6332501280470021,-0.01990509025600007,5.97152707680002e-06,8.838103671273771e-05,8.240950963593769e-05
2000-06-22,1790.5,1812.0,1797.0,-0.00027917364600782424,-0.6736714762457181,-0.00027917364600782424,-0.6531552183030022,-0.020516257942715943,6.154877382814783e-06,0.0001823437237026855,0.0001761888463198707
2000-06-23,1771.5,1791.0,1775.0,-0.010611561016475868,0.0,-0.010611561016475868,-0.6736714762457181,0.6736714762457181,0.00020210144287371542,0.007148705975240811,0.006946604532367095
2000-06-26,1793.25,1804.0,1781.0,0.012277730736663939,0.0,0.012277730736663939,0.0,0.0,0.0,0.0,0.0
2000-06-27,1783.25,1817.0,1794.0,-0.005576467307960353,0.0,-0.005576467307960353,0.0,0.0,0.0,-0.0,-0.0
2000-06-28,1791.75,1810.0,1796.0,0.004766577877470812,0.0,0.004766577877470812,0.0,0.0,0.0,0.0,0.0
2000-06-29,1767.25,1790.0,1778.0,-0.013673782614762153,-0.5279709429685674,-0.013673782614762153,0.0,-0.5279709429685674,0.0001583912828905702,-0.0,-0.0001583912828905702
2000-06-30,1774.5,1796.0,1783.0,0.0041024190125902305,0.0,0.0041024190125902305,-0.5279709429685674,0.5279709429685674,0.0001583912828905702,-0.002165958034529443,-0.0023243493174200133
2000-07-03,1773.5,1798.0,1785.0,-0.0005635390250774419,0.0,-0.0005635390250774419,0.0,0.0,0.0,-0.0,-0.0
2000-07-04,1767.5,1795.0,1782.0,-0.00338314068226675,0.0,-0.00338314068226675,0.0,0.0,0.0,-0.0,-0.0
2000-07-05,1769.75,1792.0,1784.0,0.0012729844413013058,1.1080184413300256,0.0012729844413013058,0.0,1.1080184413300256,0.00033240553239900767,0.0,-0.00033240553239900767
2000-07-06,1753.5,1792.5,1765.0,-0.009182087865517774,0.0,-0.009182087865517774,1.1080184413300256,-1.1080184413300256,0.00033240553239900767,-0.010173922684906345,-0.010506328217305353
2000-07-07,1756.0,1781.0,1761.0,0.0014257199885943095,0.0,0.0014257199885943095,0.0,0.0,0.0,0.0,0.0
2000-07-10,1772.0,1787.0,1765.0,0.009111617312072884,1.1296279382631487,0.009111617312072884,0.0,1.1296279382631487,0.0003388883814789446,0.0,-0.0003388883814789446
2000-07-11,1777.75,1800.0,1780.0,0.003244920993227929,0.0,0.003244920993227929,1.1296279382631487,-1.1296279382631487,0.0003388883814789446,0.0036655534114068736,0.003326665029927929
2000-07-12,1791.0,1816.0,1786.0,0.007453241456897741,0.0,0.007453241456897741,0.0,0.0,0.0,0.0,0.0
2000-07-13,1791.0,1815.0,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-07-14,1787.5,1806.0,1789.0,-0.0019542155220547697,-1.2372612742038427,-0.0019542155220547697,0.0,-1.2372612742038427,0.00037117838226115275,-0.0,-0.00037117838226115275
2000-07-17,1820.0,1835.0,1803.0,0.018181818181818077,0.0,0.018181818181818077,-1.2372612742038427,1.2372612742038427,0.00037117838226115275,-0.022495659530978828,-0.02286683791323998
2000-07-18,1824.5,1845.0,1833.0,0.0024725274725274637,0.0,0.0024725274725274637,0.0,0.0,0.0,0.0,0.0
2000-07-19,1824.25,1859.0,1831.0,-0.00013702384214853147,0.0,-0.00013702384214853147,0.0,0.0,0.0,-0.0,-0.0
2000-07-20,1829.25,1839.0,1827.0,0.0027408524050980265,0.0,0.0027408524050980265,0.0,0.0,0.0,0.0,0.0
2000-07-21,1859.5,1876.0,1868.0,0.016536832034987015,1.0879669036503532,0.016536832034987015,0.0,1.0879669036503532,0.00032639007109510596,0.0,-0.00032639007109510596
2000-07-24,1875.5,1886.0,1873.0,0.008604463565474507,1.088570815956127,0.008604463565474507,1.0879669036503532,0.0006039123057737239,1.8117369173211715e-07,0.009361371582901578,0.009361190409209847
2000-07-25,1869.0,1879.0,1874.0,-0.003465742468675037,1.1171097718525695,-0.003465742468675037,1.088570815956127,0.02853895589644262,8.561686768932786e-06,-0.0037727061070193866,-0.0037812677937883194
2000-07-26,1865.0,1878.0,1864.0,-0.0021401819154628354,1.1498678629299084,-0.0021401819154628354,1.1171097718525695,0.03275809107733885,9.827427323201653e-06,-0.002390818131305683,-0.0024006455586288848
2000-07-27,1869.25,1882.0,1863.0,0.002278820375335222,1.1831019126391384,0.002278820375335222,1.1498678629299084,0.03323404970923005,9.970214912769014e-06,0.0026203423149878434,0.0026103721000750742
2000-07-28,1866.5,1893.0,1876.0,-0.001471178280058827,1.2189611143740005,-0.001471178280058827,1.1831019126391384,0.03585920173486201,1.0757760520458603e-05,-0.001740553836970756,-0.0017513115974912147
2000-07-31,1870.75,1886.0,1868.0,0.0022769890168765627,1.2538181358076297,0.0022769890168765627,1.2189611143740005,0.03485702143362923,1.0457106430088768e-05,0.0027755610694292147,0.002765103962999126
2000-08-01,1871.75,1888.0,1874.0,0.0005345449685953962,1.2930108938053682,0.0005345449685953962,1.2538181358076297,0.03919275799773847,1.175782739932154e-05,0.0006702221760296277,0.0006584643486303061
2000-08-02,1870.0,1905.0,1886.0,-0.000934953920128212,1.3329464315648805,-0.000934953920128212,1.2930108938053682,0.03993553775951231,1.1980661327853691e-05,-0.0012089056039318122,-0.001220886265259666
2000-08-03,1857.0,1884.0,1872.0,-0.006951871657754016,1.334480110322532,-0.006951871657754016,1.3329464315648805,0.0015336787576516464,4.601036272954939e-07,-0.009266472518900245,-0.00926693262252754
2000-08-04,1856.75,1878.0,1866.0,-0.00013462574044154074,1.3763986567080235,-0.00013462574044154074,1.334480110322532,0.04191854638549142,1.2575563915647425e-05,-0.00017965537295667986,-0.0001922309368723273
2000-08-07,1863.75,1883.0,1876.0,0.0037700282752120007,1.4061794723479752,0.0037700282752120007,1.3763986567080235,0.02978081563995172,8.934244691985515e-06,0.005189061853753065,0.005180127609061079
2000-08-08,1854.0,1888.0,1873.0,-0.005231388329979825,1.4230985990353504,-0.005231388329979825,1.4061794723479752,0.016919126687375163,5.075738006212549e-06,-0.007356270881498385,-0.007361346619504598
2000-08-09,1863.75,1893.0,1871.0,0.005258899676375384,1.4392830982970068,0.005258899676375384,1.4230985990353504,0.016184499261656438,4.855349778496931e-06,0.007483932761917266,0.007479077412138769
2000-08-10,1857.5,1893.0,1873.0,-0.0033534540576793948,1.4723000275770346,-0.0033534540576793948,1.4392830982970068,0.03301692928002775,9.905078784008325e-06,-0.0048265697461334685,-0.004836474824917477
2000-08-11,1849.5,1887.0,1866.0,-0.004306864064603011,1.4971972750063962,-0.004306864064603011,1.4723000275770346,0.024897247429361613,7.469174228808483e-06,-0.006340996081085552,-0.006348465255314361
2000-08-14,1862.0,1884.0,1867.0,0.006758583400919171,1.4906465406565463,0.006758583400919171,1.4971972750063962,-0.006550734349849874,1.965220304954962e-06,0.010118932650759645,0.01011696743045469
2000-08-15,1860.5,1900.0,1882.0,-0.0008055853920515554,1.5366950517280984,-0.0008055853920515554,1.4906465406565463,0.046048511071552056,1.3814553321465615e-05,-0.0012008430778650987,-0.0012146576311865644
2000-08-16,1860.5,1888.0,1876.0,0.0,1.5849823111128272,0.0,1.5366950517280984,0.048287259384728776,1.448617781541863e-05,0.0,-1.448617781541863e-05
2000-08-17,1865.5,1886.5,1877.0,0.0026874496103197476,1.624285945129776,0.0026874496103197476,1.5849823111128272,0.03930363401694881,1.1791090205084641e-05,0.00425956009436386,0.004247769004158776
2000-08-18,1869.0,1895.0,1885.0,0.0018761726078799779,1.669791196180574,0.0018761726078799779,1.624285945129776,0.04550525105079806,1.3651575315239417e-05,0.0030474407976169263,0.003033789222301687
2000-08-21,1849.0,1875.0,1863.0,-0.010700909577314066,-1.5540108749955008,-0.010700909577314066,1.669791196180574,-3.223802071176075,0.0009671406213528224,-0.017868284603323414,-0.018835425224676235
2000-08-22,1860.0,1875.0,1860.0,0.005949161709031925,-1.5560065407206465,0.005949161709031925,-1.5540108749955008,-0.0019956657251456456,5.986997175436936e-07,-0.00924506199294243,-0.009245660692659974
