Sleeve,Sharpe_ALL,Vol_ALL,MaxDD_ALL,Sharpe_IS,Vol_IS,MaxDD_IS,Sharpe_OOS,Vol_OOS,MaxDD_OOS,AvgDailyTurnover,%DaysInPosition
"TrendCore [20, 60, 120] MOM (cadence=MON_WED, quiet_q=0.0)",0.4186760120075221,0.11025106111917361,-0.3714261709062805,0.6589269211075938,0.10899530992677982,-0.19520499404189895,-0.0741386670387367,0.11179844252001334,-0.3714261709062805,0.05509454817782595,99.86355366889023
