date,price,ret_log,sma_20,mom_20,sma_60,mom_60,sma_120,mom_120,sma_sig_20,mom_sig_20,sma_sig_60,mom_sig_60,sma_sig_120,mom_sig_120,raw_signal_sma,raw_signal_mom,raw_signal,roll_vol21,leverage,desired_pos,rebalance_flag,position,turnover,cost,pnl_gross,pnl,cum_pnl
2000-07-05,1787.0,0.0,1781.425,0.04112515555938775,1773.2916666666667,0.0382139453519293,1786.6458333333333,-0.07905216085381159,1,1,1,1,1,-1,1,1,1,0.17644357393224996,0.5667534258765217,0.5667534258765217,1,0.5675247657752721,0.0,0.0,0.0,0.0,-0.09273258736472811
2000-07-06,1767.0,-0.011255042839731652,1782.775,0.015398080111121662,1774.3916666666667,0.03806687992383474,1785.3458333333333,-0.0846032732690833,-1,1,-1,1,-1,-1,-1,1,1,0.15452995352411325,0.6471237305096047,0.6471237305096047,0,0.5667534258765217,0.000771339898750445,1.1570098481256676e-07,-0.006387515551409359,-0.006387631252394172,-0.09912021861712228
2000-07-07,1768.0,0.0005657708778922416,1783.75,0.011090686694158138,1776.0416666666667,0.05762431953575373,1784.0958333333333,-0.0814340122457948,-1,1,-1,1,-1,-1,-1,1,1,0.14706130232368958,0.6799885382484564,0.6799885382484564,0,0.5667534258765217,0.0,0.0,0.00032065258330659513,0.00032065258330659513,-0.09879956603381568
2000-07-10,1787.0,0.010689271961839258,1786.525,0.03155015131695148,1778.275,0.0779464173384039,1783.225,-0.056831928913655926,1,1,1,1,1,-1,1,1,1,0.15045190176796328,0.6646642470111579,0.6646642470111579,1,0.5667534258765217,0.0,0.0,0.006058181504498247,0.006058181504498247,-0.09274138452931743
2000-07-11,1793.0,0.0033519584457047734,1788.325,0.020282385418035606,1780.0916666666667,0.06271827880286089,1782.4833333333333,-0.04844484654019209,1,1,1,1,1,-1,1,1,1,0.14535582290176405,0.6879669352330184,0.6879669352330184,0,0.6646642470111579,0.09791082113463623,1.4686623170195435e-05,0.001899733932498921,0.0018850473093287255,-0.0908563372199887
2000-07-12,1808.0,0.00833106734698888,1790.325,0.022372297754532984,1781.7583333333334,0.05689816660360669,1782.1,-0.02512420517367866,1,1,1,1,1,-1,1,1,1,0.13981923375617117,0.7152091834116945,0.7152091834116945,1,0.6646642470111579,0.0,0.0,0.005537362604985608,0.005537362604985608,-0.0853189746150031
2000-07-13,1806.0,-0.0011068069751911064,1792.175,0.020700039817145483,1783.5583333333334,0.06166336710563811,1781.6166666666666,-0.031610261268605784,1,1,1,1,1,-1,1,1,1,0.1389027110968905,0.7199283528040412,0.7199283528040412,0,0.7152091834116945,0.05054493640053659,7.581740460080489e-06,-0.000735655024752094,-0.0007432367652121745,-0.08606221138021528
2000-07-14,1800.0,-0.003327790092674691,1792.125,-0.0005554012917000177,1785.1583333333333,0.05480823649499495,1781.1333333333334,-0.031713975489527715,1,-1,1,1,1,-1,1,-1,-1,0.1397130089476767,0.7157529621128593,-0.7157529621128593,0,0.7152091834116945,0.0,0.0,-0.002380066034747393,-0.002380066034747393,-0.08844227741496268
2000-07-17,1833.0,0.018167303955448934,1793.525,0.015393377072723617,1787.3083333333334,0.07297554045044403,1780.8416666666667,-0.018914370949082947,1,1,1,1,1,-1,1,1,1,0.14008457351935913,0.7138544772467784,0.7138544772467784,1,0.7152091834116945,0.0,0.0,0.01299342262676868,0.01299342262676868,-0.07544885478819399
2000-07-18,1836.0,0.001635323340730838,1795.925,0.026491615446976285,1789.075,0.05946788368861117,1780.675,-0.010834342165710118,1,1,1,1,1,-1,1,1,1,0.14002674673164167,0.714149277435174,0.714149277435174,0,0.7138544772467784,0.001354706164916064,2.0320592473740964e-07,0.001169598271138187,0.0011693950652134496,-0.07427945972298054
2000-07-19,1834.0,-0.0010899183640255736,1797.65,0.018990525297324694,1790.6416666666667,0.052614260607835375,1780.7333333333333,0.0038240964384034758,1,1,1,1,1,1,1,1,1,0.13520727304424804,0.7396051835708123,0.7396051835708123,1,0.7138544772467784,0.0,0.0,-0.0007780431039931398,-0.0007780431039931398,-0.07505750282697368
2000-07-20,1837.0,0.0016344323987154716,1799.45,0.019791740039169555,1792.4333333333334,0.06030145683790222,1780.9,0.010947016818954448,1,1,1,1,1,1,1,1,1,0.133898024554042,0.7468370077382241,0.7468370077382241,0,0.7396051835708123,0.025750706324033867,3.862605948605081e-06,0.001166746885580231,0.001162884279631626,-0.07389461854734206
2000-07-21,1868.0,0.016734533573662322,1804.0,0.049941790634136604,1794.3666666666666,0.06411034729245116,1781.3083333333334,0.0265814402706657,1,1,1,1,1,1,1,1,1,0.14457948565947917,0.6916610578870436,0.6916610578870436,0,0.7396051835708123,0.0,0.0,0.012376947775720444,0.012376947775720444,-0.06151767077162161
2000-07-24,1882.0,0.00746670135653707,1807.95,0.042883096942007634,1796.5333333333333,0.07157704864898823,1781.8,0.03185154546666196,1,1,1,1,1,1,1,1,1,0.13476297565022113,0.7420435732997701,0.7420435732997701,1,0.7396051835708123,0.0,0.0,0.005522411027470033,0.005522411027470033,-0.05599525974415158
2000-07-25,1874.0,-0.004259857346957452,1811.95,0.04362742017962611,1797.9416666666666,0.04613893259228693,1782.3083333333334,0.03309225204351653,1,1,1,1,1,1,1,1,1,0.12966747766936554,0.771203402714337,0.771203402714337,0,0.7420435732997701,0.002438389728957824,3.657584593436736e-07,-0.0031506125750819397,-0.003150978333541283,-0.05914623807769286
2000-07-26,1869.0,-0.0026716553428046733,1815.0,0.03318226650344093,1799.5583333333334,0.05329467629053649,1782.7583333333334,0.02931806075661167,1,1,1,1,1,1,1,1,1,0.12836156481573793,0.77904939958896,0.77904939958896,1,0.7420435732997701,0.0,0.0,-0.0019824846772002022,-0.0019824846772002022,-0.06112872275489307
2000-07-27,1880.0,0.0058682483684319746,1820.0,0.05465841253786398,1801.275,0.05634522766934363,1782.775,0.001064396055786723,1,1,1,1,1,1,1,1,1,0.12743886647075311,0.7846899675849655,0.7846899675849655,0,0.77904939958896,0.037005826289189914,5.550873943378488e-06,0.004354495988321808,0.004348945114378429,-0.05677977764051464
2000-07-28,1879.0,-0.0005320564105295891,1824.45,0.048524100578664714,1802.4083333333333,0.036860541530051916,1782.8416666666667,0.004266673139375699,1,1,1,1,1,1,1,1,1,0.11104935029156224,0.900500540862671,0.900500540862671,0,0.77904939958896,0.0,0.0,-0.0004144982271705336,-0.0004144982271705336,-0.05719427586768517
2000-07-31,1884.5,0.002922813293724817,1828.975,0.04921477008844868,1803.9,0.048657511784810835,1783.0291666666667,0.01201135487017782,1,1,1,1,1,1,1,1,1,0.11051637921392005,0.9048432522968917,0.9048432522968917,1,0.77904939958896,0.0,0.0,0.0022770159415869493,0.0022770159415869493,-0.05491725992609822
2000-08-01,1888.0,0.0018555339982558286,1834.025,0.05497983154601799,1805.35,0.04717600152948988,1783.3916666666667,0.023309829668715608,1,1,1,1,1,1,1,1,1,0.11053342606619777,0.9047037041999462,0.9047037041999462,0,0.9048432522968917,0.12579385270793164,1.8869077906189748e-05,0.0014455526472581057,0.001426683569351916,-0.053490576356746304
2000-08-02,1890.0,0.0010587613482421182,1839.175,0.05603859289426003,1806.9333333333334,0.0515718071313089,1783.8666666666666,0.030622860213983003,1,1,1,1,1,1,1,1,1,0.10825844219979722,0.9237154901549777,0.9237154901549777,1,0.9048432522968917,0.0,0.0,0.0009580130617496401,0.0009580130617496401,-0.05253256329499666
2000-08-03,1875.0,-0.007968169649176845,1844.575,0.05932546608481471,1808.2166666666667,0.04193372337294565,1784.1166666666666,0.016129381929883717,1,1,1,1,1,1,1,1,1,0.1140947897860491,0.8764642117972286,0.8764642117972286,0,0.9237154901549777,0.018872237858086005,2.830835678712901e-06,-0.007209944540214558,-0.007212775375893271,-0.059745338670889936
2000-08-04,1874.0,-0.000533475606143745,1849.875,0.05822621960077876,1808.9833333333333,0.02485271078427224,1784.3666666666666,0.016138058681828295,1,1,1,1,1,1,1,1,1,0.10362263252373906,0.9650401419505614,0.9650401419505614,0,0.9237154901549777,0.0,0.0,-0.0004927796810147932,-0.0004927796810147932,-0.06023811835190473
2000-08-07,1882.0,0.0042598573469575084,1854.625,0.05179680498589699,1809.8833333333334,0.029112568131229623,1784.875,0.032949240417716935,1,1,1,1,1,1,1,1,1,0.10340915916080778,0.9670323287755747,0.9670323287755747,1,0.9237154901549777,0.0,0.0,0.003934896217235138,0.003934896217235138,-0.05630322213466959
2000-08-08,1873.0,-0.004793617701236408,1858.625,0.0436512288389556,1810.3,0.013437450242459016,1785.2083333333333,0.021587454604383445,1,1,1,1,1,1,1,1,1,0.10276395323866436,0.9731038642290726,0.9731038642290726,0,0.9670323287755747,0.04331683862059699,6.497525793089548e-06,-0.004427938924513166,-0.004434436450306256,-0.060737658584975845
2000-08-09,1886.0,0.006916760749314225,1862.525,0.04223692224128103,1811.1833333333334,0.028504215353697855,1785.4583333333333,0.016034549847256822,1,1,1,1,1,1,1,1,1,0.10398544095204901,0.9616730869671763,0.9616730869671763,1,0.9670323287755747,0.0,0.0,0.0066887312549928244,0.0066887312549928244,-0.054048927329983024
2000-08-10,1879.0,-0.0037184637799374727,1866.175,0.0396252654365345,1811.9166666666667,0.02369523892479458,1785.55,0.005871380624677318,1,1,1,1,1,1,1,1,1,0.10371469297069746,0.9641835417499913,0.9641835417499913,0,0.9616730869671763,0.005359241808398307,8.038862712597462e-07,-0.00359587468858056,-0.0035966785748518196,-0.05764560590483484
2000-08-11,1870.0,-0.004801289564833005,1869.675,0.038151765964376326,1812.65,0.023810648693718607,1785.9166666666667,0.023810648693718607,1,1,1,1,1,1,1,1,1,0.10580330656262504,0.9451500453892709,0.9451500453892709,0,0.9616730869671763,0.0,0.0,-0.004617270957236247,-0.004617270957236247,-0.06226287686207109
2000-08-14,1883.5,0.0071933172834635455,1872.2,0.027177779292390746,1813.7083333333333,0.03429524706125482,1787.0708333333334,0.07637719249556826,1,1,1,1,1,1,1,1,1,0.10583334355343911,0.9448817985185015,0.9448817985185015,1,0.9616730869671763,0.0,0.0,0.006917619637522731,0.006917619637522731,-0.05534525722454836
2000-08-15,1883.5,0.0,1874.575,0.02554245595166004,1814.8,0.03539475239467167,1788.325,0.08327773741648964,1,1,1,1,1,1,1,1,1,0.08850187446755572,1.1299195706488616,1.1299195706488616,0,0.9448817985185015,0.016791288448674835,2.5186932673012256e-06,0.0,-2.5186932673012256e-06,-0.055347775917815666
2000-08-16,1880.0,-0.0018599713081008855,1876.875,0.024772403007584633,1815.6666666666667,0.028049303809899586,1789.2166666666667,0.058598749749786905,1,1,1,1,1,1,1,1,1,0.08915794078968318,1.1216050877161061,1.1216050877161061,1,0.9448817985185015,0.0,0.0,-0.0017574530347911747,-0.0017574530347911747,-0.05710522895260684
2000-08-17,1886.0,0.003186407369408002,1879.325,0.02632437797827709,1816.9166666666667,0.04057900530998945,1790.3333333333333,0.07370019169706596,1,1,1,1,1,1,1,1,1,0.0890483004167244,1.1229860596106194,1.1229860596106194,0,1.1216050877161061,0.1767232891976046,2.650849337964069e-05,0.0030107783260188404,0.0029842698326391997,-0.05412095911996764
2000-08-18,1887.0,0.0005300821751474413,1880.275,0.010119926579762252,1818.0166666666667,0.035602465640942306,1791.3833333333334,0.06910643687234413,1,1,1,1,1,1,1,1,1,0.08908311187038304,1.122547224725391,1.122547224725391,0,1.1216050877161061,0.0,0.0,0.0005945428645529903,0.0005945428645529903,-0.053526416255414655
2000-08-21,1863.0,-0.012800174766961787,1879.325,-0.010146949543736529,1818.6666666666667,0.0211561999673117,1792.175,0.05233912740399974,-1,-1,1,1,1,1,1,1,1,0.08306663613091698,1.203852769990532,1.203852769990532,1,1.1216050877161061,0.0,0.0,-0.014356741142279663,-0.014356741142279663,-0.06788315739769432
2000-08-22,1874.0,0.005887092196779067,1879.325,0.0,1820.5,0.06049122623163092,1793.2166666666667,0.06903098777976545,-1,0,1,1,1,1,1,1,1,0.0814107295471713,1.2283393178789492,1.2283393178789492,0,1.203852769990532,0.0822476822744258,1.2337152341163871e-05,0.006602992559761189,0.006590655407420025,-0.0612925019902743
2000-08-23,1872.5,-0.0008007474069929791,1879.5,0.0018709079358116025,1822.2083333333333,0.056294889823499714,1794.4208333333333,0.08030976602737355,-1,1,1,1,1,1,1,1,1,0.0801102030138684,1.2482804466578166,1.2482804466578166,1,1.203852769990532,0.0,0.0,-0.0009639819839712337,-0.0009639819839712337,-0.06225648397424553
2000-08-24,1878.0,0.002932944376833709,1879.4,-0.0010643960557867014,1823.8916666666667,0.05528083161355698,1795.4541666666667,0.06830848683607996,-1,-1,1,1,1,1,1,1,1,0.08014134291471882,1.2477954119937005,1.2477954119937005,0,1.2482804466578166,0.044427676667284643,6.664151500092697e-06,0.003530833212279415,0.0035241690607793223,-0.05873231491346621
2000-08-25,1877.0,-0.0005326231816994241,1879.3,-0.0010649628269565206,1826.075,0.07234730018696127,1796.4625,0.06663626239144677,-1,-1,1,1,1,1,1,1,1,0.07748953059438181,1.290496912717784,1.290496912717784,0,1.2482804466578166,0.0,0.0,-0.0006648631031520646,-0.0006648631031520646,-0.05939717801661828
2000-08-28,1884.0,0.0037224185497995448,1879.275,-0.00026535757088177797,1828.2416666666666,0.07149828220417997,1797.675,0.08037450368839232,1,-1,1,1,1,1,1,1,1,0.07856808621180528,1.2727814157318047,1.2727814157318047,1,1.2482804466578166,0.0,0.0,0.0046466222899911175,0.0046466222899911175,-0.05475055572662716
2000-08-29,1913.0,0.01527551430394445,1880.525,0.013154622734806871,1830.7916666666667,0.08335888140805539,1798.8583333333333,0.0771283316574193,1,1,1,1,1,1,1,1,1,0.0942043503595603,1.0615221018808452,1.0615221018808452,0,1.2727814157318047,0.024500969073988133,3.67514536109822e-06,0.019068125818255646,0.019064450672894546,-0.03568610505373261
2000-08-30,1920.0,0.003652495581574248,1882.025,0.015748356968139112,1834.2083333333333,0.11291210542178698,1800.0583333333334,0.07796154146971192,1,1,1,1,1,1,1,1,1,0.0946829774314614,1.0561560558484493,1.0561560558484493,1,1.2727814157318047,0.0,0.0,0.004648828497270233,0.004648828497270233,-0.03103727655646238
2000-08-31,1924.0,0.002081166203824671,1884.475,0.025797692821140618,1837.275,0.100521239017077,1801.1666666666667,0.07163222916493998,1,1,1,1,1,1,1,1,1,0.09478432415454331,1.055026776758493,1.055026776758493,0,1.0561560558484493,0.2166253598833554,3.2493803982503316e-05,0.00264886966727715,0.002616375863294647,-0.02842090069316773
2000-09-01,1931.0,0.003631651202862546,1887.325,0.029962819630147023,1840.3166666666666,0.09927972592508401,1802.2416666666666,0.06914084426023116,1,1,1,1,1,1,1,1,1,0.08956190999583703,1.1165460853240865,1.1165460853240865,0,1.0561560558484493,0.0,0.0,0.003835590410632583,0.003835590410632583,-0.024585310282535147
2000-09-04,1946.0,0.0077379803174359415,1890.525,0.03344094260062547,1843.8916666666667,0.11678789890347378,1803.6,0.08747864488280989,1,1,1,1,1,1,1,1,1,0.09186421103917566,1.0885632050696523,1.0885632050696523,1,1.0561560558484493,0.0,0.0,0.008172514772296075,0.008172514772296075,-0.016412795510239074
2000-09-05,1959.0,0.006658155198590308,1894.825,0.044892715500452235,1847.2583333333334,0.10882632975744352,1804.8833333333334,0.08187354717755944,1,1,1,1,1,1,1,1,1,0.09304304064937079,1.0747714101138017,1.0747714101138017,0,1.0885632050696523,0.032407149221203024,4.861072383180454e-06,0.007032050933769988,0.007027189861386808,-0.009385605648852265
2000-09-06,1956.0,-0.0015325673497781163,1898.325,0.0364433874013599,1850.3916666666667,0.10105260739717396,1806.2333333333333,0.08645380797602116,1,1,1,1,1,1,1,1,1,0.09074012580264394,1.1020482847631918,1.1020482847631918,1,1.0885632050696523,0.0,0.0,-0.0016682964262595692,-0.0016682964262595692,-0.011053902075111834
2000-09-07,1963.0,0.003572343681698363,1902.525,0.04373419486299566,1853.625,0.10405950011667582,1807.65,0.0905837206713281,1,1,1,1,1,1,1,1,1,0.08921361676490232,1.120905122180196,1.120905122180196,0,1.1020482847631918,0.013485079693539515,2.0227619540309275e-06,0.003888721887759892,0.003886699125805861,-0.007167202949305973
2000-09-08,1983.0,0.010136934243334964,1908.175,0.058672418671163774,1856.6583333333333,0.09626878334383981,1809.3416666666667,0.1079974852336651,1,1,1,1,1,1,1,1,1,0.09109933786511154,1.0977028191803924,1.0977028191803924,0,1.1020482847631918,0.0,0.0,0.01117139099562456,0.01117139099562456,0.004004188046318587
2000-09-11,1979.0,-0.0020191829172302696,1912.95,0.04945991847046999,1859.5583333333334,0.09203107483558452,1811.1416666666667,0.11557476320469559,1,1,1,1,1,1,1,1,1,0.08874405031469376,1.1268361050165245,1.1268361050165245,1,1.1020482847631918,0.0,0.0,-0.0022252370705567568,-0.0022252370705567568,0.00177895097576183
2000-09-12,2004.0,0.012553516602189629,1918.975,0.062013435072659696,1863.1583333333333,0.11404750647129601,1813.1083333333333,0.12529621900716664,1,1,1,1,1,1,1,1,1,0.0939549467947261,1.0643399140918168,1.0643399140918168,0,1.1268361050165245,0.024787820253332704,3.718173037999906e-06,0.013834581439189333,0.013830863266151332,0.015609814241913163
2000-09-13,2020.0,0.007952328190495015,1925.975,0.0718257345712556,1866.8333333333333,0.11558866287616497,1815.1583333333333,0.1298606275257256,1,1,1,1,1,1,1,1,1,0.09483999623307997,1.0544074649079356,1.0544074649079356,1,1.1268361050165245,0.0,0.0,0.00896097052399051,0.00896097052399051,0.024570784765903672
2000-09-14,2022.0,0.0009896091851662818,1932.775,0.06962893638701392,1870.5166666666667,0.11574505440446055,1817.175,0.12747375629428592,1,1,1,1,1,1,1,1,1,0.09337695126625684,1.0709280892546822,1.0709280892546822,0,1.0544074649079356,0.07242864010858896,1.0864296016288345e-05,0.0011151273597013497,0.0011042630636850614,0.025675047829588734
2000-09-15,2014.0,-0.00396432630190911,1939.125,0.06513452790995741,1874.4666666666667,0.12519624512385633,1819.2583333333334,0.13253883671177097,1,1,1,1,1,1,1,1,1,0.09686838956509979,1.0323285072556683,1.0323285072556683,0,1.0544074649079356,0.0,0.0,-0.0041800152460638364,-0.0041800152460638364,0.0214950325835249
2000-09-18,1998.0,-0.007976114070008757,1945.875,0.06995858860691047,1877.7166666666667,0.10269473600518148,1821.2916666666667,0.13024778627637051,1,1,1,1,1,1,1,1,1,0.10396340842606962,0.9618768902821413,0.9618768902821413,1,1.0544074649079356,0.0,0.0,-0.00841007421637445,-0.00841007421637445,0.01308495836715045
2000-09-19,1998.0,0.0,1952.075,0.0640714964101313,1881.1166666666666,0.10769891658975733,1823.325,0.13024778627637051,1,1,1,1,1,1,1,1,1,0.08813443146719936,1.1346303406656297,1.1346303406656297,0,0.9618768902821413,0.09253057462579428,1.3879586193869143e-05,0.0,-1.3879586193869143e-05,0.01307107878095658
2000-09-20,1976.0,-0.011072080900685677,1957.25,0.053800162916438576,1883.9166666666667,0.08885333735569134,1825.2333333333333,0.12317456817375663,1,1,1,1,1,1,1,1,1,0.10063197791547915,0.9937199096294228,0.9937199096294228,1,0.9618768902821413,0.0,0.0,-0.01064997874570383,-0.01064997874570383,0.002421100035252751
2000-09-21,1991.0,0.007562425756383059,1962.9,0.05842964429598817,1887.4333333333334,0.11202366077806539,1827.725,0.1627257638980277,1,1,1,1,1,1,1,1,1,0.10131858628942601,0.9869857413361519,0.9869857413361519,0,0.9937199096294228,0.03184301934728151,4.776452902092227e-06,0.007274122569539307,0.007269346116637215,0.009690446151889966
2000-09-22,2010.0,0.00949769698892525,1969.55,0.06845996446661255,1891.1,0.11591910221832073,1830.4291666666666,0.17607246637900606,1,1,1,1,1,1,1,1,1,0.1038480310847497,0.9629455556879134,0.9629455556879134,0,0.9937199096294228,0.0,0.0,0.009438050593522441,0.009438050593522441,0.019128496745412407
2000-09-25,2018.0,0.003972199860432724,1976.25,0.06870974577724599,1894.8333333333333,0.11765915829481283,1832.9875,0.16502892702136082,1,1,1,1,1,1,1,1,1,0.10295761137982128,0.9712735043074151,0.9712735043074151,1,0.9937199096294228,0.0,0.0,0.0039472540863392126,0.0039472540863392126,0.023075750831751618
2000-09-26,1995.0,-0.011462871589590397,1980.35,0.041971359883710944,1898.3,0.11010581416453578,1835.2375,0.14541699985850368,1,1,1,1,1,1,1,1,1,0.1151642954813266,0.8683246798154952,0.8683246798154952,0,0.9712735043074151,0.0224464053220077,3.3669607983011554e-06,-0.011390883720101446,-0.011394250680899748,0.01168150015085187
2000-09-27,1990.0,-0.002509411605425807,1983.85,0.03580945269671078,1901.6833333333334,0.10759640255911009,1837.4875,0.1458103479110394,1,1,1,1,1,1,1,1,1,0.10693004113434298,0.935190886856236,0.935190886856236,1,0.9712735043074151,0.0,0.0,-0.0024373250037516203,-0.0024373250037516203,0.009244175147100249
2000-09-28,1984.0,-0.0030196298737199456,1986.85,0.030708656619166358,1905.3,0.11583181552512165,1839.8458333333333,0.1538986954489564,-1,1,1,1,1,1,1,1,1,0.10802811290241002,0.925684965823087,0.925684965823087,0,0.935190886856236,0.03608261745117913,5.412392617676871e-06,-0.002932886489159329,-0.002938298881777006,0.006305876265323243
2000-09-29,1997.0,0.006531045570997149,1990.15,0.033608050987300735,1909.1166666666666,0.12179709021822646,1842.5791666666667,0.17942140975398008,1,1,1,1,1,1,1,1,1,0.10938909012358584,0.914167947525862,0.914167947525862,0,0.935190886856236,0.0,0.0,0.006107774299639316,0.006107774299639316,0.012413650564962558
2000-10-02,1966.0,-0.015645032708703346,1991.15,0.010225037961161395,1912.1,0.09546278554768389,1845.1875,0.1734092028860876,-1,1,1,1,1,1,1,1,1,0.12458865544242341,0.8026412970337685,0.8026412970337685,1,0.935190886856236,0.0,0.0,-0.0146310920137471,-0.0146310920137471,-0.002217441448784543
2000-10-03,1953.0,-0.00663436983043298,1990.85,-0.0030674870678618345,1914.7666666666667,0.08547645727154599,1847.4291666666666,0.14819473607440684,-1,-1,1,1,1,1,1,1,1,0.12453250475205974,0.8030032014460549,0.8030032014460549,0,0.8026412970337685,0.13254958982246745,1.988243847337012e-05,-0.006204402205454875,-0.006224284643928245,-0.008441726092712789
2000-10-04,1945.0,-0.004104674824132274,1990.3,-0.005639594542215982,1917.05,0.07304071510042477,1849.4041666666667,0.12993888170403148,-1,-1,1,1,1,1,1,1,1,0.12304037884650723,0.8127413206744911,0.8127413206744911,1,0.8026412970337685,0.0,0.0,-0.0032945815247433837,-0.0032945815247433837,-0.011736307617456173
2000-10-05,1971.0,0.013279051100173578,1990.7,0.004067112876259159,1919.8,0.08742657317578957,1851.6791666666666,0.1490899402814276,-1,1,1,1,1,1,1,1,1,0.13163200932543379,0.7596936376832935,0.7596936376832935,0,0.8127413206744911,0.0101000236407226,1.51500354610839e-06,0.010658314798421012,0.010656799794874904,-0.001079507822581269
2000-10-06,1958.0,-0.006617484062264567,1989.45,-0.012687305429340297,1922.4333333333334,0.08413687920619958,1853.7958333333333,0.13894511570119464,-1,-1,1,1,1,1,1,1,1,0.13322564004653967,0.750606264417773,0.750606264417773,0,0.8127413206744911,0.0,0.0,-0.0053783027363073005,-0.0053783027363073005,-0.0064578105588885696
2000-10-09,1940.0,-0.009235571033081837,1987.5,-0.019903693545191916,1924.2166666666667,0.05673400421766874,1855.7625,0.1297095446681127,-1,-1,1,1,1,1,1,1,1,0.13131865569523207,0.7615064247389399,0.7615064247389399,1,0.8127413206744911,0.0,0.0,-0.007506130198610007,-0.007506130198610007,-0.013963940757498575
2000-10-10,1959.0,0.009746165887166904,1985.25,-0.022711044260214648,1926.2666666666667,0.06484484676410497,1857.6708333333333,0.12431273045271618,-1,-1,1,1,1,1,1,1,1,0.13644239007079953,0.7329100578501323,0.7329100578501323,0,0.7615064247389399,0.051234895935551195,7.685234390332679e-06,0.007921111734648703,0.00791342650025837,-0.006050514257240205
2000-10-11,1947.0,-0.006144412572341097,1981.6,-0.03680778502305079,1928.15,0.059790352555789614,1859.3958333333333,0.11240461316362493,-1,-1,1,1,1,1,1,1,1,0.12910810483116844,0.7745447129811688,0.7745447129811688,1,0.7615064247389399,0.0,0.0,-0.004679009650084462,-0.004679009650084462,-0.010729523907324668
