low_vol_threshold,medium_vol_threshold,low_vol_scale,medium_vol_scale,high_vol_scale,sharpe,annual_return,annual_vol,max_drawdown,annual_turnover,pct_active
0.35,0.8,1.3,1.0,0.9,0.3409454923490058,0.036079961217253195,0.10582325335546676,-0.23439801599851304,22.575646268540783,91.54389505549949
0.35,0.8,1.5,0.8,0.7,0.34067231734618564,0.03665936637228035,0.10760887957628709,-0.229938141749642,23.52374880623738,91.54389505549949
0.35,0.75,1.3,1.0,0.9,0.33904670674564286,0.03588708989630119,0.10584703871854488,-0.2343980159985136,22.599757223364808,91.54389505549949
0.35,0.7,1.7,0.8,0.7,0.33892886618973006,0.036979020086774624,0.10910554920416257,-0.22895945456351002,24.02030609236207,91.54389505549949
0.35,0.75,1.3,0.8,0.7,0.33875408160886933,0.036102861843703746,0.10657542979921543,-0.2324357190733152,23.16028446344885,91.54389505549949
0.35,0.8,1.7,0.8,0.7,0.3387380738569146,0.03689408440371338,0.10891626082545923,-0.22723034316204965,23.92267607297426,91.54389505549949
0.35,0.75,1.5,0.8,0.7,0.3378237447427131,0.03637888737880041,0.10768599882316328,-0.22993814174964433,23.566348824225297,91.54389505549949
0.35,0.75,1.7,0.8,0.7,0.3358162376971442,0.036606306561805926,0.10900695812934251,-0.22723034316204968,23.969573980727375,91.54389505549949
0.45,0.75,1.3,0.6,0.9,0.3356421294728912,0.03615456896781225,0.10771761287711754,-0.2497860153745798,23.788440697232762,91.54389505549949
0.35,0.7,1.3,0.6,0.5,0.33334267727478234,0.03640428604715541,0.1092097967916256,-0.23031592501954049,24.14963390338457,91.54389505549949
0.4,0.75,1.3,0.6,0.9,0.3332738185034399,0.03619630897526823,0.1086083183425782,-0.2466866444069032,23.82068412058332,91.54389505549949
0.35,0.8,1.3,0.6,0.5,0.3326594298662849,0.036240037308543305,0.10894035778005835,-0.22791137412079032,24.013318912247907,91.54389505549949
0.4,0.75,1.3,0.8,0.9,0.332518939262509,0.03545217758645588,0.10661701756021769,-0.2429517577810699,23.024971371124415,91.54389505549949
0.4,0.7,1.3,0.6,0.9,0.3321934207254483,0.03588347868576435,0.10801983557471291,-0.23923875911749673,23.609695579266173,91.54389505549949
0.4,0.7,1.3,0.8,0.9,0.33093437062960923,0.035252819323031134,0.10652510724698055,-0.24110024832012,22.970387178641694,91.54389505549949
0.45,0.7,1.3,0.6,0.9,0.33081215655080765,0.03543473733728281,0.10711437483658669,-0.2434731698853131,23.585573973903664,91.54389505549949
0.4,0.8,1.3,0.8,0.9,0.33073575937267297,0.03527998390610705,0.10667121079687539,-0.24295175778106878,22.949233836329366,91.54389505549949
0.45,0.75,1.3,0.8,0.9,0.3301901765575358,0.035105882929244714,0.10632019188229089,-0.24583193091272934,23.045529689662764,91.54389505549949
0.45,0.75,1.5,0.6,0.9,0.32976099085887756,0.035842908686098775,0.1086935983323688,-0.2546062249315556,24.127019040565187,91.54389505549949
0.35,0.75,1.3,0.6,0.5,0.32888642787883593,0.035872841841195546,0.10907364609892432,-0.22791137412079102,24.077880612834814,91.54389505549949
0.45,0.8,1.3,0.6,0.9,0.32875068426143506,0.035527339571516735,0.10806772813669353,-0.24978601537457937,23.583576145061894,91.54389505549949
0.45,0.7,1.3,0.8,0.9,0.3281881864887194,0.03485843607100923,0.10621478013562624,-0.24411046557825913,22.99064624942368,91.54389505549949
0.45,0.8,1.3,0.8,0.9,0.32814168787779036,0.03490828322480977,0.10638173848185559,-0.24583193091273087,22.97305495909408,91.54389505549949
0.4,0.8,1.3,0.6,0.9,0.3274970196089408,0.03567731140486589,0.10893934682968297,-0.2466866444069029,23.602791408425905,91.54389505549949
0.45,0.75,1.7,0.6,0.9,0.32688915996810597,0.03594138564577974,0.10994976293887042,-0.25872213780566555,24.47521209816294,91.54389505549949
0.35,0.7,1.5,0.6,0.5,0.3263531015071888,0.03621952963257427,0.11098264262022477,-0.22656301240258025,24.661287939347087,91.54389505549949
0.4,0.75,1.5,0.8,0.9,0.3262173618369443,0.03506658952547596,0.10749455310414643,-0.24737042629383243,23.378981625405114,91.54389505549949
0.35,0.7,1.7,1.0,0.7,0.32615746028258885,0.03516850043110646,0.10782675460078645,-0.24203224898201797,23.950081436415307,91.54389505549949
0.35,0.8,1.5,0.6,0.5,0.32589473343563624,0.036063233106316796,0.11065914667025215,-0.22414673712274996,24.51314594429016,91.54389505549949
0.4,0.7,1.3,1.0,0.9,0.3256885525097194,0.03446331162253506,0.10581677297824764,-0.2431211051325954,22.68176098457792,91.54389505549949
0.4,0.75,1.5,0.6,0.9,0.32537374738325275,0.03572740951064723,0.10980421683672119,-0.25185195502466695,24.1556683144437,91.54389505549949
0.4,0.8,1.3,1.0,0.9,0.3253161025632103,0.034404901369899384,0.10575837193061897,-0.2416037987052796,22.624565412541575,91.54389505549949
0.4,0.7,1.5,0.6,0.9,0.32517071106841744,0.03546817709597524,0.10907555904846722,-0.24387374661375855,23.93171564941528,91.54389505549949
0.4,0.7,1.5,0.8,0.9,0.32483566336678604,0.03487770533591423,0.10737030834121282,-0.2453850778010039,23.32093320027173,91.54389505549949
0.45,0.7,1.5,0.6,0.9,0.3244609878289711,0.035030265480969915,0.10796449124859031,-0.24827237427072824,23.91519833490032,91.54389505549949
0.35,0.7,1.5,1.0,0.7,0.3243060220672264,0.03462147670062447,0.10675557758667731,-0.24384146964719328,23.575135014549858,91.54389505549949
0.4,0.8,1.5,0.8,0.9,0.32418244130759505,0.03486994051157949,0.10756270565096317,-0.24737042629383166,23.310705258220654,91.54389505549949
0.35,0.8,1.7,1.0,0.7,0.3240215545759086,0.03483661296252818,0.10751325790077029,-0.23759224573451676,23.715741393768713,91.54389505549949
0.45,0.75,1.5,0.8,0.9,0.3239112208980268,0.034688893754331526,0.10709383163126733,-0.2506784421847663,23.415582802628098,91.54389505549949
0.45,0.7,1.3,1.0,0.9,0.3234767133651587,0.03421210223071597,0.10576372523018504,-0.2448938339464727,22.7068111908845,91.54389505549949
0.4,0.75,1.3,1.0,0.9,0.32342304859391,0.03421268200228825,0.10578306694908961,-0.24160379870527757,22.649290030794447,91.54389505549949
0.45,0.8,1.3,1.0,0.9,0.32311242316019123,0.03415019834400505,0.10569138137741681,-0.24341604486322097,22.647551973859596,91.54389505549949
0.4,0.75,1.7,0.8,0.9,0.32282036686014864,0.0350735291952975,0.10864720072166933,-0.25153437795834066,23.728349259973452,91.54389505549949
0.45,0.8,1.5,0.6,0.9,0.32224601077665965,0.035158209838339165,0.1091036309607147,-0.2546062249315561,23.94938360690535,91.54389505549949
0.35,0.8,1.5,1.0,0.7,0.322025335845497,0.03430016289727101,0.10651386421883191,-0.23941206440417992,23.356480278779173,91.54389505549949
0.35,0.75,1.5,0.6,0.5,0.3219912997906894,0.03568228010849626,0.11081752870866865,-0.2241467371227502,24.58489353725241,91.54389505549949
0.45,0.7,1.5,0.8,0.9,0.3218771893850728,0.0344261304087893,0.10695424076045391,-0.24890791698573766,23.357478377639712,91.54389505549949
0.4,0.7,1.7,0.8,0.9,0.3216340144594549,0.034894650544611466,0.10849179183755231,-0.24943245559218302,23.666334604850196,91.54389505549949
0.45,0.8,1.5,0.8,0.9,0.32159054157899697,0.034465231364540674,0.10717115993311786,-0.2506784421847649,23.351321245521422,91.54389505549949
0.35,0.7,1.3,1.0,0.7,0.321379536141658,0.03405163618861216,0.10595458751798946,-0.24531068985421758,23.19709780812475,91.54389505549949
0.4,0.7,1.7,0.6,0.9,0.32127511984241724,0.03546184635053554,0.11037843941332676,-0.2482344426789269,24.254076532723495,91.54389505549949
0.4,0.8,1.5,1.0,0.9,0.3211267087166873,0.03415077402157998,0.1063467257459091,-0.24544749108627334,22.98103650926405,91.54389505549949
0.45,0.75,1.3,1.0,0.9,0.32109082022691493,0.03394586057134432,0.10572043307670638,-0.24341604486322171,22.673301184768068,91.54389505549949
0.4,0.7,1.5,1.0,0.9,0.3210589264270362,0.034173251784872884,0.10643918910829316,-0.2470670194719838,23.04353464725803,91.54389505549949
0.45,0.7,1.7,0.6,0.9,0.3210543570755214,0.03502758030452105,0.10910171294227768,-0.2524837805964516,24.255708700245712,91.54389505549949
0.45,0.75,1.7,0.8,0.9,0.3207593141867169,0.0346970126620345,0.10817148911173023,-0.25495375643528256,23.786301808937168,91.54389505549949
0.4,0.8,1.7,0.8,0.9,0.3206677168151197,0.03486597118872724,0.10872928380510827,-0.25153437795834077,23.666897722423954,91.54389505549949
0.4,0.75,1.7,0.6,0.9,0.32065973350656174,0.03567023823882633,0.11124015431796147,-0.25665258464146307,24.49058016753991,91.54389505549949
0.4,0.75,1.5,1.0,0.9,0.3189319940622726,0.03392863409898747,0.10638203357033783,-0.24544749108627445,23.009035946596004,91.54389505549949
0.45,0.8,1.7,0.6,0.9,0.3189248607249036,0.03521421453504904,0.11041539519687654,-0.2587221378056652,24.32014090049082,91.54389505549949
0.4,0.8,1.7,1.0,0.9,0.3188338242361261,0.03419769979685611,0.1072586946469316,-0.24910044346295313,23.334316698978014,91.54389505549949
0.4,0.8,1.5,0.6,0.9,0.31879412901620047,0.03512929641490778,0.11019430164324821,-0.2518519550246652,23.965204747798907,91.54389505549949
0.35,0.8,1.3,1.0,0.7,0.3187147838057979,0.033717908504309654,0.10579336202005285,-0.2408898909700934,22.993746221122777,91.54389505549949
0.45,0.7,1.7,0.8,0.9,0.3186642414722838,0.034415686819081644,0.10799983914127055,-0.25316522767563854,23.724825262886707,91.54389505549949
0.4,0.7,1.7,1.0,0.9,0.318641470505476,0.03421728159028485,0.10738489731422707,-0.2508106034254678,23.401998780866435,91.54389505549949
0.35,0.7,1.7,0.6,0.5,0.3183867100622205,0.035932697109857706,0.11285865890204896,-0.2227760964192823,25.167605425334997,91.54389505549949
0.45,0.8,1.7,0.8,0.9,0.3183369510412173,0.03446448978080789,0.1082641825527365,-0.2549537564352823,23.729197961035975,91.54389505549949
0.35,0.8,1.7,0.6,0.5,0.3181949345020557,0.035792647115769904,0.1124865396483509,-0.2204331037081412,25.007568620805095,91.54389505549949
0.4,0.75,1.3,0.6,0.7,0.31790686435099097,0.03438784680372207,0.10816956366741275,-0.25146950925823447,23.703344935549246,91.54389505549949
0.45,0.8,1.5,1.0,0.9,0.31787245972878575,0.03377382914720049,0.10624962343707568,-0.24807325903192395,23.02511636000004,91.54389505549949
0.45,0.7,1.5,1.0,0.9,0.31787002986082974,0.03380961708702216,0.10636302233911367,-0.24961214476651503,23.09032868089528,91.54389505549949
0.4,0.75,1.7,1.0,0.9,0.3166476720646119,0.03397784487004802,0.10730489394886454,-0.24910044346295207,23.365819272145792,91.54389505549949
0.4,0.7,1.3,0.6,0.7,0.31660347900379066,0.034178762056494096,0.10795447404443992,-0.24868825998702085,23.622496655124912,91.54389505549949
0.35,0.75,1.7,1.0,0.7,0.3160634127392988,0.03403005709792923,0.10766844793262587,-0.23759224573451537,23.815789301102615,91.54389505549949
0.45,0.75,1.3,0.6,0.7,0.31605146279349405,0.0339829136911895,0.10752335518660046,-0.2548458289733674,23.740114440440028,91.54389505549949
0.45,0.75,1.5,1.0,0.9,0.31550428141533565,0.03353546446345367,0.10629163037983301,-0.24807325903192404,23.054576346519717,91.54389505549949
0.4,0.8,1.3,0.6,0.7,0.3153610495885217,0.03415118476883674,0.10829233608080861,-0.25146950925823536,23.62259328612142,91.54389505549949
0.45,0.8,1.7,1.0,0.9,0.3150260674941201,0.0337547640708191,0.10714911416481154,-0.252271981367535,23.39808154993085,91.54389505549949
0.45,0.7,1.7,1.0,0.9,0.3150214471366727,0.033802392525534464,0.10730187684925854,-0.25384965280845256,23.469018755100702,91.54389505549949
0.35,0.75,1.5,1.0,0.7,0.3142713526548997,0.0335143996137716,0.10664159914878926,-0.23941206440418167,23.445874305036362,91.54389505549949
0.35,0.75,1.7,0.6,0.5,0.3141637310579683,0.03539609960808428,0.11266768283176878,-0.22172138697255675,25.086371987179533,91.54389505549949
0.35,0.7,1.3,0.8,0.5,0.31352921420138385,0.033743445676756106,0.10762456622330019,-0.24744949351658713,24.063148751644512,91.54389505549949
0.45,0.7,1.3,0.6,0.7,0.31346870611284516,0.03363167493694951,0.10728877964884473,-0.25249884216514273,23.660250184817546,91.54389505549949
0.4,0.8,1.7,0.6,0.9,0.3133325255178875,0.034994669013899485,0.11168540181412387,-0.2566525846414624,24.32404732582107,91.54389505549949
0.45,0.8,1.3,0.6,0.7,0.31314202293711935,0.03371279916459042,0.10765977318655867,-0.2548458289733656,23.66510530261748,91.54389505549949
0.4,0.8,1.3,0.8,0.7,0.31292922630407655,0.033277171970343966,0.10634088852412972,-0.24838651372599047,23.183651055584924,91.54389505549949
0.4,0.7,1.3,0.8,0.7,0.31287851983900505,0.03332160033958228,0.10650012137850902,-0.2505197670174741,23.269441767568953,91.54389505549949
0.45,0.75,1.7,1.0,0.9,0.3126487905043982,0.03351719469012278,0.10720398001875935,-0.25227198136753587,23.431315536619582,91.54389505549949
0.35,0.7,1.5,0.8,0.5,0.3121203369114599,0.03401254015339866,0.10897252159203935,-0.2450007695118142,24.517656324172165,91.54389505549949
0.35,0.75,1.3,1.0,0.7,0.3114670673749042,0.03298091150739277,0.1058889204093432,-0.2408898909700922,23.072863659254658,91.54389505549949
0.4,0.75,1.3,0.8,0.7,0.31032357502695246,0.0330201900706204,0.10640567693818463,-0.24838651372599072,23.222129957887102,91.54389505549949
0.35,0.7,1.7,0.8,0.5,0.30938824651585106,0.03418191170862332,0.11048225681990172,-0.24234593623050538,24.966480143315714,91.54389505549949
0.4,0.75,1.5,0.6,0.7,0.3090778147616731,0.03387165877397523,0.10958942103331919,-0.25661762082104767,24.100162493413777,91.54389505549949
0.45,0.7,1.3,0.8,0.7,0.3090056826447674,0.03286736397304706,0.10636491760195668,-0.2533868050779894,23.324820588230896,91.54389505549949
0.45,0.8,1.3,0.8,0.7,0.3088773241427484,0.03279451861187604,0.10617327996768054,-0.2513944043943375,23.23501013782349,91.54389505549949
0.45,0.75,1.5,0.6,0.7,0.30871337678566163,0.033582449211486086,0.10878196973888254,-0.25968840310856306,24.150402282473014,91.54389505549949
0.35,0.8,1.3,0.8,0.5,0.30863075566121073,0.03309504668525405,0.10723184931570154,-0.24506433647240042,23.76586131722486,91.54389505549949
0.4,0.7,1.5,0.6,0.7,0.30808008764840134,0.03367979707571979,0.10932156418417117,-0.2536649880687228,24.013915291757595,91.54389505549949
0.35,0.8,1.5,0.8,0.5,0.307311151358168,0.0333311705330411,0.10846066075289913,-0.24260785140540198,24.195667063898632,91.54389505549949
0.4,0.8,1.5,0.8,0.7,0.3064390464728405,0.032904416023788574,0.1073767080354914,-0.252783759198982,23.574369586753544,91.54389505549949
0.4,0.8,1.5,0.6,0.7,0.3062188835274623,0.03360208566581115,0.10973224537538245,-0.25661762082104633,24.029120634340448,91.54389505549949
0.45,0.75,1.3,0.8,0.7,0.3060403081795357,0.032516313024141506,0.10624846516971259,-0.2513944043943357,23.275582164068954,91.54389505549949
0.45,0.7,1.5,0.6,0.7,0.3059545181567496,0.03319425017941097,0.10849406761303183,-0.25735971960161386,24.066540322673152,91.54389505549949
0.4,0.7,1.5,0.8,0.7,0.3059435063050113,0.032914828589825806,0.1075846615845844,-0.2550458305748025,23.668672786193312,91.54389505549949
0.45,0.8,1.5,0.6,0.7,0.30557076178749276,0.03328898553787273,0.10894034934213813,-0.25968840310856356,24.08515022027477,91.54389505549949
0.35,0.8,1.7,0.8,0.5,0.3048015450082309,0.03348654194380729,0.10986342586584663,-0.23994460381269817,24.620777284140587,91.54389505549949
0.4,0.7,1.3,1.0,0.7,0.30468680901543,0.032285348781410025,0.10596241066601288,-0.2529826990760599,23.256110080241697,91.54389505549949
0.45,0.75,1.7,0.6,0.7,0.30392687032963533,0.03352078336876174,0.11029226646661915,-0.2638132445920975,24.564331281483092,91.54389505549949
0.4,0.75,1.5,0.8,0.7,0.30358274657288936,0.032621356625240544,0.10745458031953159,-0.25278375919898366,23.617985965433565,91.54389505549949
0.4,0.8,1.3,1.0,0.7,0.302827643923711,0.03202679677254414,0.10575915843605219,-0.2480465434926756,23.04866226238433,91.54389505549949
0.4,0.75,1.7,0.6,0.7,0.3028028489379831,0.033678656029742404,0.1112230487522266,-0.26139498553105855,24.490084959968986,91.54389505549949
0.4,0.7,1.7,0.6,0.7,0.3020914669456846,0.03350359930093929,0.11090548051449318,-0.2583059193107159,24.398885939478024,91.54389505549949
0.45,0.7,1.3,1.0,0.7,0.3020569599252601,0.03201962138090511,0.10600524281522243,-0.25471854826862145,23.294802089884243,91.54389505549949
0.4,0.8,1.7,0.8,0.7,0.30203769118738505,0.0328216041645433,0.1086672462483521,-0.25692534263600947,23.957375155513905,91.54389505549949
0.45,0.8,1.5,0.8,0.7,0.3019605537295856,0.0323552430474767,0.10715056204477542,-0.25625816582466415,23.64955977929281,91.54389505549949
0.45,0.7,1.5,0.8,0.7,0.3018877499686062,0.03242260311477543,0.10739953217097122,-0.25828729202446504,23.74826825436525,91.54389505549949
0.4,0.7,1.7,0.8,0.7,0.30125955915329194,0.03281384294000599,0.10892216344016192,-0.2592979483742855,24.058757816230052,91.54389505549949
0.45,0.7,1.7,0.6,0.7,0.30097932727747484,0.033093545173447037,0.10995288438178306,-0.2615414891822656,24.47689343128664,91.54389505549949
0.45,0.8,1.7,0.6,0.7,0.300722853803354,0.03322113312734091,0.11047092931974029,-0.26381324459209826,24.506749546255463,91.54389505549949
0.45,0.8,1.3,1.0,0.7,0.3001431402593652,0.03173897506219304,0.10574612844646782,-0.24990389867058063,23.080179874277572,91.54389505549949
0.4,0.8,1.7,0.6,0.7,0.29976437132548056,0.03338913823936621,0.11138461215963749,-0.2613949855310579,24.426833765639977,91.54389505549949
0.4,0.7,1.5,1.0,0.7,0.2996924107287263,0.03199868793661557,0.10677176595432687,-0.25709313724570615,23.649987694231367,91.54389505549949
0.35,0.75,1.3,0.8,0.5,0.29914082978475914,0.03214126231514622,0.10744525358933057,-0.24506433647240006,23.886417019724618,91.54389505549949
0.4,0.75,1.7,0.8,0.7,0.2990917259500179,0.03252861050075439,0.10875797515772918,-0.25692534263600897,24.005326694483298,91.54389505549949
0.45,0.75,1.5,0.8,0.7,0.2988717193919692,0.032051534129784016,0.10724177648855608,-0.25625816582466515,23.695404992348152,91.54389505549949
0.4,0.8,1.5,1.0,0.7,0.2987221802088366,0.03180170473451265,0.10645913441137878,-0.2518638358535411,23.425601026024726,91.54389505549949
0.35,0.75,1.5,0.8,0.5,0.2976752692710247,0.032365019996575206,0.1087259283441104,-0.24260785140540217,24.33204786736054,91.54389505549949
0.45,0.8,1.7,0.8,0.7,0.2974573116000416,0.03224719248154226,0.10840948002952956,-0.26054400381597237,24.06245678139057,91.54389505549949
0.45,0.7,1.7,0.8,0.7,0.2974021883265405,0.03233149934682462,0.10871305126822203,-0.26257903235124136,24.16800461252987,91.54389505549949
0.4,0.7,1.7,1.0,0.7,0.29622496776397234,0.03195844536932867,0.10788572486162842,-0.2609783178265018,24.037817974875143,91.54389505549949
0.45,0.7,1.5,1.0,0.7,0.2960363531836398,0.031630809170541355,0.10684771931006683,-0.25954164179654715,23.71819782034052,91.54389505549949
0.4,0.8,1.7,1.0,0.7,0.2958690407432846,0.03179760877263527,0.10747190274708388,-0.2554908123455591,23.79673191267595,91.54389505549949
0.4,0.75,1.3,1.0,0.7,0.2955542909807857,0.031286892341304634,0.10585835934738172,-0.24804654349267533,23.12953843991085,91.54389505549949
0.35,0.75,1.7,0.8,0.5,0.295022256210697,0.03250429102602701,0.11017572519279129,-0.23994460381269858,24.771674370841104,91.54389505549949
0.45,0.8,1.5,1.0,0.7,0.29472502265331546,0.03137303013053436,0.10644847813766528,-0.25456237171535573,23.48336366069729,91.54389505549949
0.45,0.75,1.7,0.8,0.7,0.29431344162694617,0.0319377278079935,0.10851603525630277,-0.26054400381597376,24.112397484572192,91.54389505549949
0.35,0.7,1.7,1.0,0.5,0.2930439960666442,0.03209334740828876,0.10951716410866194,-0.2567895418257747,24.89092032115529,91.54389505549949
0.45,0.75,1.3,1.0,0.7,0.29254638043698544,0.03096940606193493,0.10586152532694128,-0.2499038986705829,23.164496610353343,91.54389505549949
0.45,0.7,1.7,1.0,0.7,0.2922263158286015,0.03156252149665119,0.10800711567387876,-0.26383626403809307,24.134109092295333,91.54389505549949
0.35,0.7,1.5,1.0,0.5,0.29159038288149197,0.03158545699434551,0.10832132624614871,-0.2585635377744092,24.483866476547945,91.54389505549949
0.45,0.8,1.7,1.0,0.7,0.2910969955907306,0.03128694511635406,0.1074794504589876,-0.25876001071074745,23.880109159144425,91.54389505549949
0.4,0.75,1.5,1.0,0.7,0.2909154065999874,0.031009062838101224,0.10659133938801359,-0.25186383585354,23.517212586424595,91.54389505549949
0.4,0.8,1.3,0.6,0.5,0.29034721825019855,0.03152390716748386,0.10857313308343466,-0.258698472429322,24.038189533017448,91.54389505549949
0.4,0.7,1.3,0.6,0.5,0.2896782038922074,0.03155622123558382,0.10893543529193607,-0.26197159602436315,24.17946159100092,91.54389505549949
0.35,0.7,1.3,1.0,0.5,0.28895879343020014,0.03102159436866238,0.1073564642224873,-0.2600041529216328,24.0713659665438,91.54389505549949
0.4,0.75,1.7,1.0,0.7,0.28782252918414486,0.030978762522362133,0.10763147210947602,-0.2554908123455586,23.899082088241535,91.54389505549949
0.4,0.75,1.3,0.6,0.5,0.28652487049806646,0.03114721270678751,0.10870683809277805,-0.2586984724293218,24.10410583826653,91.54389505549949
0.45,0.75,1.5,1.0,0.7,0.2865065200383338,0.030543282216544704,0.10660588880301256,-0.2545623717153564,23.57971612959904,91.54389505549949
0.45,0.7,1.3,0.6,0.5,0.28546327397073723,0.031019956641494897,0.10866531519103485,-0.2651396660788738,24.286907189992355,91.54389505549949
0.45,0.8,1.3,0.6,0.5,0.2850562660208934,0.03085141456922089,0.10822921032354929,-0.26234510542899137,24.13962819221062,91.54389505549949
0.35,0.8,1.7,1.0,0.5,0.28331594551609457,0.030850758856758347,0.10889171380933017,-0.256727735369273,24.451217769895806,91.54389505549949
0.45,0.75,1.7,1.0,0.7,0.282630371603581,0.030431387367234924,0.10767203536751586,-0.2587600107107478,23.987924919514526,91.54389505549949
