date,TrendMedium_pos,TrendMedium_pnl_gross,TrendImpulse_pos,TrendImpulse_pnl_gross,MomentumCore_pos,MomentumCore_pnl_gross,TrendMedium_weight,TrendImpulse_weight,MomentumCore_weight,portfolio_pos,portfolio_trade,portfolio_pnl_gross,portfolio_cost,portfolio_pnl_net
2000-01-03,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-04,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-05,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-06,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-07,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-10,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-11,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-12,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-13,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-14,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-17,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-18,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-19,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-20,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-21,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-24,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-25,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-26,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-27,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-28,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-01-31,,0.0,-1.0,0.0,,0.0,0.4,0.15,0.4499999999999999,-0.15,-0.15,0.0,4.4999999999999996e-05,-4.4999999999999996e-05
2000-02-01,,-0.0,-1.0,0.006423982869379,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00096359743040685,0.0,0.00096359743040685
2000-02-02,,-0.0,-1.0,0.015625,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00234375,0.0,0.00234375
2000-02-03,,-0.0,-1.0,0.0054734537493158,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00082101806239737,0.0,0.00082101806239737
2000-02-04,,0.0,-1.0,-0.0011007154650521,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000165107319757815,0.0,-0.000165107319757815
2000-02-07,,0.0,-1.0,-0.0021990104452995,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000329851566794925,0.0,-0.000329851566794925
2000-02-08,,-0.0,-1.0,0.0054854635216675,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.000822819528250125,0.0,0.000822819528250125
2000-02-09,,0.0,-1.0,-0.0011031439602868,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.00016547159404301998,0.0,-0.00016547159404301998
2000-02-10,,0.0,0.0,-0.0347107438016529,,0.0,0.4,0.15,0.4499999999999999,0.0,0.15,-0.005206611570247935,4.4999999999999996e-05,-0.005251611570247935
2000-02-11,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-02-14,,-0.0,-1.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,-0.15,-0.15,0.0,4.4999999999999996e-05,-4.4999999999999996e-05
2000-02-15,,-0.0,-1.0,0.0093984962406015,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.0014097744360902248,0.0,0.0014097744360902248
2000-02-16,,-0.0,-1.0,0.0062347519653022,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00093521279479533,0.0,0.00093521279479533
2000-02-17,,0.0,-1.0,-0.0065466448445172,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.00098199672667758,0.0,-0.00098199672667758
2000-02-18,,-0.0,-1.0,0.0005420054200542,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,8.130081300813e-05,0.0,8.130081300813e-05
2000-02-21,,-0.0,-1.0,0.0124728850325379,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.001870932754880685,0.0,0.001870932754880685
2000-02-22,,0.0,-1.0,-0.0065897858319605,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000988467874794075,0.0,-0.000988467874794075
2000-02-23,,0.0,0.0,-0.0125477359519912,,0.0,0.4,0.15,0.4499999999999999,0.0,0.15,-0.00188216039279868,4.4999999999999996e-05,-0.00192716039279868
2000-02-24,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-02-25,,-0.0,-1.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,-0.15,-0.15,0.0,4.4999999999999996e-05,-4.4999999999999996e-05
2000-02-28,,-0.0,-1.0,0.0443592552026287,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.006653888280394304,0.0,0.006653888280394304
2000-02-29,,-0.0,-1.0,0.0068767908309456,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00103151862464184,0.0,0.00103151862464184
2000-03-01,,0.0,-1.0,-0.0230813618003462,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.00346220427005193,0.0,-0.00346220427005193
2000-03-02,,-0.0,-1.0,0.0118443316412859,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.001776649746192885,0.0,0.001776649746192885
2000-03-03,,0.0,-1.0,-0.0051369863013699,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000770547945205485,0.0,-0.000770547945205485
2000-03-06,,0.0,-1.0,-0.0039750141964791,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000596252129471865,0.0,-0.000596252129471865
2000-03-07,,-0.0,-1.0,0.0107466063348415,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.001611990950226225,0.0,0.001611990950226225
2000-03-08,,-0.0,-1.0,0.0120068610634648,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00180102915951972,0.0,0.00180102915951972
2000-03-09,,0.0,-1.0,-0.0150462962962962,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.00225694444444443,0.0,-0.00225694444444443
2000-03-10,,0.0,-1.0,-0.001140250855188,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.0001710376282782,0.0,-0.0001710376282782
2000-03-13,,-0.0,-1.0,0.0099658314350796,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00149487471526194,0.0,0.00149487471526194
2000-03-14,,0.0,-1.0,-0.0186942766752948,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.0028041415012942197,0.0,-0.0028041415012942197
2000-03-15,,0.0,-1.0,-0.0028232636928289,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000423489553924335,0.0,-0.000423489553924335
2000-03-16,,0.0,-1.0,-0.008445945945946,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.0012668918918919,0.0,-0.0012668918918919
2000-03-17,,0.0,-1.0,-0.0061418202121719,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.000921273031825785,0.0,-0.000921273031825785
2000-03-20,,-0.0,-1.0,0.0105438401775804,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00158157602663706,0.0,0.00158157602663706
2000-03-21,,0.0,-1.0,-0.0123387549074593,,0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,-0.001850813236118895,0.0,-0.001850813236118895
2000-03-22,,-0.0,-1.0,0.0060941828254847,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.0009141274238227049,0.0,0.0009141274238227049
2000-03-23,,-0.0,-1.0,0.0005574136008918,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,8.361204013376999e-05,0.0,8.361204013376999e-05
2000-03-24,,-0.0,-1.0,0.007250418293363,,-0.0,0.4,0.15,0.4499999999999999,-0.15,0.0,0.00108756274400445,0.0,0.00108756274400445
2000-03-27,,-0.0,1.0,0.0095505617977528,,-0.0,0.4,0.15,0.4499999999999999,0.15,0.3,0.00143258426966292,8.999999999999999e-05,0.00134258426966292
2000-03-28,,0.0,1.0,0.0028360748723765,,0.0,0.4,0.15,0.4499999999999999,0.15,0.0,0.000425411230856475,0.0,0.000425411230856475
2000-03-29,,0.0,0.0,0.003393665158371,,0.0,0.4,0.15,0.4499999999999999,0.0,-0.15,0.00050904977375565,4.4999999999999996e-05,0.00046404977375564995
2000-03-30,,0.0,0.5534239893039292,0.0,,0.0,0.4,0.15,0.4499999999999999,0.08301359839558937,0.08301359839558937,0.0,2.490407951867681e-05,-2.490407951867681e-05
2000-03-31,,-0.0,0.0,-0.0049745976566645,,-0.0,0.4,0.15,0.4499999999999999,0.0,-0.08301359839558937,-0.000746189648499675,2.490407951867681e-05,-0.0007710937280183518
2000-04-03,,-0.0,0.0,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-04-04,,0.0,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0,0.0,0.0,0.0,0.0
2000-04-05,,-0.0,0.5569317485955216,-0.0,,-0.0,0.4,0.15,0.4499999999999999,0.08353976228932825,0.08353976228932825,0.0,2.5061928686798472e-05,-2.5061928686798472e-05
2000-04-06,,-0.0,-0.5296042134849307,-0.0175336268876666,,-0.0,0.4,0.15,0.4499999999999999,-0.0794406320227396,-0.16298039431206784,-0.00263004403314999,4.889411829362035e-05,-0.0026789381514436103
2000-04-07,0.0,-0.0,-0.5294973255171667,0.0020345315529858,,-0.0,0.4,0.15,0.4499999999999999,-0.079424598827575,1.603319516460533e-05,0.00030517973294786997,4.809958549381599e-09,0.00030517492298932057
2000-04-10,-0.1666592073220547,0.0,-0.5270245664940397,-0.0080107871852196,,0.0,0.4,0.15,0.4499999999999999,-0.14571736790292783,-0.06629276907535284,-0.00120161807778294,1.988783072260585e-05,-0.0012215059085055459
2000-04-11,-0.1658372955348931,-0.0013636638822377,-0.5244254439475843,-0.0043122991998343,,0.0,0.4,0.15,0.4499999999999999,-0.14499873480609488,0.0007186330968329546,-0.001192310432870225,2.1558992904988637e-07,-0.0011925260227992748
2000-04-12,-0.1660043683525801,0.0004806878131446,-0.5249537764695569,0.0015200737505726,,-0.0,0.4,0.15,0.4499999999999999,-0.14514481381146555,-0.00014607900537066953,0.00042028618784373,4.382370161120086e-08,0.00042024236414211884
2000-04-13,-0.1655408916583238,0.0018337691852901,-0.5234881292497274,0.0057989079958846,,-0.0,0.4,0.15,0.4499999999999999,-0.14473957605078863,0.0004052377606769131,0.00160334387349873,1.2157132820307392e-07,0.001603222302170527
2000-04-14,-0.2022924089592627,0.0031142319418379,-0.5162477531391583,0.0098481011969378,,-0.0,0.4,0.15,0.4499999999999999,-0.1583541265545788,-0.01361455050379018,0.0027229079562758303,4.084365151137053e-06,0.0027188235911246935
