date,TrendMedium_pos,TrendMedium_pnl_gross,TrendImpulse_pos,TrendImpulse_pnl_gross,MomentumCore_pos,MomentumCore_pnl_gross,TrendMedium_weight,TrendImpulse_weight,MomentumCore_weight,portfolio_pos,portfolio_trade,portfolio_pnl_gross,portfolio_cost,portfolio_pnl_net
2000-04-17,-0.244420059073504,0.001939292117045,-0.5238025380058369,0.0049490497604712,,-0.0,0.4,0.15,0.4499999999999999,-0.17633840433027714,-0.017984277775698332,0.0015180743108886801,5.395283332709499e-06,0.0015126790275559706
2000-04-18,-0.2388743817710362,-0.0045838002609065,-0.5119179166821818,-0.0098232780872237,,0.0,0.4,0.15,0.4499999999999999,-0.17233744021074177,0.004000964119535377,-0.0033070118174461554,1.2002892358606132e-06,-0.003308212106682016
2000-04-19,-0.2356817726529932,-0.0034043854884233,-0.5050760201323223,-0.0072957422805061,,0.0,0.4,0.15,0.4499999999999999,-0.17003411208104563,0.002303328129696136,-0.002456115537445235,6.909984389088408e-07,-0.002456806535884144
2000-04-20,-0.2609811441019692,0.0013798698633079,-0.5084487678171076,0.0029571195558098,,-0.0,0.4,0.15,0.4499999999999999,-0.18065977281335382,-0.010625660732308195,0.00099551587869463,3.1876982196924583e-06,0.0009923281804749375
2000-04-21,-0.2370831965302125,-0.0009221948554839,-0.5080793308527761,-0.0017966387555374,,0.0,0.4,0.15,0.4499999999999999,-0.17104517824000143,0.009614594573352397,-0.0006383737555241699,2.884378372005719e-06,-0.0006412581338961756
2000-04-24,-0.239321032775029,-0.0,-0.5128751086998139,-0.0,,0.0,0.4,0.15,0.4499999999999999,-0.1726596794149837,-0.001614501174982269,0.0,4.843503524946807e-07,-4.843503524946807e-07
2000-04-25,-0.2128609987588476,-0.0036516120024358,-0.5068557057740928,-0.0078255591703022,,0.0,0.4,0.15,0.4499999999999999,-0.16117275536965295,0.011486924045330749,-0.00263447867651965,3.4460772135992243e-06,-0.0026379247537332493
2000-04-26,-0.1708555239995645,-0.0012304103974499,-0.5057739634156165,-0.0029298017674803,,0.0,0.4,0.15,0.4499999999999999,-0.14420830411216828,0.016964451257484664,-0.0009316344241020049,5.089335377245399e-06,-0.0009367237594792503
2000-04-27,-0.1628346836404461,0.0010310247137904,-0.506204360690178,0.0030520842619908,,-0.0,0.4,0.15,0.4499999999999999,-0.14106452755970514,0.0031437765524631456,0.0008702225248147801,9.431329657389436e-07,0.0008692793918490412
2000-04-28,-0.1185466132624181,-0.0021184043838739,-0.5019404501095728,-0.0065854860454056,,0.0,0.4,0.15,0.4499999999999999,-0.12270971282140315,0.018354814738301986,-0.0018351846603604,5.506444421490595e-06,-0.0018406911047818906
2000-05-01,-0.1043346343620867,-0.0,0.0,-0.0,,0.0,0.4,0.15,0.4499999999999999,-0.04173385374483468,0.08097585907656847,0.0,2.429275772297054e-05,-2.429275772297054e-05
2000-05-02,-0.095598999165444,-0.0022331899478186,0.496310130717585,0.0,,0.0,0.4,0.15,0.4499999999999999,0.03620691994146015,0.07794077368629483,-0.0008932759791274401,2.3382232105888448e-05,-0.0009166582112333285
2000-05-03,-0.0951824092442004,0.0009348882287763,0.4941473696000737,-0.0048535497555505,,-0.0,0.4,0.15,0.4499999999999999,0.036049141742330884,-0.00015777819912926594,-0.00035407717182205496,4.7333459738779776e-08,-0.00035412450528179377
2000-05-04,-0.0951659776924661,-0.0002685733895152,0.4940620638368298,0.0013943210203162,,0.0,0.4,0.15,0.4499999999999999,0.03604291849853803,-6.2232437928536055e-06,0.00010171879724134998,1.8669731378560816e-09,0.00010171693026821213
2000-05-05,-0.1053161163901027,-0.0018208459434686,0.4860065337600223,0.0094530726901813,,0.0,0.4,0.15,0.4499999999999999,0.03077453350796225,-0.005268384990575782,0.000689622526139755,1.5805154971727345e-06,0.0006880420106425822
2000-05-08,-0.1049370844676286,0.0009304571298959,0.4842573998464272,-0.0042938180784982,,-0.0,0.4,0.15,0.4499999999999999,0.03066377618991263,-0.00011075731804961741,-0.00027188985981636994,3.3227195414885224e-08,-0.00027192308701178485
2000-05-09,-0.1114819137933874,-0.0003507646277469,0.5144600879410092,0.0016186876875089,,0.0,0.4,0.15,0.4499999999999999,0.0325762476737964,0.0019124714838837722,0.00010249730202757499,5.737414451651316e-07,0.00010192356058240986
2000-05-10,-0.0991072625309618,0.0003714000459524,0.5145235708658291,-0.0017139147849228,,-0.0,0.4,0.15,0.4499999999999999,0.03753563061748964,0.00495938294369324,-0.00010852719935745998,1.4878148831079718e-06,-0.00011001501424056795
2000-05-11,-0.1115752131222048,-0.0001656388788818,0.5148906401200578,0.0008599279735918,,0.0,0.4,0.15,0.4499999999999999,0.032603510769126744,-0.0049321198483628995,6.273364448604999e-05,1.4796359545088696e-06,6.125400853154112e-05
2000-05-12,-0.1103859180664979,-0.0018616553913604,0.5094023522164187,0.008591056286764,,0.0,0.4,0.15,0.4499999999999999,0.032255985605863645,-0.0003475251632630988,0.0005439962864704398,1.0425754897892963e-07,0.0005438920289214609
2000-05-15,-0.1106081204859777,-0.0,0.5104277586915726,0.0,,0.0,0.4,0.15,0.4499999999999999,0.0323209156093448,6.493000348115757e-05,0.0,1.947900104434727e-08,-1.947900104434727e-08
2000-05-16,-0.1101712774109538,-0.0012101544910938,0.5084118413185559,0.0055845487821835,,0.0,0.4,0.15,0.4499999999999999,0.03219326523340185,-0.00012765037594295037,0.00035362052089000503,3.8295112782885106e-08,0.00035358222577722213
2000-05-17,-0.0975963881058057,0.0008942473815824,0.5066797410141236,-0.004126719491222,,-0.0,0.4,0.15,0.4499999999999999,0.03696340590979625,0.004770140676394398,-0.00026130897105033994,1.4310422029183192e-06,-0.00026274001325325827
2000-05-18,-0.0977120814253066,-0.000106488148506,0.5108098374321056,0.0005528420523885,,0.0,0.4,0.15,0.4499999999999999,0.0375366430446932,0.000573237134896952,4.0331048455875e-05,1.7197114046908558e-07,4.0159077315405915e-05
2000-05-19,-0.0819832583733614,0.0004792418162549,0.5112612905853867,-0.002505334352528,,-0.0,0.4,0.15,0.4499999999999999,0.043895890238463436,0.006359247193770234,-0.00018410342637724,1.90777415813107e-06,-0.00018601120053537106
2000-05-22,-0.0826343882676689,0.0002693863911501,0.5153218453462904,-0.0016799385232816,,-0.0,0.4,0.15,0.4499999999999999,0.044244521494876,0.0003486312564125668,-0.00014423622203220003,1.0458937692377004e-07,-0.0001443408114091238
2000-05-23,0.0828329028449508,9.08070200743611e-05,0.5165598154025547,-0.0005662877421387,,-0.0,0.4,0.15,0.4499999999999999,0.11061713344836352,0.06637261195348751,-4.862035329106054e-05,1.991178358604625e-05,-6.853213687710679e-05
2000-05-24,0.0849815874842068,0.0004556265283,0.5299593716476129,0.0028413631210262,,0.0,0.4,0.15,0.4499999999999999,0.11348654074082465,0.002869407292461129,0.00060845507947393,8.608221877383387e-07,0.0006075942572861916
2000-05-25,0.0958690168981586,-0.0007903101680697,0.597855199695635,-0.0049285061914712,,-0.0,0.4,0.15,0.4499999999999999,0.1280258867136087,0.014539345972784057,-0.00105539999594856,4.361803791835217e-06,-0.0010597617997403952
2000-05-26,0.0961113918104201,0.0005293706068368,0.5993666901255954,0.0033012435101912,,0.0,0.4,0.15,0.4499999999999999,0.12834956024300734,0.0003236735293986326,0.0007069347692634,9.710205881958977e-08,0.0007068376672045804
2000-05-29,0.0997716518520859,0.0001583383720105,0.6221926830162153,0.0009874245306846,,0.0,0.4,0.15,0.4499999999999999,0.13323756319326666,0.004888002950259318,0.00021144902840689001,1.4664008850777953e-06,0.0002099826275218122
2000-05-30,0.0931179923381846,-0.0032819622319765,-0.5806993511129999,-0.0204668645729018,,-0.0,0.4,0.15,0.4499999999999999,-0.04985770573167614,-0.1830952689249428,-0.00438281457872587,5.4928580677482836e-05,-0.004437743159403353
2000-05-31,0.0932078407255142,0.0003167278650958,0.0,-0.0019751678609285,,0.0,0.4,0.15,0.4499999999999999,0.03728313629020568,0.08714084202188183,-0.00016958403310095494,2.6142252606564546e-05,-0.00019572628570751948
2000-06-01,0.0930025174761538,0.0003686185791404,0.0,0.0,,0.0,0.4,0.15,0.4499999999999999,0.03720100699046152,-8.212929974416028e-05,0.00014744743165616002,2.463878992324808e-08,0.00014742279286623678
2000-06-02,0.0918309684453719,-0.0016224412165226,-0.5739435527835747,-0.0,,-0.0,0.4,0.15,0.4499999999999999,-0.04935914553938744,-0.08656015252984896,-0.0006489764866090401,2.5968045758954686e-05,-0.0006749445323679948
2000-06-05,0.0926192796274132,0.0004207604510669,-0.5788704976713327,-0.0026297528191687,,0.0,0.4,0.15,0.4499999999999999,-0.04978286279973462,-0.0004237172603471853,-0.00022615874244854498,1.2711517810415559e-07,-0.00022628585762664915
2000-06-06,0.0939505837517926,0.0003168276384062,-0.587191148448704,-0.0019801727400388,,0.0,0.4,0.15,0.4499999999999999,-0.05049843876658856,-0.0007155759668539402,-0.00017029485564333993,2.1467279005618204e-07,-0.0001705095284333961
2000-06-07,0.0900195237255579,-0.0024021456072901,-0.5626220232847374,0.0150134100455634,,-0.0,0.4,0.15,0.4499999999999999,-0.04838549400248745,0.0021129447641011143,0.00129115326391847,6.338834292303342e-07,0.0012905193804892397
2000-06-08,0.0893492929145125,0.001312237955183,-0.5584330807157032,-0.0082014872198941,,0.0,0.4,0.15,0.4499999999999999,-0.048025244941550464,0.0003602490609369846,-0.0007053279009109149,1.0807471828109538e-07,-0.0007054359756291961
2000-06-09,0.1026295640579778,0.0004364764309042,-0.5701642447665438,-0.0027279776931514,,0.0,0.4,0.15,0.4499999999999999,-0.04447281109179045,0.003552433849760013,-0.00023460608161102997,1.0657301549280037e-06,-0.00023567181176595796
2000-06-12,0.1020965443439913,-0.0009978281892968,-0.567203024133285,0.0055434899405382,,-0.0,0.4,0.15,0.4499999999999999,-0.044241835882396226,0.0002309752093942255,0.0004323922153620099,6.929256281826764e-08,0.0004323229227991916
2000-06-13,0.1123669409948681,0.0015035875719155,-0.5618347049743406,-0.0083532642884197,,0.0,0.4,0.15,0.4499999999999999,-0.039328429348203846,0.00491340653419238,-0.000651554614496755,1.4740219602577138e-06,-0.0006530286364570127
2000-06-14,0.1123560809089553,0.0007034925161886,-0.5617804045447765,-0.0035174625809434,,0.0,0.4,0.15,0.4499999999999999,-0.03932462831813436,3.8010300694862886e-06,-0.00024622238066606994,1.1403090208458864e-09,-0.00024622352097509076
2000-06-15,0.1244389178530776,6.354981951863965e-05,-0.5656314447867166,-0.0003177490975931,,0.0,0.4,0.15,0.4499999999999999,-0.03506914957677644,0.0042554787413579195,-2.2242436831509138e-05,1.2766436224073757e-06,-2.3519080453916515e-05
2000-06-16,0.1230670895829113,0.0022510149074609,-0.5593958617405063,-0.0102318859430045,,0.0,0.4,0.15,0.4499999999999999,-0.03468254342791141,0.0003866061488650291,-0.000634376928466315,1.1598184465950871e-07,-0.0006344929103109745
2000-06-19,0.1233280734854897,0.0002733305709781,-0.5605821522067717,-0.0012424116862643,,0.0,0.4,0.15,0.4499999999999999,-0.03475609343681987,-7.355000890845592e-05,-7.7029524548405e-05,2.2065002672536775e-08,-7.705158955107753e-05
2000-06-20,0.1226363985546619,-0.0011615386422456,-0.5574381752484636,0.0052797211011163,,-0.0,0.4,0.15,0.4499999999999999,-0.03456116686540478,0.0001949265714150869,0.0003273427082692049,5.847797142452607e-08,0.00032728423029778036
2000-06-21,0.1227486987343957,0.0007887687826502,-0.55794863061089,-0.0035853126484101,,0.0,0.4,0.15,0.4499999999999999,-0.03459281509787521,-3.164823247042703e-05,-0.00022228938420143496,9.494469741128108e-09,-0.00022229887867117608
2000-06-22,0.1234979858064835,0.0001023190042242,-0.5613544809385617,-0.0004650863828376,,0.0,0.4,0.15,0.4499999999999999,-0.03480397781819085,-0.00021116272031564132,-2.883535573596e-05,6.33488160946924e-08,-2.8898704552054695e-05
2000-06-23,0.1221325891025905,-0.0016457255187982,-0.5551481322845028,0.0074805705399919,,-0.0,0.4,0.15,0.4499999999999999,-0.034419184201639204,0.0003847936165516444,0.00046379537347950495,1.1543808496549332e-07,0.00046367993539453943
2000-06-26,0.1206739346488169,0.0017869709154008,-0.2194071539069399,-0.008122595070004,,0.0,0.4,0.15,0.4499999999999999,0.01535850077348578,0.04977768497512498,-0.0005036008943402801,1.4933305492537494e-05,-0.0005185341998328176
2000-06-27,0.1095863601588463,-0.0006023657303601,0.2191727203176928,0.0010952104188366,,-0.0,0.4,0.15,0.4499999999999999,0.07671045211119244,0.06135195133770666,-7.666472931855e-05,1.8405585401311997e-05,-9.507031471986198e-05
2000-06-28,0.1207684113795301,0.0008551889867468,0.219578929780964,0.0017103779734937,,0.0,0.4,0.15,0.4499999999999999,0.08124420401895663,0.004533751907764186,0.000598632290722775,1.3601255723292556e-06,0.0005972721651504458
2000-06-29,0.108392946789359,-0.0018703072558776,0.0,-0.0034005586470503,,-0.0,0.4,0.15,0.4499999999999999,0.0433571787157436,-0.03788702530321303,-0.001258206699408585,1.1366107590963908e-05,-0.001269572806999549
2000-06-30,0.1082171611688085,0.000608949139266,0.2164343223376171,0.0,,0.0,0.4,0.15,0.4499999999999999,0.07575201281816596,0.03239483410242236,0.00024357965570640002,9.718450230726706e-06,0.00023386120547567332
2000-07-03,0.1191534405866071,0.0002418260584777,0.2166426192483766,0.0004836521169555,,0.0,0.4,0.15,0.4499999999999999,0.08015776912189933,0.004405756303733369,0.000169278240934405,1.3217268911200104e-06,0.000167956514043285
2000-07-04,0.1154115627503671,-0.0004649242386322,0.2308231255007343,-0.0008453167975131,,-0.0,0.4,0.15,0.4499999999999999,0.08078809392525699,0.0006303248033576597,-0.00031276721507984503,1.890974410072979e-07,-0.0003129563125208523
2000-07-05,0.1040237383185032,0.0,0.2311638629300072,0.0,,0.0,0.4,0.15,0.4499999999999999,0.07628407476690235,-0.004504019158354633,0.0,1.3512057475063898e-06,-1.3512057475063898e-06
2000-07-06,0.0928546526141577,-0.001164227625277,0.2321366315353944,-0.0025871725006156,,-0.0,0.4,0.15,0.4499999999999999,0.07196235577597224,-0.004321718990930118,-0.00085376692520314,1.2965156972790352e-06,-0.000855063440900419
2000-07-07,0.0932250193757792,5.2549322362275296e-05,0.2330625484394481,0.0001313733059056,,0.0,0.4,0.15,0.4499999999999999,0.0722493900162289,0.00028703424025666724,4.072572483075012e-05,8.611027207700017e-08,4.0639614558673125e-05
2000-07-10,0.0926489181322372,0.0010018525837894,0.868583607489724,0.0025046314594736,,0.0,0.4,0.15,0.4499999999999999,0.16734710837635347,0.09509771836012457,0.0007764357524368,2.8529315508037367e-05,0.0007479064369287626
2000-07-11,0.1051739826294209,0.0003110763899235,0.8764498552451745,0.0029163411555334,,0.0,0.4,0.15,0.4499999999999999,0.1735370713385445,0.006189962962191042,0.00056188172929941,1.8569888886573125e-06,0.0005600247404107527
2000-07-12,0.1077371488686676,0.0008798715780486,0.8978095739055638,0.0073322631504057,,0.0,0.4,0.15,0.4499999999999999,0.1777662956333016,0.0042292242947570835,0.001451788103780295,1.268767288427125e-06,0.001450519336491868
2000-07-13,0.0965604987085687,-0.0001191782620228,0.9052546753928316,-0.0009931521835238,,-0.0,0.4,0.15,0.4499999999999999,0.1744124007923522,-0.0033538948409493896,-0.00019664413233769,1.0061684522848169e-06,-0.00019765030078997483
2000-07-14,0.0986216044662302,-0.0003207989990317,0.0,-0.003007490615923,,-0.0,0.4,0.15,0.4499999999999999,0.03944864178649208,-0.13496375900586013,-0.00057944319200113,4.0489127701758034e-05,-0.000619932319702888
