date,TrendMedium_pos,TrendMedium_pnl_gross,TrendImpulse_pos,TrendImpulse_pnl_gross,MomentumCore_pos,MomentumCore_pnl_gross,TightStocks_pos,TightStocks_pnl_gross,VolCore_pos,VolCore_pnl_gross,TrendMedium_weight,TrendImpulse_weight,MomentumCore_weight,TightStocks_weight,VolCore_weight,portfolio_pos,portfolio_trade,portfolio_pnl_gross,portfolio_cost,portfolio_pnl_net
2000-02-02,0.0,-0.0,-1.0,0.015625,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00234375,0.0,0.00234375
2000-02-03,0.0,-0.0,-1.0,0.0054734537493158,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00082101806239737,0.0,0.00082101806239737
2000-02-04,0.0,0.0,-1.0,-0.0011007154650521,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000165107319757815,0.0,-0.000165107319757815
2000-02-07,0.0,0.0,-1.0,-0.0021990104452995,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000329851566794925,0.0,-0.000329851566794925
2000-02-08,0.0,-0.0,-1.0,0.0054854635216675,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.000822819528250125,0.0,0.000822819528250125
2000-02-09,0.0,0.0,-1.0,-0.0011031439602868,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.00016547159404301998,0.0,-0.00016547159404301998
2000-02-10,0.0,0.0,0.0,-0.0347107438016529,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.15,-0.005206611570247935,4.4999999999999996e-05,-0.005251611570247935
2000-02-11,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.0,0.0,0.0,0.0
2000-02-14,0.0,-0.0,-1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,-0.15,0.0,4.4999999999999996e-05,-4.4999999999999996e-05
2000-02-15,0.0,-0.0,-1.0,0.0093984962406015,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.0014097744360902248,0.0,0.0014097744360902248
2000-02-16,0.0,-0.0,-1.0,0.0062347519653022,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00093521279479533,0.0,0.00093521279479533
2000-02-17,0.0,0.0,-1.0,-0.0065466448445172,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.00098199672667758,0.0,-0.00098199672667758
2000-02-18,0.0,-0.0,-1.0,0.0005420054200542,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,8.130081300813e-05,0.0,8.130081300813e-05
2000-02-21,0.0,-0.0,-1.0,0.0124728850325379,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.001870932754880685,0.0,0.001870932754880685
2000-02-22,0.0,0.0,-1.0,-0.0065897858319605,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000988467874794075,0.0,-0.000988467874794075
2000-02-23,0.0,0.0,0.0,-0.0125477359519912,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.15,-0.00188216039279868,4.4999999999999996e-05,-0.00192716039279868
2000-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.0,0.0,0.0,0.0
2000-02-25,0.0,-0.0,-1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,-0.15,0.0,4.4999999999999996e-05,-4.4999999999999996e-05
2000-02-28,0.0,-0.0,-1.0,0.0443592552026287,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.006653888280394304,0.0,0.006653888280394304
2000-02-29,0.0,-0.0,-1.0,0.0068767908309456,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00103151862464184,0.0,0.00103151862464184
2000-03-01,0.0,0.0,-1.0,-0.0230813618003462,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.00346220427005193,0.0,-0.00346220427005193
2000-03-02,0.0,-0.0,-1.0,0.0118443316412859,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.001776649746192885,0.0,0.001776649746192885
2000-03-03,0.0,0.0,-1.0,-0.0051369863013699,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000770547945205485,0.0,-0.000770547945205485
2000-03-06,0.0,0.0,-1.0,-0.0039750141964791,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000596252129471865,0.0,-0.000596252129471865
2000-03-07,0.0,-0.0,-1.0,0.0107466063348415,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.001611990950226225,0.0,0.001611990950226225
2000-03-08,0.0,-0.0,-1.0,0.0120068610634648,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00180102915951972,0.0,0.00180102915951972
2000-03-09,0.0,0.0,-1.0,-0.0150462962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.00225694444444443,0.0,-0.00225694444444443
2000-03-10,0.0,0.0,-1.0,-0.001140250855188,0.0,0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.0001710376282782,0.0,-0.0001710376282782
2000-03-13,0.0,-0.0,-1.0,0.0099658314350796,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00149487471526194,0.0,0.00149487471526194
2000-03-14,0.0,0.0,-1.0,-0.0186942766752948,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.0028041415012942197,0.0,-0.0028041415012942197
2000-03-15,0.0,0.0,-1.0,-0.0028232636928289,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000423489553924335,0.0,-0.000423489553924335
2000-03-16,0.0,0.0,-1.0,-0.008445945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.0012668918918919,0.0,-0.0012668918918919
2000-03-17,0.0,0.0,-1.0,-0.0061418202121719,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.000921273031825785,0.0,-0.000921273031825785
2000-03-20,0.0,-0.0,-1.0,0.0105438401775804,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00158157602663706,0.0,0.00158157602663706
2000-03-21,0.0,0.0,-1.0,-0.0123387549074593,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,-0.001850813236118895,0.0,-0.001850813236118895
2000-03-22,0.0,-0.0,-1.0,0.0060941828254847,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.0009141274238227049,0.0,0.0009141274238227049
2000-03-23,0.0,-0.0,-1.0,0.0005574136008918,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,8.361204013376999e-05,0.0,8.361204013376999e-05
2000-03-24,0.0,-0.0,-1.0,0.007250418293363,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.15,0.0,0.00108756274400445,0.0,0.00108756274400445
2000-03-27,0.0,-0.0,1.0,0.0095505617977528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.15,0.3,0.00143258426966292,8.999999999999999e-05,0.00134258426966292
2000-03-28,0.0,0.0,1.0,0.0028360748723765,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.15,0.0,0.000425411230856475,0.0,0.000425411230856475
2000-03-29,0.0,0.0,0.0,0.003393665158371,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,-0.15,0.00050904977375565,4.4999999999999996e-05,0.00046404977375564995
2000-03-30,0.0,0.0,0.5534239893039292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.08301359839558937,0.08301359839558937,0.0,2.490407951867681e-05,-2.490407951867681e-05
2000-03-31,0.0,-0.0,0.0,-0.0049745976566645,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,-0.08301359839558937,-0.000746189648499675,2.490407951867681e-05,-0.0007710937280183518
2000-04-03,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.0,0.0,0.0,0.0
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0,0.0,0.0,0.0,0.0
2000-04-05,0.0,-0.0,0.5569317485955216,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.08353976228932825,0.08353976228932825,0.0,2.5061928686798472e-05,-2.5061928686798472e-05
2000-04-06,0.0,-0.0,-0.5296042134849307,-0.0175336268876666,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.0794406320227396,-0.16298039431206784,-0.00263004403314999,4.889411829362035e-05,-0.0026789381514436103
2000-04-07,0.0,-0.0,-0.5294973255171667,0.0020345315529858,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.079424598827575,1.603319516460533e-05,0.00030517973294786997,4.809958549381599e-09,0.00030517492298932057
2000-04-10,-0.1666592073220547,0.0,-0.5270245664940397,-0.0080107871852196,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.11178819444011304,-0.03236359561253804,-0.00120161807778294,9.709078683761412e-06,-0.0012113271564667015
2000-04-11,-0.1658372955348931,-0.0013636638822377,-0.5244254439475843,-0.0043122991998343,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.1112368895578194,0.0005513048822936434,-0.000914690077242291,1.65391464688093e-07,-0.0009148554687069792
2000-04-12,-0.1660043683525801,0.0004806878131446,-0.5249537764695569,0.0015200737505726,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.11134895518521169,-0.0001120656273922993,0.00032242576683423944,3.361968821768979e-08,0.0003223921471460217
2000-04-13,-0.1655408916583238,0.0018337691852901,-0.5234881292497274,0.0057989079958846,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.11103807393449347,0.0003108812507182229,0.0012300175282087223,9.326437521546687e-08,0.0012299242638335068
2000-04-14,-0.2022924089592627,0.0031142319418379,-0.5162477531391583,0.0098481011969378,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.11717059793904816,-0.00613252400455469,0.0020888996860104416,1.839757201366407e-06,0.0020870599288090753
2000-04-17,-0.244420059073504,0.001939292117045,-0.5238025380058369,0.0049490497604712,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.1265783537735089,-0.00940775583446074,0.0011232651689782724,2.822326750338222e-06,0.0011204428422279342
2000-04-18,-0.2388743817710362,-0.0045838002609065,-0.5119179166821818,-0.0098232780872237,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.12370640166709693,0.0028719521064119735,-0.002373822726544898,8.61585631923592e-07,-0.0023746843121768215
2000-04-19,-0.2356817726529932,-0.0034043854884233,-0.5050760201323223,-0.0072957422805061,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.12205303815865165,0.001653363508445277,-0.001763036603331536,4.96009052533583e-07,-0.0017635326123840696
2000-04-20,-0.2609811441019692,0.0013798698633079,-0.5084487678171076,0.0029571195558098,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.12752814779819163,-0.005475109639539982,0.0007145962421466605,1.6425328918619944e-06,0.0007129537092547986
2000-04-21,-0.2370831965302125,-0.0009221948554839,-0.5080793308527761,-0.0017966387555374,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.12277879662540644,0.004749351172785188,-0.0004506294975200817,1.4248053518355562e-06,-0.00045205430287191724
2000-04-24,-0.239321032775029,-0.0,-0.5128751086998139,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.12393770980527105,-0.0011589131798646068,0.0,3.47673953959382e-07,-3.47673953959382e-07
2000-04-25,-0.2128609987588476,-0.0036516120024358,-0.5068557057740928,-0.0078255591703022,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.11783762935767891,0.006100080447592138,-0.0018910683420991703,1.8300241342776412e-06,-0.001892898366233448
2000-04-26,-0.1708555239995645,-0.0012304103974499,-0.5057739634156165,-0.0029298017674803,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.10942482707534812,0.008412802282330795,-0.0006811423662293402,2.523840684699238e-06,-0.0006836662069140394
2000-04-27,-0.1628346836404461,0.0010310247137904,-0.506204360690178,0.0030520842619908,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.1079139665089558,0.0015108605663923247,0.0006603222323512254,4.5325816991769736e-07,0.0006598689741813076
2000-04-28,-0.1185466132624181,-0.0021184043838739,-0.5019404501095728,-0.0065854860454056,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.09857550104012863,0.009338465468827162,-0.0014039110994226523,2.8015396406481483e-06,-0.0014067126390633004
2000-05-01,-0.1043346343620867,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,-0.020492975641953314,0.07808252539817531,0.0,2.342475761945259e-05,-2.342475761945259e-05
2000-05-02,-0.095598999165444,-0.0022331899478186,0.496310130717585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05566936115713128,0.0761623367990846,-0.00043863389644591133,2.2848701039725377e-05,-0.0004614825974856367
2000-05-03,-0.0951824092442004,0.0009348882287763,0.4941473696000737,-0.0048535497555505,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05542677185198601,-0.00024258930514527155,-0.0005444055994690113,7.277679154358146e-08,-0.0005444783762605549
2000-05-04,-0.0951659776924661,-0.0002685733895152,0.4940620638368298,0.0013943210203162,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.055417203404660664,-9.568447325344898e-06,0.00015639608310380026,2.870534197603469e-09,0.00015639321256960266
2000-05-05,-0.1053161163901027,-0.0018208459434686,0.4860065337600223,0.0094530726901813,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05221522579761603,-0.0032019776070446315,0.0010603179041972339,9.605932821133893e-07,0.0010593573109151204
2000-05-08,-0.1049370844676286,0.0009304571298959,0.4842573998464272,-0.0042938180784982,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05202730358689584,-0.00018792221072019138,-0.0004613161859535462,5.637666321605741e-08,-0.00046137256261676225
2000-05-09,-0.1114819137933874,-0.0003507646277469,0.5144600879410092,0.0016186876875089,0.0,0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05527219860168646,0.0032448950147906178,0.00017390742146037818,9.734685044371852e-07,0.000172933952955941
2000-05-10,-0.0991072625309618,0.0003714000459524,0.5145235708658291,-0.0017139147849228,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05771229865683618,0.0024401000551497187,-0.00018413836291511113,7.320300165449155e-07,-0.00018487039293165605
2000-05-11,-0.1115752131222048,-0.0001656388788818,0.5148906401200578,0.0008599279735918,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.055318455961793855,-0.0023938426950423225,9.645509524818289e-05,7.181528085126967e-07,9.573694243967019e-05
2000-05-12,-0.1103859180664979,-0.0018616553913604,0.5094023522164187,0.008591056286764,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0547288091726576,-0.0005896467891362556,0.0009229998213870048,1.7689403674087666e-07,0.000922822927350264
2000-05-15,-0.1106081204859777,-0.0,0.5104277586915726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05483897606737045,0.0001101668947128473,0.0,3.305006841385419e-08,-3.305006841385419e-08
2000-05-16,-0.1101712774109538,-0.0012101544910938,0.5084118413185559,0.0055845487821835,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05462239136426564,-0.00021658470310480932,0.0005999887972360088,6.497541093144279e-08,0.0005999238218250774
2000-05-17,-0.0975963881058057,0.0008942473815824,0.5066797410141236,-0.004126719491222,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05683248385991003,0.0022100924956443904,-0.0004433635662683867,6.63027748693317e-07,-0.00044402659401707997
2000-05-18,-0.0977120814253066,-0.000106488148506,0.5108098374321056,0.0005528420523885,0.0,0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.05742927432119626,0.0005967904612862313,6.201034791043281e-05,1.7903713838586937e-07,6.183131077204694e-05
2000-05-19,-0.0819832583733614,0.0004792418162549,0.5112612905853867,-0.002505334352528,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.06058638240563961,0.003157108084443354,-0.0002816694653355636,9.47132425333006e-07,-0.00028261659776089663
2000-05-22,-0.0826343882676689,0.0002693863911501,0.5153218453462904,-0.0016799385232816,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.06106757338968902,0.00048119098404940386,-0.00019907902214339365,1.4435729521482115e-07,-0.00019922337943860846
2000-05-23,0.0828329028449508,9.08070200743611e-05,0.5165598154025547,-0.0005662877421387,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.09375366713159494,0.032686093741905925,-6.710722350514071e-05,9.805828122571776e-06,-7.691305162771248e-05
2000-05-24,0.0849815874842068,0.0004556265283,0.5299593716476129,0.0028413631210262,0.0,0.0,0.0,0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.0961856362829918,0.0024319691513968594,0.0005156967388976572,7.295907454190578e-07,0.0005149671481522382
2000-05-25,0.0958690168981586,-0.0007903101680697,0.597855199695635,-0.0049285061914712,0.0,-0.0,0.0,-0.0,0.0,0.0,0.1964158475970093,0.15,0.35358415240299046,0.25,0.050000000000000155,0.10850847416668909,0.012322837883697285,-0.000894505370246625,3.6968513651091853e-06,-0.0008982022216117341
