dt,copper_3m,ret_hook,ret_stocks,ret_combo_raw,scalar,ret_combo_net,equity_net,drawdown
2000-02-18,1844.0,-0.0001647118148863,-0.0,-8.235590744315e-05,2.189142486416951,-0.00018028881599122166,1.0006501493348665,-0.0009395738385657992
2000-02-21,1821.0,-0.0037473659062673,-0.0,-0.00187368295313365,2.189142486416951,-0.004101758958780054,0.9965457236202276,-0.005037478891936065
2000-02-22,1833.0,-4.506482297639293e-05,0.0,-2.2532411488196467e-05,2.189142486416951,-4.932665931024029e-05,0.9964965673488315,-0.005086557069241215
2000-02-23,1856.0,0.0,0.0,0.0,2.189142486416951,0.0,0.9964965673488315,-0.005086557069241215
2000-02-24,1868.0,-0.0038015461675661,0.0,-0.00190077308378305,2.189142486416951,-0.004161063114747242,0.992350082238464,-0.009226454698986641
2000-02-25,1826.0,0.0134157538019766,-0.0,0.0067078769009883,2.189142486416951,0.01468449831760836,1.0069222453515734,0.0
2000-02-28,1745.0,0.0240849259674397,0.0193649650054821,0.021724945486460902,2.189142486416951,0.047559001179503735,1.0548104616059173,0.0
2000-02-29,1733.0,-0.0030351510025106,-6.423125845833598e-05,-0.001549691130484468,2.189142486416951,-0.0033924946945670643,1.0512320227111454,-0.0033924946945670387
2000-03-01,1773.0,0.0097664600198814,0.0,0.0048832300099407,2.189142486416951,0.010690086285707456,1.0624697837402264,0.0
2000-03-02,1752.0,0.0022461801107921,-0.0,0.00112309005539605,2.189142486416951,0.00245860415633986,1.0650819763665156,0.0
2000-03-03,1761.0,-0.0010238210523154,-0.0021373588204428,-0.0015805899363791,2.189142486416951,-0.0034601365833305535,1.0613966472558438,-0.003460136583330553
2000-03-06,1768.0,-0.0007896910337724,-6.079137885269316e-05,-0.0004252412063125466,2.189142486416951,-0.0009309135917139919,1.0604085786907136,-0.004387829086869965
2000-03-07,1749.0,-2.979609049489358e-05,-0.0,-1.489804524744679e-05,2.189142486416951,-3.261394381574791e-05,1.0603739945849064,-0.0044202999262744624
2000-03-08,1728.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0603739945849064,-0.0044202999262744624
2000-03-09,1754.0,0.0058144292854124,0.0,0.0029072146427062,2.189142486416951,0.006364307091481619,1.0671225403182658,0.0
2000-03-10,1756.0,0.0004322310656811,0.0,0.00021611553284055,2.189142486416951,0.00047310769491588586,1.0676274042035085,0.0
2000-03-13,1738.5,-0.0043786234614686,-0.0,-0.0021893117307343,2.189142486416951,-0.004792715325761484,1.0625105699811794,-0.004792715325761532
2000-03-14,1771.0,-6.577333538641963e-05,0.0,-3.2886667693209814e-05,2.189142486416951,-7.199360148388135e-05,1.0624340760186317,-0.004864363882408296
2000-03-15,1776.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0624340760186317,-0.004864363882408296
2000-03-16,1791.0,-0.0035704243754976,0.0034591398943546,-5.5642240571500065e-05,2.189142486416951,-0.0001218087928745038,1.0623046622063232,-0.004985580152989999
2000-03-17,1802.0,-0.0025318735202917,-6.281367158249422e-05,-0.001297343595937097,2.189142486416951,-0.002840069985346845,1.0592876426198972,-0.007811490741784777
2000-03-20,1783.0,0.0043484440616556,-0.0,0.0021742220308278,2.189142486416951,0.004759681822588882,1.064329514757368,-0.0030889891296870253
2000-03-21,1805.0,-6.18628986768283e-05,0.0,-3.093144933841415e-05,2.189142486416951,-6.771334991317592e-05,1.0642574454405123,-0.003156493313798414
2000-03-22,1794.0,-0.0,-0.002596081101978,-0.001298040550989,2.189142486416951,-0.0028415957192620884,1.0612332560393556,-0.005989119555172229
2000-03-23,1793.0,0.0001661600533893,-6.217832520379227e-05,5.199086409275387e-05,2.189142486416951,0.00011381540949097698,1.0613540407369573,-0.005875985799775774
2000-03-24,1780.0,0.0030161777086,-0.0,0.0015080888543,2.189142486416951,0.003301421384239993,1.0648580176632958,-0.00259396352070862
2000-03-27,1763.0,0.0039919774014173,-0.0,0.00199598870070865,2.189142486416951,0.004369503667129474,1.0695109186764478,0.0
2000-03-28,1768.0,-6.270186113353515e-05,0.0,-3.1350930566767574e-05,2.189142486416951,-6.863165409241877e-05,1.069437516373029,-6.863165409254357e-05
2000-03-29,1774.0,0.0,0.0,0.0,2.189142486416951,0.0,1.069437516373029,-6.863165409254357e-05
2000-03-30,1780.0,-0.0021195776424978,0.0,-0.0010597888212489,2.189142486416951,-0.0023200287352257063,1.0669563906045152,-0.002388501161908585
2000-03-31,1764.0,0.0061112125125139,-0.0,0.00305560625625695,2.189142486416951,0.006689157477333531,1.0740934299227163,0.0
2000-04-03,1754.0,0.0039309396747158,-0.0,0.0019654698373579,2.189142486416951,0.004302693526731194,1.0787149247707493,0.0
2000-04-04,1754.0,-0.0002078713197865,0.0,-0.00010393565989325,2.189142486416951,-0.0002275299689260959,1.078469484797436,-0.0002275299689260546
2000-04-05,1747.0,-0.0027773967177706,-0.0,-0.0013886983588853,2.189142486416951,-0.003040058578253305,1.0751908743887932,-0.0032668968427455036
2000-04-06,1692.0,0.0111342461628031,-0.0189685811801992,-0.003917167508698051,2.189142486416951,-0.008575237819702944,1.065970856939335,-0.011814120245089543
2000-04-07,1685.5,0.0011010346473064,-8.853130284304038e-05,0.0005062516722316798,2.189142486416951,0.001108257044501999,1.0671522266507718,-0.010718956282573688
2000-04-10,1711.0,-0.0046462870517881,-0.0089416642318328,-0.006793975641810449,2.189142486416951,-0.014872980729169127,1.051280492148705,-0.025432514181515375
2000-04-11,1725.0,-4.604036606093707e-05,-8.843944996602136e-05,-6.723990801347921e-05,2.189142486416951,-0.00014719773941507494,1.0511257460367693,-0.02557596831233533
2000-04-12,1720.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0511257460367693,-0.02557596831233533
2000-04-13,1701.0,-0.0,0.0069233967587213,0.00346169837936065,2.189142486416951,0.0075781509974191036,1.0590913356575107,-0.018191635864692413
2000-04-14,1669.0,-0.0,0.0116088064914103,0.00580440324570515,2.189142486416951,0.012706665753469593,1.0725488552621063,-0.005716125147664397
2000-04-17,1653.0,-0.0,0.0059725666085778,0.0029862833042889,2.189142486416951,0.00653739965789643,1.0795605357815738,0.0
2000-04-18,1684.0,0.0113346646253731,-0.0105291444484649,0.0004027600884541002,2.189142486416951,0.0008816992214679201,1.0805123834655,0.0
2000-04-19,1708.0,0.0079040405663909,-0.007923247385089,-9.603409349049838e-06,2.189142486416951,-2.1023231420458756e-05,1.0804896676036095,-2.1023231420613797e-05
2000-04-20,1698.0,0.0030470842975461,0.0032883156223311,0.0031676999599386,2.189142486416951,0.006934546566522863,1.0879823735182537,0.0
2000-04-21,1704.0,-0.0019395805784877,-8.400043582890483e-05,-0.0010117905071583024,2.189142486416951,-0.002214953586573594,1.0855725430579004,-0.0022149535865737535
2000-04-24,1704.0,-4.996050120393724e-07,-8.380289730306285e-05,-4.215125115755111e-05,2.189142486416951,-9.227509476462683e-05,1.0854723717486159,-0.002307024296286264
2000-04-25,1730.0,-8.183450597508208e-05,-0.0081477475518158,-0.004114791028895441,2.189142486416951,-0.009007863864082331,1.0756945843956818,-0.011294106799576542
2000-04-26,1740.0,0.0,-8.06772029244609e-05,-4.033860146223045e-05,2.189142486416951,-8.830694630360963e-05,1.0755995930917785,-0.011381416397797328
2000-04-27,1729.5,0.003085000553923,-0.0033151357213174,-0.00011506758369720011,2.189142486416951,-0.00025189933628087926,1.0753286502681747,-0.011630448762841694
2000-04-28,1752.0,-0.0068114849665553,-8.01691587360261e-05,-0.003445827062645663,2.189142486416951,-0.007543406423682945,1.0672170092201716,-0.019086121984616566
2000-05-01,1752.0,-2.2752856571543637e-06,0.0,-1.1376428285771819e-06,2.189142486416951,-2.4904622504058653e-06,1.0672143513564971,-0.01908856491360067
2000-05-02,1789.5,-0.0110133545217225,-0.0105292327608327,-0.0107712936412776,2.189142486416951,-0.02357989654379354,1.0420495473614593,-0.04221835507156202
2000-05-03,1772.0,0.0047179728796498,-0.0049217753627047,-0.00010190124152745011,2.189142486416951,-0.00022307633724637642,1.0418170907652047,-0.04243201349279435
2000-05-04,1777.0,-0.0013420680816875,0.0013721483598023,1.5040139057400054e-05,2.189142486416951,3.2925007412173455e-05,1.0418513926006403,-0.042400485559740964
2000-05-05,1811.0,-0.0091160270875223,-7.305558614182256e-05,-0.004594541336832062,2.189142486416951,-0.010058105646058002,1.0313723412263704,-0.052032122642594825
2000-05-08,1795.0,0.0048165143801594,-0.0,0.0024082571900797,2.189142486416951,0.005272018133022574,1.0368097549112139,-0.047034418803643674
2000-05-09,1801.0,-0.0017958728724189,0.0,-0.00089793643620945,2.189142486416951,-0.0019657108026079314,1.0347716867757357,-0.048907673541114804
2000-05-10,1795.0,0.0018376571754922,-0.0,0.0009188285877461,2.189142486416951,0.002011446699169473,1.0368530748694949,-0.04699460202045358
2000-05-11,1798.0,-8.284493678684335e-05,0.0,-4.1422468393421675e-05,2.189142486416951,-9.06796854523027e-05,1.0367590533588054,-0.0470810202501768
2000-05-12,1828.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0367590533588054,-0.0470810202501768
2000-05-15,1828.0,0.0,-9.57069443260518e-05,-4.78534721630259e-05,2.189142486416951,-0.00010475806903465087,1.0366504444823212,-0.047180846202441895
2000-05-16,1848.0,-0.0068679807572102,-9.57069443260518e-05,-0.0034818438507681257,2.189142486416951,-0.0076222523047861064,1.0287488332426085,-0.05444347419351958
2000-05-17,1833.0,0.0052458172453693,-0.0055768857037575,-0.00016553422919410006,2.189142486416951,-0.00036237801408508564,1.0283760372834256,-0.05478612308954656
2000-05-18,1835.0,-9.701907185172702e-05,-0.0001007870380648,-9.890305495826351e-05,2.189142486416951,-0.00021651287964556535,1.0281533806262348,-0.054990774067917414
2000-05-19,1826.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0281533806262348,-0.054990774067917414
2000-05-22,1820.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0281533806262348,-0.054990774067917414
2000-05-23,1818.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0281533806262348,-0.054990774067917414
2000-05-24,1828.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0281533806262348,-0.054990774067917414
2000-05-25,1811.0,0.003170764776864,-0.0,0.001585382388432,2.189142486416951,0.0034706279437336732,1.0317217184794807,-0.051710998641311234
2000-05-26,1821.0,-0.0018480493875472,0.0,-0.0009240246937736,2.189142486416951,-0.0020228217156382008,1.029634729382845,-0.05362921822596034
2000-05-29,1824.0,-0.0005607696815343,0.0,-0.00028038484076715,2.189142486416951,-0.0006138023674706197,1.0290027371483197,-0.05421010285231831
2000-05-30,1764.0,0.0115760318061081,0.018233789429367,0.014904910617737549,2.189142486416951,0.03262897308953639,1.0625780397677915,-0.02334994974993121
2000-05-31,1770.0,-0.0009243985928527,-8.213928254099282e-05,-0.0005032689376968464,2.189142486416951,-0.001101727413606092,1.0614073684122836,-0.024425951883791486
2000-06-01,1777.0,0.0021885015110632,0.0,0.0010942507555316,2.189142486416951,0.002395470819728074,1.0639499387911595,-0.022088992719045186
2000-06-02,1746.0,-0.010392727448832,0.0099743155295226,-0.00020920595965469996,2.189142486416951,-0.0004579816546917342,1.0634626692376827,-0.02253685802030092
2000-06-05,1754.0,0.0025654870790676,-0.0028346827532331,-0.00013459783708274988,2.189142486416951,-0.00029465384373767475,1.0631493158745202,-0.022824871292197235
2000-06-06,1760.0,0.0010022217612223,-9.278192022290685e-05,0.00045471992049969656,2.189142486416951,0.000995446697386024,1.0642076243498357,-0.02185214553755732
2000-06-07,1715.0,-0.0078482617111515,-0.0,-0.00392413085557575,2.189142486416951,-0.008590481578200575,1.055065568357478,-0.03025490666207331
2000-06-08,1740.0,-4.604076409642962e-05,0.0,-2.302038204821481e-05,2.189142486416951,-5.0394896395297114e-05,1.0550123984374704,-0.030303776865581833
2000-06-09,1748.5,0.0,0.0,0.0,2.189142486416951,0.0,1.0550123984374704,-0.030303776865581833
2000-06-12,1731.5,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0550123984374704,-0.030303776865581833
2000-06-13,1757.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0550123984374704,-0.030303776865581833
2000-06-14,1768.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0550123984374704,-0.030303776865581833
2000-06-15,1769.0,-0.000377434307714,0.0,-0.000188717153857,2.189142486416951,-0.0004131287394240433,1.0545765424952271,-0.03070438624386962
2000-06-16,1801.0,-0.0095983178925776,0.0,-0.0047991589462888,2.189142486416951,-0.01050604274838882,1.0434971162583242,-0.04088784739781737
2000-06-19,1805.0,-0.0011131213849288,0.0,-0.0005565606924644,2.189142486416951,-0.0012183906581434568,1.0422257291200754,-0.04205642068465976
2000-06-20,1788.0,0.0047074627190573,-0.0,0.00235373135952865,2.189142486416951,0.005152653320756099,1.0475959569842035,-0.03712046951960346
2000-06-21,1799.5,-0.0031806419704429,0.0,-0.00159032098522145,2.189142486416951,-0.0034814392357887408,1.043948815316305,-0.04047267609635574
2000-06-22,1801.0,0.0002612696223979,0.0,0.00013063481119895,2.189142486416951,0.00028597821540067835,1.0442473619354788,-0.04019827218463756
2000-06-23,1777.0,-0.0065738849303124,-0.0,-0.0032869424651562,2.189142486416951,-0.007195585400881507,1.036733390863027,-0.047104607485046635
2000-06-26,1803.0,0.0071240069724899,0.0,0.00356200348624495,2.189142486416951,0.007797733168504118,1.0448175612118553,-0.03967418347671803
2000-06-27,1794.0,-0.0023650705969883,0.002335068013171,-1.5001291908649976e-05,2.189142486416951,-3.2839965468368496e-05,1.0447832494392244,-0.03970572054337096
2000-06-28,1808.0,0.0036863492904873,-7.215640124486672e-05,0.0018070964446212166,2.189142486416951,0.003955991603973323,1.048916403201978,-0.035906804436496964
2000-06-29,1780.0,-7.085977201049353e-05,-0.0,-3.5429886005246765e-05,2.189142486416951,-7.756106874299505e-05,1.0488350481247235,-0.0359815805351128
2000-06-30,1790.0,0.0,0.0029737333502265,0.00148686667511325,2.189142486416951,0.003254963010127925,1.0522489674100952,-0.03284373623867254
2000-07-03,1794.0,0.0,-8.181201312964926e-05,-4.090600656482463e-05,2.189142486416951,-8.954907692070831e-05,1.0521547394863728,-0.032930344189330496
2000-07-04,1787.0,-0.0,-0.0023546374070319,-0.00117731870351595,2.189142486416951,-0.0025773183939200883,1.0494430017230445,-0.03542279060145326
2000-07-05,1787.0,0.0,-1.0829754901421909e-07,-5.4148774507109545e-08,2.189142486416951,-1.185393828609246e-07,1.0494428773227187,-0.035422904941840416
2000-07-06,1767.0,-0.0032210154151543,-8.711241677093513e-05,-0.0016540639159626177,2.189142486416951,-0.0036209815936829636,1.0456428639803115,-0.03891562084873412
2000-07-07,1768.0,0.0001770335392725,0.0,8.851676963625e-05,2.189142486416951,0.0001937758211710968,1.045845484284931,-0.03872938593394937
2000-07-10,1787.0,0.0036486720364202,0.0,0.0018243360182101,2.189142486416951,0.003993731486964459,1.0500223103260193,-0.03489032921506008
2000-07-11,1793.0,-5.096239946151234e-05,0.0022572408791607,0.001103139239849594,2.189142486416951,0.0024149289783884456,1.05255803963118,-0.03255965790375859
2000-07-12,1808.0,0.0,-0.0001057434497091,-5.287172485455e-05,2.189142486416951,-0.0001157437392092425,1.0524362126279383,-0.03267163306641474
2000-07-13,1806.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0524362126279383,-0.03267163306641474
2000-07-14,1800.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.0524362126279383,-0.03267163306641474
2000-07-17,1833.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0524362126279383,-0.03267163306641474
2000-07-18,1836.0,0.0005302996774595,0.0,0.00026514983872975,2.189142486416951,0.0005804507772298985,1.053047100045543,-0.03211014656399169
2000-07-19,1834.0,-0.0003887444718415,-0.0,-0.00019437223592075,2.189142486416951,-0.00042550851983397286,1.052599019532687,-0.03252199194288963
2000-07-20,1837.0,-5.352716725793633e-05,0.0,-2.6763583628968166e-05,2.189142486416951,-5.858929801094738e-05,1.0525373484950455,-0.03257867580022278
2000-07-21,1868.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0525373484950455,-0.03257867580022278
2000-07-24,1882.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0525373484950455,-0.03257867580022278
2000-07-25,1874.0,0.0030356084341353,-0.0,0.00151780421706765,2.189142486416951,0.0033226896976456094,1.0560346034992774,-0.029364234933021427
2000-07-26,1869.0,0.0020489142492739,-0.0,0.00102445712463695,2.189142486416951,0.002242682617055293,1.0584029539475541,-0.02718740697521349
2000-07-27,1880.0,0.0043432418233976,0.0,0.0021716209116988,2.189142486416951,0.004753987602191358,1.0634345884687435,-0.022562667968718086
2000-07-28,1879.0,-0.0004173423607443,-0.0006293596891788,-0.00052335102496155,2.189142486416951,-0.0011456899640531874,1.0622162221333078,-0.02368250811051731
2000-07-31,1884.5,0.0026068801485906,-0.000138410770604,0.0012342346889933,2.189142486416951,0.002701915595884845,1.0650862407100918,-0.021044580652645695
2000-08-01,1888.0,-0.0001344624515556,0.0015811075013032,0.0007233225248738,2.189142486416951,0.0015834560705836175,1.0667727579836392,-0.01949444775104947
2000-08-02,1890.0,0.0,0.000999223708334,0.000499611854167,2.189142486416951,0.0010937215366745294,1.0679395103237834,-0.018422047711726064
2000-08-03,1875.0,-0.0,-0.0071635441133473,-0.00358177205667365,2.189142486416951,-0.00784100938592531,1.059565786599734,-0.02611860964863577
2000-08-04,1874.0,-0.0,-0.0001347162843961,-6.735814219805e-05,2.189142486416951,-0.00014745657089186573,1.0594095466622078,-0.026262214858912447
2000-08-07,1882.0,0.0,-0.0043697861471735,-0.00218489307358675,2.189142486416951,-0.004783042255666872,1.0543423460344656,-0.03091964383118162
2000-08-08,1873.0,-0.0,-0.0001486369899308,-7.43184949654e-05,2.189142486416951,-0.0001626937748553214,1.0541708110981995,-0.03107730717246482
2000-08-09,1886.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0541708110981995,-0.03107730717246482
2000-08-10,1879.0,-0.001846781856504,-0.0,-0.000923390928252,2.189142486416951,-0.0020214343126084395,1.0520398740492953,-0.03303592075001138
2000-08-11,1870.0,-0.0022967540275453,-0.0,-0.00114837701377265,2.189142486416951,-0.0025139609112743324,1.0493950869288335,-0.035466830647852166
2000-08-14,1883.5,0.0033923843563612,0.0,0.0016961921781806,2.189142486416951,0.003713206362383263,1.0532917074422714,-0.03188531994668409
2000-08-15,1883.5,-1.3746952819815304e-08,0.0,-6.873476409907652e-09,2.189142486416951,-1.5047019238313496e-08,1.0532916915933708,-0.03188533451392439
2000-08-16,1880.0,-0.0010600372389918,-0.0,-0.0005300186194959,2.189142486416951,-0.0011602862785305345,1.0520695716963249,-0.03300862467633192
2000-08-17,1886.0,-8.444240389466679e-05,-0.0038392649707536,-0.0019618536873241333,2.189142486416951,-0.004294777259055017,1.0475511672248596,-0.03716163724477439
2000-08-18,1887.0,0.0,-0.0001726077429553,-8.630387147765e-05,2.189142486416951,-0.00018893147179399172,1.0473532518410564,-0.03734354771374937
2000-08-21,1863.0,-0.0,0.0156050279697795,0.00780251398488975,2.189142486416951,0.01708081486518458,1.0652428988342026,-0.02090059107347253
2000-08-22,1874.0,0.0,-0.0074136891634882,-0.0037068445817441,2.189142486416951,-0.008114810964440482,1.0565986540789505,-0.028845797692306663
2000-08-23,1872.5,-0.0,0.0010211764392368,0.0005105882196184,2.189142486416951,0.0011177503646306285,1.0577796676098155,-0.027760289728564702
2000-08-24,1878.0,-0.003859860694607,-0.0037501660197527,-0.0038050133571798503,2.189142486416951,-0.008329716401586407,1.0489686629632613,-0.035858770789486294
2000-08-25,1877.0,0.0006654839369891,-0.0001917914722903,0.00023684623234940003,2.189142486416951,0.0005184901499838525,1.0495125428826495,-0.03535887305894736
2000-08-28,1884.0,-0.0048280411721612,0.0,-0.0024140205860806,2.189142486416951,-0.005284635028074191,1.0439662521361286,-0.04045664934790105
2000-08-29,1913.0,-0.0001939313375054,0.0,-9.69656687527e-05,2.189142486416951,-0.00021227166519036813,1.0437446476813852,-0.040660333212766187
2000-08-30,1920.0,0.0,0.0,0.0,2.189142486416951,0.0,1.0437446476813852,-0.040660333212766187
2000-08-31,1924.0,-0.002356607813979,0.0020877465960731,-0.00013443060895294997,2.189142486416951,-0.0002942877575338057,1.0434374864095812,-0.040942655132018224
2000-09-01,1931.0,-0.003835225650509,-0.0001621621115731,-0.0019986938810410497,2.189142486416951,-0.004375425692328549,1.0388720032232062,-0.04513893927916979
2000-09-04,1946.0,-0.0086724135746911,-0.0087986110196007,-0.0087355122971459,2.189142486416951,-0.01912328111029983,1.0190053618679484,-0.06339901576461338
2000-09-05,1959.0,-0.0001672871730818,-0.0001673168035197,-0.00016730198830075,2.189142486416951,-0.00036624789065120355,1.018632153303602,-0.06374204389947147
2000-09-06,1956.0,-0.0,-0.0,-0.0,2.189142486416951,-0.0,1.018632153303602,-0.06374204389947147
2000-09-07,1963.0,-0.0020519739647191,0.0,-0.00102598698235955,2.189142486416951,-0.00224603169359401,1.0163442732031682,-0.06584490894225281
2000-09-08,1983.0,-0.0057044200057071,0.0,-0.00285221000285355,2.189142486416951,-0.006243894097430119,1.0099983271947581,-0.0716776744013925
2000-09-11,1979.0,0.0011036878777174,-0.0,0.0005518439388587,2.189142486416951,0.0012080650124272584,1.0112184708364522,-0.07055620067958168
2000-09-12,2004.0,-0.0142983430409723,0.0135275712757398,-0.0003853858826162503,2.189142486416951,-0.0008436646093005295,1.0103653416003364,-0.07134033951940222
2000-09-13,2020.0,-0.0084882045581761,0.0085905356218985,5.1165531861199764e-05,2.189142486416951,0.00011200863963747259,1.010478511247786,-0.07123632161414539
2000-09-14,2022.0,-0.0006012402919663,-0.0001620669207025,-0.00038165360633440003,2.189142486416951,-0.0008354941247208848,1.009634262388482,-0.07201229821069077
2000-09-15,2014.0,0.0021127618268343,-0.0,0.00105638091341715,2.189142486416951,0.00231256833940143,1.0119691106180564,-0.06986626323217904
2000-09-18,1998.0,0.0040889559494946,-0.0,0.0020444779747473,2.189142486416951,0.004475653597062997,1.0164983338081106,-0.06570330682746461
2000-09-19,1998.0,-0.0002212972841866,-0.0001743975185754,-0.00019784740138100002,2.189142486416951,-0.00043311615219033487,1.0160580719610637,-0.0661079658162157
2000-09-20,1976.0,-0.0124694404784573,-0.0001743975185754,-0.00632191899851635,2.189142486416951,-0.013839581475338644,1.0019962534904832,-0.07903264071247185
2000-09-21,1991.0,-0.0040066433984758,0.0,-0.0020033216992379,2.189142486416951,-0.004385556645762688,0.9976019421619586,-0.08307159523552576
2000-09-22,2010.0,-0.0046991640085683,0.0,-0.00234958200428415,2.189142486416951,-0.005143569790899128,0.992470706948912,-0.08778788047868968
2000-09-25,2018.0,-0.0019136766813576,0.0,-0.0009568383406788,2.189142486416951,-0.002094655464212658,0.9903918227595305,-0.08969865057936599
2000-09-26,1995.0,0.005522072919995,-0.0,0.0027610364599975,2.189142486416951,0.006044302221126783,0.9963780502536217,-0.08419651411116824
2000-09-27,1990.0,0.0010791050101518,-0.0,0.0005395525050759,2.189142486416951,0.0011811573125143505,0.9975549294737076,-0.08311480612698452
2000-09-28,1984.0,-0.0030241408468723,-0.0,-0.00151207042343615,2.189142486416951,-0.0033101376063985454,0.9942528853872085,-0.08614982228797352
2000-09-29,1997.0,0.0060615321029996,0.0,0.0030307660514998,2.189142486416951,0.006634778729728358,1.0008495332831464,-0.08008662856673143
2000-10-02,1966.0,-0.0141869498445952,-0.0,-0.0070934749222976,2.189142486416951,-0.015528627328734857,0.9853077138686542,-0.09437162048643866
2000-10-03,1953.0,0.0050548904788794,0.005335556249592,0.0051952233642356994,2.189142486416951,0.011373084193074376,0.9965137014545681,-0.08407183267859342
2000-10-04,1945.0,0.0032922778502201,-0.0001234250140518,0.00158442641808415,2.189142486416951,0.00346853518842944,0.9999701442938153,-0.08089490360016549
