dt,copper_3m,ret_hook,ret_stocks,ret_combo_raw,lev,ret_combo_net,equity_net,drawdown
2000-01-03,1888.5,0.0,0.0,0.0,,,1.0,0.0
2000-01-04,1865.0,-0.0,-0.0125218100745954,-0.0062609050372977,,,1.0,0.0
2000-01-05,1875.0,0.0,0.0053476063265955,0.00267380316329775,,,1.0,0.0
2000-01-06,1869.0,-0.0,-0.0032051309489489,-0.00160256547447445,,,1.0,0.0
2000-01-07,1876.0,0.0,0.0037383221106077,0.00186916105530385,,,1.0,0.0
2000-01-10,1859.0,-0.0,-0.0091031418447258,-0.0045515709223629,,,1.0,0.0
2000-01-11,1859.0,0.0,0.0,0.0,,,1.0,0.0
2000-01-12,1882.0,0.0,0.0122963324238805,0.00614816621194025,,,1.0,0.0
2000-01-13,1882.0,0.0,0.0,0.0,,,1.0,0.0
2000-01-14,1888.0,0.0,0.0031830265601211,0.00159151328006055,,,1.0,0.0
2000-01-17,1897.0,0.0,0.0047556232295677,0.00237781161478385,,,1.0,0.0
2000-01-18,1904.0,0.0,0.0036832454162967,0.00184162270814835,,,1.0,0.0
2000-01-19,1934.0,0.0,0.0156334606619292,0.0078167303309646,,,1.0,0.0
2000-01-20,1923.0,-0.0,-0.0057039304244597,-0.00285196521222985,,,1.0,0.0
2000-01-21,1918.0,-0.0,-0.0026034901453968,-0.0013017450726984,,,1.0,0.0
2000-01-24,1891.5,-0.0,-0.0139128113702993,-0.00695640568514965,,,1.0,0.0
2000-01-25,1882.0,-0.0,-0.005035123927759,-0.0025175619638795,,,1.0,0.0
2000-01-26,1854.0,-0.0,-0.0149895740195242,-0.0074947870097621,,,1.0,0.0
2000-01-27,1864.0,0.0,0.0053792491197359,0.00268962455986795,,,1.0,0.0
2000-01-28,1858.0,-0.0,-0.0032240758717527,-0.00161203793587635,,,1.0,0.0
2000-01-31,1868.0,0.0,0.0053676994150038,0.0026838497075019,,,1.0,0.0
2000-02-01,1856.0,-0.0,-0.0064447054426421,-0.00322235272132105,1.6138589963610812,-0.005200422928752588,0.9947995770712474,-0.005200422928752557
2000-02-02,1827.0,-0.0,-0.0157483569681389,-0.00787417848406945,1.5935328980776409,-0.012547762459699796,0.9823170682831476,-0.017682931716852424
2000-02-03,1817.0,-0.0,-0.005488487981835,-0.0027442439909175,1.544104633525011,-0.00423739986189888,0.9781545980736637,-0.021845401926336327
2000-02-04,1819.0,0.0,0.0011001101219507,0.00055005506097535,1.5582740635305916,0.000857136535031626,0.9789930101165818,-0.021006989883418203
2000-02-07,1823.0,-0.0008931791876304,0.002196596160541,0.0006517084864553001,1.5566089517538462,0.0010144552639502703,0.979986154729065,-0.02001384527093497
2000-02-08,1813.0,0.0020955969091012,-0.0055005639238121,-0.0017024835073554498,1.5673824301335328,-0.0026684427370210454,0.9773711177920971,-0.022628882207902934
2000-02-09,1815.0,-0.0004292660962883,0.0011025359441001,0.00033663492390589996,1.6012457707795278,0.0005390352482010105,0.9778979552751607,-0.022102044724839343
2000-02-10,1878.0,-0.0134587526622173,0.0341219130692573,0.01033158020352,1.6000393533909951,0.016530934908347346,0.9940635227208203,-0.005936477279179675
2000-02-11,1871.0,0.0010573211680555,-0.0037343334941191,-0.0013385061630318,1.4465784096781011,-0.0019362541166628785,0.9921387631327278,-0.007861236867272248
2000-02-14,1862.0,-4.315355446057964e-05,-0.0048218684370766,-0.0024325109957685897,1.4451962039795245,-0.0035154556572232192,0.9886509433051224,-0.011349056694877624
2000-02-15,1844.5,-0.0,-0.009442940800282,-0.004721470400141,1.4465353079037109,-0.006829773639026219,0.9818986811543386,-0.01810131884566135
2000-02-16,1833.0,-0.0,-0.0062542691970257,-0.00312713459851285,1.4364626712097903,-0.004492012118612324,0.9774879803793439,-0.022512019620656076
2000-02-17,1845.0,0.0,0.0065253086349228,0.0032626543174614,1.4439732684117699,0.00471118561848251,0.9820931076947466,-0.01790689230525344
2000-02-18,1844.0,-0.0,-0.000542152358089,-0.0002710761790445,1.5714587675196965,-0.00042598503822521854,0.9816747507247245,-0.018325249275275457
2000-02-21,1821.0,-0.0,-0.012551324388931,-0.0062756621944655,1.5741504877469619,-0.009878836704353036,0.9719769461655284,-0.028023053834471567
2000-02-22,1833.0,0.0,0.0065681681120972,0.0032840840560486,1.5212179257307654,0.0049958075356677295,0.9768327559176775,-0.023167244082322513
2000-02-23,1856.0,0.0,0.0124696655064404,0.0062348327532202,1.546330118350309,0.009641109669181375,0.9862505076459285,-0.013749492354071524
2000-02-24,1868.0,0.0,0.0064447054426421,0.00322235272132105,1.4518308092864156,0.004678310959201824,0.9908644942043668,-0.009135505795633159
2000-02-25,1826.0,-0.0,-0.0227405576338739,-0.01137027881693695,1.527503899460833,-0.017368145230828098,0.9736550157649544,-0.02634498423504561
2000-02-28,1745.0,-0.0241744504153562,-0.0453732265183859,-0.03477383846687105,1.335813371842623,-0.046451358414341726,0.9284274176557349,-0.07157258234426511
2000-02-29,1733.0,-0.002909047304264,-0.0069005449209216,-0.0049047961125928,0.7284785640674192,-0.0035730388291450627,0.9251101104424081,-0.0748898895575919
2000-03-01,1773.0,0.0097664600198814,0.0228190163586017,0.01629273818924155,0.7335211347678532,0.011951067805048,0.9361661640994409,-0.06383383590055913
2000-03-02,1752.0,-0.0046827777691707,-0.0119150345778713,-0.008298906173521001,0.6637608644871014,-0.005508489136033642,0.9310093029549769,-0.06899069704502314
2000-03-03,1761.0,0.0020465916153024,0.0051238369998696,0.003585214307586,0.662824304639273,0.002376367180408463,0.933221722907174,-0.06677827709282602
2000-03-06,1768.0,-5.977581231102438e-05,0.0039671347013827,0.0019536794445358377,0.6582938657698701,0.0012860951940186292,0.9344219348799586,-0.06557806512004138
2000-03-07,1749.0,-0.0,-0.0108047681789864,-0.0054023840894932,0.6569923325151175,-0.0035493249240986964,0.9311053678168647,-0.0688946321831353
