dt,hook,stocks,combo_eqw,combo_10vol
2000-10-04,0.0032922778502201,-0.0001234250140518,0.00158442641808415,0.0033985536996108683
2000-10-05,-0.0108749000289864,-0.0104539029801504,-0.0106644015045684,-0.022862985520618346
2000-10-06,0.0050036318940585,-0.0001167681495383,0.0024434318722601,0.004037057508306573
2000-10-09,-0.000113976887583,-0.0,-5.69884437915e-05,-9.345792860870124e-05
2000-10-10,0.0,0.0,0.0,0.0
2000-10-11,-0.0,-0.0,-0.0,-0.0
2000-10-12,-0.0,0.0077552044311701,0.00387760221558505,0.0063660902299957365
2000-10-13,0.0,-0.0048750603764275,-0.00243753018821375,-0.003926455026891363
2000-10-16,0.0014661513450844,-0.0001177895098161,0.00067418091763415,0.0010739979164812495
2000-10-17,0.008727987837338,-0.0,0.004363993918669,0.006983474478045461
2000-10-18,0.0078706072661447,-0.0,0.00393530363307235,0.006379233227772443
2000-10-19,-0.0031165189937456,0.0,-0.0015582594968728,-0.002491971048813441
2000-10-20,0.007068502357789,-0.0,0.0035342511788945,0.006115594377781385
2000-10-23,-0.000112059058545,0.0,-5.60295292725e-05,-9.714178457470824e-05
2000-10-24,0.0,0.0,0.0,0.0
2000-10-25,-0.0,-0.0,-0.0,-0.0
2000-10-26,-0.0,-0.0,-0.0,-0.0
2000-10-27,0.0,-0.0067459249619913,-0.00337296248099565,-0.006039906427190058
2000-10-30,0.002057318906705,-0.0001017110278381,0.00097780393943345,0.0016970429892719783
2000-10-31,-0.0078034275251206,-0.0078931446602073,-0.007848286092663949,-0.013739833294380483
2000-11-01,0.0100982048678935,-0.0001029683327404,0.00499761826757655,0.00839595456357191
2000-11-02,-0.00106225545565,0.0,-0.000531127727825,-0.0008972632791249969
2000-11-03,-0.0014028223751242,0.0,-0.0007014111875621,-0.0011897543514715117
2000-11-06,-9.655218600874808e-05,-0.0,-4.827609300437404e-05,-0.0001058615548651214
2000-11-07,-0.0,-0.0,-0.0,-0.0
2000-11-08,0.0,0.0,0.0,0.0
2000-11-09,0.0,0.0,0.0,0.0
2000-11-10,-0.0,-0.0,-0.0,-0.0
2000-11-13,-0.0096991126836581,-0.0,-0.00484955634182905,-0.011231846237717816
2000-11-14,0.0066787101508597,0.0,0.00333935507542985,0.007327036513177749
2000-11-15,0.000345606321932,0.0,0.000172803160966,0.0003681728427954182
2000-11-16,-0.0044458919870289,-0.0,-0.00222294599351445,-0.005001808255773479
2000-11-17,0.0019909309108338,0.0,0.0009954654554169,0.0023380256364524477
2000-11-20,-9.771032189941854e-05,-0.0031067606405574,-0.0016022354812284094,-0.0037601640978712695
2000-11-21,0.0,-0.0001014297505738,-5.07148752869e-05,-0.00012490568293075256
2000-11-22,-0.0,-0.0,-0.0,-0.0
2000-11-23,-0.0,-0.0005033142338675,-0.00025165711693375,-0.000619795404657454
2000-11-24,0.0,-0.0001066055407814,-5.33027703907e-05,-0.0001313714007933297
2000-11-27,-0.0109253601512084,0.0104636933602436,-0.00023083339548240003,-0.0005690281851779533
2000-11-28,-0.0059974276892167,-0.0001092938438098,-0.0030533607665132498,-0.007633401916283125
2000-11-29,0.0003747561115469,0.0002900266611166,0.00033239138633175,0.000830978465829375
2000-11-30,0.0047048757322261,-0.0001117697000628,0.00229655301608165,0.005741382540204125
2000-12-01,-0.0031721416806024,0.0,-0.0015860708403012,-0.003965177100753
2000-12-04,-0.0016271505884487,-0.0033154468288416,-0.00247129870864515,-0.006178246771612875
2000-12-05,-0.0035279086346132,0.0070264697378129,0.00174928055159985,0.004373201378999625
2000-12-06,-0.0008304458672189,-0.0019792365571968,-0.00140484121220785,-0.003512103030519625
2000-12-07,-0.0027527313058092,-0.0001222283356958,-0.0014374798207525,-0.00359369955188125
2000-12-08,-0.0052148298446788,0.0,-0.0026074149223394,-0.0065185373058485
2000-12-11,-0.0046917812142245,0.0,-0.00234589060711225,-0.005864726517780625
2000-12-12,0.0119047933465664,-0.0124463993804622,-0.00027080301694790056,-0.0006770075423697514
2000-12-13,-0.000439805764017,-0.0001285790348091,-0.00028419239941305,-0.000710480998532625
2000-12-14,-0.004050883335876,0.0,-0.002025441667938,-0.005063604169844999
2000-12-15,0.0008946005566336,-0.0,0.0004473002783168,0.0011182506957919999
2000-12-18,-0.0001281642146513,-0.0126274543752669,-0.0063778092949591005,-0.01594452323739775
2000-12-19,0.0,-0.0010920204840691,-0.00054601024203455,-0.001365025605086375
2000-12-20,-0.0,0.008845296439165,0.0044226482195825,0.01105662054895625
2000-12-21,-0.0,0.0044826662510471,0.00224133312552355,0.005603332813808875
2000-12-22,0.0,-0.0008183650348278,-0.0004091825174139,-0.0010229562935347499
2000-12-25,-0.000110745130695,-4.936344712437924e-06,-5.784073770371896e-05,-0.0001446018442592974
2000-12-26,-4.862615041599144e-06,-0.0001183402563949,-6.160143571824958e-05,-0.00015400358929562393
2000-12-27,0.004501897121235,-0.0,0.0022509485606175,0.00562737140154375
2000-12-28,-0.0009273711727049,-0.0010745624885577,-0.0010009668306313001,-0.0025024170765782505
2000-12-29,0.0064613709270443,-0.0001303072149309,0.0031655318560567,0.00791382964014175
2001-01-01,-0.0001907439064463,0.0,-9.537195322315e-05,-0.000238429883057875
2001-01-02,-0.0131697111129591,-0.0,-0.00658485555647955,-0.016462138891198873
2001-01-03,-0.0055295298010459,-0.0,-0.00276476490052295,-0.006673240612833213
2001-01-04,0.0048874306383718,0.0,0.0024437153191859,0.005923550964927249
2001-01-05,-0.0026513006825824,-0.0,-0.0013256503412912,-0.0031153546712053793
2001-01-08,-4.3864325962103066e-05,0.0,-2.1932162981051533e-05,-5.157310847545027e-05
2001-01-09,0.0,0.0,0.0,0.0
2001-01-10,-0.0,-0.0,-0.0,-0.0
2001-01-11,0.0,0.0,0.0,0.0
2001-01-12,0.0,0.0,0.0,0.0
2001-01-15,-0.0,-0.0019131153216509,-0.00095655766082545,-0.0023346393480977983
2001-01-16,-0.0,-0.0131227974391523,-0.00656139871957615,-0.01601135711004516
2001-01-17,0.0,0.0047290766513902,0.0023645383256951,0.005723701859699331
2001-01-18,0.0,0.0121154187190939,0.00605770935954695,0.014338826055383811
2001-01-19,-0.0,-0.0005599718671382,-0.0002799859335691,-0.0006269427402053613
2001-01-22,0.0014710656976885,0.0030503709437576,0.00226071832072305,0.005149109102692843
2001-01-23,-0.0008128412886765,-7.582061684653089e-05,-0.00044433095276151546,-0.0009948957515292574
2001-01-24,-0.0021717028162419,0.0043373255629021,0.0010828113733301,0.002423459646399406
2001-01-25,0.0004743561260059,-7.50372587544639e-05,0.00019965943362571805,0.000445157819135754
2001-01-26,-0.0004747789676021,-0.0,-0.00023738948380105,-0.0005378629677609747
2001-01-29,-3.6813590407002254e-05,-0.0036998739719301,-0.001868343781168551,-0.004243577965440737
2001-01-30,0.0,0.0030468001560644,0.0015234000780322,0.0035554842969879566
2001-01-31,0.0,0.0039001096308426,0.0019500548154213,0.004504038719298102
2001-02-01,0.0,-8.855226283428316e-05,-4.427613141714158e-05,-0.00011069032854285396
2001-02-02,-0.0,-0.0,-0.0,-0.0
2001-02-05,-0.0061727295891165,-0.0,-0.00308636479455825,-0.007715911986395625
2001-02-06,-0.0003602939017784,0.0002880864293902,-3.610373619409999e-05,-9.025934048524997e-05
2001-02-07,0.0015309992772563,-0.0001057836552262,0.00071260781101505,0.001781519527537625
2001-02-08,0.0003856114839026,0.0,0.0001928057419513,0.00048201435487825
2001-02-09,-0.0057955108736094,-0.0,-0.0028977554368047,-0.00724438859201175
2001-02-12,-0.0019281553924426,-0.0,-0.0009640776962213,-0.00241019424055325
2001-02-13,0.0064470049775187,0.0,0.00322350248875935,0.008058756221898375
2001-02-14,-0.0043384745853392,-0.0,-0.0021692372926696,-0.005423093231674
2001-02-15,0.008459705380651,0.0084319877615754,0.0084458465711132,0.021114616427783
2001-02-16,-0.0021758705488414,-0.0001208299220696,-0.0011483502354555002,-0.0027070536084518523
2001-02-19,-0.0001173347640833,-0.0,-5.866738204165e-05,-0.00014666845510412498
2001-02-20,-0.0,-0.0,-0.0,-0.0
2001-02-21,-0.0,-0.0,-0.0,-0.0
2001-02-22,-0.0,-0.0,-0.0,-0.0
2001-02-23,-0.0,-0.0,-0.0,-0.0
2001-02-26,0.0,0.0,0.0,0.0
2001-02-27,-0.0,-0.0,-0.0,-0.0
2001-02-28,0.0,0.0,0.0,0.0
2001-03-01,0.0,0.0,0.0,0.0
2001-03-02,0.0,0.0,0.0,0.0
2001-03-05,0.0,0.0,0.0,0.0
2001-03-06,0.0,0.0,0.0,0.0
2001-03-07,-0.0,0.0057618297444343,0.00288091487221715,0.007202287180542876
2001-03-08,-0.0,-0.0001289546567698,-6.44773283849e-05,-0.00016119332096225
2001-03-09,0.0,-0.0046082597201201,-0.00230412986006005,-0.0057603246501501245
2001-03-12,0.002338219739871,0.0050048813388106,0.0036715505393408003,0.009178876348352
2001-03-13,0.0028895654431358,-0.000123127727409,0.0013832188578634,0.0034580471446585
2001-03-14,0.003295175189284,-0.0,0.001647587594642,0.004118968986605
2001-03-15,0.0002229030201927,-0.0,0.00011145151009635,0.00027862877524087497
2001-03-16,0.0038538194650053,-0.0,0.00192690973250265,0.004817274331256625
2001-03-19,-0.0036305603779893,-0.0,-0.00181528018899465,-0.004538200472486625
2001-03-20,0.0025411948537679,0.0,0.00127059742688395,0.003176493567209875
2001-03-21,-0.0034232346522807,-0.0,-0.00171161732614035,-0.004279043315350875
2001-03-22,-0.0038287918929427,-0.0,-0.00191439594647135,-0.004785989866178375
2001-03-23,0.0013721446226976,0.0,0.0006860723113488,0.0017151807783719998
2001-03-26,0.002096346866135,-0.0,0.0010481734330675,0.0026204335826687498
2001-03-27,-0.0070930223814537,0.0,-0.00354651119072685,-0.008866277976817126
2001-03-28,0.0131283817183732,-0.0,0.0065641908591866,0.0164104771479665
2001-03-29,0.0017099337038955,-0.0,0.00085496685194775,0.0021374171298693748
2001-03-30,0.0074044401793349,-0.0,0.00370222008966745,0.009255550224168626
2001-04-02,-0.0001110844723749,-0.0,-5.554223618745e-05,-0.00013885559046862502
2001-04-03,-0.0,-0.0,-0.0,-0.0
2001-04-04,0.0,0.0,0.0,0.0
2001-04-05,0.0,0.0,0.0,0.0
2001-04-06,-0.0,-0.0,-0.0,-0.0
2001-04-09,0.0073704892637616,0.0,0.0036852446318808,0.009213111579702001
2001-04-10,0.0094071684438426,0.0,0.0047035842219213,0.01175896055480325
2001-04-11,-0.0020566905456521,0.0020027481457902,-2.6971199930949817e-05,-6.742799982737454e-05
2001-04-12,0.0016537826475085,-0.0001073956929329,0.0007731934772878,0.0019329836932195001
2001-04-13,-5.838475989593749e-07,-0.0001079112167951,-5.424753219702969e-05,-0.00013561883049257423
2001-04-16,-0.0001056848208417,-0.0002178915150533,-0.0001617881679475,-0.00040447041986875005
2001-04-17,-0.0,-0.003510542526777,-0.0017552712633885,-0.0043881781584712495
2001-04-18,0.0,0.0149082564646768,0.0074541282323384,0.018635320580846
2001-04-19,-0.0,-0.0093357778700118,-0.0046678889350059,-0.010868017420806822
2001-04-20,0.0,-9.244408294261236e-05,-4.622204147130618e-05,-0.00010004668039753462
2001-04-23,-0.0,0.0102727251323596,0.0051363625661798,0.011339839293882107
2001-04-24,-0.0,-0.0008738618607147,-0.00043693093035735,-0.0009203525875232019
2001-04-25,0.0,-8.807641991039492e-05,-4.403820995519746e-05,-9.219303527132491e-05
2001-04-26,-0.0,-0.0,-0.0,-0.0
2001-04-27,-0.0,-0.0,-0.0,-0.0
2001-04-30,0.0,0.0,0.0,0.0
2001-05-01,0.0,0.0,0.0,0.0
2001-05-02,0.0,0.005218616157924,0.002609308078962,0.006523270197405
2001-05-03,0.0,-9.114140862123616e-05,-4.557070431061808e-05,-0.00011275610675010545
2001-05-04,-0.0,-0.0,-0.0,-0.0
2001-05-07,-8.827144031591312e-05,-0.0001013538083365,-9.481262432620656e-05,-0.00023453005642761523
2001-05-08,-0.0061775561907383,-0.0001013538083365,-0.0031394549995374,-0.007761159111339557
2001-05-09,-0.0061775022068757,-0.0,-0.00308875110343785,-0.007496237285074197
2001-05-10,0.0003954517333738,0.0,0.0001977258666869,0.0004938610712381764
