dt,copper_3m,ret_hook,ret_stocks,ret_combo_raw,lev,ret_combo_net,equity_net,drawdown
2000-03-15,1776.0,0.0,0.0,0.0,2.5,0.0,0.9664764494508042,-0.03352355054919576
2000-03-16,1791.0,0.0,0.0034591398943546,0.0017295699471773,2.5,0.00432392486794325,0.970655421004866,-0.029344578995133985
2000-03-17,1802.0,0.0,-6.281367158249422e-05,-3.140683579124711e-05,2.5,-7.851708947811777e-05,0.9705792079663226,-0.029420792033677423
2000-03-20,1783.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9705792079663226,-0.029420792033677423
2000-03-21,1805.0,0.0,0.0,0.0,2.5,0.0,0.9705792079663226,-0.029420792033677423
2000-03-22,1794.0,-0.0,-0.002596081101978,-0.001298040550989,2.5,-0.0032451013774724997,0.967429580041605,-0.03257041995839505
2000-03-23,1793.0,-0.0,-6.217832520379227e-05,-3.1089162601896134e-05,2.5,-7.772290650474033e-05,0.9673543886028054,-0.032645611397194574
2000-03-24,1780.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9673543886028054,-0.032645611397194574
2000-03-27,1763.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9673543886028054,-0.032645611397194574
2000-03-28,1768.0,0.0,0.0,0.0,2.5,0.0,0.9673543886028054,-0.032645611397194574
2000-03-29,1774.0,0.0,0.0,0.0,2.5,0.0,0.9673543886028054,-0.032645611397194574
2000-03-30,1780.0,0.0,0.0,0.0,2.5,0.0,0.9673543886028054,-0.032645611397194574
2000-03-31,1764.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9673543886028054,-0.032645611397194574
2000-04-03,1754.0,-0.0040368804147708,-0.0,-0.0020184402073854,2.5,-0.0050461005184635,0.9624730211209388,-0.0375269788790612
2000-04-04,1754.0,-2.534113765270185e-07,0.0,-1.2670568826350925e-07,2.5,-3.1676422065877315e-07,0.9624727162439224,-0.03752728375607761
2000-04-05,1747.0,-0.0027773967177706,-0.0,-0.0013886983588853,2.5,-0.00347174589721325,0.9591312555401229,-0.04086874445987709
2000-04-06,1692.0,-0.0225880746715539,-0.0189685811801992,-0.020778327925876548,2.5,-0.051945819814691374,0.909308396161197,-0.09069160383880304
2000-04-07,1685.5,-0.0022436923709518,-8.853130284304038e-05,-0.0011661118368974201,1.4163529285127745,-0.001651625915163072,0.9078065588492217,-0.09219344115077832
2000-04-10,1711.0,-8.679494697848525e-05,-0.0089416642318328,-0.004514229589405642,1.418659927617577,-0.006404156622555333,0.9019928234633683,-0.09800717653663171
2000-04-11,1725.0,0.0,-8.843944996602136e-05,-4.421972498301068e-05,1.404041204665146,-6.208631593510778e-05,0.9019368220519596,-0.09806317794804043
2000-04-12,1720.0,-0.0,-0.0,-0.0,1.4042444536092913,-0.0,0.9019368220519596,-0.09806317794804043
2000-04-13,1701.0,-0.0,0.0069233967587213,0.00346169837936065,1.4042444536092913,0.004861070749285466,0.90632120075534,-0.09367879924466005
2000-04-14,1669.0,-0.0,0.0116088064914103,0.00580440324570515,1.370368580637467,0.007954171837264474,0.9135302353259037,-0.08646976467409628
2000-04-17,1653.0,-0.0058487305427475,0.0059725666085778,6.191803291514999e-05,1.3124504051947523,8.126434738835062e-05,0.913604472764297,-0.08639552723570298
2000-04-18,1684.0,0.0114247691272071,-0.0105291444484649,0.00044781233937110036,1.3121818975280903,0.0005876112452124637,0.9141413170261699,-0.08585868297383015
2000-04-19,1708.0,0.0079040405663909,-0.007923247385089,-9.603409349049838e-06,1.3106588522645408,-1.2586793475252221e-05,0.9141298109182052,-0.08587018908179478
2000-04-20,1698.0,-0.0032136351632741,0.0032883156223311,3.734022952850001e-05,1.310685253336165,4.894128819919259e-05,0.9141745496087329,-0.0858254503912671
2000-04-21,1704.0,0.0019395294797983,-8.400043582890483e-05,0.0009277645219846976,1.3093868835111062,0.0012148026960737144,0.9152850913162796,-0.08471490868372045
2000-04-24,1704.0,-8.233411098712146e-05,-8.380289730306285e-05,-8.306850414509215e-05,1.305825338636567,-0.00010847295755529803,0.9151858076354181,-0.08481419236458188
2000-04-25,1730.0,0.0,-0.0081477475518158,-0.0040738737759079,1.3060193121023516,-0.005320557826403045,0.9103165086239905,-0.0896834913760095
2000-04-26,1740.0,0.0,-8.06772029244609e-05,-4.033860146223045e-05,1.2950222561787414,-5.2239386676712757e-05,0.9102689542478982,-0.08973104575210178
2000-04-27,1729.5,-0.0,-0.0033151357213174,-0.0016575678606587,1.2951370771772404,-0.00214677759427644,0.9083148092521535,-0.09168519074784653
2000-04-28,1752.0,0.0,-8.01691587360261e-05,-4.008457936801305e-05,1.2965386670984438,-5.197120710500542e-05,0.9082676030350852,-0.09173239696491475
2000-05-01,1752.0,-3.8129969500275566e-05,0.0,-1.9064984750137783e-05,1.2966616576355408,-2.4720834728909963e-05,0.908245149901781,-0.09175485009821904
2000-05-02,1789.5,-0.0055066772608612,-0.0105292327608327,-0.00801795501084695,1.2967207610642864,-0.010397048723844666,0.8988020808250566,-0.10119791917494336
2000-05-03,1772.0,0.0023589864398249,-0.0049217753627047,-0.0012813944614399001,1.2425411391813415,-0.001592185333858195,0.8973710213339258,-0.10262897866607423
2000-05-04,1777.0,-0.0006710340408437,0.0013721483598023,0.00035055715947930003,1.2451161995592628,0.00043648439813915647,0.8977627097840803,-0.10223729021591965
2000-05-05,1811.0,-0.0045580135437611,-7.305558614182256e-05,-0.002315534564951461,1.2411822049826777,-0.00287400029704006,0.8951825394894893,-0.10481746051051066
2000-05-08,1795.0,0.0047807816106974,-0.0,0.0023903908053487,2.339963019006812,0.005593426085489869,0.900189676857145,-0.09981032314285498
2000-05-09,1801.0,-0.0017958728724189,0.0,-0.00089793643620945,2.281680773547483,-0.002048804302366848,0.8983453643742538,-0.10165463562574617
2000-05-10,1795.0,0.0018376571754922,-0.0,0.0009188285877461,2.4153572510693437,0.0022192992919023474,0.9003390616052933,-0.09966093839470669
2000-05-11,1798.0,-0.0009239266101683,0.0,-0.00046196330508415,2.4048026789177643,-0.0011109305936280684,0.8993388473971176,-0.10066115260288244
2000-05-12,1828.0,-0.0092673341626566,0.0,-0.0046336670813283,2.4045883374734185,-0.011142061823496524,0.8893183583591467,-0.11068164164085326
2000-05-15,1828.0,-1.4516288728394498e-08,-9.57069443260518e-05,-4.7860730307390096e-05,2.380762258857438,-0.00011394502039718868,0.8892170249606639,-0.1107829750393361
2000-05-16,1848.0,-0.0067846564467175,-9.57069443260518e-05,-0.0034401816955217756,2.5,-0.008600454238804438,0.8815693546291239,-0.11843064537087611
2000-05-17,1833.0,0.0052458172453693,-0.0055768857037575,-0.00016553422919410006,2.5,-0.00041383557298525016,0.8812045298701248,-0.11879547012987524
2000-05-18,1835.0,-0.0007125046594314,-0.0001007870380648,-0.0004066458487481,2.5,-0.00101661462187025,0.8803086844602005,-0.1196913155397995
2000-05-19,1826.0,0.0032879967741323,-0.0,0.00164399838706615,2.5,0.004109995967665375,0.8839267496036327,-0.11607325039636729
2000-05-22,1820.0,-0.0001006436816627,-0.0,-5.032184083135e-05,2.5,-0.000125804602078375,0.8838155475506324,-0.11618445244936759
2000-05-23,1818.0,-0.0,-0.0,-0.0,2.5,-0.0,0.8838155475506324,-0.11618445244936759
2000-05-24,1828.0,0.0,0.0,0.0,2.5,0.0,0.8838155475506324,-0.11618445244936759
2000-05-25,1811.0,-0.0,-0.0,-0.0,2.5,-0.0,0.8838155475506324,-0.11618445244936759
2000-05-26,1821.0,0.0,0.0,0.0,2.5,0.0,0.8838155475506324,-0.11618445244936759
2000-05-29,1824.0,-0.0006109222746494,0.0,-0.0003054611373247,2.5,-0.0007636528433117499,0.8831406192947823,-0.11685938070521773
2000-05-30,1764.0,0.0115760318061081,0.018233789429367,0.014904910617737549,2.5,0.03726227654434387,0.9160484492784875,-0.0839515507215125
2000-05-31,1770.0,-0.0009243985928527,-8.213928254099282e-05,-0.0005032689376968464,1.5718356732460128,-0.0007910560695085281,0.9153238035927218,-0.08467619640727819
2000-06-01,1777.0,-0.0011620096984703,0.0,-0.00058100484923515,1.750778499931327,-0.0010172107983967425,0.9143927263356777,-0.0856072736643223
2000-06-02,1746.0,0.0051948802423231,0.0099743155295226,0.00758459788592285,1.7563038570618703,0.01332085852130961,0.9265732224761098,-0.07342677752389015
2000-06-05,1754.0,0.0011985859860677,-0.0028346827532331,-0.0008180483835826999,1.6120778710316288,-0.0013187576966068643,0.9253512969074997,-0.07464870309250027
2000-06-06,1760.0,0.001037184952658,-9.278192022290685e-05,0.0004722015162175466,1.629301335579981,0.0007693585610361407,0.9260632238497415,-0.07393677615025851
2000-06-07,1715.0,-0.0078482617111515,-0.0,-0.00392413085557575,1.6368850511968225,-0.0064233511364321415,0.9201147945884183,-0.07988520541158173
2000-06-08,1740.0,0.0039780431586011,0.0,0.00198902157930055,1.5915654718594567,0.0031656580683981214,0.9230275634117595,-0.07697243658824049
2000-06-09,1748.5,0.0012704482772335,0.0,0.00063522413861675,1.5867035517934043,0.001007912396928103,0.9239578943356287,-0.0760421056643713
2000-06-12,1731.5,-3.9069097866865614e-05,-0.0,-1.9534548933432807e-05,1.589210526056898,-3.104451078678497e-05,0.9239292105148114,-0.07607078948518864
2000-06-13,1757.0,0.0,0.0,0.0,1.6610210326380415,0.0,0.9239292105148114,-0.07607078948518864
2000-06-14,1768.0,0.0,0.0,0.0,1.6612403396140594,0.0,0.9239292105148114,-0.07607078948518864
2000-06-15,1769.0,0.0,0.0,0.0,1.7130030089819743,0.0,0.9239292105148114,-0.07607078948518864
2000-06-16,1801.0,0.0,0.0,0.0,1.714063193700184,0.0,0.9239292105148114,-0.07607078948518864
2000-06-19,1805.0,-0.0011832503426291,0.0,-0.00059162517131455,1.717007327933166,-0.001015824754536797,0.9229906603513308,-0.07700933964866918
2000-06-20,1788.0,0.0047074627190573,-0.0,0.00235373135952865,1.711306134979344,0.0040279549156546504,0.9267084251187963,-0.07329157488120375
2000-06-21,1799.5,-0.0031806419704429,0.0,-0.00159032098522145,1.708427860762468,-0.0027169486787075427,0.9241906058876226,-0.07580939411237742
2000-06-22,1801.0,-0.0004095877630796,0.0,-0.0002047938815398,1.6918604289663968,-0.0003464826642716195,0.9238703898641999,-0.07612961013580011
2000-06-23,1777.0,0.0065731105574049,-0.0,0.00328655527870245,1.6906345627383792,0.005556363946524629,0.9290037499897029,-0.07099625001029708
2000-06-26,1803.0,0.0069779179828761,0.0,0.00348895899143805,1.6785466671097555,0.005856380486760953,0.9344443494232703,-0.06555565057672974
2000-06-27,1794.0,-0.0023650705969883,0.002335068013171,-1.5001291908649976e-05,1.6671589814358356,-2.5009538538646536e-05,0.9344209794013011,-0.06557902059869891
2000-06-28,1808.0,0.0036863492904873,-7.215640124486672e-05,0.0018070964446212166,1.6694468977586268,0.003016851553423534,0.9372399887845594,-0.06276001121544061
2000-06-29,1780.0,-0.0087154246798348,-0.0,-0.0043577123399174,2.5,-0.0108942808497935,0.9270294331230831,-0.07297056687691694
2000-06-30,1790.0,0.0030022743443357,0.0029737333502265,0.0029880038472811,2.5,0.007470009618202749,0.9339543519048695,-0.06604564809513047
2000-07-03,1794.0,-8.026798151357371e-05,-8.181201312964926e-05,-8.103999732161148e-05,2.5,-0.00020259999330402869,0.9337651327594273,-0.0662348672405727
2000-07-04,1787.0,-0.0,-0.0023546374070319,-0.00117731870351595,2.5,-0.0029432967587898753,0.9310167848707055,-0.0689832151292945
2000-07-05,1787.0,0.0,-1.0829754901421909e-07,-5.4148774507109545e-08,2.5,-1.3537193626777386e-07,0.9310166588371607,-0.06898334116283933
2000-07-06,1767.0,-0.0,-8.711241677093513e-05,-4.355620838546757e-05,2.5,-0.00010889052096366891,0.930915279948154,-0.06908472005184596
2000-07-07,1768.0,0.0,0.0,0.0,2.5,0.0,0.930915279948154,-0.06908472005184596
2000-07-10,1787.0,0.0,0.0,0.0,2.5,0.0,0.930915279948154,-0.06908472005184596
2000-07-11,1793.0,0.0,0.0022572408791607,0.00112862043958035,2.5,0.002821551098950875,0.9335419049793219,-0.06645809502067812
2000-07-12,1808.0,0.0,-0.0001057434497091,-5.287172485455e-05,2.5,-0.000132179312136375,0.9334185100524712,-0.06658148994752877
2000-07-13,1806.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9334185100524712,-0.06658148994752877
2000-07-14,1800.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9334185100524712,-0.06658148994752877
2000-07-17,1833.0,0.0065037608003884,0.0,0.0032518804001942,2.5,0.0081297010004855,0.9410069234475165,-0.05899307655248354
2000-07-18,1836.0,0.0005836596601892,0.0,0.0002918298300946,2.5,0.0007295745752365,0.9416934581739853,-0.05830654182601469
2000-07-19,1834.0,-0.0003887444718415,-0.0,-0.00019437223592075,2.5,-0.000485930589801875,0.9412358605164423,-0.05876413948355774
2000-07-20,1837.0,0.0006025325904394,0.0,0.0003012662952197,2.5,0.00075316573804925,0.9419447671180066,-0.058055232881993435
2000-07-21,1868.0,0.0062956729602023,0.0,0.00314783648010115,2.5,0.007869591200252875,0.9493574873684427,-0.05064251263155728
2000-07-24,1882.0,-0.0053346325492071,0.0,-0.00266731627460355,2.5,-0.006668290686508874,0.9430268956772563,-0.05697310432274372
2000-07-25,1874.0,0.0031391841957979,-0.0,0.00156959209789895,2.5,0.003923980244747376,0.9467273145861592,-0.05327268541384078
2000-07-26,1869.0,0.0020489142492739,-0.0,0.00102445712463695,2.5,0.0025611428115923747,0.9491520184424497,-0.050847981557550326
2000-07-27,1880.0,-0.0045764566580166,0.0,-0.0022882283290083,2.5,-0.00572057082252075,0.9437223270996111,-0.056277672900388875
2000-07-28,1879.0,0.0004156526128186,-0.0006293596891788,-0.0001068535381801,2.5,-0.00026713384545025,0.9434702269253357,-0.056529773074664336
2000-07-31,1884.5,-0.0001174522912723,-0.000138410770604,-0.00012793153093815,2.5,-0.00031982882734537496,0.9431684779490228,-0.05683152205097719
2000-08-01,1888.0,0.0,0.0015811075013032,0.0007905537506516,2.5,0.001976384376629,0.9450325413933701,-0.05496745860662988
2000-08-02,1890.0,0.0,0.000999223708334,0.000499611854167,2.5,0.0012490296354174999,0.9462129150440044,-0.0537870849559956
2000-08-03,1875.0,-0.0,-0.0071635441133473,-0.00358177205667365,2.5,-0.008954430141684126,0.9377401175970835,-0.06225988240291647
2000-08-04,1874.0,-0.0,-0.0001347162843961,-6.735814219805e-05,2.5,-0.00016839535549512499,0.9375822065166187,-0.06241779348338128
2000-08-07,1882.0,0.0,-0.0043697861471735,-0.00218489307358675,2.5,-0.0054622326839668745,0.9324609143442779,-0.06753908565572209
2000-08-08,1873.0,-0.0,-0.0001486369899308,-7.43184949654e-05,2.5,-0.0001857962374135,0.9322876666148575,-0.06771233338514249
2000-08-09,1886.0,0.0,0.0,0.0,2.5,0.0,0.9322876666148575,-0.06771233338514249
2000-08-10,1879.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9322876666148575,-0.06771233338514249
2000-08-11,1870.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9322876666148575,-0.06771233338514249
2000-08-14,1883.5,0.0,0.0,0.0,2.5,0.0,0.9322876666148575,-0.06771233338514249
2000-08-15,1883.5,0.0,0.0,0.0,2.5,0.0,0.9322876666148575,-0.06771233338514249
2000-08-16,1880.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9322876666148575,-0.06771233338514249
2000-08-17,1886.0,0.0,-0.0038392649707536,-0.0019196324853768,2.5,-0.004799081213442,0.9278135423884825,-0.07218645761151754
2000-08-18,1887.0,0.0,-0.0001726077429553,-8.630387147765e-05,2.5,-0.000215759678694125,0.9276133576366886,-0.07238664236331138
2000-08-21,1863.0,-0.0,0.0156050279697795,0.00780251398488975,2.5,0.019506284962224375,0.9457076481255156,-0.054292351874484446
2000-08-22,1874.0,0.0,-0.0074136891634882,-0.0037068445817441,2.5,-0.009267111454360249,0.9369436699470955,-0.06305633005290445
2000-08-23,1872.5,-0.0,0.0010211764392368,0.0005105882196184,2.5,0.001276470549046,0.9381396509478981,-0.061860349052101915
2000-08-24,1878.0,0.0,-0.0037501660197527,-0.00187508300987635,2.5,-0.004687707524690875,0.9337419266469388,-0.06625807335306122
2000-08-25,1877.0,-0.0,-0.0001917914722903,-9.589573614515e-05,2.5,-0.00023973934036287497,0.9335180719733752,-0.06648192802662478
2000-08-28,1884.0,0.0,0.0,0.0,2.5,0.0,0.9335180719733752,-0.06648192802662478
2000-08-29,1913.0,0.0,0.0,0.0,2.5,0.0,0.9335180719733752,-0.06648192802662478
2000-08-30,1920.0,0.0,0.0,0.0,2.5,0.0,0.9335180719733752,-0.06648192802662478
2000-08-31,1924.0,0.0,0.0020877465960731,0.00104387329803655,2.5,0.002609683245091375,0.9359542584447942,-0.06404574155520582
2000-09-01,1931.0,0.0,-0.0001621621115731,-8.108105578655e-05,2.5,-0.000202702639466375,0.9357645380461875,-0.06423546195381247
2000-09-04,1946.0,0.0,-0.0087986110196007,-0.00439930550980035,2.5,-0.010998263774500876,0.9254727528259317,-0.07452724717406833
2000-09-05,1959.0,0.0,-0.0001673168035197,-8.365840175985e-05,2.5,-0.000209146004399625,0.9252791938974975,-0.07472080610250253
2000-09-06,1956.0,-0.0,-0.0,-0.0,2.5,-0.0,0.9252791938974975,-0.07472080610250253
2000-09-07,1963.0,0.0,0.0,0.0,2.5,0.0,0.9252791938974975,-0.07472080610250253
2000-09-08,1983.0,0.0,0.0,0.0,2.5,0.0,0.9252791938974975,-0.07472080610250253
2000-09-11,1979.0,0.0020464856384385,-0.0,0.00102324281921925,2.5,0.0025581070480481254,0.9276461571248189,-0.0723538428751811
2000-09-12,2004.0,-0.0142161392688215,0.0135275712757398,-0.0003442839965408506,2.5,-0.0008607099913521266,0.9268477228089421,-0.07315227719105788
2000-09-13,2020.0,-0.0084882045581761,0.0085905356218985,5.1165531861199764e-05,2.5,0.0001279138296529994,0.9269662794506718,-0.07303372054932822
2000-09-14,2022.0,-0.0010431861026058,-0.0001620669207025,-0.0006026265116541499,2.5,-0.0015065662791353747,0.9255697433121558,-0.0744302566878442
2000-09-15,2014.0,0.0042255236536686,-0.0,0.0021127618268343,2.5,0.00528190456708575,0.9304585143665127,-0.06954148563348728
2000-09-18,1998.0,-0.0084984998820414,-0.0,-0.0042492499410207,2.5,-0.010623124852551749,0.9205741373982774,-0.07942586260172257
2000-09-19,1998.0,-1.0480094144136647e-05,-0.0001743975185754,-9.243880635976833e-05,2.5,-0.00023109701589942082,0.9203613954622105,-0.07963860453778948
2000-09-20,1976.0,-0.0124694404784573,-0.0001743975185754,-0.00632191899851635,2.5,-0.015804797496290875,0.9058152699835267,-0.09418473001647332
2000-09-21,1991.0,0.0075047248592526,0.0,0.0037523624296263,2.5,0.00938090607406575,0.9143126379516966,-0.0856873620483034
2000-09-22,2010.0,0.0093963411677798,0.0,0.0046981705838899,2.5,0.01174542645972475,0.9250516298019552,-0.07494837019804479
2000-09-25,2018.0,-0.0021316398778573,0.0,-0.00106581993892865,2.5,-0.002664549847321625,0.9225867836230017,-0.07741321637699827
2000-09-26,1995.0,0.005522072919995,-0.0,0.0027610364599975,2.5,0.00690259114999375,0.9289550229907391,-0.07104497700926093
2000-09-27,1990.0,0.0010791050101518,-0.0,0.0005395525050759,2.5,0.00134888126268975,0.9302080730151329,-0.06979192698486714
2000-09-28,1984.0,0.0014043529996388,-0.0,0.0007021764998194,2.5,0.0017554412495484999,0.9318409986371665,-0.06815900136283348
2000-09-29,1997.0,-0.0030322088850611,0.0,-0.00151610444253055,2.5,-0.0037902611063263753,0.9283090779427517,-0.07169092205724825
2000-10-02,1966.0,0.014117552100706,-0.0,0.007058776050353,2.5,0.0176469401258825,0.9446908926595207,-0.055309107340479335
2000-10-03,1953.0,0.005295913261743,0.005335556249592,0.0053157347556675,2.1490461974228308,0.011423759563175621,0.9554828142787848,-0.04451718572121521
2000-10-04,1945.0,0.0032922778502201,-0.0001234250140518,0.00158442641808415,2.1449741438421084,0.0033985536996108683,0.9587300739321666,-0.04126992606783342
2000-10-05,1971.0,-0.0108749000289864,-0.0104539029801504,-0.0106644015045684,2.1438601604435408,-0.022862985520618346,0.936810642133674,-0.06318935786632596
2000-10-06,1958.0,0.0050036318940585,-0.0001167681495383,0.0024434318722601,1.652207926948427,0.004037057508306573,0.9405926005703613,-0.059407399429638685
2000-10-09,1940.0,-0.000113976887583,-0.0,-5.69884437915e-05,1.6399452659319813,-9.345792860870124e-05,0.9405046947342474,-0.05949530526575264
2000-10-10,1959.0,0.0,0.0,0.0,1.639833881746351,0.0,0.9405046947342474,-0.05949530526575264
2000-10-11,1947.0,-0.0,-0.0,-0.0,1.6408989132673846,-0.0,0.9405046947342474,-0.05949530526575264
2000-10-12,1928.0,-0.0,0.0077552044311701,0.00387760221558505,1.64175948848204,0.0063660902299957365,0.9464920324826602,-0.05350796751733977
2000-10-13,1940.0,0.0,-0.0048750603764275,-0.00243753018821375,1.6108333943419648,-0.003926455026891363,0.942775674083806,-0.057224325916193974
2000-10-16,1936.0,0.0014661513450844,-0.0001177895098161,0.00067418091763415,1.5930411086836243,0.0010739979164812495,0.9437882131934813,-0.056211786806518727
2000-10-17,1914.0,0.008727987837338,-0.0,0.004363993918669,1.6002484440160245,0.006983474478045461,0.9503791340929981,-0.049620865907001876
2000-10-18,1894.0,0.0078706072661447,-0.0,0.00393530363307235,1.6210269454588644,0.006379233227772443,0.9564418242441857,-0.04355817575581433
2000-10-19,1902.0,-0.0031165189937456,0.0,-0.0015582594968728,1.5992015795921437,-0.002491971048813441,0.9540583989082948,-0.0459416010917052
2000-10-20,1884.0,0.007068502357789,-0.0,0.0035342511788945,1.7303791010389702,0.006115594377781385,0.9598930330887334,-0.040106966911266584
2000-10-23,1885.0,-0.000112059058545,0.0,-5.60295292725e-05,1.733760498009157,-9.714178457470824e-05,0.9597997873664983,-0.04020021263350171
2000-10-24,1895.0,0.0,0.0,0.0,1.7731941662391648,0.0,0.9597997873664983,-0.04020021263350171
2000-10-25,1866.0,-0.0,-0.0,-0.0,1.7838702405348752,-0.0,0.9597997873664983,-0.04020021263350171
2000-10-26,1828.0,-0.0,-0.0,-0.0,1.7927764916420936,-0.0,0.9597997873664983,-0.04020021263350171
2000-10-27,1846.0,0.0,-0.0067459249619913,-0.00337296248099565,1.7906829563687183,-0.006039906427190058,0.9540026864619677,-0.04599731353803227
