date,price,ret,iv,rv,vol_spread,vol_spread_zscore,pos_raw,pos,pnl_gross,pnl_net
2011-09-12,8786.0,-0.007175546641053132,31.92,20.85800880564237,11.061991194357631,,0.0,0.0,-0.0,-0.0
2011-09-13,8806.25,0.0023048030958343624,32.03,20.776170351948377,11.253829648051624,,0.0,0.0,0.0,0.0
2011-09-14,8667.75,-0.015727466288147585,31.95,21.2739191897317,10.6760808102683,,0.0,0.0,-0.0,-0.0
2011-09-15,8746.5,0.009085402786190189,31.94,20.78548933468166,11.154510665318341,,0.0,0.0,0.0,0.0
2011-09-16,8729.5,-0.0019436345966957758,31.18,19.449147244856302,11.730852755143697,,0.0,0.0,-0.0,-0.0
2011-09-19,8401.5,-0.03757374420069881,34.43,23.179086704165904,11.250913295834096,,0.0,0.0,-0.0,-0.0
2011-09-20,8344.75,-0.006754746176278026,33.76,22.97059724119356,10.789402758806439,,0.0,0.0,-0.0,-0.0
2011-09-21,8346.0,0.00014979478114973688,32.54,22.164741773926643,10.375258226073356,,0.0,0.0,0.0,0.0
2011-09-22,7725.0,-0.0744069015097053,38.81,33.159226002228124,5.6507739977718785,,0.0,0.0,-0.0,-0.0
2011-09-23,7402.0,-0.0418122977346278,45.59,34.17044065582159,11.419559344178417,,0.0,0.0,-0.0,-0.0
2011-09-26,7306.0,-0.012969467711429372,51.63,33.80850048064523,17.821499519354774,,0.0,0.0,-0.0,-0.0
2011-09-27,7633.0,0.04475773336983302,43.34,38.688782664567704,4.6512173354323,,0.0,0.0,0.0,0.0
2011-09-28,7296.5,-0.04408489453687936,45.45,40.09991909200366,5.350080907996343,,0.0,0.0,-0.0,-0.0
2011-09-29,7276.0,-0.0028095662303844193,49.35,39.305444848233236,10.044555151766765,,0.0,0.0,-0.0,-0.0
2011-09-30,7071.5,-0.028106102253985688,48.89,39.73647949698103,9.153520503018967,,0.0,0.0,-0.0,-0.0
2011-10-03,7045.5,-0.003676730538075379,53.14,39.80468830915837,13.335311690841628,,0.0,0.0,-0.0,-0.0
2011-10-04,6849.0,-0.027890142644241056,52.41,40.19602047344099,12.213979526559008,,0.0,0.0,-0.0,-0.0
2011-10-05,6858.5,0.0013870638049349182,49.34,40.3437850690516,8.996214930948405,,0.0,0.0,0.0,0.0
2011-10-06,7262.5,0.05890500838375745,45.94,46.345532916809404,-0.4055329168094062,,0.0,0.0,0.0,0.0
2011-10-07,7406.0,0.0197590361445783,44.4,47.31445274111734,-2.914452741117344,,0.0,0.0,0.0,0.0
2011-10-10,7525.0,0.016068052930056753,42.19,47.42389106213923,-5.233891062139229,,0.0,0.0,0.0,0.0
2011-10-11,7323.5,-0.0267774086378737,42.5,47.90306303073238,-5.403063030732383,,0.0,0.0,-0.0,-0.0
2011-10-12,7551.5,0.03113265515122543,41.51,49.70626979383426,-8.196269793834261,,0.0,0.0,0.0,0.0
2011-10-13,7342.0,-0.02774283254982457,41.31,50.14975926739967,-8.839759267399671,,0.0,0.0,-0.0,-0.0
2011-10-14,7569.0,0.030918005992917497,40.06,51.60302598743992,-11.543025987439918,,0.0,0.0,0.0,0.0
2011-10-17,7522.0,-0.006209538908706569,38.37,51.578221819676905,-13.208221819676908,,0.0,0.0,-0.0,-0.0
2011-10-18,7470.5,-0.006846583355490599,41.19,50.33345307342489,-9.143453073424894,,0.0,0.0,-0.0,-0.0
2011-10-19,7237.0,-0.03125627468040959,40.55,51.14429614932436,-10.594296149324364,,0.0,0.0,-0.0,-0.0
2011-10-20,6769.0,-0.06466767997789136,44.73,54.91045482613971,-10.180454826139716,,0.0,0.0,-0.0,-0.0
2011-10-21,7174.0,0.05983158516767606,44.87,54.55977712046415,-9.68977712046415,,0.0,0.0,0.0,0.0
2011-10-24,7649.5,0.06628101477557857,45.42,57.62344089203808,-12.203440892038081,,0.0,0.0,0.0,0.0
2011-10-25,7552.0,-0.012745931106608266,45.83,57.6160823937235,-11.786082393723504,,0.0,0.0,-0.0,-0.0
2011-10-26,7682.0,0.017213983050847537,45.28,55.8145714541305,-10.5345714541305,,0.0,0.0,0.0,0.0
2011-10-27,8136.0,0.059099192918510735,43.53,56.775482028544936,-13.245482028544934,,0.0,0.0,0.0,0.0
2011-10-28,8171.0,0.0043018682399214025,40.36,56.6929388389046,-16.332938838904603,,0.0,0.0,0.0,0.0
2011-10-31,7990.0,-0.022151511442907834,40.41,56.27568938111178,-15.865689381111785,,0.0,0.0,-0.0,-0.0
2011-11-01,7742.0,-0.031038798498122633,44.89,57.67539845173992,-12.785398451739923,,0.0,0.0,-0.0,-0.0
2011-11-02,7895.0,0.01976233531387228,45.17,56.59075713010002,-11.420757130100021,,0.0,0.0,0.0,0.0
2011-11-03,7917.0,0.00278657378087388,46.91,56.57412107179292,-9.664121071792927,,0.0,0.0,0.0,0.0
2011-11-04,7878.0,-0.0049261083743842304,45.32,53.49781632669064,-8.177816326690639,,0.0,0.0,-0.0,-0.0
2011-11-07,7836.0,-0.005331302361005319,44.06,53.29695766732277,-9.23695766732277,,0.0,0.0,-0.0,-0.0
2011-11-08,7810.0,-0.0033180193976518613,42.31,53.13112569550812,-10.821125695508115,,0.0,0.0,-0.0,-0.0
2011-11-09,7635.0,-0.02240717029449424,41.84,52.850587936694424,-11.01058793669442,,0.0,0.0,-0.0,-0.0
2011-11-10,7486.5,-0.01944990176817285,42.64,52.30060969553133,-9.660609695531328,,0.0,0.0,-0.0,-0.0
2011-11-11,7645.0,0.021171441928805157,41.75,51.76159779123862,-10.011597791238621,,0.0,0.0,0.0,0.0
2011-11-14,7766.0,0.015827338129496438,41.03,50.97305670761112,-9.94305670761112,,0.0,0.0,0.0,0.0
2011-11-15,7696.0,-0.009013649240278143,39.36,51.03717135269225,-11.677171352692248,,0.0,0.0,-0.0,-0.0
2011-11-16,7743.0,0.006107068607068555,38.43,50.96499188316109,-12.53499188316109,,0.0,0.0,0.0,0.0
2011-11-17,7559.0,-0.023763399199276725,37.84,50.40839643968646,-12.56839643968646,,0.0,0.0,-0.0,-0.0
2011-11-18,7545.0,-0.0018520968382060854,37.62,44.164055335273645,-6.544055335273647,,0.0,0.0,-0.0,-0.0
2011-11-21,7334.0,-0.02796554009277663,39.51,40.918410768442186,-1.408410768442188,,0.0,0.0,-0.0,-0.0
2011-11-22,7356.5,0.0030679029179165873,39.46,33.46150408457714,5.998495915422858,,0.0,0.0,0.0,0.0
2011-11-23,7272.0,-0.011486440562767597,40.31,33.41168195629121,6.898318043708791,,0.0,0.0,-0.0,-0.0
2011-11-24,7297.0,0.0034378437843785026,39.77,32.769476602505016,7.000523397494987,,0.0,0.0,0.0,0.0
2011-11-25,7256.0,-0.005618747430450877,39.85,23.99984290802111,15.85015709197889,,0.0,0.0,-0.0,-0.0
2011-11-28,7513.5,0.035487872105843365,39.57,27.719488268769837,11.850511731230164,,0.0,0.0,0.0,0.0
2011-11-29,7508.0,-0.000732015705064204,39.54,26.918282674673062,12.621717325326937,,0.0,0.0,-0.0,-0.0
2011-11-30,7894.0,0.05141182738412353,41.85,30.88823978385742,10.961760216142583,,0.0,0.0,0.0,0.0
2011-12-01,7805.0,-0.01127438560932359,41.29,30.393248400769444,10.896751599230555,,0.0,0.0,-0.0,-0.0
2011-12-02,7908.0,0.013196668802049949,40.91,30.741561352776802,10.168438647223194,,0.0,0.0,0.0,0.0
2011-12-05,7962.0,0.006828528072837736,40.39,30.767999788766048,9.622000211233953,,0.0,0.0,0.0,0.0
2011-12-06,7857.0,-0.013187641296156793,40.16,31.080246953881545,9.079753046118451,,0.0,0.0,-0.0,-0.0
2011-12-07,7843.0,-0.0017818505791014072,38.47,31.06221584398025,7.407784156019748,,0.0,0.0,-0.0,-0.0
2011-12-08,7743.0,-0.012750223128904725,38.62,30.341317928962248,8.27868207103775,,0.0,0.0,-0.0,-0.0
2011-12-09,7854.0,0.014335528864781066,38.24,29.74584151168151,8.494158488318494,,0.0,0.0,0.0,0.0
2011-12-12,7643.0,-0.0268652915711739,37.75,30.57921300714943,7.170786992850569,,0.0,0.0,-0.0,-0.0
2011-12-13,7631.0,-0.0015700641109511748,37.11,30.045482599387384,7.0645174006126155,,0.0,0.0,-0.0,-0.0
2011-12-14,7239.5,-0.05130389201939456,38.82,34.73194191321182,4.08805808678818,,0.0,0.0,-0.0,-0.0
2011-12-15,7230.5,-0.0012431797776089049,39.19,34.59067958980337,4.599320410196626,,0.0,0.0,-0.0,-0.0
2011-12-16,7355.75,0.017322453495608903,38.5,34.415317115383594,4.084682884616406,,0.0,0.0,0.0,0.0
2011-12-19,7276.0,-0.010841858410087335,38.07,34.58143837583776,3.4885616241622373,,0.0,0.0,-0.0,-0.0
2011-12-20,7420.5,0.01985981308411211,37.4,33.93234247011544,3.467657529884562,,0.0,0.0,0.0,0.0
2011-12-21,7465.5,0.006064281382656134,36.97,33.973695116299105,2.996304883700894,,0.0,0.0,0.0,0.0
2011-12-22,7538.0,0.009711338825262983,35.75,33.79153835461543,1.958461645384567,,0.0,0.0,0.0,0.0
2011-12-23,7640.0,0.01353144070045098,35.35,34.02843350410273,1.3215664958972724,,0.0,0.0,0.0,0.0
2011-12-26,7640.0,0.0,35.35,33.91690741422967,1.433092585770332,,0.0,0.0,0.0,0.0
2011-12-27,7640.0,0.0,35.35,31.74980308780013,3.60019691219987,,0.0,0.0,0.0,0.0
2011-12-28,7474.0,-0.021727748691099502,35.37,32.71146228122895,2.6585377187710506,,0.0,0.0,-0.0,-0.0
2011-12-29,7441.0,-0.00441530639550447,34.81,26.84335127813974,7.966648721860263,,0.0,0.0,-0.0,-0.0
2011-12-30,7614.0,0.02324956323074856,35.01,28.084738967237488,6.92526103276251,,0.0,0.0,0.0,0.0
2012-01-02,7614.0,0.0,35.01,27.610612135117645,7.399387864882353,,0.0,0.0,0.0,0.0
2012-01-03,7799.0,0.024297346992382396,34.8,28.919143466271347,5.88085653372865,,0.0,0.0,0.0,0.0
2012-01-04,7553.0,-0.031542505449416613,36.24,30.560261808887223,5.679738191112779,,0.0,0.0,-0.0,-0.0
2012-01-05,7563.0,0.0013239772275916994,35.44,30.57812890838511,4.861871091614887,,0.0,0.0,0.0,0.0
2012-01-06,7597.0,0.00449557054079075,34.34,30.365103694909678,3.9748963050903257,,0.0,0.0,0.0,0.0
2012-01-09,7509.0,-0.01158351981045147,33.96,30.070861760477328,3.889138239522673,,0.0,0.0,-0.0,-0.0
2012-01-10,7748.0,0.03182847249966714,33.29,30.8113035180209,2.4786964819790995,,0.0,0.0,0.0,0.0
2012-01-11,7793.0,0.005807950438822873,32.58,30.84483710046257,1.7351628995374284,,0.0,0.0,0.0,0.0
2012-01-12,8014.0,0.028358783523675157,30.88,25.676358003734904,5.203641996265095,,0.0,0.0,0.0,0.0
2012-01-13,8012.0,-0.000249563264287489,29.86,25.64832536217522,4.211674637824778,,0.0,0.0,-0.0,-0.0
2012-01-16,8104.0,0.011482775836245684,29.77,25.373795110916042,4.396204889083958,,0.0,0.0,0.0,0.0
2012-01-17,8208.0,0.012833168805528095,29.49,24.861532411422978,4.628467588577021,,0.0,0.0,0.0,0.0
2012-01-18,8246.0,0.004629629629629539,29.49,24.336146530954903,5.153853469045096,,0.0,0.0,0.0,0.0
2012-01-19,8363.0,0.014188697550327367,29.03,24.536624040761637,4.493375959238364,,0.0,0.0,0.0,0.0
2012-01-20,8227.0,-0.016262106899437967,28.43,25.605863142343505,2.8241368576564945,,0.0,0.0,-0.0,-0.0
2012-01-23,8368.5,0.017199465175641082,28.91,25.803296589857496,3.1067034101425044,,0.0,0.0,0.0,0.0
2012-01-24,8352.0,-0.0019716795124574693,28.99,25.855340887992345,3.134659112007654,,0.0,0.0,-0.0,-0.0
2012-01-25,8383.5,0.0037715517241379004,29.19,25.807835877002027,3.382164122997974,,0.0,0.0,0.0,0.0
2012-01-26,8585.5,0.024094948410568362,29.87,24.78876176709372,5.08123823290628,,0.0,0.0,0.0,0.0
2012-01-27,8526.5,-0.00687205171510108,29.85,24.94219613208805,4.907803867911952,,0.0,0.0,-0.0,-0.0
2012-01-30,8438.0,-0.010379405383217022,30.84,24.837858621563363,6.002141378436637,,0.0,0.0,-0.0,-0.0
2012-01-31,8337.0,-0.011969661057122494,31.09,25.480552989817735,5.609447010182265,,0.0,0.0,-0.0,-0.0
2012-02-01,8459.5,0.014693534844668399,30.78,24.74462501654971,6.035374983450293,,0.0,0.0,0.0,0.0
2012-02-02,8375.5,-0.009929664873810529,29.96,21.78994975114203,8.170050248857972,,0.0,0.0,-0.0,-0.0
2012-02-03,8593.0,0.025968598889618555,29.14,22.906546894533907,6.2334531054660935,,0.0,0.0,0.0,0.0
2012-02-06,8520.5,-0.008437099965087902,28.83,23.459009949086596,5.370990050913402,,0.0,0.0,-0.0,-0.0
2012-02-07,8502.0,-0.0021712340825068566,28.75,22.808845224057908,5.941154775942092,,0.0,0.0,-0.0,-0.0
2012-02-08,8601.75,0.011732533521524369,28.54,20.929725753869963,7.610274246130036,,0.0,0.0,0.0,0.0
2012-02-09,8777.0,0.020373761153253733,28.39,21.591967852635285,6.798032147364715,,0.0,0.0,0.0,0.0
2012-02-10,8502.0,-0.03133189016748317,28.34,23.53566985802564,4.804330141974361,,0.0,0.0,-0.0,-0.0
2012-02-13,8458.0,-0.005175252881674863,28.77,23.680750281411566,5.089249718588434,,0.0,0.0,-0.0,-0.0
2012-02-14,8455.0,-0.0003546937810356976,29.0,23.48107230353163,5.518927696468371,,0.0,0.0,-0.0,-0.0
2012-02-15,8410.0,-0.0053222945002956434,28.82,23.279279048501746,5.540720951498255,,0.0,0.0,-0.0,-0.0
2012-02-16,8336.0,-0.008799048751486294,30.04,23.498169537656885,6.541830462343114,,0.0,0.0,-0.0,-0.0
2012-02-17,8209.5,-0.015175143953934711,30.1,23.563479826293367,6.536520173706634,,0.0,0.0,-0.0,-0.0
2012-02-20,8266.5,0.0069431755892563896,29.71,23.00658620783145,6.703413792168551,,0.0,0.0,0.0,0.0
2012-02-21,8479.0,0.0257061634307143,29.27,23.961506416129723,5.308493583870277,,0.0,0.0,0.0,0.0
2012-02-22,8462.0,-0.0020049534143177228,28.86,23.961982435650484,4.898017564349516,,0.0,0.0,-0.0,-0.0
2012-02-23,8410.0,-0.006145119357126028,28.55,24.049540491187557,4.500459508812444,,0.0,0.0,-0.0,-0.0
2012-02-24,8528.5,0.014090368608798975,28.14,23.028200910010614,5.111799089989386,,0.0,0.0,0.0,0.0
2012-02-27,8537.5,0.0010552852201441976,28.25,22.902940004867666,5.347059995132334,,0.0,0.0,0.0,0.0
2012-02-28,8615.0,0.009077598828696853,27.81,22.766101112215164,5.0438988877848345,,0.0,0.0,0.0,0.0
2012-02-29,8522.0,-0.010795124782356336,27.61,22.684716909391035,4.925283090608964,,0.0,0.0,-0.0,-0.0
2012-03-01,8642.0,0.014081201595869564,27.46,22.639575838271753,4.820424161728248,,0.0,0.0,0.0,0.0
2012-03-02,8601.0,-0.004744272159222351,27.24,22.390767042449465,4.849232957550534,,0.0,0.0,-0.0,-0.0
2012-03-05,8525.5,-0.008778049064062321,27.06,20.75462641049255,6.30537358950745,,0.0,0.0,-0.0,-0.0
2012-03-06,8305.5,-0.025804938126796073,28.42,22.418549950088444,6.001450049911558,,0.0,0.0,-0.0,-0.0
2012-03-07,8311.0,0.0006622117873698041,28.39,22.42331211769048,5.966687882309522,,0.0,0.0,0.0,0.0
2012-03-08,8346.0,0.004211286247142398,28.17,22.033766684045673,6.136233315954328,,0.0,0.0,0.0,0.0
2012-03-09,8506.0,0.019170860292355707,27.42,21.887829975377066,5.5321700246229355,,0.0,0.0,0.0,0.0
2012-03-12,8455.5,-0.005936985657183147,27.27,19.10302534494891,8.166974655051089,,0.0,0.0,-0.0,-0.0
2012-03-13,8565.5,0.013009283898054447,26.89,19.53899535030798,7.351004649692019,,0.0,0.0,0.0,0.0
2012-03-14,8475.5,-0.010507267526705943,26.57,19.919143911314443,6.650856088685558,,0.0,0.0,-0.0,-0.0
2012-03-15,8559.0,0.009851926140050704,25.62,20.082924993031494,5.537075006968507,,0.0,0.0,0.0,0.0
2012-03-16,8495.0,-0.007477509054796161,24.9,20.00747710596399,4.892522894036009,,0.0,0.0,-0.0,-0.0
2012-03-19,8555.75,0.007151265450264788,24.74,19.215788240244187,5.524211759755811,,0.0,0.0,0.0,0.0
2012-03-20,8423.0,-0.01551588113257163,24.84,20.050407747083707,4.789592252916293,,0.0,0.0,-0.0,-0.0
2012-03-21,8444.0,0.002493173453638864,24.67,17.943745339250675,6.726254660749326,,0.0,0.0,0.0,0.0
2012-03-22,8287.0,-0.018593083846518255,25.49,19.047588112285524,6.442411887714474,,0.0,0.0,-0.0,-0.0
2012-03-23,8378.0,0.010981054663931511,25.3,19.37736311121587,5.92263688878413,,0.0,0.0,0.0,0.0
2012-03-26,8518.0,0.01671043208402967,24.85,19.638790348982578,5.211209651017423,,0.0,0.0,0.0,0.0
2012-03-27,8532.25,0.0016729279173515188,24.47,19.644079854861616,4.825920145138383,,0.0,0.0,0.0,0.0
2012-03-28,8355.75,-0.020686219930264538,24.5,20.60190100008036,3.8980989999196396,,0.0,0.0,-0.0,-0.0
2012-03-29,8351.5,-0.0005086317805104157,24.3,20.315341069064598,3.984658930935403,,0.0,0.0,-0.0,-0.0
2012-03-30,8446.5,0.01137520205951037,23.34,20.08449766112701,3.25550233887299,,0.0,0.0,0.0,0.0
2012-04-02,8631.25,0.021872965133487243,22.88,21.526112695459616,1.3538873045403825,,0.0,0.0,0.0,0.0
2012-04-03,8609.25,-0.002548877624909518,23.01,21.303761883620407,1.7062381163795948,,0.0,0.0,-0.0,-0.0
2012-04-04,8356.75,-0.0293289194761448,24.53,21.88026996373145,2.6497300362685507,,0.0,0.0,-0.0,-0.0
2012-04-05,8373.0,0.001944535854249585,24.65,21.88683423614732,2.7631657638526796,,0.0,0.0,0.0,0.0
2012-04-06,8373.0,0.0,24.65,21.844097155056236,2.8059028449437626,,0.0,0.0,0.0,0.0
2012-04-09,8373.0,0.0,24.65,20.732387891139634,3.9176121088603644,,0.0,0.0,0.0,0.0
2012-04-10,8046.5,-0.03899438671921651,28.1,24.59380040633851,3.506199593661492,,0.0,0.0,-0.0,-0.0
2012-04-11,8051.0,0.0005592493630770523,28.34,23.991738553524854,4.348261446475146,,0.0,0.0,0.0,0.0
2012-04-12,8220.5,0.02105328530617312,27.71,25.181682738603538,2.528317261396463,,0.0,0.0,0.0,0.0
2012-04-13,7996.0,-0.027309774344626225,27.28,26.364647146029657,0.9153528539703437,,0.0,0.0,-0.0,-0.0
2012-04-16,7999.5,0.00043771885942978095,27.81,26.341713082232225,1.4682869177677738,,0.0,0.0,0.0,0.0
2012-04-17,8046.0,0.0058128633039564725,27.51,26.282496495079112,1.2275035049208896,,0.0,0.0,0.0,0.0
2012-04-18,8049.5,0.0004349987571463654,26.54,25.887152929448227,0.6528470705517719,,0.0,0.0,0.0,0.0
2012-04-19,8053.5,0.0004969252748618924,26.12,25.852421329370927,0.26757867062907437,,0.0,0.0,0.0,0.0
2012-04-20,8189.5,0.01688706773452542,24.77,25.926134039534105,-1.1561340395341055,,0.0,0.0,0.0,0.0
2012-04-23,8034.0,-0.018987728188534114,24.36,26.338627228072376,-1.9786272280723765,,0.0,0.0,-0.0,-0.0
2012-04-24,8120.0,0.010704505850136936,24.12,25.883242725241463,-1.7632427252414615,,0.0,0.0,0.0,0.0
2012-04-25,8166.0,0.0056650246305418595,23.52,25.99420638193389,-2.4742063819338895,,0.0,0.0,0.0,0.0
2012-04-26,8269.0,0.012613274553024745,22.92,25.52655594231068,-2.6065559423106777,,0.0,0.0,0.0,0.0
2012-04-27,8354.0,0.010279356633208447,22.59,25.791479688677292,-3.201479688677292,,0.0,0.0,0.0,0.0
2012-04-30,8345.0,-0.0010773282259994854,23.01,25.466760226379094,-2.4567602263790924,,0.0,0.0,-0.0,-0.0
2012-05-01,8403.0,0.006950269622528538,22.6,24.31719650288749,-1.7171965028874894,,0.0,0.0,0.0,0.0
2012-05-02,8280.0,-0.014637629418065012,22.91,24.760587043022106,-1.8505870430221059,,0.0,0.0,-0.0,-0.0
2012-05-03,8197.5,-0.009963768115942018,22.73,22.878882605720417,-0.14888260572041645,,0.0,0.0,-0.0,-0.0
2012-05-04,8139.0,-0.007136322049405286,21.84,22.956960784915733,-1.116960784915733,,0.0,0.0,-0.0,-0.0
2012-05-07,8139.0,0.0,21.84,22.956960784915733,-1.116960784915733,,0.0,0.0,0.0,0.0
2012-05-08,8057.0,-0.010074947782282795,22.82,23.152398036160903,-0.33239803616090313,,0.0,0.0,-0.0,-0.0
2012-05-09,8014.0,-0.005336974059823807,24.86,18.865066184484238,5.994933815515761,,0.0,0.0,-0.0,-0.0
2012-05-10,8060.0,0.005739955078612358,25.16,18.973800558119343,6.186199441880657,,0.0,0.0,0.0,0.0
2012-05-11,7959.0,-0.01253101736972706,25.25,17.83823559105979,7.411764408940211,,0.0,0.0,-0.0,-0.0
2012-05-14,7803.5,-0.019537630355572322,26.79,16.57882308046007,10.21117691953993,,0.0,0.0,-0.0,-0.0
2012-05-15,7735.0,-0.008778112385468106,27.89,16.776773542966517,11.113226457033484,,0.0,0.0,-0.0,-0.0
2012-05-16,7623.0,-0.014479638009049722,28.13,17.12426865657465,11.00573134342535,,0.0,0.0,-0.0,-0.0
2012-05-17,7627.0,0.0005247277974551601,28.0,17.126242990264252,10.873757009735748,,0.0,0.0,0.0,0.0
2012-05-18,7618.0,-0.0011800183558411392,27.37,17.098993062298653,10.271006937701348,,0.0,0.0,-0.0,-0.0
2012-05-21,7699.0,0.010632711997899724,26.75,16.32097793709808,10.429022062901922,,0.0,0.0,0.0,0.0
